,B.cells.Memory,B.cells.Naive,CAFs.MSC.iCAF.like,CAFs.myCAF.like,DCs,Endothelial.ACKR1,Endothelial.CXCL12,Endothelial.LYVE1,Endothelial.RGS5,GenMod1,GenMod2,GenMod3,GenMod4,GenMod5,GenMod6,GenMod7,Luminal.Progenitors,Macrophage,Mature.Luminal,Monocyte,Myoepithelial,NK.cells,NKT.cells,Plasmablasts,PVL.Differentiated,PVL.Immature,T.cells.CD4.,T.cells.CD8.,Cancer.Cells,Normal.Epi,TCells,Myeloids,BCells,CAFs,PVLs,Endothelials,ER
0,0.041444547140131995,0.016735932947645485,-0.005795113516864592,-0.004984532931940205,-0.47839172999468843,0.00914916581159151,-0.006119747627867926,0.003226311429142696,0.0,0.004446861109077618,0.028736476231756878,-0.05921911040495087,0.018537076551323948,0.0071925233602712375,-0.013623266458069494,0.01315338704730276,0.0,-0.005758054725693261,0.0,0.0230535344316019,0.004116079470793933,0.0,0.009442547948835527,-0.05938092094042545,0.01801152119130331,0.13627400802924608,0.026309876089941186,0.0,-0.0032376117566670012,0.004037828387860563,0.007721153013345243,-0.01945791277391981,-0.005294196613083675,-0.010665688122468098,-0.015836527697222047,0.008130464994653697,0.013566590770673181
1,0.0,0.0380567865394667,0.577952317786031,0.004002663340899647,0.0,0.011764457886086889,0.0,0.00580504852375777,0.007185529447255943,0.033700803316230515,0.02513602027164264,-0.08388818856571847,-0.004771837759062595,0.023314941292893965,-0.015591071073188292,0.005434395832559551,0.0,0.0,0.015424023566160157,0.04437038927901957,-0.09026388734435879,0.0,-0.005492247209651045,-0.06696956599833116,0.03937148845410427,-0.015490740766460129,0.0,0.005006735379840202,0.0018533612214222898,0.01889190954937935,0.0033131577817967993,0.06425071997760258,0.002427392942978269,0.010033770842623859,0.03296255742982661,0.009793192399815765,0.00793734804801427
2,0.0009156724773874275,0.026515025724323245,-0.022253238352714845,-0.011422811429886989,-0.17747211705567528,0.009333619376568153,-0.01696561992660244,0.0034866825904075784,-0.01977842254052734,0.04983555792934817,0.036476788386573214,-0.08914629137182337,0.01816888104098428,-0.028478898397236545,-0.024996353707323112,0.011910412336314527,-0.0017774025161893317,-0.009657776943702633,-0.005658390484727799,0.03199579137303522,0.007132117131218259,-0.0030988960167478083,-0.006100967359777339,-0.13444509437465993,0.025227088206564698,0.04802646527014025,-0.021382825262349393,0.004023127197702689,0.0,-0.00279166692689067,-0.002424765147473565,0.010381063605914067,-0.005633151717154859,-0.011974033634340464,0.004748402419153919,-0.0021657744287837954,0.014969274921589781
3,0.02487316243505194,0.04084423658485705,0.25884276010741814,-0.012528425947369446,-0.028653310692772552,0.014161201334155346,0.0360960963988376,-0.004949865818811602,-0.1240749047905562,0.03240637050562359,0.02417254490118295,-0.1837121760074767,-0.008172287125240785,-0.023317026027563262,-0.02246551351616055,0.006939961825181096,-0.005823556164464945,-0.024578436047199392,-0.029233509007864828,0.03241804349121609,0.018422177841802855,0.005028242557758912,-0.014897283267411278,-0.13826481573337526,-0.001869132668329127,-0.03801834646494457,-0.0222859673492326,0.0057264979458993845,0.0,-0.026270970751364708,-0.007426425223163296,0.07189341444609199,0.0,0.0,0.008618867950985402,-0.1651699707038273,0.00678981737370421
4,0.3667619237733606,0.015195564864054378,0.22704927372944034,0.000966403392865689,-0.10269237832088307,0.018754829291108666,0.05064817056873505,0.002415763198433174,-0.07548128390663877,-0.03311941607991592,0.01864765918628508,-0.06108236043596443,0.045605506058666145,0.031434281735242264,-0.003336798926876605,0.01773375878717187,-0.001575328610900928,-0.028489566249954412,0.02653396036565364,0.02871125956093834,0.021559208444789868,0.008938737625167836,0.02145887961163756,-0.07012324080132615,0.031424808127034576,-0.03189585048566668,0.06572405948165327,0.0010003317401001133,0.01541712604198775,0.0036965298727192897,0.014100818530736248,0.08494680071623928,0.021010968097928462,0.0038452284085872535,0.023274481726398843,-0.06729455388200273,0.013755917155832131
5,0.025869580515363578,0.045278482852309135,-0.04808093314654474,-0.008090957004561215,-0.32890341979741206,-0.0030751351692593874,-0.0057972997296916046,-0.005772842066076492,-0.0033212357741284407,0.028980336984357546,0.04108682824846558,-0.07122709775676703,0.043282669022280125,-0.020453739042582127,-0.015580036016881807,0.008451180695580669,0.002410238789904942,0.017923166499469553,0.0,0.029067591367758695,0.05390040353119004,0.003157443175163647,0.0023637280601359143,-0.09871753521867335,0.022988989022275606,0.047335641901251835,0.002551458040191683,0.0023709312934239,-0.0021882925286958142,0.005647247902339475,0.003437444820101554,-0.07563207779079965,0.0037765032794036917,-0.006432583168625383,-0.006032644794864317,0.002145881887711143,0.012801553509523167
6,0.02800825867231846,0.04093074597854155,-0.013632226061925056,-0.0053889278005346195,0.07663140544226035,0.010900226968278692,-0.005355311906726282,-0.0021554914780703358,-0.018709417420295138,0.0010730497393081836,0.01867234530653427,-0.20211014309715486,-0.03155873370706258,-0.03627699325040607,-0.01791001754059915,0.010941105409916253,0.0,0.01039055380238331,-0.012004255368908642,0.030111834898203807,-0.05099069490134803,-0.001425540350103928,0.008668031635436568,-0.15320521262518344,0.007865720075112635,0.019001367154428708,-0.0052680220783125065,0.006595464537066633,0.00570440504378722,-0.008901395625222634,0.0023655033988230975,0.0070555549145784185,-0.009067586735745002,-0.00822804303899971,-0.003535412239818514,-0.008100469440638136,0.014429794082714442
7,0.06194645397201337,0.06990271549776045,-0.053100767395295456,-0.010395406311541344,-0.037888180279932016,0.016361393068603403,-0.0031696533753792777,0.005511998927177797,0.018452797404088284,0.2171263171973572,0.19648580948498523,-0.08190334132297156,0.11834608504849303,0.005493069014517182,-0.012775635922937623,0.011517571252741665,-0.007348942370408784,0.005573408851810235,0.002807959002247118,0.021751517556908573,0.11823534915155881,0.00573628533112891,-0.004822610788327297,-0.12435477202637535,0.05537125841890539,0.04356152951413067,-0.019504354752247877,-0.007685243627513716,0.010040690148916398,-0.008505678436752984,0.004336032340379603,0.041033176603660015,-0.007369343232765335,-0.01718492358355106,0.018197453018588494,0.03115828058318454,0.022583174429481323
8,0.08769320378527234,0.05718323309413868,0.2036098585984176,-0.010332615208192935,-0.1613192942289539,0.010498523920382433,-0.009073026071297636,-0.008773112465533906,-0.12388643102893125,0.032616682875340926,0.04577356426174439,-0.2615447479916402,0.007699301860697883,0.0028583214004373712,-0.019964231720849938,0.00630687602042182,-0.007261459650658752,-0.013028017033174659,-0.03861370702923959,0.04808732195539818,-0.11857151508398829,0.002470534374462454,0.007451594342389789,-0.11727328919155389,0.0520786201716823,0.022182777116611745,0.022155645862472415,0.0038443273858100972,0.0037522360729613886,0.010196357815986372,-0.005112174428283552,0.05676472610539493,-0.00898461464438624,0.008800575759422141,0.0191777794626512,-0.10194235407277372,0.0
9,0.008820218243465775,0.019078198638095782,0.23452043417983975,0.0,-0.4471226339886516,0.004915740923295012,0.0,0.0,-0.00597743282353615,0.003278697279158173,0.008481913545528373,-0.07539780377983717,-0.012668508354487573,0.020595071936537795,-0.014256865167212956,0.007696051734222782,-0.004534608705828742,0.0,-0.004257091541777246,0.024318339129198088,0.004944225117070752,0.0,0.004029864255136219,-0.06361512185616132,0.0,-0.01707248599701928,0.0,0.0,0.0,0.0,0.0,-0.008583469220170808,0.0,0.006582233649648522,0.005297009915313067,0.0,0.006449495280810846
