NAME	PVL Differentiated	Macrophage	GenMod4	T cells CD8+	T cells CD4+	Endothelial RGS5	B cells Memory	GenMod1	Myoepithelial	CAFs MSC iCAF-like	CAFs myCAF-like	Plasmablasts	B cells Naive	GenMod3	GenMod2	GenMod7	DCs	GenMod5	Endothelial ACKR1	Monocyte	Mature Luminal	GenMod6	Endothelial CXCL12	NK cells	PVL Immature	Luminal Progenitors	NKT cells	Endothelial Lymphatic LYVE1
MMP28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.168913722506	1	1	1	79.1812646021091	1	1	1	1	1
MMP3	1	1	1	1	1	1	1	1	1	1	141.618728034744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP7	1	1	1	1	1	1	1	1	687.968945125572	1	1	1	1	212.564619197781	1	1	1	1	1	1	1	1	1	1	1	1127.76525379123	1	1
MMP9	1	391.783531933577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.4199632185845	1	1	1	1	1	1	1	1
MMRN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.5054762788377	1	1	1	1	1	1	1	1	730.734339230698
MMRN2	1	1	1	1	1	166.731237655308	1	1	1	1	1	1	1	1	1	1	1	1	194.390235344209	1	1	1	365.769279706584	1	1	1	1	82.0086268363372
MNAT1	1	1	44.2630289597939	1	1	1	1	1	1	1	1	1	1	30.3332164635789	36.622559844445	1	1	1	1	1	35.2003533019537	24.478384511462	1	1	1	42.6157469005732	1	61.5911457012482
MND1	1	1	49.6662356662513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MNDA	1	234.051050225729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	182.885860444905	1	1	413.624966922812	1	1	1	1	1	1	1	1
MNS1	1	1	40.1030572340472	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MOAP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.31321593843	31.586853770621	1	1	1	1	1	1	1	1	1	1	1	1
MOB2	196.296596660426	1	1	1	1	84.0716756680704	1	38.2641397796546	57.9252590282169	1	1	1	1	1	1	35.0504735905717	1	37.3091638035706	105.220189324655	1	30.4550615652117	36.7977265256048	145.051873117762	1	1	1	1	1
MOB3A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.0256047614344	1	1	1	76.5097887621489	1	1	1	1
MOB3B	1	1	1	1	1	1	1	1	1	79.829031795964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MOB4	1	1	36.1925994549745	101.940455793728	97.441301180524	46.6696118680514	1	37.2732631077491	1	1	37.6906543743328	1	1	44.166427037766	29.0704607739226	1	1	44.4747329818242	1	1	39.3960891299333	28.2264255126691	63.6168132125536	98.6426550944212	61.0193011141483	1	112.710096108676	1
MOCS1	60.5302632781543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.8202028152284	1	1	1
MON2	1	1	1	1	1	1	1	35.9029027223994	1	66.6708539823804	1	1	1	1	1	1	1	1	1	1	34.843618082897	25.1031484582968	1	1	1	29.3661384584296	1	15.1746391115476
MORC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.5763250937972	1	1	1	33.4920532588009	32.1726704266554	1	1	1	1	1	1
MORN2	1	1	81.4420845820111	1	1	1	1	64.7059755521908	1	1	37.7398288583846	1	1	65.248788675256	91.0950513664011	58.6338167255354	1	77.8660867366877	1	1	46.3145349196311	76.9261634045877	1	1	1	33.3144688748492	1	1
MOSPD3	1	1	54.9268303913481	1	1	1	1	62.638758597539	1	1	1	1	1	50.3725130464816	67.461679682189	61.0422901056137	1	41.0291742137403	1	1	41.0989966970785	72.6919533709606	1	1	1	1	1	1
MPDZ	1	1	1	1	1	62.8541774041916	1	1	1	1	1	1	1	1	1	1	1	1	56.8826730936177	1	1	1	46.6600864302003	1	1	1	1	1
MPEG1	1	137.799945122414	1	1	1	1	1	1	1	1	1	1	1	1	1	1	179.410824331163	1	1	124.462572185317	1	1	1	1	1	1	1	1
MPHOSPH10	1	1	97.3978891574759	1	1	1	1	1	1	1	43.6161234463585	1	1	114.87823928894	47.2869821598064	67.185130525658	1	1	1	1	38.522615507512	32.4947103099272	42.1239143504536	1	1	34.3744070582429	1	57.5447043045395
MPHOSPH6	1	1	100.986117603535	1	1	1	1	38.0388932593133	1	1	1	1	1	37.7979320124437	60.8608026529296	68.1487706398328	1	1	1	42.8144311198725	102.458237970927	61.5661097368442	1	1	1	37.1822726923015	1	1
MPP1	1	169.188574347099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.068996685094	1	1	1	1	1	1	1	1
MPP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.1851351346744	1	1	1	1	24.7460168450586	1	1
MPP6	1	1	1	1	1	1	1	1	1	1	1	1	1	23.6487198876722	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MPPE1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.5901803184493	30.489546417525	1	1	1	1	1	1
MPRIP	93.4565152957598	1	1	1	1	117.749767171817	1	1	1	1	1	1	1	1	1	1	1	1	58.6631101410289	1	1	1	85.4688910711648	1	135.01338663545	1	1	95.9769606988941
MPV17L2	1	1	46.1655281443753	1	1	1	1	1	1	1	1	1	1	27.618863658284	31.8347975890134	1	1	1	1	1	1	1	1	1	1	1	1	85.3701537996948
MPZL2	1	1	1	1	1	1	1	1	50.8067946305165	1	1	1	1	1	1	1	1	1	77.6028121930798	1	34.2723518426717	30.0604643943964	1	1	1	65.9030584735148	1	1
MPZL3	1	1	1	1	1	1	1	35.7818636415788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.0449826908101	1	1
MRAS	1	1	45.5479880801746	1	1	1	1	1	1	1	46.2055038409558	1	1	93.5138690504833	1	1	1	1	1	1	1	1	1	1	1	24.2282403494328	1	1
MRC1	1	272.048998582568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106.590489608488	1	1	1	1	1	1	1	245.233657049515
MRC2	1	1	1	1	1	1	1	1	1	143.566893301075	195.045068088156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MREG	1	1	1	1	1	1	1	32.8285558905062	1	1	1	1	1	1	1	35.8596523542323	1	57.1215567706826	1	1	50.7372192363447	24.5445914632765	1	1	1	1	1	1
MRGPRF	162.387048469641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.163687612242	1	1	1
MRI1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.5685595953967	1	1	1	1	1	1	1	1	1	1
MRPL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.0348452525	1	1	1	1	1	1	1	1	1	1	1	1	1
MRPL10	53.014348850705	1	1	1	1	40.8159437001302	1	1	1	1	1	1	1	1	36.5024791864276	1	1	1	1	1	1	1	46.3466328971622	1	1	25.5932951079293	1	1
MRPL12	1	1	105.049394344907	1	1	1	1	1	1	1	1	1	1	139.663410293297	128.981927119858	50.9029888561635	1	90.9742416177985	1	1	1	38.6328110854395	1	1	1	1	1	1
MRPL2	45.4138634966738	1	58.1922578652034	1	1	39.7795315593198	1	1	1	1	1	1	1	53.2541956254051	39.1462394044536	1	1	1	1	1	40.0780736771826	26.7577070698363	1	1	1	26.1936942921685	1	1
MRPL23	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.4100006478378	1	1	45.1560990516531	1	1	1	27.9188305705886	1	1	1	1	1	1
MRPL39	1	1	32.0933147058402	1	1	1	1	1	1	1	1	1	1	1	27.2095033381932	1	1	1	1	1	1	1	1	1	1	1	1	1
MRPL44	1	1	40.541923032407	1	1	1	1	1	1	1	1	1	1	1	33.2859194440111	1	1	1	1	1	32.8555105327937	1	1	1	1	1	1	1
MRPL45	1	1	34.7097160310806	1	1	1	1	50.32339660323	1	1	1	1	1	32.9715555340807	63.4316412720708	41.2996459835866	1	59.0319116646257	1	1	47.7881353937914	41.8527087540782	1	1	1	64.9605471404031	1	1
MRPL46	1	1	59.8611802466356	1	1	1	1	1	1	1	1	1	1	1	39.9071094495033	1	1	1	1	1	31.3129924993702	20.9564564594699	1	1	1	1	1	1
MRPL47	50.7398753878655	43.9801028026314	127.047026753329	1	1	67.8057493778871	1	61.9902604059355	1	1	52.1259923421801	1	1	103.49913944943	109.416306113525	68.5557676132249	46.8471355406789	75.0080166076804	54.1241019081737	1	79.6900902901925	82.2967547562155	66.5887670065713	95.4011866330153	55.5059186869679	30.7353352593355	1	1
MRPL49	1	1	53.8735229537929	1	1	1	1	33.0697428027145	1	1	1	1	1	28.743572692106	45.785099232426	1	1	42.665491781056	1	1	35.0370714792824	1	1	1	1	1	1	1
MRPS18B	104.964323320682	53.3847116031721	93.9773067123565	1	1	64.0739690125068	77.7228325820094	58.1557646680391	68.9783928994095	100.374783857546	55.3780730885982	1	140.255668943265	53.2759446088188	85.2244809266188	78.3570257980341	51.863333215787	80.1399169609764	98.3436795966633	38.5922778176946	79.1704821553097	66.5988247089941	98.5820434696865	1	87.6468389872329	73.3468416534845	1	1
MRPS2	1	1	55.5571626414559	1	1	1	1	38.3751699692239	50.3129589419989	1	34.3860952275587	1	1	55.5577128184137	61.216614173725	29.9782453085901	1	1	1	1	33.741201416135	38.3581288318717	1	1	1	71.7611604749331	1	1
MRPS22	1	1	53.7772804702708	1	1	1	1	1	1	1	1	1	1	56.1883155894511	37.3900294681148	1	1	1	1	1	32.1819507771387	23.7573949916367	1	1	1	1	1	28.3712523729731
MRPS24	1	1	41.0278815145625	1	1	1	1	55.4181426914475	1	1	1	1	1	42.5265160392097	39.8504801957896	40.4133444174144	1	1	1	1	1	37.4993414707026	1	1	1	63.2840626321689	1	1
MRPS27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.2415673065656	1	39.8979359087552
MRPS30	1	1	62.8485834466653	1	1	1	1	90.4030108924889	1	1	1	1	1	54.3546346006459	162.395602697312	69.1964699773728	1	295.462090349382	1	1	40.4330504700001	43.9305859407515	1	111.312320686325	1	39.0204217083317	1	38.2736234549602
MRPS31	1	1	35.5331539933214	1	1	1	1	1	1	1	1	38.0533670917331	1	1	1	1	1	1	1	1	37.6929254354121	1	1	1	1	31.1633981464295	1	1
MRPS9	1	1	33.5775972756179	1	1	1	1	1	54.6646481362484	1	1	1	1	1	38.1284375470036	1	1	1	1	1	1	1	1	1	1	1	1	1
MRRF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.8139143722201	1	1	1	41.2226029233882	1	1	1	1	1	1	32.1237913697077	1	1
MRS2	1	1	31.2689906835811	1	1	1	1	1	1	1	1	1	1	36.0190341380093	30.3067924001225	1	1	1	1	1	1	38.5059914364633	1	1	1	1	1	39.8979359087552
MRTO4	1	1	74.4330746841135	1	1	1	1	1	1	1	1	1	1	47.6518537873354	52.8460303859434	1	1	1	1	1	49.8623127949279	27.6404035167481	1	1	1	38.8342832413887	1	56.702023333975
MRVI1	135.407157249764	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	84.6092866803595	1	1	1
MS4A1	1	1	1	1	1	1	1578.07107445047	1	1	1	1	1	1477.05604329239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	86.152861002161
MS4A4A	1	327.714504489562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.3080896947699	1	1	1	1	1	1	1	1
MS4A6A	1	1339.4591000653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	619.154389101629	1	1	949.360089969181	1	1	1	1	1	1	1	1
MS4A7	1	973.16093000432	1	1	1	1	1	83.6005614869941	1	1	1	1	1	1	1	1	65.052308439526	478.031521042864	1	433.910560478808	1	1	1	1	1	1	1	1
MSANTD4	1	1	1	1	1	1	1	1	1	1	1	1	1	27.4396375962579	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSC	1	1	1	1	1	1	1	1	1	1	47.5781416625826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSH2	1	1	35.1354035697696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSH6	1	1	37.12444402074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSI2	1	1	44.7605836112809	1	1	1	1	53.4437215190925	1	1	1	1	1	1	46.0571720024113	67.0111652729152	1	196.487612282294	1	1	88.2136759046281	44.1468896807728	1	1	1	1	1	80.4504465625115
MSL1	1	1	1	1	1	1	1	43.9293535626009	1	1	1	1	1	1	1	41.3051755213768	1	67.0344784240055	1	1	39.2392050941494	66.7889612556372	1	1	1	1	1	1
MSL3	1	43.1909732923856	42.9665281894986	1	1	94.5348110496602	1	1	1	1	1	53.0452744264886	1	32.4637583571081	34.5761979051684	1	50.296185194379	1	1	1	1	1	53.499329187859	1	1	1	1	25.0726715896903
MSLN	1	1	1	1	1	1	1	1	1	1	1	1	1	115.733867118451	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSMO1	1	1	58.2004881185169	1	1	1	1	58.2111376102558	1	1	1	1	1	1	86.9594080165287	56.7024408378856	1	81.1745760060233	1	1	40.4768048467616	62.754989752993	1	1	1	1	1	1
MSN	149.882219606397	177.478492614491	35.9757212963696	298.307813079819	180.509544280421	334.459134697819	137.71535596586	1	99.4904888419715	73.0315593875125	106.540057332284	1	141.127305101444	75.5965895703373	1	1	132.039098057853	1	287.43318455033	210.038699106757	1	1	351.051724423123	221.900966447084	122.512982181619	41.4969391798907	296.480150034676	192.423483048109
MSR1	1	292.456742025062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	84.5478711435584	1	1	1	1	1	1	1	1
MSRA	1	40.7721419976387	1	1	1	47.3604156197436	1	1	1	1	1	1	1	1	1	1	1	1	67.4701974731524	37.4975478073221	46.7979048403618	1	44.6764638452752	1	1	52.2895903850833	1	1
MSRB3	227.364273289891	1	1	1	1	78.8573871389396	1	1	218.117673527283	62.4037922886071	133.802584603511	1	1	1	1	1	1	1	84.2415139128067	1	1	1	88.5155137029738	1	103.26272591743	1	1	1
MSX1	1	1	1	1	1	112.457370951545	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.6429058313633	1	1	1	1	1
MSX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.1054917353469	1	1	1	1	1	1	1	1	1	1
MT1A	348.084289984936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	245.910680852977	1	1	1
MT1E	1052.91487630526	1	82.394364092448	1	1	207.921119173667	1	1	1980.10779668983	316.338324562013	186.692409866014	1	1	114.451269511178	67.1267665938308	1	1	1	139.769354566588	1	502.113531296118	1	162.683329173783	1	761.428854364967	200.273281072229	1	1
MT1F	1	1	1	88.0574751639928	1	1	1	38.8074474196788	144.300920340512	1	1	1	1	1	32.0629985913297	41.9609952089263	1	47.2781382277054	1	1	50.3214072383249	24.1749268046655	1	1	87.7587718864987	31.6880790809431	1	1
MT1G	1	1	1	1	1	1	1	1	153.909261942858	1	1	1	1	1	1	1	1	1	1	1	200.701389279512	1	1	1	1	33.7949060631737	1	1
MT1M	987.292371056969	1	1	1	1	173.524840864059	1	1	397.828056685152	228.245373639935	1	1	1	1	1	1	1	1	114.1122392682	1	1	1	159.310118873231	1	730.159958351698	1	1	1
MT1X	641.881607517406	172.311247612412	355.163820010347	290.850564924913	286.782743684555	143.292791717986	1	90.1346371068347	3192.0401001199	369.583737763731	155.835022607424	1	1	427.388220571984	207.697541318413	191.187899098784	1	70.8413213313085	246.552315187385	145.695787486445	378.667607250516	360.154853081206	132.372423213257	122.874045700753	391.56062855935	495.890976696618	1	166.04384568524
MTA1	1	1	110.936687453039	1	1	1	1	174.364662121441	1	1	1	1	1	76.7940520432899	107.704159663329	176.503127474733	1	173.446534036294	1	1	45.5686935665151	132.285420994564	1	1	1	43.452787910077	1	1
MTA3	1	1	34.0258280951944	1	1	1	1	1	1	1	1	1	1	31.8933564640585	29.2156948356383	46.5657282464688	1	60.1829901227571	1	1	41.9335166647295	47.0515177227611	1	1	1	1	1	1
MTERF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.319927514109	1	1	1	1	65.7210857104761	1	1	1	1	43.104140925157	1	1
MTERF4	1	1	1	1	1	1	1	1	1	1	1	1	1	26.0281329897758	1	1	1	1	1	1	1	27.6638377292669	47.4034937717259	1	1	1	1	1
MTFR1	1	1	36.1324221851931	1	1	1	1	1	1	1	1	1	1	1	29.8616842290543	1	1	1	1	1	1	19.922586988046	1	1	1	1	1	1
MTG1	1	1	36.4046398939948	1	1	1	1	1	1	1	1	1	1	43.2884355005396	1	1	1	1	1	1	45.2786645174231	32.6077098318507	1	1	1	1	1	1
MTG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.3593551253392	1	1	1	1	1	1	28.0094650906309	1	1	1	1	1	1
MTHFD1	1	1	29.863594316045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTHFD2	322.038833623339	109.1438280299	213.369752552755	140.856687082634	143.632592872176	54.4132113906021	1	108.897960186867	96.7880451691893	1	1	1	1	119.106057610713	153.262197959259	119.650685772624	143.682975351495	114.243037098069	1	141.769934157468	130.631222854749	106.771913400766	1	109.294708799801	251.340902160184	34.1426083931232	103.071324766098	1
MTHFD2L	1	1	39.5313763263027	1	1	1	1	47.0943100312474	1	1	1	1	1	1	43.13382263957	39.6396681965009	1	66.2456753250633	1	1	120.472354342719	35.6366686411188	1	1	1	59.3914409255044	1	1
MTHFS	1	1	36.7325808601446	1	1	1	1	40.4465167117593	1	1	1	1	1	1	1	1	1	1	1	1	31.5054455908507	36.9970409578227	1	1	1	1	1	1
MTIF2	1	1	39.4212267424342	1	1	1	1	1	1	1	1	1	1	64.9310991750296	30.9718916931272	37.4259312218588	1	1	1	1	1	27.8021468615354	1	1	1	1	1	1
MTL5	1	1	36.9076019650469	1	1	1	1	1	1	1	1	1	1	1	39.9313847575396	1	1	73.8232352878829	1	1	1	1	1	1	1	1	1	1
MTMR14	1	57.1930362130299	1	1	1	1	1	1	1	1	1	1	1	1	30.5419410072756	1	56.7263047813078	37.3827608318952	1	60.1399479025864	1	1	1	1	1	1	1	67.4566666390848
MTMR2	1	1	1	1	1	1	1	1	1	1	1	1	1	37.5339844343729	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTMR4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.2643767829911	1	1	1	1	1	1	1	1	1	1
MTR	1	1	1	1	1	1	1	1	1	1	43.5263298594606	1	1	1	1	1	1	58.0994623352369	1	1	1	1	1	1	1	1	1	1
MTRF1L	1	1	1	1	1	57.8025117120988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MTRNR2L8	260.348185562844	85.2517984000587	1	1	1	143.278427949561	88.3715367540416	54.4612230617655	1	107.191126991645	198.999370781807	1	1	47.0451525661479	1	53.0515908712645	66.0156227460877	100.546384510393	99.2164484499168	1	38.4098434640105	38.8160732613222	120.815665331211	1	274.477565485578	54.092722892894	1	77.649240931869
MTSS1	1	76.0895233352214	1	1	1	116.041123799842	139.364283053862	37.607601034263	1	1	1	1	190.983745402685	1	1	38.9481884820235	1	1	1	39.2047424414604	1	43.5170278868502	62.8523023467127	1	1	1	1	53.8420767266467
MTUS1	1	1	1	1	1	280.800436640036	1	44.2947350221886	1	109.871953852583	51.3682090951049	1	1	1	24.8423880994406	45.7438391843945	1	61.7035179708966	238.844276573222	1	1	35.5871547026305	460.251832994846	1	89.2238547466508	31.9069622690178	1	92.9834957602523
MTX1	1	44.3170436582621	77.6547926800562	1	1	1	1	71.327770777862	1	1	47.5320514389993	1	1	44.7693122851196	90.2202683527467	53.0550113683713	1	82.1639956048434	1	1	59.0057211979541	73.0915246324323	1	1	48.9257156171768	43.6917766903562	1	139.805644695865
MUC1	1	1	1	1	1	1	1	294.18906965989	1	1	1	1	1	54.4678693523095	53.213593377021	184.132793712085	1	627.101648322952	1	1	183.168299737196	275.431409345359	1	1	1	1	1	1
MUC15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.1760842200467	1	1
MUC5B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.7375910558873	1	1	1	1	1	1
MUC6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	233.9578203078	1	1	1	1	1	1	1	1	1	1
MUCL1	1	1	5755.22311769017	1	1	1	1	929.465217603985	72.7194473341287	1	1	138.222511480946	1	1	9250.12341966661	6525.32883358953	1	7666.64115541656	1	1	3487.28108268094	3280.72053539459	1	1	1	1	360.959934110986	524.309749124865
MUM1	1	1	1	1	1	42.1800613002499	1	43.7353372448455	1	1	1	1	1	1	23.7622874270441	57.9165047556331	1	47.2324764040417	1	1	40.4799683252697	40.1645792265022	1	1	77.4805183997845	1	1	67.799225006112
MUS81	1	1	29.1160156742408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MVD	1	1	63.5637069871411	1	1	1	1	1	1	1	1	1	1	34.7761975570514	54.7186288396253	1	1	1	1	1	1	38.300975023321	1	1	1	1	1	1
MX1	1	188.141654955733	1	232.342957628429	110.907845896791	69.0571903774543	218.472676771422	1	1	1	61.5193884109156	50.3479775646408	334.996815839172	62.5918096378919	1	1	212.129633108822	1	169.742896391077	129.752403684925	42.2244661567794	1	224.292173691257	93.4996547037071	63.4553236918946	1	1	1
MX2	1	92.1964344555762	1	84.7125361601072	1	1	1	1	1	80.981405118364	62.9485138147031	1	168.356956522873	1	1	1	65.2962685079977	1	1	107.056392201889	1	1	79.3049075611001	1	92.4646464857249	1	1	1
MXD1	1	111.231257041657	1	1	1	1	1	62.6424684580493	1	1	1	1	1	33.0915518075924	1	50.9074878861766	78.7186889819882	1	1	219.420693219714	55.1806581694673	26.0484469892172	1	1	1	1	1	1
MXD3	1	1	35.0985457032678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXD4	1	1	1	1	1	62.0530088477794	1	1	1	1	57.7315281266033	1	1	1	1	1	1	1	1	1	1	1	61.168109267294	1	51.4306186994724	1	1	1
MXI1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.318238115026	1	1
MXRA5	1	1	1	1	1	1	1	1	1	187.308328248432	507.343543228705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MXRA7	1	1	1	1	1	40.3180740803785	1	1	1	54.0686051352972	74.3652994969716	1	1	1	1	1	1	1	1	1	1	1	55.2226929728438	1	53.1647463202886	1	1	1
MXRA8	164.324731728075	1	1	1	1	1	1	1	305.240069115067	669.684773685482	875.065143355162	1	1	1	1	1	1	1	1	1	1	1	1	1	166.665533994879	1	1	1
MYB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.538555622833	1	1	92.7558134955998	1	1	29.9795279049432	1	1	1	1	1	1	1
MYBL2	1	1	52.1857196297058	1	1	1	1	1	1	1	1	1	1	1	1	1	143.294890355762	1	1	1	1	1	1	1	1	1	1	1
MYBPC1	1	1	1	1	1	1	1	65.6403935265093	1	1	1	1	1	1	1	1	1	97.2631662805983	1	1	123.937919134846	1	1	1	1	1	1	1
MYCBP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.8375417106287	1	1	1	1	1	1	22.3974819366726	1	1	1	1	1	1
MYCBP2	72.1101869109006	75.8365406523731	57.0666312587271	120.709246788849	126.163660620448	97.3994442069444	210.815784408874	36.180731310352	1	113.833526262933	93.2261084134565	1	291.854057314019	61.6854289331006	50.78472072623	71.9311971816378	69.757201223277	1	104.153266539368	116.346078320521	64.3319351801806	43.9439159013933	82.1995130799572	60.0388748567227	96.4589424279884	39.1988241045461	1	33.1383307669284
MYCT1	1	1	1	1	1	186.05809000266	1	1	1	1	1	1	1	1	1	1	1	1	127.802341250085	1	1	1	177.08243189068	1	1	1	1	217.716439041797
MYD88	1	63.7918643058697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.2811924912606	1	1	80.4806734312121	1	1	1	1	1	1	1	1
MYH10	1	1	1	1	1	47.6069331807591	1	1	1	67.3513599142847	67.4353771145887	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.0603681193611
MYH11	1073.11001143936	1	1	1	1	1	1	1	482.233054359297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MYH14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.8021148295108	1	1	1	1	1	1
MYL9	6090.0940332325	1	1	1	1	362.166196996491	1	1	2508.09238019854	632.332822159517	1255.5190043707	1	1	337.432952271251	1	1	1	1	137.554579995403	1	34.8420856479704	52.8922834595259	380.86019469242	1	2474.62062000705	41.59654109791	1	129.037667204439
MYLK	572.774908937625	1	1	1	1	78.0264390451491	1	1	2332.10374816393	1	90.0852581506408	1	1	93.2648576432368	1	1	1	1	100.359905137777	1	1	1	50.5134813595995	1	388.807677409646	1	1	1
MYO10	1	1	52.5770480677856	1	1	138.142101215918	1	1	1	1	1	1	1	58.515334852447	1	32.5299605625073	1	1	1	1	1	26.1282363094254	109.20309953381	1	1	1	1	15.1792992574898
MYO1B	202.180228567583	1	31.3537163999316	1	1	251.548239730976	1	1	58.0214979076098	62.8328439907413	63.1121385986765	1	1	1	1	1	1	1	1	1	58.8698901763817	33.8685706557426	83.916271337729	1	314.32214284805	1	1	93.7294764681766
MYO1D	1	1	1	1	1	1	1	1	1	1	47.3108293564748	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.7073397399091
MYO1E	1	1	1	1	1	161.805996945915	1	1	41.9266727756423	1	45.6633514820092	1	1	44.0155428579904	1	1	42.8655791615813	1	132.886877934655	1	1	1	139.675347732456	1	1	92.7817780496517	1	15.2264074671599
MYO1F	1	103.331013131938	1	93.5297946004144	1	1	1	1	1	1	1	1	1	1	1	1	44.1709422826148	1	1	143.020871450579	1	1	1	98.5734037861491	1	1	209.952653001966	1
MYO1G	1	1	1	78.1392212551376	1	1	1	1	1	1	1	1	1	1	1	1	62.6972907688155	1	1	50.8423451009134	1	1	1	1	1	1	150.378613610966	1
MYO5A	1	60.8878355092198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	87.8754291832632
MYO5C	1	1	1	1	1	34.0880989049645	1	1	1	1	1	1	1	1	1	1	1	1	40.7441652969423	1	38.4051659714624	26.4327394482847	1	1	1	1	1	96.1479608544375
MYO6	1	1	64.9195236477553	1	1	95.1961584185655	1	148.744472788064	1	1	62.4821435293888	1	1	64.3212402079601	81.2933280173342	141.956336608869	1	219.814969804175	50.6792314298284	1	238.412854071856	117.865302850533	81.621185616288	1	1	67.9329610440328	1	1
MYO9A	1	1	1	1	1	45.3963869528203	1	1	40.7588039011699	1	1	1	1	1	1	1	1	1	46.2105749607152	1	1	1	1	1	1	32.386130072098	1	1
MYO9B	1	116.036124879779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.5346207412946	1	1	81.1215954184937	1	1	1	1	1	1	1	1
MYOM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	652.358107180132	1
