NAME	T cells CD8+	T cells CD4+	Endothelial ACKR1	B cells Memory	CAFs MSC iCAF-like	B cells Naive	NKT cells	GenMod1	GenMod3	GenMod6	Monocyte	CAFs myCAF-like	PVL Immature	GenMod7	Endothelial RGS5	GenMod2	Plasmablasts	GenMod5	Macrophage	GenMod4	Luminal Progenitors	Mature Luminal	Myoepithelial	PVL Differentiated	NK cells	DCs	Endothelial CXCL12	Endothelial Lymphatic LYVE1
NPY1R	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119.743833237109	1	1	1	1	1	1	1	1	1	1
NQO1	1	1	81.9210566701524	1	1	1	1	146.905983107757	299.075776475379	330.16822508896	1	1	1	113.233780369137	112.894274610628	200.269613168742	1	145.031035470691	1	206.017257559267	1	147.794775176461	1	1	1	1	79.3876932417184	54.6860946299177
NR1H3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	141.722873728972	1	1	1	1	1	1	1	1	1
NR2F1	1	1	1	1	254.361103092539	1	1	1	1	1	1	88.3735551715796	85.4469622571852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2F1.AS1	1	1	1	1	72.2147701988049	1	1	1	1	1	1	49.584782834115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NR2F2	1	1	192.675966286707	1	160.776905376318	1	1	72.2930077787883	1	46.0505215628588	1	143.547394448964	482.536537871482	65.135083055605	138.640427212856	38.6127012872422	1	51.8910635854813	1	1	1	39.1430506230887	1	305.462063710372	1	1	1	179.563166830762
NR2F2.AS1	1	1	1	1	1	1	1	1	1	1	1	1	70.5470861741511	1	1	1	1	1	1	1	1	1	1	85.8946987205708	1	1	1	69.8735564272962
NR2F6	1	1	1	1	1	1	1	38.3562752688631	27.6877920055285	35.195569742067	1	1	1	54.3577255489373	1	54.3058376864581	1	82.2295546706633	1	33.225936576978	1	1	1	1	1	1	1	1
NR3C1	284.323231401352	488.356263207641	82.617858836675	140.161492531922	147.701932373403	300.631238110603	187.00258556182	1	46.8150085809155	1	52.4292730198503	79.4348092617932	148.661661898691	1	140.45843832531	1	1	1	97.3581993666041	1	1	57.7630140716834	105.70939878189	139.064397103819	144.921657061905	273.456773138468	162.450959146078	89.2994935523491
NR4A2	1218.01369691517	780.299367136557	104.797674205171	1216.89757987903	241.660974461182	558.00552475227	824.991282423108	236.580572287194	112.277921929074	69.8201961853426	847.038590689582	139.691438015753	102.727793415329	195.149100717738	116.691935236145	58.7426460726839	115.726320596479	49.076408562974	974.927581919881	146.233819131489	129.59190890584	80.1977435765125	75.405228564861	246.58550388615	1334.42433513112	740.507565640739	194.627382427315	1
NR4A3	238.673115605687	120.649667399126	1	133.480465239823	1	1	72.4323148872612	1	1	1	436.649232122038	1	1	1	1	1	1	1	235.600415617896	1	54.1341982355177	1	1	1	309.592300377456	549.304560971929	1	1
NR5A2	1	1	56.9515288382656	1	1	1	1	1	1	1	1	1	1	1	50.6834781380668	1	1	1	1	1	1	1	1	1	1	1	1	1
NRARP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.8179368501537	1	1	1	1
NRAS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.1886140926738	1	1	1	1	1	1	1	1	1	1	1	1	1
NRBF2	80.3968493599998	1	1	105.687578340585	1	125.520943272319	113.471657933065	38.217794670677	70.9336978328657	32.193901129185	41.3025772127466	59.9616007917926	1	50.5283995263221	1	43.5049832250845	1	1	52.7078071951283	54.2402137436184	74.2984496257629	56.9869463132571	1	1	1	54.2205149462363	1	1
NREP	1	1	51.8509705952747	1	111.379869674618	1	1	1	1	1	1	370.816875059554	135.116632569184	1	104.698265199619	1	1	1	1	1	1	1	1	1	1	1	94.2875928143725	1
NRG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.1695910574931	1	1	1	1	1
NRGN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52.5158017448003	1	1	1	1
NRIP1	1	1	1	1	55.7175734937339	1	1	50.8322722015516	1	1	1	48.9949086663959	1	51.727879771945	49.540671605639	1	1	69.2473609622708	55.6924373985664	1	1	50.5982716813519	1	1	1	1	1	1
NRIP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79.0148539288452	1	1	1	1
NRM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.1347541945638	1	1	1	1	1	1	1	1
NRN1	1	1	242.750460647086	1	1	1	1	1	1	1	1	1	1	1	112.863463333683	1	1	1	1	1	1	1	1	53.4198824835156	1	1	206.152575985309	40.0484405780705
NRP1	1	1	280.502690641087	1	77.56721375757	1	1	1	44.7474556827322	1	1	83.2087608596176	163.402600116137	1	403.899676444138	1	1	1	110.388446135936	1	1	1	1	74.9802683173051	1	1	217.186274253988	1
NRP2	1	1	140.308595100192	1	1	1	1	1	1	1	67.3044170257437	84.9048219354909	1	1	134.616432986511	1	1	1	178.496082664175	1	1	1	94.5316890798714	1	1	1	1	542.077300753833
NRROS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.8806920653494	1	1	1	1	1	1	45.9043200760758	1	1
NSD1	1	1	1	1	1	141.864981563985	1	33.591333590707	37.1087988795763	38.6420249457836	47.8228579717803	52.8031781993283	1	61.3984222935395	50.5550362135083	45.5970722448855	1	52.1053400695728	1	57.1878039242355	21.8964346755971	38.2539083220366	1	1	1	50.7994828139509	62.349667308433	1
NSDHL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.3758401176247	1	1	1	33.0083015779038	1	1	1	1	1	1	1	1
NSG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.0688867394377	1	1	1	1	1
NSUN2	1	1	1	1	1	1	1	1	32.868897588326	1	1	1	1	1	1	22.198930847149	1	1	1	41.9521611040522	1	1	1	1	1	1	1	1
NSUN5	1	1	1	1	1	64.2927751854444	1	32.3800170744101	60.8870378905701	37.7362931472322	1	1	1	45.0594918200935	1	40.7313196399208	1	49.665385383488	1	70.9746063655843	1	1	1	1	1	1	1	1
NSUN6	1	1	48.2322589584327	1	1	1	1	1	1	1	1	1	1	1	37.0107509528077	1	1	1	1	1	1	1	1	1	1	1	1	1
NT5C	93.8328107330908	1	1	177.250697008799	86.662661943764	72.9808049157862	147.231387089556	91.4847151676231	82.0985326495802	77.1614089543935	69.272684180757	90.4143449539158	90.1449251935634	118.364562719129	1	70.3628297826348	1	128.157292063959	82.6545646309359	74.111874042717	57.3347464511119	76.3186771688198	133.621335374696	79.5262730768682	1	54.1169116171841	1	1
NT5C2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.5104621432175	1	1	1	1	1	1	33.0919302976789	1	1
NT5C3A	135.741452234503	107.84882989505	42.1722968736616	142.859616494969	63.2469214743734	189.669766754632	1	50.0390450363106	38.9636160649895	49.1892335876316	1	1	1	42.3781220898126	47.2497245540168	43.1666068769448	1	52.8350753593176	48.9953919910152	53.6659646930141	34.4290813159984	49.6667650791078	1	1	108.430852868476	54.5115132603617	52.6185840108689	27.2648118672682
NT5DC2	1	1	1	1	1	1	1	44.9730579214072	29.562606418146	49.9727318091999	1	1	51.7457761427121	48.0133538121012	1	34.0583896722986	1	1	1	43.3782178637327	1	1	1	91.3965750796996	1	1	1	1
NT5E	1	1	1	1	71.1666865798623	1	1	1	49.9761741376272	1	1	73.4329747159613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.836544913808
NTM	1	1	1	1	1	1	1	1	1	1	1	83.9769722660837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NTN4	1	1	1	1	1	1	1	78.7731150426945	1	69.6797729868003	1	1	1	52.9494382182571	1	1	1	80.2510911518831	1	1	60.9091312899847	190.823324353171	116.926727654049	98.8412480838976	1	1	1	1
NTRK2	1	1	1	1	1	1	1	1	1	1	1	1	82.9912019356878	1	1	1	1	1	1	1	160.293421879694	1	292.568188341802	355.953382612967	1	1	1	1
NUAK1	1	1	137.67916078124	1	1	1	1	1	1	1	1	1	1	1	124.521134914793	1	1	1	1	1	1	1	1	1	1	1	135.695821336456	1
NUBP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.6115688306262	1	1	1	1	1	34.4953472357066	1	1
NUDCD1	1	1	45.2863492937892	1	1	1	1	1	27.4657657323947	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NUDT1	1	1	1	1	1	1	1	1	94.3492797370662	35.73999533368	62.4411129712329	47.4402337049851	1	45.7932770950714	1	55.0223684216919	1	47.4838908449729	43.9575680774054	153.989683943023	27.8817555998201	1	1	1	1	73.0555193228619	1	1
NUDT12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.1283392090766	1	1	1	1	1	1	1	1	1	1
NUDT14	1	1	100.392063479095	1	1	1	1	62.7240787665934	66.7961076119356	59.3341962829136	1	1	1	81.6358461197182	101.292813166135	75.994426284095	1	47.0856245625714	55.8136153966632	100.470279752387	1	51.8530018626778	118.980327018907	1	1	1	199.122608161745	111.96917008765
NUDT15	1	1	1	1	1	1	1	1	37.5840135296393	1	1	1	1	1	1	24.2528348939791	1	1	1	55.7501634968485	1	1	1	1	1	1	1	1
NUDT16L1	1	1	1	1	1	1	1	81.598067196789	40.539470495462	61.1854058602656	1	1	1	63.8246410002271	1	84.0857133165005	1	96.6453601144967	1	69.4471125631671	1	61.9616151331769	1	1	1	1	1	1
NUDT2	1	1	1	1	1	1	1	39.0095050720346	1	1	1	1	48.1706468539563	1	36.1553590654204	37.0173471428285	1	39.0021178018355	1	34.4806734223274	54.6129246792296	48.2466392284116	1	1	1	1	41.8240449073091	68.6037693989059
NUDT22	1	1	1	1	1	1	1	64.5375348475527	64.9197825773819	68.84435972364	39.1392121987163	60.0610086424531	80.1842161719239	89.0340200142484	43.3908987936382	67.3629451713203	57.7345038002215	44.107762102045	43.6832731746439	75.8663933734355	29.4186377619594	50.4477395170721	1	1	1	63.1080246593151	1	54.6860946299177
NUDT8	1	1	1	1	1	1	1	108.026035017048	1	127.582725766651	1	1	1	94.3838475572362	1	92.4210852740242	1	61.8996872537625	1	93.2597903073437	28.60014931799	40.2464998270836	1	1	1	1	1	1
NUDT9	1	1	1	1	1	1	1	1	1	27.5394421889238	1	1	1	1	1	24.6552060524175	1	1	1	1	1	43.3562495286196	1	1	1	1	1	1
NUF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.8988637244598	1	1	1	1	1	1	1	1
NUP133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.1159747321573	1	1	1	1	1	1	1	1	1	1
NUP214	1	1	1	1	1	1	1	1	1	1	106.081305847582	1	1	1	1	1	1	1	59.3066346115637	1	1	1	1	1	1	1	1	1
NUP37	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.0329249074765	1	1	1	35.8289389388724	1	1	1	1	1	1	1	1
NUP54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.405797856692	1	1	1	1	1	1	1
NUP93	1	1	1	1	1	1	1	1	27.4307498292947	1	1	1	1	1	1	1	1	1	1	33.7100582027334	1	1	1	1	1	1	1	1
NUP98	1	1	1	1	1	1	1	31.8891767130146	1	1	1	1	1	1	1	1	1	1	1	1	34.3602195414687	72.8472860291983	1	1	1	51.1664056459534	1	1
NUPL2	1	1	1	1	1	1	1	1	37.7142231135562	27.6239790576547	1	1	1	1	1	24.4056075646607	1	1	1	1	1	1	1	1	1	1	1	1
NUPR2	1	1	1	1	1	1	1	131.973934492568	1	88.5859530495207	1	1	1	66.3942043958917	1	43.1174569336632	1	225.228772774145	1	36.8204379200067	1	27.0346674189475	1	1	1	1	1	1
NUSAP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	206.014927007833	1	1	1	1	1	1	1	94.7228694117455
NUTM2B.AS1	1	77.1884488239338	64.1383344731756	1	1	1	94.3965998866158	47.6433285792748	36.6605571496933	30.150388188141	1	47.4914200947507	56.9695865500246	66.8096515821148	53.8545714276234	34.5869141738437	1	41.7818867564653	1	42.6281916664345	63.6471645746993	65.5467225103417	58.2560288211193	1	1	47.3380611110049	48.8401478405593	50.0708411213174
NVL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.0925579413929	1	1	1	30.6791084459598	1	1	1	1	1	1	1	1
NXF1	1	1	57.2886350717491	1	1	1	1	1	1	1	1	1	1	1	68.6260350879011	1	1	1	48.3087120880032	1	32.3018977169921	25.6958503201287	77.9997511995116	60.1815396076401	1	1	61.5484777454042	1
OAF	1	1	50.1861234645145	1	106.545317653174	1	1	1	1	1	1	100.843263353557	150.659198873732	1	59.6677219644396	1	1	1	1	1	1	1	1	1	1	1	1	75.9704014557759
OAS1	94.0206148486217	1	1	130.310179820542	1	132.547475453472	1	1	38.7322528948133	59.1124008146393	112.336701888039	53.0050331070315	1	1	1	1	1	1	125.107714303401	1	1	36.9067111366653	1	1	1	81.2530026359077	1	54.6860946299177
OAS2	1	1	1	1	1	1	1	1	1	1	41.9692546751308	1	1	1	47.6303623168414	1	1	1	68.7659632489011	1	1	1	1	1	1	30.0461086143979	49.5945332861645	1
OAS3	1	1	49.1962781645987	1	1	1	1	1	1	1	45.3732168306781	1	1	1	1	1	1	1	45.6303065549956	1	1	1	1	1	1	1	1	1
OASL	227.999558920977	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119.691673006289	1	1	1
OAZ2	1	1	60.9920479186474	1	78.5244446177493	1	1	37.7326327252662	68.8762558428818	46.8427749421865	51.0205718428063	62.6809751819226	312.863364578683	49.8676967300938	165.7779087904	62.5859528654767	1	56.8343758750846	70.3332109733024	56.6787781290259	33.4814100281539	46.8156137092316	1	383.048184064095	1	42.0942126769396	152.790257270823	29.6097458532523
OBFC1	1	1	1	1	1	1	1	1	44.7663605435605	1	1	1	1	1	1	1	1	1	1	27.30499124595	1	1	1	1	1	1	1	1
OBSL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.5813941732108	48.0750258510035	1	1	1	1	1
OCEL1	1	1	1	1	1	1	1	47.649284148917	1	46.1718915268244	1	1	1	1	1	42.4709393044324	1	72.9601442092205	1	30.6999040470814	24.8883131403772	39.8184683599909	1	1	1	1	1	1
OCIAD2	230.35107589422	230.610275560887	130.403680526188	109.30171487474	1	86.9802438335854	112.89746703951	149.369987254082	147.862919434228	152.860503440421	1	1	1	104.515828153971	101.849705586425	133.108414728269	72.6301816830737	168.723556243017	1	116.987291167387	107.058739723575	128.184987384738	94.8011827712738	1	123.42197280599	1	360.822273946628	1
OCLN	1	1	1	1	1	1	1	69.9080151585249	1	32.6544716154695	1	1	1	46.3865317737027	1	1	1	39.596015582813	1	1	46.8539995212074	51.692194293821	1	1	1	1	1	1
ODC1	163.693811362729	174.126246955641	133.353886882989	213.787071168938	1	92.8753184671756	163.892996758074	1	88.695695235076	1	75.5210846890591	1	46.225509769789	1	176.20033314989	49.4040793896375	92.4969929860798	1	1	77.273483751005	103.086852049552	1	57.9264197007614	138.171112510575	120.944445822521	128.260147813837	55.5901249349116	230.240378486992
ODF2L	142.873366929734	138.775758478627	120.031983677368	1	69.5645524725248	153.965648375861	138.56458646291	55.2147056285702	81.8784507863462	66.0972390186471	1	105.171000068426	166.214260629568	96.0609026967131	128.876980080084	79.5035964147172	1	1	1	91.3333825736373	55.3361571719854	85.2514396429214	84.7385168206955	105.187211811097	140.838857697972	1	101.008801695842	54.6860946299177
OFD1	107.494193771235	82.3496265411585	49.7584622971573	172.011156455135	74.1728906579872	185.179351630118	146.82386683399	76.7242625280875	38.312093005889	74.1870343201389	1	1	1	93.318468359543	40.3967388164478	54.4850736250219	1	80.2111806941379	1	33.7196348149446	125.90430222332	85.1841030050964	108.824865611363	1	115.722705645012	131.950837866609	1	1
OGDH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.9447178043461	1
OGFRL1	1	1	1	1	1	1	1	1	39.5819177237301	1	127.236336334294	1	1	1	1	1	1	1	72.7013196770417	1	56.6441240319811	1	78.6825776356958	1	1	52.4868392692265	1	1
OGN	1	1	1	1	217.664578389083	1	1	1	1	1	1	151.938780165479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OGT	98.4594786363193	77.3265037209779	1	1	1	1	1	45.5834686620452	1	37.5332189279531	1	1	1	56.653520631744	1	1	61.8411367007605	66.0929094834213	1	1	28.1532668539354	39.1067854889263	1	1	106.185405611911	81.6437064327075	1	133.951521842777
OIP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.530702589971	1	1	1	1	1	1	1	1
OLFM1	1	1	234.986024274653	1	1	1	1	1	1	1	1	1	1	1	58.8563031880894	1	1	1	1	1	1	1	1	1	1	1	1	564.470168112384
OLFM2	1	1	1	1	1	1	1	1	1	1	1	105.386060356483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OLFML1	1	1	1	1	97.1364356350611	1	1	1	1	1	1	66.7112212264344	85.54538771508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OLFML2A	1	1	1	1	1	1	1	1	1	1	1	1	183.184448082316	1	34.431458536617	1	1	1	1	1	1	1	1	132.90329435295	1	1	1	1
OLFML2B	1	1	1	1	117.811250898466	1	1	1	1	1	1	242.844530348608	236.788213212857	1	1	1	1	1	83.2058341644357	1	1	1	1	168.087456049155	1	1	1	1
OLFML3	1	1	1	1	394.729799937047	1	1	1	1	1	1	366.536567781326	157.415174646371	1	1	1	1	1	66.6332405703934	1	1	1	1	1	1	1	1	1
OLR1	1	1	1	1	1	1	1	1	1	1	358.36608407884	1	1	1	1	1	1	1	210.276599916163	1	1	1	1	1	1	1	1	1
OMA1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.5720664848574	1	1	1	1	1	1	1	1	1	1
OMD	1	1	1	1	90.6523744212137	1	1	1	1	1	1	70.1818396595136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OPA1	1	1	1	1	1	1	1	1	1	21.6072476495998	1	1	1	43.5820603435712	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OPN3	1	1	1	1	1	1	1	40.0845085135694	1	70.1262569355128	43.0001241878427	1	1	1	1	1	1	1	1	51.2751582882002	1	1	1	1	1	46.2925964721886	1	1
OPTN	168.611065579744	146.973267521623	98.9457139187735	1	133.107078685627	1	210.617019341011	1	153.316783171303	34.5002920605292	1	139.435546125004	141.463491396104	42.6413506204245	120.444307412576	73.4758258482442	1	1	1	68.7622670367268	57.090938020812	1	77.2484903368888	171.932541139983	95.775752729523	1	130.954797207877	1
OR51E1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	180.919319533993	1	1	1	1
ORAI1	1	1	43.2711518974129	1	1	1	1	1	1	1	1	1	1	1	28.3856167946151	1	1	1	1	1	1	1	1	1	1	1	84.9063067889395	1
ORAI2	1	1	1	147.489664593149	1	147.616631694528	1	1	48.762083884561	1	1	1	1	1	46.8611769137794	1	55.6226933674144	1	1	1	1	1	1	1	1	42.1929011908661	1	1
ORAI3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.7003846865568	1	1	1	1	1	1	1	1	1	1	1	1	1
ORC4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.7463498708024	1	1	1	40.2464447843978	22.5851081966014	25.173220594744	1	1	1	1	1	1
ORC6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.2659877577139	1	1	1	1	1	1	1	1
ORMDL3	1	1	1	1	1	1	1	46.1739109977956	1	54.08950920208	1	1	1	54.8766891359402	1	50.1090932381605	1	72.4706862406477	1	1	1	37.8129917096456	1	1	1	1	1	1
OSBPL2	1	1	1	1	1	1	1	26.0973035160127	1	24.6858636267312	1	1	1	62.129183895695	1	29.6817416563919	1	46.9011969191496	1	33.740624389741	1	29.5741886060271	1	1	1	1	1	1
OSCAR	1	1	1	1	1	1	1	1	1	1	44.3182350113043	1	1	1	1	1	1	1	53.6329777226693	1	1	1	1	1	1	1	1	1
OSGEP	1	1	1	1	1	113.249469928156	1	1	30.4697308789163	34.3380564208565	54.8815207853234	1	1	36.7109588813889	1	29.6376852547135	1	1	50.713694103321	44.4494226076954	27.2308734237039	39.1049364415844	1	1	1	24.7488306853537	1	188.235330606555
OSM	1	1	1	1	1	1	1	1	1	1	182.545031007542	1	1	1	1	1	1	1	130.141855880087	1	1	1	1	1	1	116.953415344231	1	1
OSMR	1	1	46.2923833379741	1	75.9729951115274	1	1	1	26.8085626894205	1	1	1	80.9066547932257	1	1	1	1	1	1	1	1	1	1	57.7256571610945	1	1	52.8113292905283	1
OSR1	1	1	1	1	99.7092130674164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	155.147873331018	1	1	1	1	1
OSR2	1	1	1	1	88.1004558825125	1	1	1	1	1	1	52.1151821966011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OSTF1	191.925756353568	148.204723621606	90.9120696528966	93.2142473036445	1	119.699083484189	274.768834335824	43.0788038833025	59.2554881097976	43.9761316904794	117.109060754053	53.4001656834708	100.595175390496	52.6869708569476	85.8880686856538	52.4181887278512	1	55.0764259590358	164.652348399483	45.6350521706075	35.8360678589563	69.1653116113647	1	54.2619149124948	174.634968840119	146.87211157474	142.131728347884	1
OSTM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.7153516478413	1	1	1	1	1	1	1	57.711654352102	1
OTUD1	1	1	1	1	1	1	1	1	1	1	66.2997998391335	1	1	1	1	1	1	1	57.0638098912235	1	1	1	1	1	1	1	1	1
OTUD5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.5696847938943
OTUD7B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.3738822607813
OVCA2	1	1	1	1	1	1	1	39.6004743002228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OVOL1	1	1	1	1	1	1	1	118.441622292182	1	1	1	1	1	42.9696164132002	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OXCT1	1	1	1	1	1	1	1	1	37.6897150954669	1	1	1	1	1	1	1	1	1	1	51.8162003241365	1	1	1	1	1	1	1	1
OXLD1	1	1	1	1	1	1	1	74.0981348576846	82.3810428752357	69.7724924620051	1	1	1	91.4169065262337	35.5206892189151	84.6344849204161	1	150.118672923823	1	71.5092594601683	1	46.114264164119	1	1	1	1	1	55.8745577205205
OXNAD1	197.379011065637	169.482326829735	1	1	1	1	148.782069891999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	127.441115837875	1	1	1
OXSR1	1	1	1	1	1	1	1	1	1	1	70.4987164414778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.7413708629874	1	1
OXTR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	323.391615019034	1	1	1	1	1
P2RX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.1970199622106	1	1	1	1	1	1	1	1	136.207538797812
P2RX7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.3720323483144	1	1	1	1	1	1	1	1	1
P2RY10	101.233542297272	152.543036536175	1	139.59458215576	1	172.371123229812	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P2RY13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.6399696449724	1	1	1	1	1	1	1	1	1
P2RY14	1	1	1	1	1	1	1	1	1	1	1	1	45.6248283998449	1	1	1	1	1	1	1	1	1	1	1	1	66.1326867123523	1	1
P2RY6	1	1	1	1	1	1	1	1	1	1	65.3605485061459	1	1	1	1	1	1	1	61.2244834098938	1	1	1	1	1	1	83.3995294946324	1	1
P2RY8	1	1	1	1	1	93.9947037685869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P3H1	1	1	1	1	1	1	1	1	1	1	1	91.2581692338476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P3H3	1	1	1	1	1	1	1	1	1	1	1	55.5061574646641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P3H4	1	1	1	1	1	1	1	1	39.3557370111637	29.5116872303653	1	87.8973307058519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P4HA2	1	1	1	1	55.903624761493	1	1	1	43.6987546619448	20.5641300666573	1	107.031048183813	1	1	1	1	1	1	1	1	1	1	36.7613655216105	1	1	1	1	1
P4HA3	1	1	1	1	1	1	1	1	1	1	1	54.2924337596582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
P4HTM	1	1	1	1	1	1	1	57.6273894086547	1	53.2626424186434	1	1	1	42.8143366948769	1	37.1495332402073	1	134.457147639657	1	1	40.8650846667568	76.0081630836229	1	1	1	1	1	1
PACSIN2	1	1	1	1	1	1	1	36.1677588416532	1	29.6497192171542	73.7534033646924	1	1	1	1	1	1	1	44.4678883270185	1	47.6913570507107	45.5980206833281	1	57.6989987087713	1	40.4769524263576	1	1
PADI2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.489660682627	54.4898129311191	1	1	1	1	1	1	1
PAF1	79.9192721255405	1	45.3038565667416	1	65.293064152677	1	1	59.6177710267768	36.1238188322428	36.4200953882065	1	1	1	37.7489218980689	35.1953637406298	45.4024890345983	1	42.1250678017862	1	46.6274799786507	45.0230536431617	78.818974360381	100.218258003424	1	80.0212044575832	1	1	1
PAFAH1B3	1	1	63.0146274264917	1	1	1	1	238.118438280241	125.761934504991	249.722516615228	1	1	1	190.954918168703	39.8873770520265	281.550427696956	1	193.260619881913	1	315.772595931328	90.8777212689537	102.932083110853	72.8800129392483	1	1	1	1	1
PAG1	113.988663677111	115.573066757696	1	1	1	1	1	1	1	1	44.8956875246115	1	46.2985271667212	1	1	1	1	1	62.809186203134	1	1	1	1	1	1	41.023607281909	1	1
PAGR1	1	1	1	1	1	1	1	43.1681072404557	1	39.2657242728926	1	1	1	69.3499124640842	1	57.3286229750858	1	1	1	86.103630877173	1	33.8546181960593	1	1	1	1	1	1
PAICS	1	1	1	1	1	1	1	48.0901651226369	61.2667798194555	49.4975398801437	1	1	1	46.5484078296704	1	88.4660481017603	1	51.6257584056804	1	108.017560613541	62.7335491225712	50.0745348595915	1	1	1	1	1	60.3384129733163
PAK1	1	1	1	1	1	1	1	1	33.101085250431	1	115.997628795053	1	1	45.4358020474791	1	40.4159580477563	1	1	79.0195031222583	50.2753464564901	28.800432656818	41.4412877956772	1	1	1	105.015326634438	1	1
PAK1IP1	1	1	1	1	1	1	1	1	37.3137918912152	1	1	1	1	1	1	41.5009819255775	1	1	1	52.9822617479518	28.1396624369341	1	1	1	1	1	1	1
PALLD	1	1	61.0065464620856	1	216.87733549706	1	1	44.4570682463464	87.1322259730386	38.9481628574188	1	575.696475211721	182.378102099462	62.1103845773381	1	26.8346171713328	1	66.432962804963	1	51.5702333210442	89.1559484155055	120.815566937319	558.268845387692	263.633612179237	1	1	71.8673904285118	105.591699034785
PALMD	1	1	345.537308199065	1	1	1	1	1	1	1	1	1	1	1	373.184768151465	1	1	1	1	1	43.1651453742749	1	57.2667989005939	1	1	1	517.923417382403	1
