NAME	T cells CD8+	T cells CD4+	Endothelial ACKR1	B cells Memory	CAFs MSC iCAF-like	B cells Naive	NKT cells	GenMod1	GenMod3	GenMod6	Monocyte	CAFs myCAF-like	PVL Immature	GenMod7	Endothelial RGS5	GenMod2	Plasmablasts	GenMod5	Macrophage	GenMod4	Luminal Progenitors	Mature Luminal	Myoepithelial	PVL Differentiated	NK cells	DCs	Endothelial CXCL12	Endothelial Lymphatic LYVE1
A1BG	1	1	1	1	51.2659740616836	1	1	110.058957213545	44.5478589364718	83.0199423146821	1	67.5427743208501	57.5909392415925	77.8431682616103	1	78.9938319682631	61.064838178825	97.5334483597297	42.003283133794	38.4769698772139	35.0205385421158	57.4208834088243	55.6103241006061	76.7286218469396	1	73.1153161352366	1	1
A2M	1	1	1071.51820779789	1	170.604612187425	1	1	1	1	1	1	223.497024212356	1031.86239724191	1	1571.04693509483	1	1	1	285.553374679814	1	1	1	301.045016097558	781.164968939158	1	1	2295.36776149022	665.348635170638
A4GALT	1	1	90.5238909711904	1	1	1	1	1	1	1	1	43.9692471989349	52.3042749437402	1	82.7903053183474	1	1	1	1	1	1	1	1	88.7055451128851	1	1	77.5954967568223	1
AAAS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.6024448199958	1	1	1	1	1	1
AAED1	1	1	1	1	1	1	1	1	1	1	1	42.8726842613093	1	1	1	1	1	1	37.6753415519447	1	1	1	1	60.1125771919077	1	1	73.3181208484347	1
AAGAB	1	1	1	1	1	1	1	31.3042059110368	28.3619591911006	39.1714787677539	1	1	1	1	1	39.5126124841586	1	1	1	38.2833168272945	1	54.8136109989125	1	1	1	1	1	1
AAK1	101.368242198832	112.380160960473	1	1	1	1	95.4315203083586	1	1	1	1	38.4721106341479	1	1	1	1	1	1	45.3794121433757	1	1	1	51.9680885059335	1	98.4224895469899	1	59.4414770728406	1
AAR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.238046991752	1	1	1	1	1	1	1	1	1	1	1	1
AARD	1	1	1	1	1	1	1	1	117.748661188813	1	1	1	1	1	1	1	1	1	1	57.3330016863973	45.8994799458095	1	1	1	1	1	1	1
AARS	1	1	1	1	1	1	1	1	35.584722086431	1	1	1	1	1	1	1	1	1	1	1	1	30.9446945745265	1	1	1	1	1	1
AASS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.6260833862281
ABCA1	1	1	1	1	88.1934531077192	1	1	1	53.8309310068616	1	87.8337961063723	79.3068716392863	1	1	1	1	1	1	259.751646610527	1	1	1	1	1	1	1	1	1
ABCA10	1	1	1	1	82.4721746130311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.1937901173417	62.2301309291791	56.9008190074105	1	1	1	1	1
ABCA6	1	1	1	1	224.090510227743	1	1	1	1	1	1	64.3339398590003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA8	1	1	1	1	191.147349674524	1	1	1	1	1	1	1	93.0158948331772	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA9	1	1	1	1	69.9421845967266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.607659064338	1
ABCB7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.6975408282257	30.1884400593257	1	1	1	1	1	1
ABCB8	1	1	1	1	1	1	1	1	1	31.1015042746085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.1819129979554	1	1	1	1	1	1	1	1	1
ABCC9	1	1	1	1	1	1	1	1	1	1	1	1	326.408553453654	1	1	1	1	1	1	1	1	1	1	63.009918877417	1	1	1	1
ABCD3	1	1	1	1	1	1	1	38.2687181708608	1	36.0213527389157	1	1	1	1	1	31.6610550745008	1	99.0149974767884	1	1	1	55.8322129234053	1	1	1	1	1	1
ABCD4	1	1	151.750518329243	1	1	1	1	1	1	1	1	1	1	1	80.8793237599526	1	1	1	1	1	1	23.6467890887397	1	1	1	1	68.9600298091286	1
ABCE1	1	1	64.558005227202	1	1	1	1	40.3155979325304	64.8070277593511	47.7460611070393	53.8366107177536	1	1	55.4272479411059	73.9838705638724	47.2177142297349	1	48.4870887664178	1	59.6920171172598	43.8848690677754	63.7559553987026	1	1	1	71.1212523329234	97.3652738001228	435.864242251446
ABCF2	1	1	1	1	1	1	1	1	44.2072152850077	1	1	1	1	1	38.4442754713987	32.1487286543872	1	1	1	39.5409532584467	1	1	1	1	1	1	1	1
ABCF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.4801960895926	1	1	1	1	1	1	1	1	1	1	1	1
ABCG1	1	1	84.5855730722517	1	1	1	1	1	1	1	1	1	1	1	50.9942820538199	1	1	1	69.6225799874339	1	1	1	1	1	1	1	74.8531202983282	1
ABHD11	1	1	1	1	1	1	1	152.923349675067	50.8495145910306	111.318730327557	1	1	1	110.731105943627	1	89.7412084125091	1	123.796079502536	1	77.879170619387	38.4570174006204	71.0769615539781	1	1	1	1	1	1
ABHD13	1	1	1	1	1	1	1	1	31.9880736462437	1	1	1	1	1	1	1	1	1	1	1	1	40.2793633130967	1	1	1	1	1	1
ABHD17A	1	1	37.9917412097662	1	1	1	101.187048964164	1	33.7751619604574	1	1	1	1	1	76.0586062692704	1	1	1	1	29.7011991754001	1	1	1	1	1	1	83.725442902865	1
ABHD3	1	1	1	1	1	1	1	37.0192882363299	1	34.6907866042595	1	1	1	1	1	1	1	34.7464097068097	1	1	1	1	1	1	1	1	1	1
ABI1	93.3732980368242	94.0249367234934	71.7370220367584	128.036316676513	1	93.6656071999832	1	45.1659413042389	38.6602973671182	37.3736981537795	53.0199832425143	45.5468124235584	1	52.1402412283383	51.9554145486796	42.4530009581961	1	1	93.6821094910003	35.1170170624615	46.0207078927652	36.1651897001519	55.6856974650542	1	1	51.6247943741441	51.8490126074123	1
ABI3	90.5937948171081	1	80.671518937272	1	1	1	292.005515540045	1	1	1	70.5064291201395	1	1	1	92.6992227758226	1	1	1	92.0354786969183	1	1	1	1	1	1	65.187465802872	1	1
ABI3BP	1	1	1	1	154.293552316525	1	1	1	1	1	1	101.220010182418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	100.434282628529
ABL2	1	1	134.76493698881	1	81.5732252500167	1	1	1	34.4083372059298	1	61.882814217841	91.004691946848	1	1	85.781457720248	1	1	1	112.154548275259	1	1	1	1	1	1	45.3163126607678	285.007846949118	1
ABLIM1	1	90.1852596448271	169.417990638918	1	72.205245107765	134.185042737358	1	56.3810869876396	1	69.0799672074817	1	1	1	86.8817121767544	128.052423773809	47.2423941120241	1	1	1	65.7879775475013	50.7860695848847	1	1	1	101.145013194087	1	114.438939973542	1
ABR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.3028324637849	1	1	1	1	1	1	1	1	1
ABRACL	331.274978335138	320.92857727457	68.3674190221783	90.3838363597483	1	139.808193362796	254.357374923557	157.098734637258	190.778473264954	215.007484854068	204.747201989399	95.0704260334071	1	214.010245672493	91.2077095021224	307.366830904924	51.030547948363	154.441943460348	145.559205772413	326.037382712382	101.368756808677	114.418752166882	1	1	148.044045793999	200.210355799595	98.2450435468834	152.723866393708
ABT1	1	1	1	1	1	70.6133297946766	1	1	1	33.334907798066	1	1	1	1	1	46.2444246183999	1	1	1	63.9579644504841	1	36.9829565479601	76.3311373260608	1	1	1	37.4718438195464	50.7171413142645
ABTB1	1	1	1	1	1	1	1	1	1	1	1	1	84.447999128731	1	55.0702313911682	1	1	1	1	1	1	1	1	123.427064994332	1	1	1	1
AC006129.2	1	1	1	83.2432827754303	1	120.629909397418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC007246.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71.256810782339	1
AC008268.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.758935179819	1	1	1	1	1	1
AC013461.1	1	1	1	1	98.4675142395186	1	1	55.6712816638628	73.9815023624814	44.3563743297023	1	55.2984330923203	210.645756153252	1	47.4840596595502	1	1	1	1	35.870143516945	1	38.7429738570879	146.217056029576	387.149011552931	1	1	59.5293491355853	1
AC016735.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.8024694673788	1	1	1	1	1	1	1
AC017002.2	1	1	1	1	1	1	1	1	1	1	1	1	87.6335874905603	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC018816.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.877951582397	1	99.3039287886522	1	1	1	1	1	1	1	1	1	1
AC058791.1	1	1	1	1	1	1	1	1	1	1	52.9357885048437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.3340444676546	1	1
AC079767.4	1	1	1	163.459125513044	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC092580.4	112.854506729442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	169.107798671089	1	1	1
AC093818.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71.5552677086078	1	1	1	1	1	1	1	1	1	1	1
AC097724.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.0724546725909	1	1	1	1	1	1	1
AC245100.1	1	1	1	1	1	71.1979814701361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACACA	1	1	1	1	1	1	1	36.1720152862487	1	32.2966991324627	1	1	1	45.0765340109627	1	1	1	1	1	1	1	34.4819421414028	1	1	1	1	1	1
ACACB	1	1	44.6594336279692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.7139174105484	1
ACAD9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.9177808006407	1	1	1	29.1059554143161	1	1	1	1	1	1	1	1
ACADS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.7288764770124	1	1	1	1	1	1
ACADSB	1	1	1	1	1	1	1	46.4001710195778	1	1	1	1	1	1	1	42.3299308029799	1	96.6385763265195	1	1	1	174.004975297333	1	1	1	1	1	1
ACAP1	361.620151166248	299.017856018724	1	295.222627845215	1	262.738051611558	253.608576381369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	288.285789903662	60.88939964471	1	1
ACAT2	1	1	1	1	1	1	1	28.7268553199432	41.7576246806601	31.4750444407638	1	1	1	1	1	50.393590342851	1	1	1	87.9242987195789	1	45.7277627080301	1	1	1	1	1	1
ACBD3	1	1	1	1	1	1	1	71.7242517929921	74.1179550733549	75.6174173589364	1	43.6299896699857	1	83.1952052404987	37.61941797341	37.6561973270947	1	76.4891513081359	1	48.0514602395049	1	1	1	1	1	1	1	1
ACD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.8766065168268	1	1	1	1	1	69.2073738599133
ACE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.9048984911691	1	1	1	1	1	1	1	1	1	1	1	182.172532120779	1
ACER3	1	1	1	1	1	1	1	1	1	1	48.2582828681725	1	1	1	1	1	1	1	51.1942605097831	1	1	1	1	1	1	1	1	1
ACKR1	1	1	4333.45847287495	1	1	1	1	1	1	1	1	1	1	1	440.440155721597	1	1	1	1	1	1	1	1	1	1	1	1	550.303659711516
ACKR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.2073738599133
ACOT13	1	1	1	1	1	1	1	1	62.7420599125717	40.1657364350561	1	54.0158361141274	1	59.781235421796	1	80.5202944907098	1	1	49.0916235224032	92.0468166342816	1	48.3135633839067	1	1	1	1	1	1
ACOT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.1713546280653	1	1	1	1	1	1
ACOT4	1	1	1	1	1	1	1	29.9851589503654	1	29.0659219118992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACOT7	1	1	1	1	1	1	1	1	50.4024504181927	1	1	1	1	1	1	25.3256968284505	1	1	1	44.2207511899838	1	1	1	1	1	49.2868726646485	1	1
ACOT8	1	1	1	1	1	1	1	39.9888162804529	38.1576149300085	45.6126175958628	1	1	1	46.5893238616928	1	59.5995586071656	1	38.3944677677338	1	42.670704704698	1	1	1	1	1	1	1	1
ACOT9	1	1	1	1	1	1	1	1	32.9063899717696	1	70.9035564971748	64.4157026136151	1	1	56.0532225224456	1	1	1	53.4174240032856	1	1	1	1	1	1	38.1436583604867	57.565101032868	15.1665084008679
ACOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.4221842698287	1	1	1	1	1	1	1	1	1	1
ACOX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.2080179331821	1	1	1	1	1	1
ACP2	1	1	1	1	1	1	1	1	1	28.1905990245966	42.0138561390742	1	1	1	1	30.8124416135363	1	1	115.426214461248	1	1	31.7392920051595	1	1	1	1	1	1
ACP5	90.0765401329484	1	1	144.720541730635	88.5782917842049	1	1	44.063619225984	1	40.633449542175	131.405319191334	1	1	1	1	1	1	63.146464129297	380.751083026722	1	1	46.467886860186	1	1	92.6286842626569	91.3044688465478	1	1
ACSF2	1	1	1	1	1	1	1	30.5282693089749	1	29.6622561583037	1	1	1	1	1	1	1	1	1	1	1	50.2925333077563	1	1	1	1	1	1
ACSL1	1	1	1	1	1	1	1	1	1	1	140.91929798503	1	1	43.9261559019608	1	43.9579447672214	1	1	93.7193601661056	1	1	1	1	1	1	40.217116268032	1	1
ACSL4	1	1	1	1	1	1	1	1	1	1	38.258050364392	1	1	1	1	1	1	1	52.045485011884	1	1	1	1	1	1	32.1226389357621	1	29.6097458532523
ACSL5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.1705944362283	1
ACTA2	1	1	1	1	413.483337998603	1	1	1	381.161957690137	1	1	1121.1468490585	2580.70471322376	1	274.062175831286	1	1	1	1	1	27.1100028308411	36.3757202020692	5395.54249932813	8218.34648957973	1	1	1	1
ACTG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1283.82971033977	256.282300761368	1	1	1	1
ACTN1	1	1	376.011535657727	1	161.286504458297	1	1	87.6472556543432	166.9790257457	69.9970506036279	88.6350177101724	322.843762088728	400.417875995426	97.9164216618158	103.018265837702	71.9704384281077	1	76.4589288806043	101.508082709768	88.2231105105303	150.222197717382	181.666923626858	776.670953630913	334.924541774463	1	56.2485438802657	69.7480773877066	302.894412867329
ACTR1A	1	1	63.827255580674	1	59.198046354131	1	85.6859347722469	1	90.6601300067592	38.1416611689709	1	64.093325803195	72.996989596708	46.5774720689069	97.5462002376679	47.9121802591461	1	1	62.8729003563442	66.7556544071902	23.7474809712568	45.0104606581042	1	58.2037249039815	1	1	117.951361531996	43.9146187798784
ACTR3B	1	1	1	1	1	1	1	1	48.4954497367319	1	1	1	1	1	1	61.269375937335	1	1	1	45.7085472271958	42.0916558883989	1	1	1	1	1	1	1
ACTR6	1	1	1	1	1	1	1	28.1648082443353	38.6470893049824	37.4388360098262	1	1	1	42.806923069627	1	67.3671176333196	1	39.4369957702614	1	66.8590450491104	1	38.0565144760449	1	1	1	1	1	1
ACVRL1	1	1	103.041602571414	1	1	1	1	1	1	1	1	1	1	1	208.188514521037	1	1	1	1	1	1	1	1	1	1	1	191.070782191697	1
ACYP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.8846963156786	1	1	1	53.2964580533631	1	38.6878911497483	1	1	1	1	1	1
ADA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.5008044734022	1	1
ADAM10	1	1	66.4596224371409	1	1	1	1	39.1196265462728	44.6228631243052	47.9967097665763	82.2442166134638	42.3411198582454	1	46.6876448935073	88.4304515654412	26.9307249260722	1	1	75.947945025137	38.8592719768175	30.0789265745662	116.06054082272	1	1	1	1	120.047078091913	155.010598321499
ADAM12	1	1	1	1	135.818270569238	1	1	1	1	1	1	291.626693923911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAM15	1	1	427.626992736333	1	1	1	1	148.697281439127	100.33556705089	154.407355451214	1	1	1	217.761954761864	302.045404645519	143.596461501063	1	137.741609270249	1	164.751366364753	50.3423757249104	68.7639437103538	66.1155398648687	1	1	1	591.753532329853	104.381150439326
ADAM19	1	1	1	66.7601365478536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.0118302595294	1	1
ADAM28	1	1	1	288.384640552092	1	471.172332329995	1	1	1	1	1	1	1	1	1	1	1	1	61.8520511838743	1	1	1	1	1	1	39.4015349598137	1	1
ADAM8	1	1	1	1	1	1	117.014698357415	1	1	1	89.8418496458703	1	1	1	1	1	1	1	74.6876553753999	1	1	1	1	1	1	54.5702601555077	1	1
ADAM9	1	1	1	1	1	1	1	1	58.3682263789461	1	47.0648757928388	42.7863655297462	1	1	1	1	1	1	105.643134210537	1	1	1	1	1	1	1	1	1
ADAMDEC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99.0402933974451	1	1	1	1	1	1	1	1	1
ADAMTS1	1	1	435.743969318974	1	143.948067843804	1	1	1	1	1	1	1	370.554744775074	1	320.413847788405	1	1	1	1	1	1	1	81.6267853507056	567.214215390465	1	1	749.083951137467	594.045079734525
ADAMTS12	1	1	1	1	84.4538322815222	1	1	1	1	1	1	113.97092893373	50.5243475388028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS2	1	1	1	1	1	1	1	1	1	1	1	163.597180493048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS4	1	1	105.155464718468	1	1	1	1	1	1	1	1	46.3644560283871	283.178854598663	1	142.293101631088	1	1	1	1	1	1	1	1	217.925587977758	1	1	88.9377498092913	1
ADAMTS5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.4391312034113	1	1	1	1	1
ADAMTS6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	204.372658423698	1
ADAMTS7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79.1463495086669	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS9	1	1	386.26837220487	1	1	1	1	1	1	1	1	1	89.9338701930874	1	204.264955952092	1	1	1	1	1	1	1	1	105.442005885271	1	1	237.067743548007	1
ADAP2	1	1	1	1	1	1	1	1	1	1	152.825102394857	1	65.576461907778	1	1	1	1	1	300.334505417913	1	1	1	1	98.0662121171569	1	57.3412444266999	1	1
ADCK3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.3806099280223	1	1	1	1	25.0251958322218	1	1	1	1	1	1	1
ADCY3	1	1	1	1	1	1	1	1	1	1	1	1	65.3275760276792	1	1	1	1	1	1	1	1	1	1	86.7429073937716	1	1	1	1
ADCY4	1	1	230.458405556665	1	1	1	1	1	1	1	1	1	1	1	156.299554267814	1	1	1	1	1	1	1	1	1	1	1	224.096003873815	26.8995603344585
ADCY7	1	1	1	1	1	1	1	1	1	1	62.4153387463589	1	1	1	1	1	1	1	57.7332055560818	1	1	1	1	1	1	36.8101342696463	1	1
ADCY9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.6260833862281
ADD3	1	122.70445704111	1	1	241.796453833464	193.49661942759	106.412208202192	1	57.6445278792369	1	1	183.27157301934	80.9766706898297	1	86.4017783806563	27.0079911913447	1	1	1	39.5869638423165	50.709606535129	54.6289246184971	1	1	90.5206330714911	55.3440308647866	45.5031425611392	357.081217425095
ADGRA2	1	1	1	1	84.5125176243885	1	1	1	1	1	1	70.947270741628	108.830419392242	1	1	1	1	1	1	1	1	1	1	95.2965569753031	1	1	1	1
ADGRD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.649320501839	1	1	1	1	1
ADGRE2	1	1	1	1	1	1	1	1	1	1	81.8050518904882	1	1	1	1	1	1	1	57.8159464614418	1	1	1	1	1	1	1	1	1
ADGRE5	311.190758706626	182.443310893654	1	166.800103536225	1	1	435.378710542928	1	1	1	113.894076617499	1	71.6779128745471	1	1	1	1	1	97.1001610292809	1	1	1	1	1	439.847455069934	109.926228509323	1	1
ADGRF5	1	1	90.8156859780171	1	1	1	1	1	1	1	1	1	267.919725656793	1	307.983192839024	1	1	1	1	1	1	1	1	65.4162959424629	1	1	499.806573031094	81.6100723838276
ADGRG1	1	1	72.87314951198	1	1	1	204.416801518458	1	39.5482169690593	30.0072812359132	1	1	1	38.387924313002	98.470401666451	1	1	1	1	25.630614077193	28.1118434475828	1	1	1	1	1	98.0493116353803	1
ADGRL2	1	1	59.5533425836817	1	1	1	1	1	1	1	1	1	1	1	42.1301602795122	1	1	1	1	1	1	1	1	1	1	1	1	1
ADGRL4	1	1	492.893065122575	1	1	1	1	1	1	1	1	1	1	1	544.045169233269	1	1	1	1	1	1	1	1	1	1	1	595.962788944661	340.524357114248
ADH1B	1	1	1	1	374.891472890642	1	1	1	1	1	1	1	114.127645396905	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADH5	1	1	58.3884719269172	1	197.66279736596	1	139.362247085079	39.3801131603924	90.163025844843	53.674293283082	1	118.269851027653	177.408474047328	51.01636561328	94.3907942334441	91.4602160214959	1	47.6617310120117	38.3726657626702	85.38929493331	58.5172941220546	81.7311315717222	154.955612078578	153.087243668606	1	54.0970758885328	133.342900895654	55.154677909346
ADIRF	1	1	1180.74572151022	1	361.598700728753	1	1	539.520333172924	152.822678281799	469.693577415562	1	94.4810072036282	1147.24505269625	195.294861170852	270.049861855005	142.518584100962	1	1280.89703661912	1	145.344566361692	128.213911622476	449.217631755295	131.976175308005	3312.05579025258	1	1	350.879929884032	532.338086945314
ADK	1	1	1	84.4442793979063	1	91.3742545470274	1	56.3761824039526	61.4758754045177	54.6330138631568	1	1	1	57.5811804618716	1	67.4466200152068	1	52.804122653788	1	92.849319406897	47.7996575059538	89.8881042773615	93.1284692170477	1	1	51.9039933020607	1	1
ADM	1	1	63.4616305580777	1	286.898020335078	1	1	1	1	1	1	1	1	1	139.331020099892	1	1	1	94.2799655844772	1	1	1	124.747286391737	1	1	1	152.636799223581	136.207538797812
ADM5	1	1	265.640839923129	1	1	1	1	1	1	1	1	1	1	1	79.7219067355161	1	1	1	1	1	1	1	1	1	1	1	1	1
ADNP	1	1	1	1	1	1	1	37.065124378085	1	1	1	1	1	36.6983809379605	1	24.4898122790134	1	60.4668974454879	1	1	1	1	1	1	1	1	1	1
ADORA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.6809211771582	1	1	1	1	1	1	1	1	1
ADPGK	1	1	1	1	1	1	1	1	39.8142058776379	27.7595111744232	68.3701386435294	1	1	1	1	1	1	1	87.6057633671937	1	1	1	1	1	1	56.0115374476475	1	1
ADPRHL2	1	1	1	1	1	1	1	1	46.3254814622781	1	1	1	1	1	1	39.6539424691952	1	1	1	68.5524106631769	22.0003233266155	34.1201349763725	1	1	1	1	1	95.792591787096
ADRA2A	1	1	1	1	1	1	1	1	1	1	1	1	82.7698611969816	1	1	1	1	1	1	1	1	1	1	66.9931706236945	1	1	1	1
ADRB2	1	1	69.2389227467935	1	1	1	108.106866189953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.500632581097	1	1	1	1	1
ADRBK1	1	1	1	1	1	1	1	1	1	1	92.2697851107347	1	1	1	1	1	1	1	59.4458193830173	1	1	1	1	1	1	44.0440098393096	1	1
ADSS	91.0622779121193	1	63.6386020266349	1	1	1	103.709276248225	100.85295686107	84.2916326792084	95.0716371328213	46.4000474736362	45.731992973213	1	98.4913759139147	42.1294100542275	70.9090144654419	1	109.164166960459	1	120.395203520824	57.5095349099912	66.489791498355	1	62.6453972992987	1	1	94.3177715837509	41.5696847938943
AEBP1	1	1	1	1	578.545315001803	1	1	1	1	1	1	1537.71509168002	242.204828647242	1	44.6546446001755	1	1	1	1	1	1	1	73.0364789048799	317.465050625447	1	1	1	68.6037693989059
AFAP1	1	1	50.1059999532607	1	1	1	1	1	1	1	1	52.5072929165808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AFAP1L1	1	1	41.6844564464548	1	1	1	1	1	1	1	1	1	1	1	88.9762046534812	1	1	1	1	1	1	1	1	1	1	1	87.1908670525118	109.409254094634
AFAP1L2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.1647634595667	1
AFF1	1	1	51.871663927266	1	1	1	1	1	1	1	1	1	1	1	44.6043572642504	1	1	1	41.8230872053534	1	1	1	1	1	1	35.3165060447542	1	1
AFF3	1	1	1	84.4845421526349	1	172.919183535595	1	1	1	1	1	1	1	1	1	1	1	60.0523567899818	1	1	1	201.499775503506	1	1	1	1	1	1
AFMID	1	1	1	1	1	1	1	47.9402917445471	73.8168500038109	40.3514618867533	1	1	1	62.536595541543	1	66.0518898443643	1	40.7142519522793	1	64.6734945120618	37.6275781296125	33.6925253962736	1	1	1	1	1	1
AGA	1	1	1	1	1	1	1	1	1	29.9983845198127	1	1	1	1	1	28.4989680677636	1	29.6403661294985	1	1	1	43.0284537760996	1	1	1	1	1	1
AGAP2.AS1	1	1	1	1	1	1	1	1	35.9850220085106	1	1	1	1	1	33.5213185468659	1	1	1	1	1	1	1	1	1	1	1	49.6119540676081	1
AGL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.7752244051272	1	1	1	1	1	1
AGO2	1	1	1	1	1	1	1	1	1	30.1477853938686	1	1	1	1	1	1	1	1	1	27.8552974765037	41.4298054193223	1	1	1	95.2976618059608	39.6059851302992	1	1
AGPAT1	1	1	1	1	1	1	1	1	28.8038366907815	1	1	43.1438206693625	1	1	43.3615145472495	27.7650194197624	1	1	1	41.3620936733305	1	1	1	1	1	1	119.6416437189	1
AGPAT3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.6480800515172	1	1	1	1	1	1
AGPAT5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.2920490651195	1	1
AGR2	1	1	1	1	1	1	1	1315.83303023997	1	2563.97039765589	1	1	1	510.692521996263	1	1484.36623201877	1	2210.99317707629	1	323.541333403572	1	857.246070134909	1	1	1	1	1	1
AGR3	1	1	1	1	1	1	1	754.209563387691	1	747.84733681286	1	1	1	299.945893587482	1	458.466155928255	1	1408.9931364422	1	1	1	423.614426106303	1	1	1	1	1	1
AGRN	1	1	1	1	1	1	1	1	31.7580248619195	32.7139447504071	1	1	126.992410652808	1	55.3336398076546	1	1	1	1	1	1	26.0330250174923	1	1	1	1	89.9066995896792	1
