NAME	Endothelial ACKR1	Endothelial RGS5	GenMod5	Endothelial CXCL12	NK cells	T cells CD4+	GenMod1	GenMod3	T cells CD8+	Macrophage	NKT cells	Plasmablasts	PVL Differentiated	CAFs MSC iCAF-like	DCs	CAFs myCAF-like	Monocyte	GenMod2	GenMod7	Myoepithelial	GenMod6	PVL Immature	Luminal Progenitors	B cells Memory	GenMod4	Mature Luminal	B cells Naive	Endothelial Lymphatic LYVE1
IMMP2L	1	1	1	1	1	1	38.2283720199681	1	1	1	1	1	1	1	1	1	1	26.576553420479	1	60.0211258510528	40.5940283210792	72.0851000454723	25.3179775649069	1	1	39.4681393868174	1	36.9218215279979
IMPA2	1	1	1	1	1	1	1	50.7616597019047	1	1	1	1	1	1	1	1	1	49.60449156523	42.9490444138312	1	1	1	1	1	109.753646576957	1	1	1
IMPAD1	1	1	46.2446014557171	1	1	1	1	24.09499450471	1	1	1	1	1	1	1	52.911359066559	1	1	1	1	28.3269104998766	1	1	1	1	29.0702400188525	1	1
INAFM1	1	66.9003465393507	1	1	1	1	1	1	1	1	1	1	157.976251153561	92.6592854968342	1	121.765852908317	1	1	1	1	1	238.883370255229	1	1	1	1	1	1
INF2	1	81.0582806875384	1	73.0281253214993	1	1	1	36.9869561302761	1	1	1	1	66.6037370680701	1	1	1	1	26.7577518793864	46.4225517858768	1	34.0076503322414	1	1	1	44.4243417639792	1	1	115.97549158423
ING1	1	1	55.5598416098836	1	1	1	1	1	1	1	1	1	53.6360116842032	1	1	1	1	1	1	1	1	66.5736781567807	1	1	1	1	1	48.7792053296722
ING4	1	1	30.5280728994363	1	1	1	1	1	1	1	1	1	1	55.4951322776392	1	1	1	40.9387626285913	1	1	1	1	1	1	1	1	1	1
INHBA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	345.098515161417	1	1	1	1	1	1	1	1	1	1	1	1
INHBB	105.271696624815	77.9377900087526	53.0075054343871	1	1	1	38.3296350329787	1	1	1	1	1	1	1	1	1	1	1	42.0496441230749	1	30.6335130577976	1	1	1	1	107.109359306398	1	1
INIP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.9505537094253	1	1	1	1	1	1	1	24.2782528081342	1	1
INO80	1	1	1	1	1	1	1	25.4339306538136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
INO80E	69.805544553117	89.9009933272146	78.0729384289926	63.2202515625967	1	1	71.541230556643	64.3944994564665	1	1	1	1	1	1	50.3883257409882	45.6939929963273	1	52.9377998726489	62.6614246980736	60.1525561739142	68.776032297829	51.1305092203731	41.0316847157632	1	80.0229468874907	46.9071469653183	78.7776305501337	60.5375131379944
INPP1	137.642424829991	62.2773804713641	1	82.6699899087201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	133.101988852607	1	1	29.3754375150138	1	1	1	1	218.404265923475
INPP4A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.7850602625129	1	1	1	1	1	1	1	1	1	1	1	1	1
INPP4B	1	1	96.7542641721391	1	1	120.51309232834	42.464212941033	1	90.5618460458703	1	1	1	116.397315257879	1	1	1	1	1	1	1	1	137.653015970411	1	1	1	104.395983995984	1	20.3697983161554
INPP5D	1	1	1	1	1	1	1	1	1	68.4222748258615	1	1	1	1	69.7119455560324	1	63.4148001842091	1	1	1	1	1	1	123.395472440318	1	1	177.979711453836	1
INPP5F	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	86.2281418488818	1	1	1	1
INPP5J	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.4954819283998	1	1
INSIG1	122.151519345257	96.8101811232303	122.096296471491	135.087128283258	176.690426368955	165.433216936003	149.773604502541	118.442872884781	174.142568729333	234.996264421268	182.267490789885	1	1	1	194.013398611143	50.7625978808204	357.425467285493	64.2681527810351	105.00136699398	1	91.7745319539088	1	44.9589138695714	1	110.623053471113	1	1	1
INSIG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.820929972937	1	1	1	1	1	1	1	1	1	1
INSR	74.0457380858945	404.302616501155	64.8184381600595	354.557844285961	1	1	44.0282008801703	1	1	1	1	1	1	1	1	1	1	1	1	1	42.2800943595885	1	50.3924733329048	1	1	40.6895737556781	1	1
INTS1	1	62.9458938400141	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
INTS12	1	69.8442834959999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.40449082139	1	1	43.8993998998354	1	1
INTS3	1	31.5459461240671	1	1	1	1	33.7486734260852	1	1	1	1	1	1	1	1	1	1	1	54.8314502263129	1	1	1	1	1	1	1	1	1
IPO11	85.6817386110822	73.1301708629625	1	77.9407129479961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.0803168443828
IPO5	1	43.4887602041579	1	1	1	1	1	58.9102402446925	1	1	1	1	1	1	1	1	1	22.7157188103378	1	1	34.0269095909196	1	1	1	39.2848064536579	1	1	1
IPO9	1	1	1	51.989273935613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.0462072217723	1	1	1
IQCA1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52.1118446883037	1	1	1	1	1	1	1	1
IQCB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.6921806411626	1	1	1	1	1
IQCE	1	1	1	1	1	1	1	43.0831411663791	1	1	1	1	1	1	1	1	1	1	32.0267574997281	1	26.6909617407949	1	1	1	1	1	1	1
IQCG	1	1	1	1	1	1	1	45.8819073001396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	128.475008168916	1	1	1	1	1
IQGAP2	1	1	50.3824234569374	1	106.572985052379	1	37.389791162003	1	1	82.6035125368258	117.892149293556	1	1	1	59.8366582288112	1	46.786250411872	1	1	1	34.9679910967872	1	45.0316314739801	1	1	110.017171110981	1	1
IRAK1	1	1	1	1	1	1	1	25.1570639214945	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IRAK3	50.7056741597185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.4546145156517	1	1	1	1	1	1	1	1	1	1	1
IRAK4	44.1651106343656	43.6070300213881	1	50.4232459653019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.8925099563225	121.651713326091	1
IRF2	74.4433513077964	40.3946062097535	1	113.830421152878	94.5738906108411	1	1	27.3600662138685	104.282531476297	60.6715489773596	1	1	61.0049806143114	1	48.8323181507307	1	55.9829066964548	29.1931503151686	1	68.3644168321684	29.8924909197618	77.5688506946438	1	82.2242430728134	1	32.6790234730328	163.314819340924	160.584078486303
IRF4	1	1	1	1	1	1	1	1	1	1	1	69.6796886646653	1	1	238.134440114007	1	1	1	1	1	1	1	1	1	1	1	1	1
IRF5	1	1	1	1	1	1	1	1	1	43.3822069636129	1	1	1	1	50.0600982825105	1	39.7361320455412	1	1	1	1	1	1	1	1	1	1	1
IRF6	1	1	1	1	1	1	90.0704226050701	47.0914699878798	1	1	1	1	1	1	1	1	1	33.1288857130387	68.2577689425753	139.860880725465	52.9082362386714	1	56.2131261025673	1	63.7498928497944	114.602708182298	1	1
IRF8	1	1	1	1	1	1	1	1	1	128.198390479025	1	1	1	1	605.997218020685	1	127.35875783814	1	1	1	1	1	1	444.978319448561	1	1	458.763521479101	1
IRS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.1277206051513	1	1
IRS2	1	1	1	1	1	1	38.8974905630034	53.0949248515141	1	53.3048784385532	1	1	1	102.738318806429	1	54.2474871692251	104.730101243623	1	1	69.0552818957566	34.7864018033279	1	62.7370050652512	1	1	65.4045986196088	1	1
IRX2	1	1	1	1	1	1	90.6943395416503	1	1	1	1	1	1	1	1	1	1	1	1	103.869170248891	51.3621076661079	1	52.6079371808652	1	1	68.0171232115747	1	1
IRX3	1	1	226.16032077825	1	1	1	94.6191349163958	61.909443866136	1	1	1	1	1	1	1	1	1	132.904565206025	162.999361581059	101.996653506649	87.3883807943814	1	58.7456654908222	1	153.766470794326	139.004790339134	1	1
IRX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92.4113554806635	1	1	1	1	1	1	1	1
IRX5	1	1	53.4965124280385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ISCA1	63.5693033973284	77.4504285619979	69.0318268492979	75.753846091295	1	106.25231836856	51.5898916578861	52.5232917539264	121.14523075402	1	87.929767258955	1	70.8995712064031	44.2612078700665	61.963159451883	46.5854576980097	1	64.2406054166316	45.7250658210213	71.1215675812979	53.8366310837787	69.2996395835562	55.5266300160357	1	69.4321683893246	51.240302113821	1	27.7890611801427
ISG20	1	1	1	74.4487144500033	520.230162023705	466.421877346435	72.2677057623847	102.983728894443	644.355423077447	82.4062973758612	472.222430267171	386.356743110066	1	1	164.886161750236	1	149.283967335013	77.6860504223304	142.996119350371	1	100.506910641606	1	64.0550025872934	611.808620033475	110.438933677851	61.2889259881574	965.392959159591	1
ISG20L2	1	1	50.7050069411893	1	76.0856750857009	1	65.2986665835692	52.3246309090256	88.2441739521833	1	1	1	1	1	36.0908032042115	1	45.5167067593899	37.7103335763252	74.7790797570551	1	42.9288759940408	1	29.3858062957783	1	60.6706319595669	48.1740022653565	111.540480514809	20.3697983161554
ISLR	1	1	1	1	1	1	1	25.9655617198704	1	1	1	1	131.662635549411	616.381855615786	1	786.01841647181	1	1	1	135.393168118849	1	104.343939842509	38.6330498973332	1	1	1	1	1
ISOC1	1	1	128.907791553257	1	1	1	41.2778796773944	45.3999487461456	1	1	1	1	1	1	1	1	1	102.714538637739	1	1	26.3023974412468	1	27.5556924034977	1	81.7971922912184	50.5811712527774	1	1
ISY1	1	44.6518602508614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ISYNA1	1	78.7006843040248	53.8985693694985	1	1	1	41.2937418262629	55.7029179140521	1	1	1	1	349.40915093011	1	1	1	1	62.7825397384407	1	187.691213899637	48.2401323936087	350.947142917656	38.3110709081718	1	74.6243381179687	61.5857317999047	1	57.2543457219047
ITFG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.511969880099	120.462222348812	1
ITGA1	1	181.043280240953	1	177.272857942205	1	1	1	1	1	1	1	1	179.438494611574	78.2101520690125	1	84.6232049413328	1	1	1	1	1	283.043380336889	1	1	1	1	1	1
ITGA11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	132.165666187965	1	1	1	1	1	1	1	1	1	1	1	1
ITGA2	1	1	1	1	1	1	1	59.0701462954725	1	1	1	1	1	1	1	1	1	1	1	195.605887289533	1	1	48.6125955713768	1	1	1	1	1
ITGA3	1	1	1	1	1	1	1	33.1206069562594	1	1	1	1	52.3731598067587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITGA4	1	1	1	1	169.770081151628	132.074628934123	1	1	168.557598735767	76.7029769137141	231.447994119124	1	1	1	93.7138349088194	1	68.8638398269633	1	1	1	1	1	1	100.521909731629	1	1	131.799075911256	1
ITGA5	146.067009073122	197.948495979345	1	199.662366037416	1	1	1	39.0075026941502	1	1	1	1	1	1	1	63.5107356254656	1	1	1	1	1	1	1	1	1	1	1	95.7531478349817
ITGA6	301.952436310389	303.660351808874	1	118.04925192519	1	1	1	57.8637613694136	1	1	1	1	1	1	1	1	1	1	47.9776712852481	116.827268990105	36.6284207812795	1	80.703524360143	1	1	1	1	369.119248444898
ITGA7	1	1	1	1	1	1	1	1	1	1	1	1	110.596862226969	1	1	1	1	1	1	1	1	107.818740196843	1	1	1	1	1	1
ITGA9	1	1	1	63.87026896321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITGAE	62.8607673861095	38.1986597325483	40.6764961090599	1	107.421436204861	1	60.258820949338	47.0487763308954	136.265381595812	1	1	1	1	1	56.2662933420971	62.1935236185223	1	35.5499249834276	38.0506682074008	1	41.9063833792655	1	1	1	77.8649205102097	1	1	78.9443818208541
ITGAL	1	1	1	1	1	1	1	1	1	1	107.973757404251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITGAM	1	1	1	1	1	1	1	1	1	66.7179616873833	1	1	1	1	1	1	62.3347198667901	1	1	1	1	1	1	1	1	1	1	1
ITGAX	1	1	1	1	1	1	1	1	1	91.4831841175616	1	1	1	1	47.5781972350285	1	161.777349800362	1	1	1	1	1	1	1	1	1	1	1
ITGB2	1	1	1	1	330.865512759728	202.434013527532	1	1	335.135838822329	622.436371498277	717.006248629878	1	1	1	454.130762261029	1	667.802367108771	1	1	1	1	1	1	108.530687517391	1	1	195.331589116521	1
ITGB2.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.3626373265314	1	1	1	1	1	1	1	1	1	1	1	1	1
ITGB3BP	1	1	56.5380209666172	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.5602201296788	1	1	1	1	1	1	60.5400441334115	46.0419192988645	1	1
ITGB4	104.709136683763	1	1	95.0281875509691	1	1	1	35.5677218611707	1	1	1	1	1	1	1	1	1	1	1	191.279491902344	36.046440205132	1	41.8070823270573	1	1	1	1	151.467247150317
ITGB5	1	1	1	1	1	1	1	31.362922221647	1	40.7594091217783	1	1	66.131835582795	74.9097000220177	1	222.878585842055	1	1	1	1	29.1477775311768	1	1	1	1	1	1	1
ITGB6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.918174444479	1	1	71.8308943482315	1	1	47.342827007434	1	1
ITGB7	1	1	1	1	113.749052990856	1	1	1	106.527937788923	1	161.335687755285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITGB8	1	1	1	1	1	1	1	31.026110341826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.5189428083809	1	1	1	1	1
ITGBL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	257.138084424571	1	1	1	112.503365688021	1	1	1	1	1	1	1	1
ITIH5	1	125.026914943525	1	1	1	1	1	1	1	1	1	1	137.449531269853	72.4052049641149	1	1	1	1	1	1	1	1	1	1	1	1	1	134.961373027561
ITK	1	1	1	1	1	222.370101617071	1	1	162.914856878629	1	140.529045318807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITM2A	469.855252733612	399.424674761454	1	243.057899710243	194.953174569627	376.367801705906	1	1	367.289835236309	1	119.629800575666	1	1	826.734518821609	1	332.960990262571	1	1	1	169.307666422129	1	1	1	1	1	1	1	80.2562634669599
ITM2C	1	1	1	1	184.294058398747	1	1	49.6664176135445	223.950673103945	1	1	842.208055678359	110.992706994914	180.385959267557	442.031961448431	149.490531040961	1	1	1	67.9484276167435	1	142.326379329532	36.4323601173577	95.2071338831553	1	35.6936650196849	1	1
ITPK1	1	1	1	1	1	1	1	1	1	1	1	1	61.894738929357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	155.328667246517
ITPKB	1	71.034102659036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	159.248076449576
ITPKC	67.0707486672931	1	1	1	1	1	55.4520930406804	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79.4422642836912	1	1	41.2918538623855	1	1
ITPR1	50.0672314918339	1	1	57.0666329554004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.2927443925969	1	1	1	1	1	89.5487990383521	1	37.8724364564697
ITPR2	1	1	1	69.3052020192622	1	1	1	35.2612565665915	1	122.270272795246	1	1	1	1	30.822907487212	1	80.1271819877034	1	44.5491568121812	1	25.0804113242688	1	106.750441249975	1	1	110.543871291806	1	1
ITPRIP	84.0696999849858	78.7353561273419	1	82.2466560264902	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ITPRIPL2	1	1	1	68.7332527680207	1	1	29.8084578094736	1	1	1	1	1	1	1	1	76.2174807967921	1	1	1	1	1	1	1	1	1	1	1	1
ITSN1	1	1	1	1	1	1	1	1	1	56.2402285268817	1	1	1	1	1	46.4509293784928	1	1	1	1	1	1	1	1	1	1	1	36.7935957839158
ITSN2	61.6942885499928	88.7207005168345	1	244.971051953869	146.650865920137	94.8461639930664	31.8579051780767	59.0574632213122	116.434121921597	101.138987535515	1	1	57.5450077147878	1	105.550509530231	1	61.5056361279387	25.0358093823126	56.8172118544776	44.7675119935005	38.6670667156729	1	36.2570122082933	236.077044869104	37.3102020745114	56.3586784531022	350.38292318399	1
IVNS1ABP	184.138544904446	313.589599103461	1	158.770616711711	210.170700496235	171.831820237106	58.8904294826822	51.9215972726293	199.105207639833	154.167664405712	137.860042959097	1	1	55.6526775958579	48.6176776425201	42.1075248297126	163.344406076867	27.0509103526096	54.1267841004444	73.1675290610832	64.8600013642501	1	66.8203223901564	129.415968075426	45.5193280007697	56.9591221201675	1	1
JAG1	58.641018604605	112.511436603507	1	352.225854255916	1	1	1	1	1	1	1	1	388.219200124802	1	1	61.9107823313449	1	1	1	90.6428802044136	1	182.038570300245	1	1	1	1	1	20.136219027834
JAG2	1	72.4283408527062	1	261.165237658408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.2612889102693
JAK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.2936319514049	1	43.0638881057848	1	1	1	1	1	1	1	1	1	1	1
JAK3	1	1	1	1	1	69.9657383384028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
JAM2	259.048161686874	169.898034982249	1	374.062641485707	1	1	1	1	1	1	1	1	1	87.0351707964305	1	74.3757980424262	1	1	1	1	1	1	1	1	1	1	1	1
JAM3	1	61.7865332300346	1	1	1	1	1	1	1	1	1	1	1	1	1	41.6953293807213	1	1	1	69.2107626533783	1	1	1	1	1	1	1	1
JAML	1	1	1	1	1	1	1	1	124.993567730912	51.2931989404902	1	1	1	1	211.832057282577	1	169.351062310363	1	1	1	1	1	1	1	1	1	1	1
JARID2	1	39.2146259905323	1	1	1	1	1	1	1	1	1	1	1	1	40.9552678388044	1	70.8413765033618	1	1	1	1	1	1	1	1	1	1	1
JAZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.885428302514	1
JCHAIN	1	1	1	1	1	1	1	1	1	1	1	10220.7387566475	1	1	939.26979605714	1	1	1	1	1	1	1	1	186.939055419769	1	1	1	19.5766464410723
JMJD4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.5533642746917	1	1	1	1	1	1	46.25766940821	1	1	1
JMJD6	1	54.8795170715364	1	1	115.69229312189	1	63.2344985922029	36.5974368369153	144.174056915902	1	203.962249547251	1	1	1	53.4851923125363	1	55.6344362510552	29.1303182260788	1	60.5555970454904	31.0148276794265	60.8807439933858	30.219597273521	1	40.3755378563054	39.001920282942	1	103.337957416611
JMJD8	1	1	50.1643996117467	54.5828353731772	1	1	1	23.2017512345622	1	1	1	1	1	1	1	1	1	24.3016308267348	42.6165987722189	1	33.5722732014212	1	1	1	1	1	1	1
JOSD1	1	1	1	1	1	1	1	30.776473094635	1	50.6883625540923	1	1	1	1	44.2474039304775	1	98.6039331797164	1	1	1	1	1	24.8483484013409	1	1	1	1	1
JPX	63.1172645277599	84.9486087752945	56.9485978670504	79.0825530890472	1	1	56.0742340201688	28.9578343132704	1	1	1	1	61.4771820661126	60.6641269016122	44.6816799894972	51.8995652431676	1	34.9209933162478	61.706988675969	1	48.8624637172036	80.1771309181326	40.5375352890875	1	32.6452000659625	52.2575443507124	82.7168248366796	37.8493964039328
JSRP1	1	1	1	1	1	1	1	1	1	1	1	321.935811154508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
JUP	1	181.999483151398	143.065470497074	137.273496090793	1	1	139.128115950756	46.0579132201042	1	1	1	1	1	1	1	1	1	97.5940888060843	116.207542716581	183.024332906747	162.169154437246	1	107.153261909925	1	76.2119394556083	116.84367960198	1	265.072687912725
KANK2	1	52.7130371905456	1	1	1	1	1	1	1	1	1	1	146.495256824203	88.1338272302871	1	87.036930559685	1	1	1	1	1	77.7001127432543	1	1	1	1	1	1
KANK3	119.719432964636	161.157150326103	1	60.2007822552759	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	429.398740379145
KANSL1	1	48.733615415618	41.5623575818349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.9952214647586	1	1	47.9320596364036	1	1
KANSL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.5375131379944
KAT5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.4205784894186	1	1	1	1	28.3001289118915	1	1	1	1	1
KAT6A	56.7699799638889	64.6840078103343	1	69.1374369029918	1	1	1	1	1	1	94.7968143508158	1	1	1	35.752588560023	1	1	1	1	1	1	1	1	1	1	1	1	95.7911541085222
KAT6B	1	46.2319723047755	90.7874297316616	1	101.508239197531	1	74.0392333923515	1	1	1	1	1	1	1	1	1	1	56.2866340590219	70.0315267285925	1	53.3691778372667	40.6132153638187	44.8399722514626	1	44.032476108202	87.8506033473228	1	1
KATNA1	1	1	1	1	1	1	1	34.2339993332959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.2413913369043	1	1	1
KAZALD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.4243224526633	1	1	1	1	1	1	1
KBTBD11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	160.584078486303
KBTBD2	70.8543791416748	79.2474397762442	1	64.5021498937358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KBTBD7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.2424764273697	1	1	1	1	1
KCNAB1	1	1	1	1	1	1	1	1	1	1	1	1	115.53257412713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNAB2	1	1	1	1	1	1	1	1	1	52.9732096963894	1	1	1	1	1	1	56.5347834349525	1	1	1	1	1	1	1	1	1	1	1
KCNE4	1	1	120.713115371705	1	1	1	1	1	1	1	1	1	105.457920795606	1	1	38.0114141475362	1	1	1	1	1	160.341861690438	1	1	1	1	1	1
KCNJ2	1	1	1	63.7389044385979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNJ8	1	50.8180733518203	1	1	1	1	1	1	1	1	1	1	53.6785355139869	1	1	1	1	1	1	1	1	379.845381404677	1	1	1	1	1	1
KCNK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.6011830709973	1	1	1
KCNK15	1	1	74.3086303202243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.615216858902	1	1	1	1	1	1	1	1	1	1
KCNK5	1	86.0340951003503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNK6	1	1	87.9089845884603	1	1	1	163.727192108646	1	1	1	1	1	1	1	41.9553137049876	1	45.2608562089266	45.4777438438917	53.2021300916489	1	106.413160021726	1	1	1	1	91.5748348963434	1	1
KCNMA1	1	1	1	1	1	1	43.5509650557565	1	1	101.040926359129	1	1	1	1	1	1	1	49.582824537729	51.6012979262266	1	1	1	1	1	57.9843351917648	57.8064562666266	1	1
KCNMB1	1	1	1	1	1	1	1	1	1	1	1	1	143.320698377644	1	1	1	1	1	1	154.571080317279	1	1	1	1	1	1	1	1
KCNN3	1	1	1	38.3315127603296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNN4	1	1	1	1	1	1	1	79.216669337682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.0290240043016	1	1	1	1	1
KCNS3	1	1	1	1	1	1	1	1	1	1	1	1	59.5189478746145	1	1	1	1	1	1	1	35.1408794570238	66.8950874022414	29.2530259866647	1	1	1	1	1
KCTD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.563558011906	37.5904311865433	40.9978298008481	1	1	42.8481269785429	1	40.80287961474	26.1433889976014	1	1
KCTD10	1	71.7597107878301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCTD12	220.872431496819	111.552374407314	1	731.681307952103	1	1	1	1	1	248.205289090927	1	1	1	1	1	59.7274360404537	183.909458377798	1	1	1	1	1	1	1	1	1	1	79.3334759541603
KCTD13	1	1	1	1	1	1	31.8858204231152	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95.7911541085222
KCTD3	1	1	98.3325148464247	1	1	1	48.3337325832568	43.0170453893399	1	1	1	1	1	1	1	1	1	29.5724522241935	48.8272570406851	1	52.5367305844723	1	30.2232383980795	1	37.2522877493995	40.9720620154471	1	1
KCTD5	1	1	1	1	1	1	1	23.070426725397	1	1	1	1	1	1	64.8552236226958	1	1	1	1	1	1	1	1	1	29.0324167282258	1	1	1
KCTD9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.1551018418743	1	1	1	1	1
KDELC2	1	1	1	1	1	1	1	30.1166699347551	1	1	1	1	1	44.762882840095	1	45.7963744965847	1	1	1	1	1	1	1	1	1	1	1	82.9676508225836
KDELR3	1	1	1	1	1	1	45.1040417820098	91.2470603602898	1	1	1	1	1	54.1204019576274	1	162.814786001558	1	30.5573661507465	1	1	70.455954722561	1	1	1	1	1	1	1
KDF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.3651976985207	1	1	1	1	1	1	31.2566197970613	1	1	1
KDM2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.575142315354	1	1	1	1	1	1	1	1	1	1	1	1	1
KDM3B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.4281454487887	1	1
KDM4B	1	1	69.7947816108853	1	1	1	53.6173329587917	1	1	1	1	1	1	1	1	1	1	26.9977889991097	1	1	37.8627946294777	1	1	1	1	65.8586042107822	1	114.198022791382
KDM5A	61.5651123714762	52.7306599426572	34.3488703953293	56.5382792025067	98.4096445576429	1	42.0778156555297	39.059065797975	95.6184283498239	58.6711440091552	121.405920226603	1	1	1	95.5054583191131	44.6612554473602	65.3570136064921	38.9869335267505	64.8825622420214	1	35.8178787791258	50.2145299626707	40.4013225285148	136.04371703438	36.2398262858348	42.4997142592458	1	1
KDM5B	1	54.9718481789924	112.712228165562	1	1	1	211.247697095532	44.6344352621327	1	1	1	1	1	58.8270006085315	1	51.0057888916209	1	115.800492288388	220.421248207579	74.0001060869329	108.914944405636	1	46.2139413877554	1	97.0719882682415	98.495472724744	1	42.1306444551346
KDM6B	88.5461468325331	75.8139751129312	1	78.1482929379826	235.412501901573	115.376093517768	107.588340106681	33.2699584167291	119.509096515621	147.103581349315	137.397857009946	1	66.1318449480579	66.4320140467603	228.82593205039	47.793608376311	306.165057773502	1	76.0936820738421	59.816395993818	33.1457251441305	46.7268684378059	80.0996461950975	167.385156433963	1	86.7988320702048	1	96.4593346659923
KDM7A	1	1	1	1	1	1	1	1	1	54.0982580727912	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	159.248076449576
