NAME	Endothelial ACKR1	Endothelial RGS5	GenMod5	Endothelial CXCL12	NK cells	T cells CD4+	GenMod1	GenMod3	T cells CD8+	Macrophage	NKT cells	Plasmablasts	PVL Differentiated	CAFs MSC iCAF-like	DCs	CAFs myCAF-like	Monocyte	GenMod2	GenMod7	Myoepithelial	GenMod6	PVL Immature	Luminal Progenitors	B cells Memory	GenMod4	Mature Luminal	B cells Naive	Endothelial Lymphatic LYVE1
A1BG	1	1	89.6890761613627	1	1	1	104.757009503404	34.7834690396633	1	1	1	61.567955268401	71.7192915831773	74.6871102376462	87.9518844485785	95.0390658172731	1	67.4618477862603	70.4412958579782	55.9256361547365	78.3126575139407	69.6755089257707	39.5317320907509	1	40.1204482067667	45.3069454734116	1	1
A2M	1096.53858463903	1628.22100357857	1	2334.97186329886	1	1	1	1	1	290.073710555428	1	1	833.270896016911	211.435635258243	1	208.222388086849	54.5275455929947	1	1	320.891166117719	1	888.545545769054	1	1	1	1	1	360.6311013123
A4GALT	87.3372262653469	58.7573523721863	1	65.2020807817906	1	1	1	1	1	1	1	1	51.1764889378317	1	1	56.0613137272312	1	1	1	1	1	63.8743627549054	1	1	1	1	1	1
AAAS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.0348226638855	1	1	1	1	1	1	1	1	1	1
AADACL2.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	92.0294044083435	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AAED1	47.7278709124687	33.9186166245464	1	70.0439302138553	1	1	1	1	1	38.4984861792287	1	1	68.9469480278864	1	1	1	1	1	1	1	1	60.7054625040819	1	1	1	1	1	123.951476233875
AAK1	1	35.2852653043196	1	49.823833633885	75.816140000123	108.973638465294	1	23.5579675078852	97.5989677724842	43.6951466033526	1	1	1	1	1	38.648310676748	37.292426075481	1	1	1	1	1	1	1	1	1	1	1
AAR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.5177313363116	1	1	1	1	1	1	1	1	1	1
AARD	1	1	1	1	1	1	1	115.316244898019	1	1	1	1	1	1	1	1	1	1	1	1	52.2695048160511	1	63.3077568010042	1	58.8004505673261	1	1	1
ABCA1	1	1	1	1	1	1	1	1	1	257.751941983747	1	1	1	89.511955370932	1	47.9644262428797	106.938979181712	1	1	1	1	1	1	1	1	1	1	1
ABCA10	1	1	1	1	1	1	1	1	1	1	1	1	1	124.337964931569	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA3	1	1	62.579642669445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90.9292088582064	1	1	35.5498205964666	1	1	1	1	1
ABCA6	1	1	1	1	1	1	1	1	1	1	1	1	1	199.570379324117	1	72.008843363823	1	1	1	1	1	1	1	1	1	1	1	1
ABCA8	1	1	1	1	1	1	1	1	1	1	1	1	1	226.947413902549	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA9	1	1	1	1	1	1	1	1	1	1	1	1	1	64.3277976193334	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCB1	1	38.851970149814	1	91.9528418319817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCB7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.1470074147212	1	1
ABCB8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.0328066697769	1	1	1	1	1	1	1
ABCC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.8621397492763	1	1	1	1	1	1	1	1
ABCC9	1	1	1	1	1	1	1	1	1	1	1	1	47.5522805776497	1	1	1	1	1	1	1	1	301.432257655216	1	1	1	1	1	1
ABCD3	1	1	86.3859222187319	1	1	1	31.1370946959538	1	1	1	1	1	1	1	1	1	1	29.7743648919474	1	1	31.2943939709837	1	1	1	1	42.8650185827396	1	1
ABCD4	136.961479351445	73.9199973504758	1	64.6726586173108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.9293554707598	1	1
ABCF2	1	1	1	1	1	1	1	29.9167509539143	1	1	1	1	1	1	1	1	1	32.5685975768047	1	1	1	1	1	1	1	1	1	45.9510962884274
ABCF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.9187982607368	1	1	1	1	1	1	1	1	1	1
ABCG1	72.5662274451542	74.6644494405824	1	1	1	1	1	1	1	73.166658926699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	321.981594957153
ABHD11	1	1	110.93014914161	1	1	1	148.558329739092	44.5083022092773	1	1	1	1	1	1	1	1	1	77.9504707715963	101.031164243611	1	121.676888365507	1	44.3701504434684	1	74.4481136529162	64.3921733857661	1	1
ABHD13	1	1	1	1	1	1	1	21.6238209880169	1	1	1	1	1	1	1	1	1	1	1	1	21.2439254050009	1	1	1	1	1	1	136.436615100891
ABHD17A	41.8229221234748	79.5319855773838	1	71.0554215078109	1	1	1	29.6146892038082	1	1	113.663618350332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABHD3	1	1	1	1	1	1	34.9203001424489	1	1	1	1	1	1	1	1	1	1	1	1	1	31.2660479836843	1	1	1	1	1	1	1
ABI3	79.1909684652235	107.821231820571	1	67.293902040916	1	1	1	1	105.179339215674	86.4090031984511	118.223196320123	1	1	1	53.6260219848223	1	100.385892667073	1	1	1	1	1	1	1	1	1	1	117.446420182422
ABI3BP	1	1	1	1	1	1	1	1	1	1	1	1	1	153.408155399051	1	96.9064608849264	1	1	1	1	1	1	1	1	1	1	1	20.3697983161554
ABL2	157.112543831068	203.165066187194	1	244.632518136807	1	1	1	43.7542036886937	1	114.350211791148	1	1	1	85.2124110560596	1	110.395895096793	75.9604314322164	1	1	1	1	1	1	1	1	1	1	103.337957416611
ABLIM1	195.814757370368	112.266035723205	1	99.0272121509803	135.750215268768	1	57.3117073009816	36.3191075913112	1	1	1	1	1	62.8211653263211	1	1	1	32.4651137899959	85.4345989496723	54.7302712746607	56.7131527778683	1	30.6720553137295	1	51.7332771869008	30.2348865828261	1	56.449082897542
ABLIM3	53.4061216025717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	160.584078486303
ABR	1	1	1	1	1	1	1	1	1	41.2984491463312	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABRACL	64.8799946127561	62.6651716759389	190.667869785339	98.1530216265702	245.629770997574	315.762741871427	164.188058338507	190.674302743347	319.357324345833	180.982638140015	308.651875767391	1	1	1	217.264729086427	60.461256803152	213.723324971083	278.734473776654	179.9778743535	1	218.248774069865	1	102.147071919033	85.6704159299198	296.189454680397	118.776918923907	147.266402905285	1
ABT1	1	1	1	1	1	1	1	37.045646383913	1	1	109.777696872464	1	1	1	1	1	1	51.0220352638162	51.3259904937933	56.9223791440377	35.3045678488227	1	33.3068417261391	1	65.2843009287665	41.3299414841338	1	61.1200444391258
ABTB1	1	34.9402026031346	1	1	1	1	1	1	1	1	1	1	120.263934874319	1	1	1	1	1	1	1	1	126.327263970545	1	1	1	1	1	1
AC005152.3	1	1	1	1	1	1	1	37.6028862795503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC006129.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.5524494466377	1	1	94.8142030277908	1
AC007246.3	1	1	1	65.201648510663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC008268.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.3802300948897	1	1
AC013461.1	1	66.7393537554706	1	65.7664760487542	1	1	60.7890429862209	46.2199648401288	1	1	1	1	329.68257763178	91.8932141767341	1	56.1590546224066	1	1	38.725710801094	147.750452457166	48.2856693832268	245.150298823634	1	1	1	29.5995603279719	1	1
AC018816.3	1	1	138.887802749679	1	1	1	37.6891299082148	1	1	1	1	1	1	1	1	1	1	71.3126987123404	1	1	1	1	1	1	1	1	1	1
AC058791.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.9118048079085	1	1	1	1	1	1	1	1	1	1	1
AC079767.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	178.837567278298	1	1	1	1
AC092580.4	1	1	1	1	92.541195641359	1	1	1	125.689498898819	1	141.173682628299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC093818.1	1	1	1	1	1	1	1	1	1	1	1	63.8843422051954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC097724.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.3093018178803	1	1	1	1	1
AC104699.1	1	1	1	1	1	1	1	1	1	1	1	43.1933900294347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC233755.1	1	1	1	1	1	1	1	1	1	1	1	759.578745108496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC245100.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.4511197866723	95.7911541085222
ACAA2	1	1	1	1	1	1	1	37.4886471958459	1	1	1	1	1	1	1	38.5258077542565	1	48.867917350632	1	1	1	1	1	1	56.8502574209246	24.515257467435	1	1
ACACA	1	1	43.0112521939306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.5817369479373	36.8986289192078	1	29.1208050458285	1	1	1	1	43.2167135548437	1	1
ACACB	1	1	1	57.6574354613573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACAD9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.9914394075327	1	1	1	1	1	1	1	1	1	1
ACADM	55.2618453467124	51.5805544699752	77.4616418979219	76.025277952087	1	1	51.074166596367	41.7450663266166	1	1	1	1	47.3077114063866	50.1126109124028	37.676459846459	45.4112584622772	1	108.839298883793	59.9902090909463	53.5286101315095	56.8426934276896	1	39.4155440439215	80.3799292039726	75.4039527705047	82.5905354807807	1	1
ACADS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.5979879330036	1	27.5442276055676
ACADSB	1	1	100.182888043641	1	1	1	48.6431977009738	1	1	1	1	1	1	1	1	1	1	44.8331580114957	1	1	1	1	1	1	1	135.66483557422	1	1
ACAP1	1	1	1	1	354.870582136194	321.440889697452	1	1	364.396048505847	1	286.485066570217	45.7621194824083	1	1	80.1787715093155	1	1	1	1	1	1	1	1	306.494047104475	1	1	292.808208636607	1
ACAP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	162.056019616467
ACAT2	1	1	1	1	1	1	1	47.646616711774	1	1	1	1	1	1	1	1	1	74.9825402650975	1	1	35.5578650903721	1	1	1	91.9575338908481	1	1	1
ACE	1	87.1576144228667	1	112.410934070473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACER3	1	1	1	1	1	1	1	1	1	56.1190803685318	1	1	1	1	21.8170524728901	1	45.7783349187245	1	1	1	1	1	1	1	1	1	1	1
ACIN1	51.7396300466531	156.90992389678	57.7340168464502	65.3250126228226	1	1	41.2498414551234	62.5000829169193	1	42.4036735680165	1	1	1	57.5514211210689	32.4964023613823	42.3757224558522	1	39.7524680051913	59.9996099789244	1	28.4830402258721	1	34.6189229255794	1	63.1903113664793	55.6179683570904	107.374365617746	1
ACKR1	4008.84186619031	167.684117093016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACKR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.3579649712871
ACOT13	1	1	1	1	1	1	1	44.0312358632133	1	58.6570206032189	1	1	1	1	32.1807108793845	1	1	77.1900181457623	43.0753430800751	1	32.5392345297146	1	1	1	73.3338001768115	45.8601326212003	1	1
ACOT4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.3534172727379	1	1	1	1	1	1	1
ACOT7	1	1	1	1	1	1	1	31.4418036607555	1	1	1	1	1	1	61.8699703084373	1	1	29.402919803004	1	1	1	1	1	1	56.6868115078043	1	1	1
ACOT8	1	1	1	1	1	1	44.9625908974769	30.6101643744348	1	1	1	1	1	1	1	1	1	46.3942698711483	1	1	43.8551242970255	1	1	1	1	1	1	1
ACOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.9030229503415	33.7075638520492	1	1	1	1	1	1	30.241377486073	1	1
ACOX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.9859620439015	1	1
ACP2	1	25.7789725267462	1	1	1	1	1	1	1	125.266157813874	1	1	1	1	1	1	39.7752932624355	34.5908017160159	1	1	40.4305122080828	1	1	1	1	32.9436985499503	1	1
ACP5	1	1	78.454523455407	1	96.7619377817615	1	46.4805283146782	1	118.656810753716	362.188038969158	1	1	1	130.35164150643	74.9159728283911	1	152.563081678748	1	1	1	45.6740883996826	1	1	159.471421823026	1	1	166.425630834762	1
ACSF2	1	1	1	1	1	1	34.4489117562928	1	1	1	1	1	1	1	1	1	1	1	1	1	26.8127563356763	1	1	1	1	49.511302450343	1	1
ACSL1	1	1	1	1	1	1	1	1	1	112.692783079656	1	1	1	1	44.9159610596093	1	156.090144787624	49.1335977438021	54.6910385879473	1	1	1	1	1	48.2105450429871	1	1	1
ACSL4	1	1	1	1	1	1	1	1	1	43.7635188119024	1	1	1	1	47.1550993927633	1	50.3350680497678	1	1	1	1	1	1	1	1	1	1	78.0524659831325
ACSL5	37.7483127186813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACTA2	1	264.044808875555	1	1	1	1	1	234.662067992719	1	1	1	1	8260.5176336162	430.266964733405	1	1246.74027227494	1	1	1	5454.90599993833	1	2663.88569483111	1	1	1	49.2129841507199	1	1
ACTG2	1	1	1	1	1	1	1	1	1	1	1	1	306.279292003869	1	1	1	1	1	1	1317.74022570168	1	1	1	1	1	1	1	1
ACTR3B	1	1	1	1	1	1	1	66.8234944234411	1	1	1	1	1	1	1	1	1	59.4081118531873	49.2826471956092	1	1	1	38.8046895767832	1	48.3169786219551	1	1	1
ACTR6	1	1	35.2191954536021	1	1	1	36.3178306310057	1	1	1	1	1	1	1	1	1	1	71.9699442340301	44.0190247621374	1	36.9124714601212	1	27.9713674284423	1	61.900746239308	33.5675829807103	1	73.1547688013577
ACVR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.0470265625775	1	1	1	1	1	1	1	1	1	1	1	39.7638185308701
ACVRL1	101.33052277879	117.383203902721	1	135.96922067425	1	1	1	1	1	1	1	1	1	57.2979358789507	1	1	1	1	1	1	1	62.2341291632997	1	1	1	1	1	85.9347889764478
ACYP1	1	1	1	1	1	1	1	1	1	1	1	1	75.6482069507763	1	1	1	1	30.2652811861364	1	1	26.5448159273731	1	1	1	50.2422010566546	1	1	1
ADA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.7498675775987	1	1	1	1	1	1	82.5117080939909	1	1	1	1	1	1
ADAM12	1	1	1	1	1	1	1	1	1	1	1	1	1	124.639046947036	1	311.132618997057	1	1	1	1	1	1	1	1	1	1	1	1
ADAM15	407.676136686036	396.254618880137	110.098557154699	617.814631977107	1	1	146.52921272776	125.623236302155	1	1	1	1	1	1	1	1	1	155.274267933284	194.41314944806	54.8470949519425	185.489283444398	1	68.104888254774	1	161.410633851724	75.551919528671	1	105.573797458146
ADAM19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	84.1039573257492	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAM28	1	1	1	1	1	1	1	1	1	50.0094181845027	1	1	1	1	39.4835544242198	1	1	1	1	1	1	1	1	291.062654278511	1	1	265.151621447708	1
ADAM8	1	1	1	1	84.8222685331889	1	1	1	1	72.8614426737461	160.602847231171	1	1	1	63.0360841061453	1	57.6103625360867	1	1	1	1	1	1	1	1	1	1	1
ADAM9	1	1	1	1	1	1	1	42.9267657871063	1	91.364194967041	1	1	1	1	1	39.2021178314508	38.4736486262498	1	1	1	31.1987164238808	1	29.5468666716421	1	1	1	1	121.196699784192
ADAMDEC1	1	1	1	1	1	1	1	1	1	82.5823899075431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS1	432.45405898213	291.924474293327	1	661.275484262172	1	1	1	1	1	1	1	1	565.856098284972	162.693043591987	1	73.3840304110611	1	1	1	72.6810857681466	1	380.626217788374	1	1	1	1	1	168.74296103655
ADAMTS10	1	1	1	1	1	1	1	1	1	1	1	1	68.1856537289984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS12	1	1	1	1	1	1	1	1	1	1	1	1	1	90.5589497577413	1	96.4879364405921	1	1	1	1	1	47.2982062244222	1	1	1	1	1	1
ADAMTS2	1	1	1	1	1	1	1	1	1	1	1	1	1	57.8962296771536	1	137.972988582577	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS4	111.80952819139	174.751394072949	1	63.7425085924916	1	1	1	1	1	1	1	1	210.464884389749	1	1	1	1	1	1	1	1	302.978865411467	1	1	1	1	1	1
ADAMTS5	1	1	1	1	1	1	1	1	1	1	1	1	1	68.7165891989709	1	1	1	1	1	77.8571513861113	1	1	1	1	1	1	1	1
ADAMTS6	1	1	1	116.193984688489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS9	396.711388668234	270.634373216408	1	180.120104775054	1	1	1	1	1	1	1	1	77.6827503584504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.5448761113362
ADAMTSL2	1	60.1652903873303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAP2	1	1	1	1	1	1	1	1	1	332.50386559312	1	1	69.8275818817497	1	44.8244032471829	1	182.985181131804	1	1	1	1	115.425282093958	1	1	1	1	1	1
ADCK3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.1059772287054	1	1	1	1	1	1	1	1	1	1
ADCY3	1	1	1	1	1	1	1	1	1	1	1	1	77.1164904683296	1	1	1	1	1	1	1	1	127.798285922981	1	1	1	1	1	1
ADCY4	203.895726804961	216.649862022011	1	264.973554791461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.2206060485792
ADCY7	1	1	1	1	1	1	1	1	1	47.9285348049341	1	1	1	1	1	1	62.8183244042987	1	1	1	1	1	1	1	1	1	1	1
ADD3	1	95.7410418926664	1	1	1	135.292937929049	1	41.1707881292271	1	1	184.389150267462	1	1	231.83860211766	51.2667125887193	237.78698892063	1	24.168040286894	1	1	1	1	50.2377380049001	133.203025245973	1	68.2026570006005	107.221507613195	263.395750682932
ADGRA2	1	45.7348114776228	1	1	1	1	1	1	1	1	1	1	88.8078827511083	96.7147757960996	1	53.1607587885154	1	1	1	1	1	151.895398450763	1	1	1	1	1	36.9218215279979
ADGRE2	1	1	1	1	1	1	1	1	1	62.3557363645199	1	1	1	1	1	1	71.9358191804502	1	1	1	1	1	1	1	1	1	1	1
ADGRE5	1	1	1	1	546.464978348334	193.586914894905	1	1	304.624541416594	71.6121002956414	279.928343192485	1	1	1	109.144934695642	1	144.966797759412	1	1	1	1	94.1725542903233	1	140.18340288783	1	1	92.4443551021466	1
ADGRF5	99.2531296727202	391.798817169819	1	452.173184963221	1	1	1	1	1	1	1	1	66.6714192260896	1	1	1	1	1	1	1	1	206.506095929149	1	1	1	1	1	142.798802048264
ADGRG1	71.7144985194105	92.8219857603072	1	90.6113745501334	1	1	1	31.2961514624414	1	1	220.560145274654	1	1	1	1	1	1	1	1	1	28.5601787875222	1	25.762183497298	1	1	1	1	1
ADGRG3	1	1	1	1	87.9050342312173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADGRL2	40.5666182050627	89.7659555184325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.35401411002	1	1	1	1	1	1
ADGRL4	542.274338904864	568.761418872064	1	480.770524695896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	218.404265923475
ADH1B	1	1	1	1	1	1	1	1	1	1	1	1	1	343.550880043037	1	1	1	1	1	1	1	177.59058112661	1	1	1	1	1	1
ADIRF	1081.20422365892	276.504713912557	1633.9792414619	302.929251401083	1	1	650.348965407872	158.074263717888	1	1	1	1	3700.89991455452	351.342020452874	1	96.7558922461889	1	275.081868680492	238.779237533228	97.5784777619404	457.164446307042	1126.00935943942	111.185294057605	1	136.336841400299	524.270063043705	1	1061.05004763101
ADK	1	1	53.7204907338234	1	1	1	51.5114493281385	62.4924124839628	1	1	1	1	1	1	35.5979625160258	1	1	55.163428459333	45.452657372184	77.0204294372073	57.9364809264344	1	43.8989311312346	106.683989818371	92.6029988447769	62.4170850589108	139.12223766172	1
ADM	70.1709861330404	111.135331986372	1	104.35372914516	1	1	1	1	1	89.4048240307184	1	1	1	149.003255338227	1	1	1	1	1	153.074221348077	1	1	1	1	1	1	1	134.69838798471
ADM5	265.750234313797	54.2207355379809	1	70.3885488165132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADNP	1	49.3195590252068	51.8101606596499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20.0581253935322	1	1	1	1	1	1	1	33.6675686684106	1	1
ADORA3	1	1	1	1	1	1	1	1	1	53.639733352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADPGK	1	1	1	1	1	1	1	36.423901639472	1	83.1132590560665	1	1	1	1	73.5373264566399	1	89.2187630525422	1	1	1	26.76027649182	1	1	84.8481730760259	1	32.6460572181894	1	1
ADPRHL2	1	1	1	1	1	1	1	39.6807641976128	1	1	1	1	1	1	1	1	1	39.773098273924	37.4709243243115	1	27.4252105842062	1	28.3125728855088	1	68.5565850237718	33.7624901019762	1	1
ADPRM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.6234492986	1
ADRA2A	1	1	1	1	1	1	1	1	1	1	1	1	93.1784777193279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADRB2	76.4014867776442	1	1	84.0498797507924	1	1	1	1	1	1	112.117009862075	1	1	1	1	1	1	1	1	88.3528609198818	1	1	1	1	1	1	1	1
ADRBK1	1	1	1	1	1	1	1	1	1	60.0474749499478	1	1	1	1	53.221421725843	1	75.7725086128043	1	1	1	1	1	1	1	1	1	1	47.1709704455777
ADRBK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.0995945656923	1	1	1	1	1	1	1	1	1	1	1
ADSS	55.273653474034	59.8961428267958	114.252548816289	79.554115298785	72.5874504374935	1	113.286360963884	91.3736714142481	98.6324439233736	49.0304747949042	1	1	1	1	1	1	36.526607609727	77.5109554341195	91.0476084681258	1	106.675029203842	1	58.5843773032632	1	94.3794024790295	67.0700781013416	1	95.7911541085222
AEBP1	1	1	1	1	1	1	1	1	1	1	1	1	307.561558034022	690.523114766549	1	1718.8189040654	1	1	1	71.8218441296829	1	237.780789578912	1	1	1	1	1	1
AEN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.5111599701716	1	1
AFAP1	63.1205461395439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.9851076430921	1	1	1	1	1	1	1	1	1	1	1	160.584078486303
AFAP1L1	53.5744151366098	115.761336886535	1	88.7350933197657	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AFF1	65.8029044858951	1	1	61.3342874423334	1	1	1	1	1	47.1289250235181	1	1	1	1	31.9331433415682	1	1	1	1	1	1	1	1	1	1	1	1	75.5682665098149
AFF3	1	1	66.6498268696376	1	1	1	1	1	1	1	1	1	1	1	53.2063428449705	1	1	1	1	1	1	1	1	103.385349252531	1	154.283276707212	154.925735234686	1
AFF4	141.909103062482	106.649237399542	100.066023977659	140.986140301278	1	1	121.53223048129	66.697812868304	84.8084416486155	81.3594911517141	1	1	107.742131902601	119.808216083031	69.7990253488119	119.776795944008	83.922819766789	45.9872634885385	113.019800070461	140.160240593167	71.7510250761446	159.08991703701	89.1473963630268	114.852084438977	68.3107084454406	192.06765825944	305.256633975692	79.3334759541603
AFG3L2	1	1	1	1	1	1	1	69.0195447099182	1	1	1	1	1	1	1	1	1	47.6197261400135	49.8683810616319	1	33.9498946048291	1	27.8142933084908	1	61.2195706033126	33.2852664022395	1	95.4527896895996
AFMID	1	1	58.5861711608232	1	1	1	42.7255193377392	75.0273605019105	1	1	1	1	1	1	1	1	1	50.0017611621934	76.257609302374	1	31.2655716475864	1	33.6255576516565	1	50.6309338019219	61.3727499654705	1	1
AGA	1	1	41.0657514123773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.4812084006953	1	1	1	1	48.9386194480675	1	1
AGAP2.AS1	1	89.9557180574198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.2967644404935
AGL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.0825754902046	1	1
AGO2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.3061498905665	1	95.4527896895996
AGO3	45.4447706014196	68.9415705519554	1	48.4292440701555	1	1	1	39.1277230913553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.329084327242	1	1
AGPAT1	1	74.8347717127475	1	107.154887426683	1	1	1	41.754022598708	1	1	1	1	1	1	27.6249258462334	56.9557365691668	1	29.6202788407071	1	1	1	1	1	1	35.4049071993007	1	1	1
AGPAT3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.4777111070718	1	1
AGPAT5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.6374734600161	1	1	1	1	1	1	1	1	1	1	1	132.287205696064	1
AGR2	1	1	2331.82729330338	1	1	1	1487.99358794153	123.879395046071	1	1	1	1	1	1	1	1	1	1167.36894446267	453.90712586687	1	2195.11049331671	1	1	1	236.368045525237	780.155846020326	1	1
AGR3	1	1	1278.04620675377	1	1	1	871.319166333262	1	1	1	1	1	1	1	1	1	1	502.17158561657	176.685600176881	1	640.932097194907	1	1	1	1	620.172430060893	1	1
AGRN	59.0173261333257	94.7760962723577	75.6327550485912	87.1732379446384	1	1	1	29.9563919217377	1	1	1	1	1	1	1	1	1	1	37.9899960377926	1	42.9149592658787	236.647204635876	1	1	1	26.6927571979508	1	1
AGTRAP	78.9097718054956	42.1846521007461	118.157659289587	86.3094767349016	117.902557044178	1	88.288458120983	115.039589674443	83.7027428111854	110.427643495031	194.139602373992	1	1	74.9996978921329	1	92.2267096700183	134.380291486921	105.426795957915	82.8568005554536	97.6228982489912	142.239699738778	1	31.5648456349463	1	111.508990321375	90.7031906309447	1	1
AHCTF1	1	1	1	1	1	1	35.9210046326452	24.425623322581	1	1	1	1	1	1	1	1	1	1	44.5445895691415	1	1	1	29.1026074137644	1	33.9585759838445	1	1	1
