NAME	Macrophage	T cells CD4+	Mature Luminal	PVL Differentiated	GenMod1	GenMod6	Endothelial CXCL12	Endothelial ACKR1	GenMod4	Plasmablasts	CAFs MSC iCAF-like	NK cells	Monocyte	CAFs myCAF-like	T cells CD8+	Luminal Progenitors	GenMod2	GenMod3	B cells Memory	GenMod5	DCs	NKT cells	B cells Naive	GenMod7	Myoepithelial	PVL Immature	Endothelial RGS5	Endothelial Lymphatic LYVE1
MFNG	37.5350898568637	1	1	1	1	1	107.909695668038	84.2928946406554	1	1	1	1	1	1	1	1	1	1	1	1	1	159.372177893641	1	1	1	1	87.7952475298327	107.974530763187
MFSD12	48.5505915567654	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.4914488261785	1	1	1	1	1	1	1	1	1	1
MFSD14A	1	1	37.6171455977718	1	1	1	40.8322254533091	48.06097925887	1	1	1	66.8046314438138	1	50.2419987900265	1	27.6060482876233	1	1	1	1	1	1	1	1	55.161924761175	1	67.1877734580249	1
MFSD3	1	1	1	1	34.6573744732074	41.7189423274507	1	1	1	1	1	1	1	1	1	1	41.4728832782045	1	1	43.8463335545993	1	1	1	41.124205051514	1	1	1	1
MGAT2	1	1	1	1	1	1	1	1	1	1	1	1	39.4931429330703	1	1	1	1	35.5809025624613	1	1	1	1	1	1	1	1	1	97.5069413228779
MGAT4A	154.261507355098	119.898737657446	37.9840483197399	1	53.5388339126336	44.3365061370756	1	89.566112531076	36.2182169674906	1	1	1	79.0625477283706	1	118.644427048858	1	36.6650988072849	1	1	51.1356215715016	1	91.3692698341782	1	70.3531146149225	1	1	88.1271327855702	1
MGAT4B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.195225635456	1
MGAT5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.648940137707	1	1	1	1	1
MGLL	87.052878902314	1	95.5982046575724	312.608454419777	63.3521924864017	72.8596544012619	394.251514631609	368.752868309071	1	1	1	1	1	1	1	39.0150218362196	1	64.3943381352665	1	1	89.4989801037635	1	1	50.8921272304619	1	231.239110670245	675.376185812274	72.3067554805295
MGME1	1	1	1	1	1	1	1	1	37.2518730931573	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MGP	122.091054816192	144.762420467398	18506.5155825826	1748.96585321434	2974.79926647265	5983.73508297347	1810.22616348579	1227.54013490241	3470.53516555645	155.271021321114	8104.17983654063	1	102.881397249431	4322.26076471551	1	18365.9529222898	4401.41122505621	7918.9303745557	210.187023847791	11238.3553952084	144.99671453914	1	285.134672326001	2248.43962892375	1428.37521315674	2597.34592124049	1293.22018054486	1148.25252404377
MGST1	1	1	638.848786665741	1	706.020724236411	1035.91708183215	1	1	1024.74703649178	1	1	1	1	1	1	413.691444471877	865.82484145623	950.755233520892	1	732.020696285521	1	1	1	620.107970719913	106.024059058168	1	1	45.918681857761
MGST2	91.0490228957985	1	70.6061008916954	69.5580057122189	51.8946351087062	64.6596873737878	393.374658386892	298.844908499202	58.7651184374288	1	1	1	85.0358704853327	1	1	55.3556084880742	80.1276259203455	52.7533838194671	1	87.2278653466312	87.1569160813521	1	1	56.3640230375114	1	1	373.446007468885	414.751476418401
MIA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.3734398913123	1	80.7858116291999	1	1	1	1	1	1	1	1	1	1
MIB1	1	1	1	1	1	26.6245281723978	1	1	1	1	1	1	1	43.9883948013443	1	1	1	1	1	47.9362489298653	1	1	1	1	1	1	54.4464774176385	1
MICAL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.2358150207883	1	1	1	1	1	1	1
MICAL2	1	1	1	1	1	1	1	1	1	1	1	1	1	57.3942421744587	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MICAL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	187.986770119326
MICALL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.1288073597357	1	1	1	1	1	1	1	1	75.534563204373	1
MICU1	1	1	28.0898557071934	1	1	1	1	1	43.1411663166711	1	1	1	1	61.1619242556562	1	1	24.5359571887298	1	1	1	1	1	1	1	1	1	31.694292875422	1
MICU2	1	1	68.4498560742092	1	43.8183914544455	41.9926149706199	40.2732762416006	1	1	1	1	1	1	38.6369472133479	1	35.5789773306244	31.6106558797057	1	1	115.856082392944	1	128.686081186487	1	1	1	1	1	1
MID1IP1	57.4485282495219	1	1	1	80.4802325377222	52.4233681575829	1	1	51.2646142328378	1	1	1	1	1	1	1	37.585478706569	55.3462160735612	1	56.3092649321348	1	1	1	82.3193729691004	67.4979290414697	55.433348099394	1	1
MIER2	1	1	1	1	1	1	74.5714820389655	45.25697515575	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.3400109677481	1
MIF4GD	67.7773475452637	1	37.5288974600414	59.1953456882985	37.3342492101282	34.5195875511534	40.7804573861706	1	35.6037088795432	1	1	1	56.9305923822398	1	1	1	42.2268371250648	1	1	38.7448928689977	77.2828786911104	1	1	1	1	1	30.2524068097758	1
MILR1	46.7645309969602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MINA	1	1	1	1	1	1	1	38.2501342690945	1	1	1	1	1	1	1	1	34.7883328308648	1	1	1	1	1	1	1	1	1	1	1
MINCR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.5296905641127	1	1	1	1	1	1	1	1
MINK1	1	1	1	1	1	1	44.6348262188475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MIR155HG	1	1	1	1	1	1	1	1	1	175.718506540592	1	1	1	1	1	1	1	1	1	1	63.1953550095628	1	1	1	1	1	1	1
MIR222HG	1	1	1	1	1	1	1	58.7426033208648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MIR22HG	57.6061222344764	1	51.2333695659231	92.1180187846982	45.7351441102912	1	70.6066428546805	94.6870815747714	1	1	1	1	44.5609523456117	59.4404155167858	1	53.8774135342215	1	1	1	1	49.0802473521606	1	1	1	73.3306559837476	118.07023549413	85.8234380482181	1
MIR4435.2HG	1	104.601851220989	1	245.844820863069	1	36.0771476034158	138.147782186824	1	54.7492946322726	68.2461913765706	113.995507834401	1	80.5335342078418	156.874699706027	1	1	1	79.2335562903332	1	1	36.3618544049493	1	1	1	1	294.368262401779	144.98520026697	155.40273783289
MIR99AHG	1	1	1	1	1	1	1	1	1	1	139.667632999647	1	1	76.7852736894204	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MIS18A	1	1	1	1	1	1	1	1	67.9592398825422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MIS18BP1	87.2337891026212	1	1	1	1	1	86.9932552152708	67.112652661937	98.548758127687	1	113.084419354686	1	95.222466251145	61.9902842155267	1	31.7199613504561	1	40.0617306090329	160.761490131276	1	114.639455448641	1	1	1	1	1	103.770793058129	161.451446797237
MITD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.4422235341309	1	1	1	39.343033986537	1
MITF	57.618345558548	1	1	1	1	1	1	1	1	1	78.3371975903222	1	36.8997153574329	60.7035582537857	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MKI67	1	1	1	1	1	1	1	1	186.560347615666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	166.2806117206
MKL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.3397011191229	1	1	1	1	1	1	1	1	1	1	1	1
MKL2	1	1	33.9194693702218	1	36.222764914333	31.935377207012	105.116650276832	140.791062554788	1	1	1	1	1	1	1	1	23.9000398284169	1	1	72.6496194264442	1	1	1	43.038930432913	1	1	102.057645306729	1
MKNK1	84.5490169520365	1	1	1	1	1	1	1	1	1	1	1	25.1218663689471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MKRN1	51.2271283615644	1	82.8315700119619	81.4035372004615	72.3132341712275	71.0487100873239	62.5492039261181	1	67.0530530718998	1	1	1	39.5989495214651	1	1	44.4990855669762	61.0529329775638	60.766019689417	66.2847980788997	85.2382953907152	56.6850247743587	1	88.186433515984	65.9122890824819	67.4915985424466	46.2748470770046	31.8472631667009	101.676739021474
MLF1	1	1	88.7882079043306	1	171.114142815066	76.4310601072065	1	39.7343306643777	51.6180398301436	1	1	1	1	1	1	94.7097682414078	59.6889039091413	64.5190720387813	1	42.5535047426232	1	1	1	78.1955755754506	105.24454456777	1	1	1
MLKL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.387257251252	1
MLLT11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65.5644835320423	1	1	1	1	1	1	1	1	1	1
MLLT3	1	1	41.1495792735983	1	1	1	48.0514175294966	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLLT4	1	1	38.7775434248191	1	67.0124504768818	34.0823035755338	116.642829209531	67.6559595951193	1	1	1	1	1	1	1	69.2040024643597	128.939552991867	1	1	251.940721883365	1	1	1	111.412865089993	1	1	90.6769088073836	1
MLLT6	1	1	85.0140996974191	1	1	1	83.443977887261	54.1000686295933	1	1	1	1	1	1	1	1	1	1	1	44.8330052534361	1	1	1	1	1	83.2134011901297	51.2689880289443	1
MLPH	1	1	323.958590443387	1	304.245319842233	253.810039357587	1	42.3992157318457	76.9925491858692	1	1	1	1	1	1	39.2847500001456	135.054380825047	1	1	297.218723295632	1	1	1	240.530724026808	1	1	1	1
MLST8	1	1	45.8720840836533	1	48.6124525328158	60.0673491253484	1	1	80.1000252041451	1	1	1	1	38.0300327484658	1	32.5934011167912	82.1758538267238	51.8433090888629	1	47.2575224633306	1	1	1	66.1147273574932	1	1	33.1282960274558	165.340306711389
MLXIP	1	1	39.5261431972729	1	1	1	74.8991632966764	53.0623013236258	1	1	1	1	1	50.3862475059958	1	28.5172707289383	1	1	1	1	1	1	1	1	1	1	90.8675731854417	1
MMD	54.5351809266114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MME	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.7982519800223	1	1	1	1	1	1	91.4435863224369	1	1	1
MMEL1	1	1	1	1	31.4160554638043	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP11	1	1	1	1	1	1	1	1	1	1	360.28225358996	1	1	2418.62852538531	1	1	1	1	1	1	1	1	1	1	1	152.441380760719	1	1
MMP14	119.060628041863	1	1	1	1	1	1	1	1	1	212.101419136233	1	1	598.235760171763	1	1	1	104.422651929404	1	1	1	1	1	1	1	103.120220584399	91.3235652140165	206.737367014658
MMP15	1	1	1	1	1	1	48.1774554741279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.0299952874522	1
MMP16	1	1	1	1	1	1	1	1	1	1	1	1	1	51.562212003655	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP19	261.288271379071	1	1	1	1	1	1	1	1	1	135.109947037971	1	215.845635599393	102.632324610006	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP2	1	1	1	1	1	1	242.531702468743	1	1	1	957.442379565212	1	1	1094.84913016353	1	1	1	43.5120493911418	1	1	1	1	1	1	1	1	237.15602629368	1
MMP23B	1	1	1	1	1	1	1	1	1	1	117.836379672285	1	1	97.0543793227695	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP28	1	1	1	1	1	1	70.429272612089	63.1070238468935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP3	1	1	1	1	1	1	1	1	1	1	1	1	1	185.580048864447	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMP7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1450.34372804398	1	198.178937547123	1	1	1	1	1	1	276.595166218792	1	1	1
MMP9	346.418402854991	1	1	1	1	1	1	1	1	1	1	1	62.0601466866601	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMRN1	1	1	1	1	1	1	1	98.8977602639395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	549.214646418842
MMRN2	1	1	1	1	1	1	390.190691198708	254.399432394844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	226.174307255554	171.785996900561
MND1	1	1	1	1	1	1	1	1	40.3602789598132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MNDA	235.882297963091	1	1	1	1	1	1	1	1	1	1	1	411.967778524942	1	1	1	1	1	1	1	235.433514112483	1	1	1	1	1	1	1
MNS1	1	1	1	1	1	1	1	1	42.6338178200628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MOAP1	1	1	32.1708767535043	1	28.1677160456698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MOB1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.5071290249469	1	1	1	1	1	1	1
MOB2	1	1	36.0107031971825	158.073188877199	36.2230793451327	45.2495963583572	189.197470474135	102.695115930983	1	1	1	1	1	38.0044095560022	1	1	1	1	1	1	1	1	1	41.5213419664034	1	1	104.673502410765	80.8461157318577
MOB3A	1	1	1	1	1	1	1	1	1	1	1	92.1169656529577	1	1	1	1	1	1	1	1	28.5325495556427	1	1	1	1	1	1	1
MOB3B	1	1	1	1	1	1	1	1	1	1	60.3453980375716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MOB4	1	89.7969920992978	47.419883566429	1	36.7908329768991	34.5322686055058	62.5501105445319	1	42.589714817529	1	1	188.950231249695	1	1	120.208634046374	1	30.3508637820804	37.7141775239702	1	55.2850083855149	1	1	1	1	1	1	30.0666500935187	1
MOCS1	1	1	1	81.2655849454326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	117.003060959968	1	1
MOGS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.5039052569039	1	1	1	1	1	1	1	1	1	1	1
MON1B	1	1	1	1	1	1	33.3118827884648	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.7835980106748	54.5591589383238
MON2	1	1	33.0530996914011	1	1	29.3592054508046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	157.644470828695
MORC3	1	1	1	1	1	1	1	1	1	1	1	1	1	33.2800844421281	1	1	1	1	112.081773704176	1	49.9729037051639	1	1	1	1	1	1	1
MORN2	1	1	46.5275524174314	1	61.7247043889609	70.7690061716196	1	1	84.5917175293346	1	1	1	1	1	1	25.372350387555	85.7758032874753	73.4354228459543	1	82.0421721622814	1	1	1	71.3935309303322	1	1	46.3280889599003	1
MOXD1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.350335423259	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MPDZ	1	1	1	1	1	1	1	45.2031113578082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	84.8343892630913	1
MPEG1	126.472500048752	1	1	1	1	1	1	1	1	1	1	1	162.490936083106	1	1	1	1	1	1	1	141.924876867459	1	1	1	1	1	1	1
MPHOSPH10	1	1	45.8222276895633	1	1	43.4850005652415	37.5110169083795	1	82.7921007932683	1	1	1	1	38.3374666769872	1	29.1665903221613	62.2058618405125	99.044161949264	1	32.6025985916447	1	1	1	47.2319216199161	1	1	53.9699367764272	1
MPHOSPH6	1	1	120.147720263741	1	1	44.4517511689413	1	1	103.462598997362	1	1	1	56.125280441537	1	1	36.5426247583012	71.1928225036403	40.3013200343392	1	1	1	1	1	53.1788216472098	1	1	1	1
MPP1	173.738637559316	1	1	1	1	1	1	1	1	1	1	1	65.3108263399817	1	1	1	1	1	1	1	1	1	1	1	1	1	41.9767526747272	67.1876636465787
MPP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.8391426404012	1	1	1	1	1	1	1	1	1	1	1	1
MPP7	1	1	37.7130980829954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	178.193805204754
MPRIP	1	1	1	87.6399607173644	1	1	56.0107594228382	49.1749089048697	1	1	1	1	1	44.7233995303463	1	1	1	1	1	1	1	1	1	1	1	141.926726963255	109.977202380809	1
MPV17L2	1	1	1	1	1	1	1	1	53.2062847535621	1	1	1	1	1	1	1	42.0560302561013	29.6276845038971	1	1	1	1	1	1	1	1	1	1
MPZL2	1	1	1	1	1	1	1	71.7349101247328	1	1	1	1	1	1	1	65.8455725674638	1	1	1	1	1	1	1	1	1	1	1	1
MPZL3	1	1	1	1	32.7744116228327	1	1	1	1	1	1	1	1	1	1	27.9840588702785	1	1	1	1	1	1	1	1	1	1	1	1
MRAS	1	1	1	1	1	1	1	1	1	1	1	1	1	42.6279490146188	1	52.3501713175326	1	81.4765270604508	1	1	1	1	1	1	1	1	1	1
MRC1	289.090935714139	1	1	1	1	1	1	1	1	1	1	1	109.320536818712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.5173651800291
MRC2	1	1	1	1	1	1	1	1	1	1	182.679530173516	1	1	245.298560898522	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MRE11A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.7999865804523
MREG	1	1	45.5792667804484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MRGPRF	1	1	1	167.877909872924	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.7489280252303	1	1
MRI1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.1284071914897	1	1	1	1	1	1	1	1
MRPL1	1	103.788921514292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.3532621265282	1	1	1	1	1	1	1	1	1	27.4815706748511	1
MRPL10	1	1	42.4512387828602	1	1	24.2694575393289	1	1	1	1	1	1	1	1	1	30.9886794702421	28.2907139918817	1	1	1	1	1	1	1	63.7253099494017	1	32.4780989116497	1
MRPL12	1	1	1	1	1	39.8520312253665	1	1	98.1600301191472	1	1	1	1	1	1	1	94.3827815792782	137.832669395621	1	84.574023203689	1	1	1	1	1	1	1	1
MRPL2	1	1	50.022784773325	1	1	31.1018058983318	1	1	65.1352277046818	1	1	1	1	1	1	33.4125900725007	51.7465294390614	36.1647412824163	1	1	1	1	1	1	1	1	1	1
MRPL23	1	1	1	1	1	35.752501865521	1	1	1	1	1	1	1	1	1	1	58.7628015872998	1	1	54.1562653095476	1	1	1	1	1	1	1	1
MRPL35	1	1	1	1	1	28.4831612000235	1	1	52.6630028340933	1	1	1	1	1	1	1	28.2252665965168	44.3015009060292	1	39.5394761784675	1	1	1	1	1	1	1	1
MRPL39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.8003811816192	1	1	1	1	1	1	1	1	1	1	1
MRPL44	1	1	1	1	1	1	1	1	32.9544842480178	1	1	1	1	1	1	1	30.3963842860033	1	1	1	1	1	1	1	1	1	1	1
MRPL46	1	1	1	1	1	28.9418805961615	1	1	52.090780893287	1	1	1	1	1	1	32.7396873297602	44.7849188585703	1	1	1	1	1	1	1	1	1	1	1
MRPL48	1	1	1	1	32.7944498964097	37.7842165317272	1	1	80.0335486468778	1	1	1	1	1	1	1	65.7990877106449	69.2290384901546	1	32.3782141779939	1	1	1	46.0868097106702	1	1	1	1
MRPS14	36.0429023606684	1	42.7354711112964	1	71.3482484610368	73.0994715213393	77.1030873478828	1	92.2586528220657	1	1	1	1	72.0151335838972	1	31.606951959683	84.5560681318648	72.1723615530482	1	87.8586109340637	1	1	1	44.9796330128055	1	56.4249580363824	63.6399385975808	358.212578073288
MRPS2	1	1	46.8986638131999	1	46.893898720523	42.4087688775613	1	1	62.7883097982963	1	1	1	1	1	1	74.128340184604	55.6913157132362	60.141962057226	1	1	1	1	1	31.4308711969223	1	1	33.6824476491728	46.1960976715456
MRPS22	1	1	1	1	1	33.737148787169	48.4934061874088	1	46.7913545994091	1	1	1	1	1	1	30.4818106186374	39.3884916483047	45.9709828110988	1	1	1	1	1	1	1	1	1	1
MRPS24	1	1	1	1	52.7330708905255	49.3864813935847	1	1	44.466277893531	1	1	1	1	1	1	65.5092535617397	44.574276224134	64.7783668453693	1	1	1	1	1	35.6934759138729	1	1	1	1
MRPS25	42.8265945285614	1	33.7885243799195	57.3722928619915	53.2082021797653	43.6399716360837	1	49.5831691373286	58.941210878878	1	1	1	50.5594165073379	45.7952488593841	1	55.4997406143422	66.6907238794836	56.2281641955668	85.3443735576689	49.5013961644102	44.1324868959187	1	1	47.8888943569056	1	51.5826800711968	42.6674359120551	1
MRPS27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.4516809253683	1	1	1	1	1	1	1	1	1	1	51.6577199426247	1
MRPS30	1	1	59.3741381015298	1	68.9851291269749	59.9708080321743	1	1	65.0573057554491	1	1	1	1	1	1	34.3236318227951	151.165219666627	77.1231388684535	1	323.077915183529	1	1	1	50.9871621583381	1	1	1	68.0287044429488
MRPS31	1	1	37.9861112184563	1	1	1	1	1	1	52.1229076904633	1	1	1	1	1	1	25.9225438766541	1	1	1	1	1	1	1	1	1	1	1
MRPS9	1	1	1	1	1	1	1	1	37.6687876942034	1	1	1	1	1	1	1	28.5174808923499	1	1	1	1	1	1	1	1	1	1	1
MRRF	1	1	1	1	1	1	1	53.1492649953673	1	1	1	1	1	1	1	1	28.3441661385781	1	1	1	1	1	1	1	1	1	1	1
MRS2	1	1	1	1	1	31.5912849185525	1	1	37.4773060553299	1	1	1	1	1	1	1	30.66107315219	40.7242252325694	1	1	1	1	1	38.0978376306916	1	1	1	1
MRTO4	1	1	36.4282315108681	1	1	32.1245997340086	1	1	64.8451882576282	1	1	1	1	1	1	53.8365582723641	57.635057595792	58.4807735038719	1	1	1	1	1	38.9480279500683	1	1	51.2512507002172	1
MRVI1	1	1	1	137.31469716511	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	98.6574250129392	1	1
MS4A1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1663.8580189291	1	1	1	1521.18763396786	1	1	1	1	1
MS4A4A	362.355432020439	1	1	1	1	1	1	1	1	1	1	1	88.3282764130494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MS4A6A	1401.95830604072	1	1	1	1	1	1	1	1	1	1	1	977.06526338678	1	1	1	1	1	1	1	550.681723796117	1	1	1	1	1	1	1
MS4A7	1023.21312504527	1	1	1	83.417149857572	58.3094481268161	1	1	1	1	1	1	469.688909785038	1	1	1	1	1	1	431.822114132806	132.447629138948	1	1	1	1	1	1	1
MSC	1	1	1	1	1	1	1	1	1	1	1	1	1	47.9340733779395	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSH2	1	1	1	1	1	1	1	1	39.1503882943628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSH6	1	1	1	1	1	1	1	1	40.3849683335959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSI2	1	1	87.1352440549425	1	65.6237469137785	52.1751162139025	1	1	32.0942754149991	1	1	1	1	1	1	1	39.3708442993531	1	1	179.70346466775	1	1	1	66.4150678175422	1	1	1	1
MSL1	1	1	1	1	41.2744635827866	75.3330088512646	1	1	1	1	1	1	1	1	1	1	28.7802772272812	1	1	40.7413338238376	1	1	1	48.5229288166739	1	1	31.5817516467046	1
MSL3	1	1	1	1	1	1	74.0001754968136	1	36.261753674657	63.0013762071746	1	1	50.7082422030234	1	1	44.944048562298	1	47.5359692369625	1	1	41.1579090163695	1	1	1	1	1	59.2642513586998	355.026836489669
MSLN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.432261038529	1	1	1	1	1	1	1	1	1	1
MSMO1	1	1	83.3751589939959	1	78.1905660555987	69.2022803106067	64.5408665700616	1	71.5751815013905	1	1	1	1	1	1	1	70.3860609757163	30.5813982546532	1	89.3340486877642	1	1	1	77.6457100491058	1	1	1	1
MSN	152.773192883369	187.370079572728	1	153.351408665829	1	1	322.427467886805	291.361579662653	41.4855663861107	1	59.8321411224514	343.037751017936	227.732358288609	113.951429308944	265.890701933928	68.8554342416609	1	98.6212322777427	132.818292887958	1	175.10219443048	256.481159470472	157.64404837039	1	125.778967894593	143.8109889814	388.569379765212	264.272034214505
MSR1	283.092672658717	1	1	1	1	1	1	1	1	1	1	1	89.1642776660433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MSRB2	42.1682662816231	1	1	73.7685553688923	39.701298874563	64.3450886631656	1	65.0192472692438	46.3803225593017	1	1	1	1	55.7244943617956	1	1	47.5024259324849	30.7071921134291	1	1	1	1	1	1	1	1	36.3432095322539	1
MSRB3	1	1	1	278.749084943823	1	1	93.7333200024213	70.1191948924717	1	1	1	1	1	128.550205133356	1	1	1	1	1	1	1	1	1	1	173.122855017345	117.701714802181	76.7296043982256	1
MSX1	1	1	1	1	1	1	107.535822100097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.147110700344	1
MSX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.0070217351817	1	1	1	1	1	1	1	1
MT1A	1	1	1	265.428178835152	1	1	1	1	1	1	92.0343077174299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	401.407834646273	70.5127640314929	1
MT1E	50.8749331288462	1	494.609275003589	961.156621414902	1	1	136.738702551332	99.6792637327245	102.019758798609	1	424.39564716703	1	1	179.54406948352	1	233.473540622149	65.0926179152729	146.752565295641	1	1	1	1	1	1	2130.62175969499	794.078210452361	309.215348811708	69.5331173827165
MT1F	1	1	61.8107627983412	1	36.0695215821192	33.3902970055674	1	1	48.5021447408952	1	1	1	1	1	1	49.028619878047	38.0760349807682	1	1	43.0312903989821	1	1	1	1	181.098920095133	72.6507371824919	1	1
MT1G	1	1	164.626898758144	1	1	1	1	1	1	1	1	1	1	1	1	48.1919267667516	1	1	1	1	1	1	1	1	150.74539974175	1	1	1
MT1M	1	1	1	1014.41303513472	1	1	207.359763780129	102.771706237288	1	1	207.461939319642	1	1	1	1	1	1	1	1	1	1	1	1	1	394.755994475082	763.41008494654	185.048173640176	1
MT1X	163.960755741713	250.035844482506	192.874338172854	615.0840898621	105.207930763473	285.151385727395	107.569175388126	191.781878323209	339.877547012164	1	440.011818600097	101.17482269072	113.112404087079	138.155950717241	373.986627469059	815.461557122998	208.461560510942	401.317097895847	1	77.688395365929	1	110.175078601116	1	147.947536182133	2771.81966713347	529.944385984827	180.693275116784	1
MT2A	1199.61024459214	625.729439533101	1394.25092434957	3853.21141142039	496.16575547131	400.602626472464	1426.13567860095	1046.30435559849	1047.99640873701	1	3119.30750381742	643.901268371547	1349.49547639894	866.557120309078	1031.7163123664	657.499732745947	405.598738086445	1009.6215324858	219.009704643979	789.413803787143	394.047894380847	535.982611103528	1	317.001393011105	9674.13046740824	5079.60309984922	1878.78114388853	255.428973599797
MTA1	1	1	56.7676348160851	1	155.422543962705	125.813636490955	1	1	126.132982458334	1	1	1	1	1	1	30.1133942658625	117.483840690304	74.6471114477529	1	178.339000668003	1	1	1	179.699255058294	1	1	1	1
MTERF2	1	1	39.3187009105804	1	1	1	1	1	1	1	1	1	1	1	1	36.5625599663158	21.542245585499	1	1	1	1	1	1	1	1	1	1	1
