NAME	Macrophage	T cells CD4+	Mature Luminal	PVL Differentiated	GenMod1	GenMod6	Endothelial CXCL12	Endothelial ACKR1	GenMod4	Plasmablasts	CAFs MSC iCAF-like	NK cells	Monocyte	CAFs myCAF-like	T cells CD8+	Luminal Progenitors	GenMod2	GenMod3	B cells Memory	GenMod5	DCs	NKT cells	B cells Naive	GenMod7	Myoepithelial	PVL Immature	Endothelial RGS5	Endothelial Lymphatic LYVE1
EVA1A	1	1	1	1	1	1	1	1	1	1	1	1	1	57.7383726121145	1	1	1	44.7967531075291	1	1	1	1	1	1	1	1	1	1
EVA1B	1	1	38.6629144418171	1	1	1	65.0617314120372	1	1	1	1	1	1	80.9271743683935	1	1	1	1	1	47.1448035021196	1	1	1	1	1	62.2702429303327	46.8149116706557	1
EVA1C	1	1	1	1	1	37.6854492758509	125.841574513526	146.218185629568	1	1	1	1	1	1	1	58.0327472609774	1	1	1	1	1	1	1	1	53.8149561467184	1	63.2926335321426	1
EVI2A	70.8387163396098	122.16771669681	1	1	1	1	1	1	1	1	1	85.7423357176707	70.9377120614809	1	128.028558766161	1	1	1	1	1	50.4499357841845	1	1	1	1	1	1	1
EVI2B	78.9673380242809	106.506674596181	1	1	1	1	1	1	1	1	1	1	156.3424821999	1	98.3770231560642	1	1	1	112.959526307102	1	79.9455582741966	1	1	1	1	1	1	1
EVL	95.4077670373867	394.398326500933	129.48174917877	1	92.2819759730909	69.3171035696932	79.5640741882667	47.6342964993339	1	1	1	532.007214567903	64.3877587699107	69.4090546660544	665.215235261763	1	58.310876892299	1	196.253334295218	211.505803125759	84.5311689896777	427.418478424897	267.011899281344	83.5296276381529	1	1	31.1911860320541	52.7054532264311
EXOC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.7682506298802	1
EXOC3L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.7653634859184	1
EXOC3L2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.9193673748087	1
EXOC4	1	1	1	1	1	31.2731087230395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.804931175272	1
EXOC5	1	1	35.4585179926401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52.2217680342308	1	1	1	1	1	1	1
EXOC6	1	1	1	1	1	1	53.6542302234239	61.6277783803325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EXOSC10	1	1	1	1	1	25.659767014979	1	1	1	1	1	1	1	1	1	1	27.2149236973497	1	1	1	1	1	1	1	53.6729593061306	1	1	239.657612518467
EXOSC3	1	1	1	1	1	1	1	1	63.1412791545422	1	1	1	1	1	1	1	38.8083325448064	48.3436812136627	1	44.0242422887281	1	1	1	1	1	1	1	1
EXOSC4	1	1	37.6576085681222	1	55.1318087447068	57.3525163450813	104.272575855981	1	93.2624842731074	1	1	1	1	1	1	67.8901692675112	120.260017822025	63.3595393374094	1	64.5523771213579	1	1	1	54.7708594759027	44.4407398244915	1	31.6377405975993	1
EXOSC7	1	1	1	1	1	30.9576614514995	1	1	39.5878402093785	1	1	1	1	1	1	30.4232050390584	30.6822724549642	36.0726295476728	1	1	1	1	1	1	48.4743693264875	1	1	1
EXOSC8	1	1	52.2764380312292	1	1	25.5769604609927	42.4566275800283	58.9508623722487	92.9317001629607	1	1	1	1	52.9257702752661	1	48.3293482919013	35.7077545527653	34.8446932560418	1	1	1	1	1	1	62.2999679665206	1	45.8379516879393	202.562451215346
EXT2	1	1	1	1	1	1	1	1	1	1	1	1	1	52.628031836418	1	1	1	1	1	1	1	1	1	1	1	1	33.4999508434972	1
EXTL2	1	1	1	1	1	1	1	1	1	1	1	1	1	37.3485388273548	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EYA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.185577401608	1	1	1	1	1	1	1	1	1	1	1	1
EZH2	1	1	1	1	1	1	1	1	62.9548102084927	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EZR	123.470303636263	630.40996247956	260.474782117047	60.6233103378947	517.883957226199	323.505000363897	1	57.0281066571722	200.345587166845	115.308075390846	1	565.626164023017	147.640627230727	1	695.065494275394	251.519905233179	198.134636053811	157.379948406976	698.747528865823	243.866811208217	475.009593379038	340.228222789988	668.566214789986	363.859578732527	89.8189612510261	87.9931062533141	54.8775544994236	38.1322112977944
F11R	1	1	39.6808886657196	1	78.2011739427383	51.003555162988	60.8584441993077	1	39.1455755465171	1	1	1	1	1	1	1	29.2594407449629	1	1	69.5901062763039	1	1	1	47.7735556557855	1	1	1	1
F12	1	1	1	1	43.8741014768293	51.6556297174118	1	1	60.0892323764694	1	1	1	1	1	1	1	50.1112220986454	1	1	1	1	1	1	52.3651194383983	1	1	1	1
F13A1	438.414154955791	1	1	1	1	1	1	1	1	1	1	1	103.044191850805	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
F2R	1	1	1	1	1	1	1	59.1643327990004	1	1	282.106513276325	1	1	257.710847923039	1	1	1	1	1	1	1	1	1	1	1	60.187600383966	139.9467442093	50.6497425235706
F2RL2	1	1	1	1	1	1	1	1	1	1	1	1	1	90.0031257303187	1	1	1	1	1	1	1	1	1	1	1	1	1	1
F2RL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.066246580199	1
F3	1	1	40.8306791754126	1	1	1	1	1	1	1	1	1	1	1	1	51.2312140243341	1	1	1	1	1	1	1	1	79.5426213603913	1	1	1
F8	1	1	1	1	1	1	114.794925794585	55.1806770083959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.2777143774161	101.655513081202
FAAH	1	1	29.0677020261593	1	1	27.3163015787124	1	1	1	1	1	1	1	1	1	1	1	1	1	39.3050752492029	1	1	1	1	1	1	1	1
FAAH2	1	1	70.5662294869746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FABP4	1	1	1	450.512057365968	1	1	4629.73238077733	2057.39936621631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	737.259734576292	6141.74144729975	7608.36474878276
FABP5	511.21441402911	147.543646860388	1	159.380732683618	1	115.105715036929	824.67526476796	791.191450578203	1036.81416007921	1	1	102.429488923803	299.874459465796	127.617689575893	258.237235227554	1	540.584764618349	300.712300208794	115.537591859736	1	174.410314338281	1	1	1	1	474.084631562394	836.066160526291	1643.90125231431
FABP7	1	1	1	1	1	1	1	1	344.148739813081	1	1	1	1	1	1	138.346186116606	158.442002670762	1	1	1	1	1	1	178.684236841095	1	1	1	1
FADD	1	1	1	1	1	1	1	1	32.2912297910693	1	1	1	1	1	1	1	32.901512255465	28.1231916482242	1	1	1	1	1	1	1	1	1	1
FADS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.7835372617636	1	1	39.8178268095438	1	1	1	1	1	1	1
FADS2	1	1	1	1	45.3363365061861	66.2431841659824	1	1	79.1922170915131	1	1	1	1	1	1	1	55.3222852761391	1	1	69.055836141984	1	1	1	71.7308562689315	1	1	1	1
FADS3	1	1	1	131.260658927112	1	1	72.3870343468405	1	1	1	1	1	1	1	1	1	1	41.9828921940531	1	1	1	1	1	1	1	74.5375106564095	63.6719594765511	132.543069204487
FAF2	1	1	34.2914006829996	1	1	32.2780667050082	48.0630852647565	1	36.3717381828518	1	55.9665238391041	1	1	1	1	1	31.5730062180245	1	1	42.2975505828776	1	1	1	1	1	1	1	29.2578562667407
FAH	1	1	77.9180785321037	1	37.7230202409971	37.926944368211	1	1	46.4088343624242	1	1	1	1	1	1	1	61.9104709932683	44.1070997257627	1	1	1	1	1	40.3819221837212	1	1	1	1
FAHD1	1	1	1	1	42.7929600440983	29.7415886333483	1	1	29.9861882806163	1	1	1	1	1	1	1	33.4841734729995	38.3535789045123	1	48.8247805414353	1	1	1	49.0734940864224	1	1	1	1
FAHD2A	1	1	1	1	1	1	1	1	30.5851307203864	1	1	1	1	1	1	31.8410141916633	1	48.9420414919152	1	1	1	1	1	1	1	1	1	1
FAHD2B	1	1	68.3813329869963	1	1	1	1	1	1	1	1	1	1	1	1	1	30.1888846948166	1	1	1	1	1	1	1	1	1	1	1
FAIM	1	1	33.2995799593005	1	1	1	1	1	38.1036000021851	1	1	1	1	1	1	20.793484832778	30.8117878555212	36.2210062994342	1	1	1	1	1	1	1	1	1	1
FAM101B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.2117568455346	1
FAM102A	1	80.5221163027332	109.171995839635	1	76.7212790512515	49.8280589202515	1	1	1	1	1	1	1	1	1	50.2544234715489	25.0703630995504	1	1	69.8060533260693	1	1	1	46.1730244219286	1	1	1	80.7623364262096
FAM104A	1	1	1	1	46.5961525529381	40.0160445266339	1	1	48.6598463734248	1	1	1	1	1	1	1	48.1625272853545	35.1300948001462	1	66.0644314135767	1	1	1	44.9778961153847	1	1	1	1
FAM104B	1	1	1	1	43.4385306629251	34.1632690689583	1	1	42.587146843558	1	1	1	1	1	1	1	40.391046638207	1	1	40.5291307853048	1	1	1	1	1	1	1	4.89349669142951
FAM105A	98.5638547976313	1	1	1	1	1	1	1	1	1	1	1	85.4800950074852	1	1	1	1	1	1	1	105.467590402109	1	1	1	1	1	1	1
FAM107A	1	1	1	1	1	1	299.97685923935	138.285415743659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	94.3682089613775	1
FAM107B	1	212.146840554546	53.3005622900572	104.592498248159	60.5317999187762	40.9446169685588	1	1	1	1	1	196.906879111795	49.5710220294212	1	153.065847028129	1	1	1	106.578038203374	1	63.2630303045869	162.876486278281	99.6637425497628	1	1	1	1	234.625021445801
FAM110A	1	1	1	1	76.9764784519114	71.1859410264601	1	1	69.7737426653448	1	1	1	1	1	1	1	54.8194692052475	33.9135082190219	1	66.3011340917	1	1	1	86.9730872831194	1	1	1	1
FAM110D	1	1	1	1	1	1	1	83.5063533458692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.7847686815275	1
FAM111A	1	1	1	1	1	1	49.5800495902729	1	55.0450048452396	1	1	1	51.7317529486041	1	1	1	1	1	1	1	1	1	1	1	1	1	42.0450636458014	45.521407286668
FAM111B	1	1	1	1	1	1	1	1	65.2270438270298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM118A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	127.790889265406	1
FAM122A	1	1	1	65.3329053375674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.4781821981406	1	1	1
FAM124B	1	1	1	1	1	1	42.6656195274117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM126A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.4440034771329	1	1	1	1	1	1	106.697364838227	1	52.4841439732716	95.0175451627178
FAM127C	1	1	1	1	1	1	1	1	50.7358649194658	1	1	1	1	1	1	1	37.4188003115323	1	1	1	1	1	1	1	1	1	26.692817581085	63.7469076227614
FAM129A	47.6715457754543	119.580647829823	74.5530096463356	81.2513478944635	41.5354499087863	38.8436000896391	50.4057503339532	1	1	1	1	134.873759447703	51.102834069176	1	107.4434892748	1	1	1	1	30.9263486231205	89.7852866209405	1	1	1	90.4935610801705	1	72.2690749546641	1
FAM129C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	118.185321522165	1	100.441026171791	1	296.228926938892	1	1	1	1	1
FAM134A	1	1	48.7029666517194	1	32.6453902552334	36.91668894111	1	1	1	1	1	1	1	1	1	29.3730549266908	24.72703027296	1	1	58.6290246856851	1	1	1	49.226003701663	1	1	1	1
FAM134B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.8328803904873	1	1	1	1	1	1	1	1
FAM134C	1	1	43.60154186372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.4028438402843	1	1	1	1	1	1	1	1
FAM136A	40.5484409608215	1	48.7671099652575	1	47.2454438660208	57.9988028266765	1	1	150.773076178806	56.0697517450242	1	1	32.152840071725	38.1286272152928	1	33.5031907871659	83.2556388550217	124.768789250822	1	73.2801947059466	37.223170706623	1	1	74.5984520012817	1	1	1	1
FAM13A	1	1	1	1	1	1	1	1	1	1	55.5142629135391	1	1	1	1	55.0469784862414	1	1	1	1	1	1	1	1	1	1	1	1
FAM13B	1	1	1	1	37.1165034758521	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.0856663438463	1	1	1	1
FAM13C	1	1	1	73.317169598327	1	1	1	73.0013965473689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	183.664333659496	70.1987610761688	1
FAM159A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.698200553411	1	1	1	1	1
FAM160B1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.1903797571042	1
FAM162B	1	1	1	137.010563444071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	245.071817539425	46.9084327026699	1
FAM167B	1	1	1	1	1	1	91.3732595101807	197.696799339159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	235.524490250636	41.9003433366364
FAM168B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.1465923370688	1
FAM171A1	1	1	1	1	1	1	1	64.2407573813792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM171B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	121.892602967876
FAM172A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.4156744955637	1	1	1	1	1	1	49.3136364606515	1
FAM174A	1	1	73.6816069356562	1	134.644419614736	92.9625526433693	85.9770235669371	54.1917533913923	1	55.9073801091713	1	1	1	52.2045120022703	1	45.182763642866	56.7744119506052	45.1341532748324	1	131.076797486479	1	1	1	58.9141916384692	50.1735051581173	1	71.7075626998748	1
FAM174B	1	1	66.6856840506368	1	39.2872685029568	43.3496116769654	1	1	1	1	1	1	1	1	1	1	29.4863095935813	1	1	38.2543835463162	1	1	1	43.8306339730138	1	1	1	1
FAM179B	1	1	1	1	1	25.3397170109609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.7137809639404	1
FAM189B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.3151778375939	1	1	1	1	1	1	1	1	1	1	72.1923149952486
FAM195A	55.4962802418062	1	45.9334456677114	1	115.686408122438	130.874266108527	1	1	97.5898903231963	1	1	1	38.9199798300889	1	1	27.3830968337999	133.244408966906	85.1490706391118	1	93.8518623010191	1	1	1	96.5256494426722	1	1	1	1
FAM198B	84.2939892098178	1	1	1	37.9126188381885	1	89.3822395543049	121.024179387638	1	1	72.60339638824	1	54.5252393616614	110.644646017339	1	1	1	1	1	1	1	1	1	1	80.5967516416758	1	229.726675602911	263.200214689175
FAM207A	1	1	52.3977876876168	1	1	43.4433992747985	1	1	77.8092447186817	1	1	1	1	1	1	57.566593855306	59.6514608620464	77.3758665895748	1	1	55.6053252768862	1	1	40.969574913782	1	63.0451366083896	1	1
FAM208A	1	1	36.6853572753172	1	1	1	39.6364824566405	1	1	1	1	1	1	1	1	1	1	1	1	48.1289492626596	1	1	1	1	1	1	37.5662408155289	1
FAM208B	1	1	1	1	1	29.0206788233015	1	1	30.1053709751478	1	1	1	1	1	1	1	1	35.8268775631767	1	54.6839409549717	1	1	1	31.8424418677532	1	1	1	1
FAM20A	49.9685351059876	1	1	1	1	1	1	1	1	1	81.2551104593644	1	1	60.4960441198414	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM20C	1	1	1	1	1	1	1	1	1	1	1	1	1	60.8408033663805	1	1	1	58.4296728339455	1	1	1	1	1	1	1	1	1	1
FAM210A	46.8583625783718	1	1	1	1	1	1	1	31.2060179857863	1	1	1	50.5735744899979	1	1	1	1	27.9347707791637	1	1	48.1941917173714	1	1	1	1	1	1	1
FAM210B	1	1	72.3113196949868	64.1544865841514	85.7222352478925	100.585532527806	59.671876916665	54.5373078486843	109.100391781865	1	1	1	1	38.6599280542532	1	71.7028625549791	108.746360031268	81.186383444793	1	68.3725346890621	1	1	1	121.223026325833	259.526377277887	69.6226487303	69.0264437544234	1
FAM213B	1	1	1	1	1	36.1173935330609	1	1	1	1	1	1	1	1	1	1	25.5112129556626	1	1	42.4046743602192	1	1	1	1	1	1	1	1
FAM214A	1	1	85.4670022351358	1	72.5071751021365	33.796532781403	45.7973109899856	1	1	1	1	1	1	1	1	1	1	1	84.8411254352885	98.6122135789298	1	1	1	70.9989813303445	1	1	1	1
FAM217B	1	1	1	1	1	1	1	1	26.9215001638351	1	1	1	1	1	1	1	29.4072304753879	1	1	1	1	1	1	1	1	1	1	1
FAM229B	1	1	1	1	1	1	1	1	1	1	1	1	1	54.9366623793077	1	1	38.1512162579153	1	1	1	1	1	1	1	1	1	41.0647221146624	1
FAM234A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.2939905712927	1	1	1	1	1	1	1	1
FAM26F	380.469063044971	1	1	1	1	1	1	1	1	1	1	1	350.6885025682	1	1	1	1	1	1	1	139.542015813105	1	152.570998380869	1	1	1	1	1
FAM35A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.6060257164357	1	1	1	1	1	1	1	1
FAM3B	1	1	123.017805479011	1	1	1	1	1	85.6686303933494	1	1	1	1	1	1	94.4694986027538	76.0567314942475	35.2971937401625	1	1	1	1	1	87.1604361401703	1	1	1	1
FAM3D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.8817878858823	1	1	1	1	1	1	1	1	1	1	1	1
FAM43A	1	1	1	1	1	1	73.4516658685054	86.0875072838703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	157.27709167655	1
FAM46A	75.4943978737509	1	41.878233567013	70.1861346896119	1	1	1	1	1	1	177.689229766945	1	1	94.1353214991792	1	1	1	36.8228062124899	1	1	1	1	1	1	1	158.77398474464	1	1
FAM46B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.9202832329213	1	1	1	1	1	1	1	1	1	1	1	1
FAM46C	1	170.205201345191	53.5942949138311	1	1	1	1	1	1	186.684544346955	1	199.027802923681	1	1	210.973546855867	1	1	1	157.005300106803	1	1	153.194349918894	175.443541792048	1	64.4070619900936	1	1	1
FAM49A	74.5609644895927	1	1	1	1	1	1	1	1	1	1	1	110.838356036292	1	1	1	1	1	98.8571708690045	1	104.919589720091	1	1	1	1	1	1	1
FAM49B	280.958613746988	156.327660379095	55.0311386769548	1	115.933075086302	91.3758098986265	1	1	111.97189017855	1	1	177.791015757443	285.06993711061	1	180.245423583582	43.1851945700088	78.5576586298952	111.13043822688	192.345023673719	93.774081160049	286.288716268572	345.216111939393	138.899773276788	93.2458154025755	50.7570572259494	1	42.8401744637493	1
FAM53C	71.3826408949944	1	86.2731164617284	59.027556703549	72.494122448675	23.4079049814876	1	56.2287848569414	1	1	73.2889760001671	111.583961253273	45.5852977001765	1	109.381717725882	70.6205390906764	1	1	93.1907880004067	60.8560034453488	166.029981328188	1	86.7748330451879	69.0411688124121	71.3148513824428	1	44.106747665982	1
FAM58A	1	1	1	1	1	1	1	1	30.5298083784226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM60A	1	1	63.0321603906184	1	33.2407104002511	38.203350543067	1	1	85.2037426470518	1	1	1	1	1	1	63.8934250965932	71.2761916066137	56.8370454892001	91.1305093816277	1	86.0920345902352	1	1	54.0587567106641	106.617933611605	1	57.2007550963318	129.64390800242
FAM65A	1	1	1	1	1	1	62.9417319545833	75.3812311530681	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.7998519156743	1
FAM65B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	165.381657634611	1	1	117.26008484975	219.050167308428	1	1	1	1	1
FAM69B	1	1	1	1	1	1	42.5701369489653	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM83D	1	1	1	1	1	1	1	1	48.6337958994992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM84A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.6895999587768	1	1	43.3147736109112	1	1	1	1	1	1	1	1
FAM84B	1	1	1	1	35.1909591747284	1	1	73.4840199071387	1	1	1	1	1	1	1	32.7435720192057	1	1	1	41.4455152612739	1	1	1	1	1	1	1	1
FAM89A	1	1	1	1	1	1	76.7267739310608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM91A1	45.9221517275382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.3921490712424	1	1	1	1	1	37.3896730046128	1	1	52.6991662764684	1
FAM92A1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.1740021520392	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM98A	1	1	1	1	1	22.2303988638633	1	1	36.5839202867698	1	1	1	1	1	1	1	38.5330185056561	34.7398187011387	1	1	1	1	1	1	1	1	1	1
FAM98C	1	1	41.6915318971208	1	36.8615146622836	43.9079178085508	1	1	1	1	1	1	1	1	1	1	31.3392595054086	1	1	1	1	1	1	39.2725344948946	1	1	1	1
FANCI	1	1	1	1	1	1	1	1	44.1463895598441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FANCL	1	1	1	1	1	1	1	1	37.4579594718575	1	1	1	1	1	1	1	1	39.0677269536632	1	1	1	1	1	1	1	1	1	1
FAP	1	1	1	1	1	1	1	1	1	1	197.674569660721	1	1	361.973584454109	1	1	1	1	1	1	1	1	1	1	1	1	49.5821014014638	1
FAR1	1	1	29.8040643055794	1	1	1	1	1	1	1	1	1	56.8277436152813	1	1	1	1	1	1	38.4602242246655	1	1	1	57.5351198993197	1	1	62.2853290211595	205.214643938904
FARSB	1	1	35.145284206859	1	1	1	1	1	68.6670523882849	1	1	1	1	1	1	1	40.5671488813394	39.7123571611947	1	1	1	1	1	1	1	1	1	1
FAS	1	104.956032257629	1	71.8638974058115	1	1	1	1	1	1	60.610254156975	1	1	66.4095567171571	1	1	1	1	1	1	1	1	1	1	54.3605272880698	46.7312149997526	1	1
FASLG	1	1	1	1	1	1	1	1	1	1	1	134.685269637057	1	1	147.128139930119	1	1	1	1	1	1	1	1	1	1	1	1	1
FASN	1	1	177.412308049091	1	212.553316373872	196.867624113676	1	1	109.489940595827	1	1	1	1	1	1	41.1666403859084	138.531441276498	69.8200041693292	1	327.370917479716	1	1	1	220.432882873026	1	1	1	1
FAT1	1	1	1	54.885198998755	1	1	1	1	1	1	1	1	1	70.8858141163548	1	36.8084207459463	1	39.6664661588607	1	1	1	1	1	1	71.2293154365237	92.6461769144283	1	1
FAT4	1	1	1	1	1	1	69.5397680713218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBLIM1	1	1	46.7545425784163	153.548957196656	1	36.1235224548974	122.234556261897	1	60.8184410442846	1	1	1	1	65.3251306754504	1	45.1723102199219	42.9705453888838	109.254094515117	1	1	1	1	1	49.7442673561231	97.0909985818187	172.247039762926	85.1285833030406	1
FBLN1	1	1	1	1	1	1	1	1	56.9222420628967	1	1135.65601086139	1	1	841.185956042685	1	1	1	36.5874557064439	1	60.1733600011835	1	1	1	1	92.0907170345813	70.94770622215	1	1
FBLN2	1	1	1	1	1	1	270.991720432244	203.300532454722	1	1	401.256597001177	1	1	503.104874349351	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBLN5	1	1	1	1	1	1	330.994632297801	1	1	1	445.19057628587	1	1	223.326684412931	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBLN7	1	82.9266410335101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBN1	1	1	1	1	1	1	122.939539119769	94.3842627555857	1	1	214.240261458892	1	1	472.98732579672	1	1	1	1	1	1	1	1	1	1	1	97.1686330034586	67.9969152513325	355.026836489669
FBP1	101.727145798109	1	222.742134808697	1	84.6219632943028	56.3693845295241	1	1	1	1	1	1	196.877407337637	1	1	1	73.4557868752361	1	1	96.1458739608882	112.228503620274	1	1	1	1	1	1	1
FBRS	1	1	41.3645481821153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBXL12	1	1	1	1	1	1	1	1	1	1	1	1	1	37.5003508274011	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBXL3	1	1	33.6106649903456	1	35.5171134772413	39.1671496616794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.3995283270422	1	1	59.8894318725029	1
FBXO11	1	1	1	1	1	1	1	1	1	1	1	1	1	59.4778480555505	1	1	1	1	1	1	1	1	1	1	1	1	49.6285423526038	30.6670188218227
FBXO17	1	1	1	1	1	1	1	1	1	1	73.7652214711093	1	1	50.9327965150777	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBXO2	1	1	1	1	1	1	1	1	37.9459617586879	1	1	1	1	1	1	1	1	115.731375100507	1	1	1	1	1	1	275.009323506296	1	1	1
FBXO22	1	1	39.1459656012816	1	1	37.7180226203809	1	1	68.8212211816273	1	1	1	1	1	1	1	50.4463604540155	42.9285913629413	1	1	1	1	1	45.4753797637596	1	1	1	1
FBXO28	1	1	1	1	1	29.5134569746604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBXO3	1	1	48.4943029575605	1	1	1	59.7002074264818	1	1	1	1	1	1	1	1	1	22.6261052035203	1	1	44.6285026132861	1	1	1	1	1	58.4980744081619	34.0659977694478	160.920961769458
FBXO31	1	1	1	1	1	1	1	80.8628071650197	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.6380047288633	1
FBXO32	1	1	1	182.343339471228	87.445218541343	53.3185141379349	1	1	1	1	96.6455596232431	1	1	144.539987815578	1	97.6977745103999	45.1178462042116	45.5795525332438	1	49.076536331625	1	1	1	90.1521247516013	1301.41506878126	112.027208803515	1	1
FBXO34	1	1	1	1	1	1	1	1	1	1	1	81.8511800659868	1	1	1	1	1	1	1	1	36.0151157898226	1	1	1	1	1	1	1
FBXO6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.0098965127342	1	1	1	1	1	1	1
FBXW11	1	1	27.5603868226407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.7052231097597	1	87.1494020374902	1	1	1	40.9816242617804	26.3862130618387
FBXW2	1	1	42.3347783415836	1	30.2244617442501	21.9795383292081	1	47.3311122832163	38.547068360785	1	1	1	1	1	1	1	28.5731865702229	36.400596954482	1	1	42.8866495332154	87.1991037494372	1	42.2317955878614	1	1	31.7154431349858	38.6518057755396
FBXW5	85.5384489007135	1	31.68711109876	96.0876184981226	39.9703479213871	69.8466273900662	107.04830438482	81.3552517818798	56.0219510026864	1	1	1	97.5653435258788	56.9934611428128	1	62.1545663108893	56.9167708725933	75.1667254474438	1	47.8448752864177	70.5356358837559	173.708582806763	1	53.7919300085593	1	81.1466983708396	63.0395239315877	59.6213093277257
