NAME	T cells CD4+	Endothelial ACKR1	GenMod2	GenMod4	PVL Immature	GenMod3	T cells CD8+	PVL Differentiated	GenMod7	Monocyte	Macrophage	NKT cells	Plasmablasts	Myoepithelial	GenMod5	CAFs myCAF-like	B cells Memory	Endothelial CXCL12	DCs	GenMod6	B cells Naive	Mature Luminal	GenMod1	Endothelial RGS5	CAFs MSC iCAF-like	Luminal Progenitors	NK cells	Endothelial Lymphatic LYVE1
ELF3	1	1	412.983891605801	329.844757951563	1	388.270378548327	1	1	1397.80420259487	1	1	1	1	244.384063330882	937.681384588435	1	1	1	1	949.422088069495	1	1215.14966179882	2337.27293523185	1	1	717.655667764557	1	1
ELF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	144.965731010563	1	1
ELK3	1	247.275016581853	1	1	1	1	1	1	1	1	1	1	1	1	1	46.4731552337793	1	201.61721472039	1	1	1	1	1	281.537759383743	1	1	1	208.76720238137
ELK4	1	45.9523944664771	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.5516527541316	1	1	1	1	1	1	1	1	1	1
ELL2	119.980420753708	1	1	1	1	1	96.3790825657025	1	45.2328411627526	93.1699398185325	113.159366935571	1	135.871658513893	1	1	1	1	1	59.314802064829	56.0504310204113	1	69.2826540763093	69.5388287364351	1	1	41.5369158824904	211.396634958744	1
ELMO1	1	99.1948319535287	1	1	1	1	1	1	1	54.9650464063338	58.822269116136	1	1	1	1	1	1	120.21976805824	68.4434388501949	1	1	1	1	67.880435095035	1	1	1	93.2840163993745
ELMOD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.1093687501681	1	1	1	1	1	1	1	1	1	1	1	1	1
ELMSAN1	1	49.4498145418606	1	1	1	1	1	1	39.8414366917211	1	1	1	1	1	1	1	1	1	49.2603623309549	1	1	63.7734472546123	78.6546263368687	1	1	24.0547681246647	1	1
ELN	1	74.7379456105384	1	1	1	1	1	92.3186708524494	1	1	1	1	1	1	1	316.997434118751	1	158.911862654502	1	1	1	1	1	1	227.243908070007	1	1	98.9707502210444
ELP2	1	1	96.4950932740907	35.239694728751	1	30.9619288091208	1	1	105.488090002837	1	1	1	1	69.2434249541291	200.687329772522	38.0098025889975	1	1	1	34.8608262128375	1	79.6191317078276	79.0597746933167	1	1	39.6203039264334	1	1
ELP6	1	1	27.5364150518803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.5820170091208	1	1	1	1	1	1
EMB	175.57189363398	1	1	1	1	1	252.74285287011	1	1	77.6832470384197	72.4363067272386	171.864148170136	1	1	1	1	76.3360905769268	1	80.5849298013647	1	80.6825991819242	1	1	1	1	1	125.911453725153	1
EMC9	1	1	23.0635521904812	44.4540068255906	1	27.68506598473	1	1	1	1	1	1	1	1	1	1	1	1	1	30.1517251380914	1	1	1	1	1	1	1	1
EMCN	1	608.181274667376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	624.605374862818	1	1	1	1	1	632.540652666559	1	1	1	423.765478750911
EMG1	1	1	25.9171997594893	41.5692641872672	1	34.4338605817548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EMILIN1	1	1	1	1	115.986679967188	1	1	1	1	1	1	1	1	1	1	204.446052992266	1	1	1	1	1	1	1	1	143.396238846633	1	1	1
EMILIN2	1	1	1	1	1	1	1	1	1	59.9105775622867	63.0805846507412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EML2	1	1	40.4685112023105	1	1	36.2123473319031	1	1	1	1	1	1	1	60.2715410674637	58.4031468695362	1	1	1	1	43.7244482689535	1	56.2133545566402	31.3371502909037	1	1	1	1	1
EML3	1	46.6083209961163	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.1732012219551	1	1	1	1	1	43.4389651667031	1	1	1	1
EML4	291.97168218823	74.1606133643119	48.2234911546593	97.1919354914372	102.748516064053	82.520770622504	243.034693080759	1	80.6946571232053	126.664853836367	112.911226250636	107.408530122686	1	1	1	67.1708417510796	205.525043919417	84.6958265064906	53.775506938942	44.9138778270381	310.022683472618	54.270430423158	44.3180556692418	76.6858102556874	1	82.9386511097552	202.940231305052	55.2664361359795
EMP1	1	646.794314634844	1	42.5935879861467	139.24905526983	189.306176233931	1	1	112.186398041301	1	1	1	1	1	59.6140401022269	264.622324639974	1	642.898591630611	1	75.7681378051137	1	303.399915818386	107.755116481615	480.950063186165	316.468191969493	454.938516634373	1	253.023685028507
EMP3	339.16334883724	1	1	1	185.187579927884	210.250647010098	411.02906039942	127.608226209362	1	548.423872936648	448.143225103109	521.10699863606	169.090915705705	56.9377925260931	1	344.854758179713	355.944619696476	75.1740081785014	263.863754709675	1	205.575711659752	1	1	1	210.114651986584	1	291.957166452299	1
ENAH	1	77.9528488579851	67.6897165739812	128.780657916247	1	159.724911798283	1	85.3192893446189	236.844908341904	1	1	1	1	41.7194582199532	149.557734476741	139.457342090163	1	69.6663531232273	1	164.28555824758	1	79.0096814158731	205.129481657324	100.846520332151	1	69.1785262051006	1	1
ENC1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.5180454496495	1	91.4105395865676	1	1	1	30.3784908290075	1	1	1	1	1	1	1	1
ENDOD1	1	57.7015444119011	1	1	1	31.9722534281162	1	1	1	1	1	1	1	68.7493197946402	1	1	1	1	1	1	1	1	1	1	1	1	1	116.259228006504
ENDOV	1	1	40.6842090361897	35.7463181216911	1	44.3527549386067	1	1	55.7507459596889	1	1	1	1	1	45.6694504058398	1	1	1	1	31.2108846869115	1	44.4412489482362	1	1	1	1	1	1
ENG	1	1180.28135730136	1	1	97.1854902233232	1	1	62.9968846004582	1	66.1621226719079	135.048570307002	1	1	1	1	97.1581258879035	1	739.154681408459	1	1	1	1	1	988.56273516595	114.915621498754	1	1	376.047481781803
ENPEP	1	1	1	1	195.382000269893	1	1	126.899631370811	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENPP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.7957999424083	1	1	1	1	1	1
ENPP2	1	172.960769283533	1	1	1	1	1	1	1	1	65.4236105965857	1	1	1	1	1	1	405.477918489649	1	1	1	1	1	184.101735966013	82.073985431613	1	1	1
ENPP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.5322302796983	1	1	1	1	1	1
ENTPD1	1	173.069266414092	1	1	1	1	1	82.8256411181708	1	54.3719779875677	72.0687707267437	1	1	1	1	77.4522764254407	1	97.3153959634055	49.0508137232258	1	67.9225566617706	1	1	80.5520789318083	1	1	1	55.6737821526837
ENTPD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.0182492499987	1	1	1	1	1	31.7347995329289	1	1
ENTPD5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.6703404054561	1	1	1	1	1	1	31.2071930702704	1	1	1	1	1	1
ENTPD6	1	1	26.9926136180709	1	1	32.1037616651743	1	1	1	1	1	1	1	1	38.4470507037646	1	1	1	1	39.6956643956608	1	1	38.1990296971692	1	1	33.8168457279932	1	1
EOGT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79.597701730706	1	1	1	1	1	64.7293019854343	1	1	1	1
EP400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.7488739655232	1	1	1	1	1	83.2149425382126
EPAS1	1	465.791001485247	1	1	320.323084232452	91.8218855287255	1	466.850793458989	1	1	1	1	1	1	1	1	1	875.657821501903	1	34.2094860254346	1	86.7772754622012	1	441.273144163169	1	1	1	222.713638580131
EPB41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.3090147002222	1	1	1	1	1	1
EPB41L1	1	1	1	1	67.2518405372075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EPB41L2	1	1	1	1	143.756528501116	1	1	1	1	1	60.2289364211839	1	1	1	1	90.4385586049151	1	54.1040392066813	1	1	1	1	1	44.6115140928341	89.8245928659952	1	1	1
EPB41L3	1	66.4386823907325	1	1	1	1	1	1	1	80.4825016730056	88.223972069359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.9247013919461
EPB41L4A	1	63.3289074769071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.2864195500661	1	1	1	88.0672557266137
EPB41L4A.AS1	1	61.0229275689532	64.3137876357896	1	110.13853740439	42.0909431010362	90.2531586900964	93.3715388711022	57.6534368119077	1	1	1	1	108.672516761285	71.5743657362397	74.8199186004207	111.835111901891	96.1941669990233	1	46.2507403133564	166.715099150988	68.0946376427108	75.0063516416492	57.0216686793154	125.6451853304	152.554291649757	81.8846473907926	41.1975974666494
EPB41L5	1	1	1	1	1	1	1	1	41.9888418295714	1	1	1	1	1	1	1	1	1	1	39.8586191032215	1	39.1736743787626	41.8696813206306	1	1	54.8762727288329	1	1
EPCAM	1	1	374.68204166944	531.250874387833	1	519.762024561655	1	1	284.488568832823	1	1	1	1	61.5011859280053	237.371900864238	1	1	1	1	392.830061239325	1	310.470064760103	239.675689774581	1	1	274.744261068233	1	1
EPHA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.2754760791324	1	1
EPHA4	1	64.838380171138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	111.490198055793	1	1	1	1	1	55.2640787013403	1	1	1	1
EPHB4	1	92.323905423681	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.7122298019209	1	28.3965007586113	1	1	1	58.6501168436409	1	1	1	71.390467829514
EPHB6	1	1	1	1	1	1	1	1	1	1	1	1	1	82.9497906061763	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EPHX2	1	1	1	1	1	1	1	1	1	1	1	1	1	62.2495099726349	57.0650365958145	1	1	1	1	1	1	58.0215755149729	36.6878517804054	1	1	42.8581817112685	1	1
EPN2	1	1	1	1	1	1	1	58.9020596703108	37.3970027580027	1	1	1	1	1	1	1	1	1	1	25.5558873223089	1	44.0761806226219	1	1	1	1	1	41.5998261573221
EPS15	1	1	1	1	1	35.0885542180538	1	1	1	42.1785450814343	84.8110822729096	1	1	1	1	46.3826340563728	1	1	44.7903983737253	1	1	33.3685979533469	1	1	1	1	1	83.4952903078578
EPS8	1	63.8573808730942	1	29.1972510724142	390.146209399731	52.5844136479831	1	295.322420287919	1	1	1	1	1	62.5114162203046	1	78.4682600996336	1	110.777639926148	1	1	1	1	1	111.704854377863	76.1247585136029	62.4950106224797	1	1
EPS8L1	1	1	27.8069986253535	1	1	1	1	1	1	1	1	1	1	58.4717981982517	53.7681887256466	1	1	1	1	30.9188832422342	1	37.9347566782745	32.279342613687	1	1	1	1	1
EPS8L2	1	1	30.8407253088944	1	1	28.1195925418638	1	1	64.7944529427961	1	1	1	1	98.3212532446048	40.7901727758364	1	1	1	1	61.4109101706828	1	58.6590492825143	42.4028728074508	1	1	50.8730257362143	1	1
EPSTI1	122.025361531431	1	1	1	76.2170272411276	1	149.095532856155	1	1	143.127223269246	177.033118365274	1	1	1	1	118.814730496208	176.749296256539	1	124.04225047169	1	225.795824763009	1	1	1	1	1	80.5443197619898	1
ERAL1	1	1	37.4398191919447	59.1818432839308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.7224254778164	1	36.1456014670527	1	1	1	1	1	1
ERAP2	1	1	1	1	1	1	1	1	1	44.6185476284396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERBB2	1	1	235.090901216616	49.2812223961038	1	1	1	1	221.174816842356	1	1	1	1	1	114.384469991093	1	1	1	1	232.494545253585	1	109.062334190887	179.760102920583	1	1	40.0868214196892	1	1
ERBB3	1	1	44.2925431766148	31.1340422918226	1	1	1	1	115.435564069442	1	1	1	1	1	158.768450854211	1	1	1	1	88.2717304409072	1	180.530434748284	112.82893975545	1	1	80.5907267491751	1	1
ERBB4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.2900571082784	1	1	1	1	1	1	129.757865357976	1	1	1	1	1	1
ERC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.5682196357595	1	1	1	1	1	1	1	1	1	37.1647394006312
EREG	1	1	1	1	1	1	1	1	1	365.362797817019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ERF	1	49.5174821579597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.9487804072692	1	1	1	50.2938157574514	31.7682997321198	75.2908114643043	1	49.6415801373824	1	1
ERG	1	179.451989784808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	158.168014261052	1	1	1	1	1	116.784522471783	1	1	1	71.6231134662733
ERICH1	1	91.2554614263726	1	1	57.4972049106499	27.2366535811854	1	1	1	71.0101366288673	61.0188071604188	1	1	92.0546107242873	44.245485167068	36.5667955213317	92.4028432836617	56.5237066452912	46.2906540332751	37.2110646053798	149.887496143412	38.2213240554076	1	67.1442746415801	1	39.0081136276086	1	125.135706000764
ERLEC1	1	90.5112273689726	108.670442239991	112.263641374822	109.112995398425	184.151829902609	1	87.9835013974131	127.329006980345	51.1251640604389	83.6061430976598	1	297.855202139172	96.4350196684728	112.706520700252	180.99718568724	1	95.8265806323994	58.3089078036496	137.744177181436	1	96.687611083724	131.420084619629	106.696360134387	168.912624860518	49.4831954717739	1	122.460108795029
ERLIN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.9062024535585	1	1	1	1	31.8788477787815	1	49.5069401888144	1	1	1	1	1	1
ERN1	1	1	1	1	1	1	1	1	45.7581751929495	50.1553084083128	38.0132578638542	1	79.1834119670133	1	1	1	1	1	88.1392888508424	1	1	48.9946949251922	1	64.4043441995042	1	25.165824302043	1	1
ERO1A	1	1	1	54.261547515071	1	48.347304667443	1	1	85.1838602427964	1	43.1644039445464	1	1	1	1	1	1	1	1	81.2925953127408	1	1	1	1	1	1	1	1
ERO1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.4707358268668	1	1	43.9956924753092	1	44.5570971696877	1	1	116.790159192047	1
ERRFI1	1	62.7971569998819	64.2962085510457	86.5875614407203	107.039292723481	127.825274444425	1	132.236409279302	134.662729344719	1	1	1	1	171.132012602423	62.0045739999865	89.9652260589361	1	1	1	95.0115894554643	1	311.143805434536	165.370993083914	1	120.117680154472	277.015814649695	1	82.7199137850912
ERV3.1	1	1	1	1	1	1	1	1	43.7699504556924	1	1	1	1	1	39.6967795863485	1	1	1	1	1	1	1	1	1	1	1	1	1
ESAM	1	472.834200045437	1	1	185.472666037381	1	1	243.043549688074	1	1	1	1	1	1	1	1	1	822.17053474567	1	1	1	1	1	864.357668036691	1	1	1	304.947037610091
ESCO1	1	1	24.8049451861343	38.2973721151509	1	25.0600851148323	1	1	38.3734009294348	1	1	1	1	1	1	1	1	1	1	24.472134436052	1	33.2515398553774	1	1	1	1	1	1
ESM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	197.140991833623	1	1	1	1	1	329.60763860568	1	1	1	1
ESR1	1	1	53.3213695963826	1	1	1	1	1	92.1965042916741	1	1	1	1	1	688.981726724022	1	1	1	1	57.4932323785021	1	239.494962689315	141.488292367736	1	1	1	1	1
ESRP1	1	1	35.8830882499258	45.6425718076275	1	48.4882031820366	1	1	75.0407761745146	1	1	1	1	1	77.0377821175911	1	1	1	1	54.1377720626948	1	1	41.4732376015879	1	1	1	1	1
ESRRA	1	1	1	1	1	24.2427149962224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ESYT1	1	34.8161693491437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.8937391201139	1	1	1	1
ESYT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.0048825422031	1	1	1	39.2510514645507	1	1	37.5705530945698	1	1	25.4828747849958	1	1
ETNK1	1	1	39.0510799558128	31.5371331769896	1	61.0111171716145	1	1	71.4438706900625	51.5961346706148	56.9391349317902	1	1	1	67.0161078529782	1	81.2072834707869	1	35.5754719817046	68.0100654963061	1	61.3361396762076	86.1438584208306	49.7727365417617	1	44.5328166013567	82.6564459492896	183.225932798509
ETNK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.1294136328045	1	1	1	1	1
ETS1	135.057932558419	90.8653486471126	1	1	77.6029328138523	1	131.51812847417	1	1	1	1	176.061624766647	1	1	1	1	1	132.190937455021	1	1	1	1	1	229.147379884828	1	1	107.818696544482	131.940287403532
ETS2	1	499.072416449302	1	50.1407281841685	1	64.7977108765783	1	137.847422095822	40.0918362026093	213.715032301368	135.700231840041	1	1	239.079891762979	1	1	1	243.660570907448	60.1857908033865	45.6732645505293	1	233.263918242258	93.2398368568345	426.153335517565	1	109.082040579846	1	421.366257237722
ETV1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.3184109239121	1	1	1	1	1	1	1	1	1	1	1	1
ETV3	1	1	1	1	1	1	1	1	1	65.834053190427	1	1	1	1	1	1	1	1	97.278796077088	1	1	1	1	1	1	1	1	1
ETV5	1	1	1	1	1	31.0848369590633	1	1	1	40.5923023374208	70.9052826460366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETV6	1	1	1	1	1	42.4942948024386	1	1	1	85.5337284514331	54.6436912234213	1	1	1	1	1	1	1	89.9190688483471	1	1	36.851721654865	1	74.7378259560684	1	66.2972104018496	1	1
ETV7	1	1	1	1	1	34.3207709637657	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EVA1A	1	1	1	1	1	37.1144496526041	1	1	1	1	1	1	1	1	1	58.865151700724	1	1	1	1	1	1	1	1	1	1	1	1
EVA1B	1	1	1	1	120.552538762191	1	1	1	1	1	1	1	1	1	42.920688368801	69.1187646078278	1	1	1	1	1	1	1	43.1398212080228	1	1	1	1
EVA1C	1	135.050842535996	1	1	1	1	1	1	1	1	1	1	1	58.2209278756644	1	1	1	117.202510344908	1	28.3688853284506	1	46.9091022735337	1	57.876274184848	1	57.5087366839183	1	1
EVI2A	129.801754280152	1	1	1	1	1	110.523535659582	1	1	69.0415509509387	58.4055448155763	150.874712885673	1	1	1	1	1	1	55.9939177311378	1	1	1	1	1	1	1	116.459023615932	1
EVI2B	105.485694679923	1	1	1	1	1	91.3912035951555	1	1	120.547538643696	91.6218169921687	128.720437772869	1	1	1	1	154.582410185923	1	64.0720254609363	1	111.728472334006	1	1	1	1	1	1	1
EVI5	1	1	1	1	1	1	1	1	1	1	34.7324061589474	1	1	1	1	46.1133687050689	1	1	1	1	1	1	1	1	1	1	1	1
EVL	423.32874921949	60.0319635056226	61.6896035233542	1	57.1889106878177	1	635.529149135214	1	66.7965273004603	84.9166747143876	77.6585629482911	455.657177197037	1	1	222.170958461993	81.0515031963976	203.178020620508	78.3649142226427	70.7809900166823	77.3920030999959	177.166462275164	136.505978569239	70.5183134015001	46.9969770269841	1	1	408.682685231357	58.9814405081964
EXOC3L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.9064449689087	1	1	1	1
EXOC3L2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.956521769605	1	1	1	1
EXOC4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.3642042668685	24.9605163474604	31.2267945970976	1	1	39.1996431221735	1	1
EXOC6	1	52.4791195448173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.74982644232	1	1	1	1	1	1	1	1	1	101.331835053975
EXOC7	1	1	48.4972820595173	27.2951174733269	48.7473405956052	53.9022220826912	1	1	66.2589933016854	1	1	1	1	67.59639386943	76.7717432241354	82.5694198939592	1	44.6938470064721	1	37.6171061300278	82.9277138957203	59.1860961479411	46.5388985039873	25.6977704173535	1	37.8262809794987	1	48.1632583619525
EXOSC1	1	1	38.8227193194105	40.3051522558529	1	43.8875987006857	1	1	1	47.7041358053676	1	1	1	1	52.8093568471166	40.8669147026776	1	1	1	34.7361012664297	120.83383141474	35.8321830972467	33.1702009583053	1	1	1	1	54.0007789883999
EXOSC10	1	1	27.3807888770441	29.839666938405	1	1	1	1	1	1	1	1	1	40.2787298606592	1	1	1	55.1791835712776	1	1	1	1	1	1	1	1	1	1
EXOSC3	1	1	47.9013809229374	58.6791443054352	1	65.8349624218571	1	1	1	1	1	1	1	1	41.3914755952332	1	1	1	1	28.3062932338889	1	40.8303743372478	1	1	1	1	1	1
EXOSC8	1	89.5818196056179	41.2861299503894	85.8393275642709	56.1330833645869	48.5505418370745	1	93.9561497669358	1	1	1	1	1	53.0425906021065	1	1	1	37.7438206587261	1	27.6844039689036	1	41.0292595138391	1	1	1	34.2092715884482	1	39.2431793728981
EXOSC9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	145.460098500944
EXT2	1	1	1	1	36.5579269951005	33.5021085268259	1	1	1	1	1	1	1	1	1	57.5461986916249	1	64.6866009998947	1	1	1	1	1	1	1	1	1	1
EXTL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.414281074849	1	1	1	1	1	1	1	1	58.9944469207816	1	1	1
EYA2	1	1	1	1	1	1	1	1	1	1	1	1	1	63.1556374063847	1	1	1	1	1	1	1	1	1	1	1	33.5549356459016	1	1
EZH2	1	1	1	52.2808382056795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EZR	632.682891316256	58.4912316872733	159.312248727572	204.298671686967	77.5669896212573	138.006558717677	667.29109111776	1	364.393219681317	179.180587999642	108.905541085107	430.512050154026	92.5308683912012	122.099151159737	248.141154537722	1	735.936789130127	58.6116534202528	479.241985500276	299.962910287151	587.033768103904	232.624790592283	543.158314427883	33.9669078435583	1	274.794463390576	478.057026728404	145.076937514906
F10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	70.0321360216267	1	1	1
F11R	1	1	35.9028402789186	42.6158319282834	1	37.2802895955409	1	1	60.1817211812135	1	1	1	1	1	64.2734902039783	1	1	54.4256187015534	1	54.3074330282511	1	43.0922712050383	71.0415735081641	1	1	1	1	1
F12	1	1	46.6810653390102	54.8786747641388	1	1	1	1	63.4494993698084	1	1	1	1	1	1	1	1	1	1	45.8432619670429	1	1	54.4296495315644	1	1	1	1	1
F13A1	1	1	1	1	1	1	1	1	1	128.537822599626	458.165183626651	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
F2R	1	58.2743204437085	1	1	73.3387989792658	1	1	1	1	1	1	98.0855477966696	1	1	1	246.530363033811	1	51.1313587881802	1	1	1	1	1	97.4155367244801	211.546962027822	1	1	1
F2RL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.5860581931261	1	1	1	1	1	1	1	1	1	1	1	1
F2RL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.6502038353373	1	1	1	1
F3	1	1	1	1	1	1	1	1	1	1	1	1	1	88.3069295526485	1	1	1	1	1	1	1	1	1	1	1	60.2993009528102	1	1
F8	1	68.0152379323702	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.847836974824	1	1	1	1	1	83.3909702143236	1	1	1	70.2838260243369
FAAH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.373270425199	1	1	1	1	1	1	21.8187373093138	27.4442194658193	1	1	1	1	1
FAAH2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.8580853862014	1	1	1	1	1	1
FABP4	1	1698.92473716097	1	1	793.787324763284	1	1	445.980585901363	1	1	1	1	1	1	1	1	1	6844.6203355772	1	1	1	1	1	7022.66303646617	1	1	1	4260.85061315636
FABP5	117.803445303933	782.346286576648	442.229603258665	1000.30675252203	311.312349239861	390.687683646148	246.386747301932	111.685017174672	1	265.851757656708	583.409278351087	1	1	1	1	126.04541413414	151.901604074683	733.289711573684	258.831393931482	165.636483512386	1	1	1	1148.87520269708	1	1	137.316444143343	2659.29864516993
FABP7	1	1	128.367895241843	256.684853195003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.8603204169988	1	1
FADS1	1	1	1	1	1	44.2344685221923	1	1	1	1	1	1	1	1	1	1	1	1	83.0199755808192	1	1	1	1	1	1	1	1	1
FADS2	1	1	65.1077245501749	78.7652995783534	1	1	1	1	71.0113978457192	1	1	1	1	1	67.5518784054723	1	1	1	1	59.8171796045878	1	1	40.8646839134391	1	1	1	1	1
FADS3	1	1	1	1	74.530482970462	39.9774674922306	1	168.71681968429	1	1	1	1	1	1	1	1	1	59.1219533617553	1	1	1	1	1	59.2629904864211	1	1	1	122.159277936213
FAF2	1	1	33.3444564630577	38.0860057168689	1	1	1	1	1	1	1	1	1	1	36.3338611518478	40.7481439497518	1	1	1	1	1	48.2528537401089	1	1	56.4057685238119	30.616602000738	1	57.3712373226352
FAH	1	1	64.8478412330781	64.2094863757806	1	39.3610113298559	1	1	1	1	1	1	1	1	1	1	1	1	1	50.8770084761637	1	79.8576894467987	42.6675891633976	1	1	1	1	1
FAHD2A	1	1	1	24.9719275244272	1	27.8694616329416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.6721943300096	1	1	1	31.0585461832276	1	1
FAHD2B	1	1	27.5001745322937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.8798329428355	1	1	1	36.8895364295194	1	1
FAM101B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	85.6185874028144	1	1	1	1
FAM102A	1	1	26.2792136824959	1	1	1	96.1731696103177	1	63.750006718281	1	1	1	1	1	71.0700932165314	1	1	1	1	40.8803472138214	1	125.349918026971	91.2547153228112	1	1	36.7005110285317	1	74.9442371563868
FAM103A1	1	1	68.217887911059	67.7796089220812	41.6790216461714	51.5032217199469	1	1	60.5262646739274	1	1	1	1	50.3162925044419	66.4347802732991	1	1	1	40.9514482486435	56.4291743927732	86.0666475270506	68.2976377859422	59.0999457051498	1	1	43.9890841832889	80.3627151250953	1
FAM104B	1	1	42.2249261420151	39.4550808101928	1	1	1	1	1	1	1	1	1	1	41.0496102698575	1	1	1	1	56.8111470412544	1	26.2558805755338	39.7418423612356	1	1	1	1	1
FAM105A	1	1	1	1	1	1	1	1	1	87.4172290245044	95.7419233451203	1	1	1	1	1	1	1	116.253982685537	1	1	1	1	1	1	1	1	1
FAM107A	1	124.436781244861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	206.032136811379	1	1	1	1	1	63.4942282760789	1	1	1	1
FAM107B	204.75482311292	1	1	1	1	1	134.341546527252	88.408658435234	1	56.0584605063863	39.4531378542523	113.020200140779	1	1	1	1	92.6769215081579	1	48.4320213453769	36.1367350754915	1	39.0091330069169	72.5856987549664	1	1	1	151.723092657442	36.1249735705054
FAM110A	1	1	57.2173076106445	74.4756777001909	1	27.9750083153694	1	1	73.0396607193326	62.0731686066001	1	1	1	1	51.0196330517138	1	1	1	1	67.7157679341753	1	32.4156850271604	85.3823740690692	1	1	1	1	1
FAM110D	1	79.3250143577972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.4027749026181	1	1	1	1
FAM111B	1	1	1	63.7644585853635	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM114A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.2421910264394	1	1	1	1
