NAME	T cells CD4+	Endothelial ACKR1	GenMod2	GenMod4	PVL Immature	GenMod3	T cells CD8+	PVL Differentiated	GenMod7	Monocyte	Macrophage	NKT cells	Plasmablasts	Myoepithelial	GenMod5	CAFs myCAF-like	B cells Memory	Endothelial CXCL12	DCs	GenMod6	B cells Naive	Mature Luminal	GenMod1	Endothelial RGS5	CAFs MSC iCAF-like	Luminal Progenitors	NK cells	Endothelial Lymphatic LYVE1
LAMB1	1	97.6191594681234	1	1	108.449059094753	1	1	1	1	1	1	1	1	1	1	165.084559033635	1	143.781888184826	1	1	1	1	1	189.652470386386	260.42134836146	1	1	45.9436430874912
LAMB2	1	108.200499186062	1	1	170.14108410812	1	1	164.164297558427	1	1	1	1	1	1	75.4163335027625	118.432048222817	1	102.188356155023	1	31.8996108426633	1	38.2739828986148	35.7586374340911	75.8879063417513	96.8046753149963	29.5113677371421	1	169.349193822148
LAMB3	1	1	1	1	1	102.689941041316	1	1	1	1	1	1	1	152.479084928976	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LAMC1	1	92.7225033254232	1	1	160.604342526031	42.2320369963687	1	108.527283741771	1	1	1	1	1	37.4084230423475	1	125.657423208015	1	90.0998605639498	1	1	1	1	1	117.16394653296	100.419786681156	1	1	218.394381871088
LAMC2	1	1	1	1	1	1	1	1	1	1	1	1	1	129.67136557636	1	1	1	1	1	1	1	1	1	1	1	44.9792393552041	1	1
LAMP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.811707928754	1	1	1	1	1	1	1	1	1
LAMP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.765792258199	1	1	115.109773678535	1	1	1	1	1	1	1	1	1
LAPTM5	762.19000137456	1	1	1	1	1	703.070131555473	1	1	1118.87361326112	1713.29967671326	559.863810455147	96.5646875142535	1	1	1	1369.38069950597	151.108953410034	572.035119673786	1	1952.99383652297	1	1	71.7807559789117	1	1	317.178488948773	694.754730948048
LARP4B	1	1	1	1	1	1	1	1	42.3989407849447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LARP6	1	1	1	1	1	42.7980046150558	1	1	1	1	1	1	1	1	1	36.3239250913279	1	1	1	1	1	1	1	1	69.2037967110701	1	1	1
LAS1L	1	1	24.135777396286	37.5932564764	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LASP1	1	61.7049180010936	30.3962449382321	1	76.8754083489052	42.2656826967127	1	85.9683315831008	59.4080037821958	60.8565040345791	59.4542897594173	84.2618696780231	1	1	65.1350701351024	63.427792339187	1	64.8394038460847	51.1266199073676	39.7406695569892	1	69.6303257858917	73.6230578633852	40.947190511289	1	35.4789317617918	94.6195629101619	73.7813241276792
LAT	266.892924487022	1	1	1	1	1	261.663011931399	1	1	1	1	182.347634715264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	116.921518122906	1
LAT2	1	1	1	1	1	1	1	1	1	111.176222977185	117.570967635914	133.483587491992	1	1	1	1	175.78122791207	1	50.0994357725718	1	140.189056185527	1	1	1	1	1	181.486985541756	1
LAX1	1	1	1	1	1	1	1	1	1	1	1	1	56.235744222625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LAYN	1	45.8039564501907	1	1	1	1	1	1	1	1	1	1	1	48.2150396686214	1	41.476547555148	1	1	1	1	1	1	1	70.3567032300066	1	1	1	129.937210760201
LBH	281.409283632529	71.2943833047254	1	1	254.316838160998	1	266.764648520715	624.485871922995	1	1	1	246.525742744766	1	510.328472994774	1	96.3728165670257	171.246120245783	69.7086225206055	1	1	253.530389098662	1	1	256.81468038895	118.018125797125	49.3158018161545	173.709379787197	1
LBR	1	1	1	52.4023607381324	48.6540933043552	1	1	1	1	1	1	110.529486798285	1	1	1	1	1	93.4963979716334	1	1	1	1	1	35.9839341232574	1	1	1	48.6653425706948
LCA5	1	1	1	1	1	1	1	1	1	1	1	1	1	54.4796433279888	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LCK	328.627860356216	1	1	1	1	1	425.398139201114	1	1	1	1	343.858488094139	1	1	1	1	1	1	1	1	112.887252248587	1	1	1	1	1	187.471702086176	1
LCN2	1	1	1	1	1	93.6251742433991	1	1	1	1	1	1	1	1	1	1	1	1	1	70.0189823932587	1	1	1	1	1	277.31251954688	1	1
LCOR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.2586024128896	1	1	1	1	1	1
LCP1	263.261428248101	1	1	1	1	1	371.883515540248	1	1	424.403364230646	298.013189547094	549.178479502101	1	1	1	1	182.894433796286	1	428.023349476991	1	157.867389074434	1	1	1	1	1	368.803905354339	1
LCP2	152.232050193077	1	1	1	1	1	234.350132203036	1	1	173.059542638273	205.769416333342	163.120552075451	1	1	1	1	1	1	72.8536081173404	1	1	1	1	1	1	1	130.366260475462	1
LDB2	1	212.211332840532	1	1	1	1	1	1	1	1	1	1	1	1	1	83.8096219965474	1	240.067477716947	1	1	1	1	1	215.856954885467	141.138002305852	1	1	274.098770982652
LDHB	692.355124977393	195.658908836087	807.931159031885	984.163548226238	465.904397584509	789.650721911082	411.389443952016	452.176628617574	131.030908874878	141.19357736446	124.865707298965	274.427103854843	104.871358632716	238.345545256822	1	299.037830293648	320.8819939941	146.647054324455	347.32052855985	1	223.332642787209	311.951939054488	1	334.023129408479	264.207043470125	289.73535896301	263.748921883998	273.112681094521
LDLR	1	74.1624852373783	33.575073861784	75.388411896129	1	43.6616609578882	1	1	114.425338773435	1	1	1	1	1	56.5353712480008	1	1	153.971521163582	1	91.8143338047756	1	235.075364793579	149.325954971082	54.0015144858997	1	64.5972503870217	1	80.3409921910156
LDLRAD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.8228498239985	1	1	1	1	1	1	41.626342249935	37.3330519852788	1	1	1	1	1
LDLRAD4	118.981560721698	1	43.3606700105882	1	1	1	261.653565826262	1	47.151501808805	1	1	1	1	1	139.063966427372	1	1	1	369.892952603598	55.7941023447975	1	76.2753596908008	83.8147916567395	1	1	1	587.280219293353	1
LDOC1	1	1	62.3684020818247	32.1283904892533	1	48.8941606264657	1	1	42.9298314317845	1	1	1	1	64.9161144569828	73.7613167099468	60.5799818848896	1	1	1	33.5241664778511	1	63.1578196774388	47.2698447833848	1	1	88.4094882628337	1	1
LEF1	119.538734562498	50.6500395727596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LEMD1	1	1	1	1	1	118.436411090256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LENG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.4823784860646	1	1	1	1	1	1	1	1	1	1	1	1	54.0007789883999
LEO1	1	1	37.421080485634	41.3674327006482	1	51.7005413777384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.8608641339811	1	1	1	1	1	1
LEPR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.090440795932	1	1	1	1	1	1	130.84537438599	1	1	1
LEPROTL1	514.142697980643	43.6335317377458	56.8797945850198	56.5099178906649	63.3408560069112	55.4669027331787	496.628031174405	1	48.1465766976477	100.312851387844	80.9927354313749	193.234794380976	1	1	86.5369715276829	64.0422988675763	1	145.592700733104	86.3662415541711	88.1852974855784	1	37.5769950358063	78.1499449252768	79.4546777277896	1	33.4487955589645	338.916268242158	57.5056764717509
LETM1	1	1	36.9739092192272	1	1	1	1	1	1	1	1	1	1	1	35.1560474102499	1	1	1	1	1	1	36.1513841703217	1	1	1	1	1	1
LETMD1	1	1	46.8102491200141	33.6100759977523	46.9345018367623	36.6086100922749	1	1	1	1	1	1	1	66.6365489118021	37.2161933871018	1	1	1	1	34.7897559236084	1	43.488415105641	42.0047711043024	45.7694687503881	75.8319239428325	80.1540850651622	1	1
LGALS12	1	1	1	44.795689232989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LGALS2	1	1	1	1	1	1	1	1	1	329.283492180318	1	1	1	1	1	1	1	1	386.211586399306	1	1	1	1	1	1	1	1	1
LGALS3BP	1	1	270.782808165036	149.490648141183	703.665064992555	183.806197503553	1	305.355851903444	119.35661409854	85.7044077098015	176.517096378324	1	1	84.5040432340659	396.646518818378	649.10553801308	1	198.583739439519	1	198.64798330449	1	123.109497235313	149.321354620119	67.9260467701954	611.763244589588	93.7186845355805	1	1
LGALS7B	1	1	1	1	1	1	1	1	1	1	1	1	1	64.3539870026347	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LGALS9	1	87.8717777354911	1	1	1	1	1	1	1	129.352939284071	182.85540922725	1	1	1	1	1	1	56.04491619629	139.48918140915	1	1	1	1	98.3184323002418	1	1	1	62.1100766357363
LGALSL	1	1	1	1	1	1	1	68.3737244289138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LGI4	1	1	1	1	160.645491583826	1	1	187.464719841204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LGMN	1	75.0909361268694	46.1227844351478	41.8985537632349	82.0565327414772	76.1345234786738	1	123.888180449812	42.5263506772492	84.6814437909293	683.759292888989	1	1	64.5468688259561	1	157.470124225149	1	77.6161113795209	71.6886463543791	49.7729477212817	1	67.6334523594912	34.9592629078417	45.3457690830212	131.969411614603	35.9262001483111	1	138.619524259933
LHFP	1	139.818794831659	1	1	1423.25460047986	1	1	733.59763266117	1	1	1	1	1	68.3304772583684	1	285.743958618357	1	75.1020085953884	1	1	1	1	1	337.434998614066	539.487334331857	1	1	50.6473403361224
LHFPL2	1	1	1	1	1	1	1	1	1	1	101.929501407547	1	1	1	1	79.0016594889284	1	1	1	1	1	1	1	1	66.8589186654288	1	1	1
LHPP	1	1	31.6645865285677	40.2070435737351	1	43.7294355693439	1	1	40.9557871018226	1	1	1	1	1	1	1	1	1	1	40.3071533598429	83.9425965492497	46.248497575306	1	1	1	1	1	1
LHX6	1	73.9048518830071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.1259762686307	1	1
LIFR	1	217.758388137513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92.8462813457426	1	1	1	1	1	90.9609926808685	1	1	1	1
LIG1	1	1	1	46.859269556806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRA1	1	1	1	1	1	1	1	1	1	44.0182480262231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRA2	1	1	1	1	1	1	1	1	1	61.6893118855733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	420.183844745915	1	1	1	1	1	1	1	1	1
LILRA5	1	1	1	1	1	1	1	1	1	117.506891156904	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRB1	1	1	1	1	1	1	1	1	1	134.516756949812	104.270504787215	1	1	1	1	1	1	1	36.9875841696904	1	1	1	1	1	1	1	1	1
LILRB2	1	1	1	1	1	1	1	1	1	269.318620430412	137.0186825865	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRB3	1	1	1	1	1	1	1	1	1	85.5063304536621	58.6796882380989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LILRB4	1	1	1	1	1	1	1	1	1	173.917446868346	354.895162814871	1	1	1	1	1	1	1	195.298445121036	1	1	1	1	1	1	1	1	1
LILRB5	1	1	1	1	1	1	1	1	1	1	67.6831263905192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIMA1	1	176.39943774829	49.0725859754434	1	191.266549744349	52.7821307147604	1	77.1932936117536	57.5380190079512	1	1	1	1	202.163783913123	75.709617056841	229.398609036988	1	252.028465122163	1	43.570960081699	1	161.717166040793	65.2486859033293	102.271089833289	255.37026015597	40.3385132899126	1	54.4587869151786
LIMCH1	1	50.8122691467722	39.9970340786661	46.5202351042407	1	1	1	1	86.5859159683037	1	1	1	1	1	86.1798601346298	1	1	151.674193380221	1	85.9676036873492	1	221.046389729472	72.1061846041301	111.154212903914	1	45.2511614896079	1	110.940573750417
LIMD2	478.315551596175	1	30.9619796808315	1	60.147324378239	1	466.060375608391	1	1	240.11150143959	113.499649908867	359.844517812889	44.7547222556923	1	1	38.0706007843023	630.574977716041	1	248.354424851806	1	719.30006239435	1	1	1	1	1	394.762497013327	85.7487777456617
LIME1	1	1	1	1	1	1	88.23087142452	1	1	1	1	1	62.8793216603168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIMK2	1	1	1	1	1	1	1	1	1	1	1	1	1	60.0042994515312	1	1	1	80.0468837448499	1	1	1	34.0576737234214	1	47.2569680849614	1	1	1	1
LIMS1	116.921124663672	177.847212099648	47.4806252739631	69.7993629081329	122.200969593179	85.2952342646198	1	97.2076915566393	53.7304379880916	326.626534408003	211.192356218907	1	1	46.6415854469931	1	150.042793664318	1	183.429008201212	109.235286368522	37.1732162191352	1	48.1301671469537	45.0023394004366	155.76435890602	91.7618876368371	42.1728031118682	1	345.748829680562
LIMS2	1	202.00404081226	1	1	1	1	1	80.3309490496839	1	1	1	1	1	64.6499113635915	1	45.1457633169423	1	250.123546582171	1	1	1	1	1	140.698273943461	1	1	1	81.7017971759996
LIN28B	1	1	1	78.6315572667774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC.PINT	382.277323959827	138.140825145542	1	1	1	1	389.58087272891	1	1	47.8697820400721	51.5573721880975	185.826865089143	108.917533327337	1	1	1	225.933727211158	1	138.751278356935	1	185.228939743113	33.0622893552548	1	1	1	1	373.455633834275	1
LINC00152	161.614726976432	1	46.034771504515	93.0798470426923	461.25732232483	139.208529431346	238.070620924752	321.581914623312	62.640780086679	73.4168012252922	35.3354814851593	183.696622269709	101.532908101823	1	1	198.284135370672	1	119.753944918476	1	57.4513396930409	1	79.7335818329865	38.6555970863882	171.302874262328	91.0822822217683	107.656565330638	144.227161110833	149.255605685654
LINC00162	1	1	1	1	1	28.4147115117915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC00221	1	1	1	51.5685377765756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC00467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.9131183625692	1	1	1	1	44.8445220179179	1	33.7918899358704	38.8479830425586	1	1	1	1	1
LINC00472	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.2069408971208	1	1	1	1	1	1
LINC00665	1	1	65.8137637865426	53.9964972587528	1	32.4084465057734	1	1	74.4990574775896	1	1	1	1	1	56.0339933033348	1	1	1	1	37.9102706422371	1	32.2032600679041	52.7648857089623	1	1	36.6153200982445	1	1
LINC00667	1	1	27.5956796005706	1	40.6339617048756	1	1	59.9141773495797	1	1	1	1	1	43.1412653934738	1	1	1	1	1	35.7351603043107	1	43.4222851425503	33.4539218099298	1	68.1608780390015	24.378896688375	1	1
LINC00861	92.3998182656424	1	1	1	1	1	1	1	1	1	1	156.95848424747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC00869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.9334060353245	1	1	1	1	1	1	24.4875147414932	1	1	1	37.1634698605036	1	1
LINC00926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	325.310840496651	1	1	1	400.46451175007	1	1	1	1	1	1	1
LINC00936	1	1	1	1	1	1	1	1	1	206.761519200848	80.677248631798	1	1	1	1	1	93.9427708184253	1	1	1	1	1	1	1	1	1	1	1
LINC00969	1	1	25.0581501602599	33.3547578744401	65.4975610229607	41.8456215165084	1	1	84.0487272773165	1	1	77.8553296481486	1	1	47.0415056933811	65.8079819654645	1	1	48.0601524705836	38.5448189669522	1	82.4186127446799	44.917260600229	49.3407583959631	75.4398197075412	35.1243140621493	1	1
LINC00993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	80.2294127196337	1	1	1	1	1	1	48.1178705448663	44.905234236032	1	1	1	1	1
LINC00996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	139.357626656044	1
LINC01006	1	1	24.2428839494148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.4368385984706	1	1	1	1	1	1	1	1
LINC01094	1	1	1	1	1	1	1	1	1	1	62.4531884452768	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC01116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.2331137481604	1	71.045142566885	1	1	1	1	1	69.6770466718222	1	1	1	66.9113400074011
LINC01133	1	1	34.5974262036069	67.9856483438831	1	40.9905944214882	1	1	78.5652960586485	1	1	1	1	1	1	1	1	1	1	42.942680934645	1	1	1	1	1	1	1	1
LINC01184	1	1	30.7706936677177	1	1	28.9444946193202	1	1	1	1	1	1	1	52.2646884377986	1	1	1	1	1	28.949488186266	1	32.8536994292677	36.0346903105315	1	1	30.9359351099923	1	1
LINC01197	1	1	1	1	83.0489876637419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105.291620443274
LINC01198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.8500198592923	1	1
LINC01272	1	1	1	1	1	1	1	1	1	244.792273603706	106.901870590971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC01285	1	1	1	130.234714229482	1	1	1	1	132.91523871042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LINC01315	1	1	61.0342324644738	54.387043641546	1	58.0597711042837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LIPA	1	89.6379593872779	1	1	48.3212751097668	46.4855999068663	1	1	1	93.4692533941485	342.088644010442	1	1	42.1329709991327	1	75.2655945065322	1	101.184278687214	36.8708900478617	1	1	1	1	129.443391504103	1	1	1	146.923081672576
LIX1L	1	1	1	1	58.5276092783892	1	1	58.1132289407894	1	1	1	1	1	1	1	49.534587200483	1	49.3210290976512	1	1	1	1	1	60.7140472945967	1	1	1	91.0210108061582
LLGL2	1	1	37.2417329085549	45.86141121191	1	34.3785872549616	1	1	57.7902816500237	1	1	1	1	1	55.4637004681819	1	1	1	1	50.4880757676976	1	1	42.1504800008992	1	1	1	1	1
LLNLR.245B6.1	1	1	53.8255706484409	52.2660385496822	1	34.0921194222627	1	1	1	1	1	1	1	1	1	1	1	1	1	31.2902767276669	1	1	40.7816220898221	1	1	1	1	1
LLPH	1	1	23.5144084523149	1	1	37.8868038701426	1	1	1	1	1	1	1	1	1	1	1	1	1	22.7691500723358	1	1	1	1	1	1	1	1
LMAN1	92.9033497011652	141.099835713132	104.384902491135	123.994100077502	157.534468934165	221.805986140841	97.4120896292274	114.864302314638	119.305216185912	50.9953062618882	82.4295314393335	1	303.664305873749	165.294532624095	121.110007708963	263.164394552841	75.1919242849937	126.027599140386	64.3124258209402	150.501008060084	1	145.061133901391	98.7770071199964	181.586063649362	191.015360418565	112.722713360267	1	239.885918114511
LMBR1	1	55.9093249087184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.3567030071123	1	1	1	1	33.7913072996537	67.5782612312642	1	1	1	47.5975570093249
LMBR1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.4405035329408	1	1	1	1	1	44.6644399601135	1	1	1	39.1101146171611
LMBRD1	1	54.4616015686601	26.3686856756979	1	64.9245110569128	26.0138553731254	1	1	1	40.689777021009	58.5422564085597	1	1	90.1748880190833	61.425101414869	1	103.820170575572	65.4316139782726	1	41.887861349974	114.699219616279	86.4542090720547	51.3716706721964	39.3211072412195	61.3416130557063	66.6497871304564	1	1
LMCD1	1	468.235815924796	1	1	136.394047694818	1	1	80.1142815323985	66.1574189732067	1	1	1	1	1	1	180.654404393565	1	454.469518244599	1	31.7009490535857	1	1	1	285.774182253051	66.6376981363746	34.8072443763006	1	229.99046921094
LMNB1	1	1	1	70.0612174327331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.5438453597213	1	1	1	1	1	1	1	1	36.975969766075
LMNB2	1	1	1	35.1059390342324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LMO2	1	64.8257968684552	1	1	1	1	1	1	1	1	36.8705226905176	1	1	1	1	1	1	97.2520899991682	1	1	1	1	1	73.4142286552717	1	1	1	1
LMO4	1	45.1971549988505	146.773975839056	136.584248494476	197.391429014781	88.0343982371475	1	145.353477471204	133.0637218338	54.5866335736478	50.990188722459	1	78.5232254779008	87.9036125316083	1	163.011005119335	1	59.5638263363726	1	53.1399788253105	1	35.4390455914423	56.9528905955944	65.2941324013611	140.509329413802	78.6405898110165	1	1
LMO7	1	1	1	1	1	1	1	1	51.5907957692456	1	1	1	1	1	1	85.4204183172732	1	1	1	46.4341258198708	1	1	1	1	1	1	1	1
LMOD1	1	1	1	1	137.938999354898	1	1	351.164112230837	1	1	1	1	1	168.125952608206	1	40.5892828754038	1	1	1	1	1	1	1	1	1	1	1	1
LMTK3	1	1	96.8220993145582	1	1	1	1	1	150.283977972367	1	1	1	1	1	59.6299668009357	1	1	1	1	132.939210741963	1	1	112.000809505512	1	1	1	1	1
LNPEP	1	43.6903772227734	1	1	1	1	87.9633009192213	1	1	45.1973945163374	36.3418553716451	99.5987129261749	1	1	1	1	1	1	45.1825400863334	1	139.525093693109	1	1	1	1	1	88.1714613481761	1
LONP2	1	48.866587220304	52.2707583562798	68.0684253107888	56.9882549845061	46.4235289190536	1	74.2850842262851	98.6325294683178	1	38.468677538383	1	1	39.1399759565165	108.265248392661	47.0496129084213	1	40.126544313844	38.7281647431649	77.5868251551518	126.51805962774	122.016614029983	102.272144465002	58.8442420129133	104.84998809818	46.2140379078619	1	1
LOX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	144.952265542122	1	1	1	1	1	1	1	1	1	1	1	48.9580804564436
LOXL1	1	1	1	1	1	87.4746372867898	1	1	1	1	1	1	1	1	1	282.671179464248	1	1	1	1	1	1	1	1	82.1213335455179	1	1	1
LOXL2	1	1	1	1	99.9571712765231	1	1	1	1	1	1	1	1	1	1	125.916180927881	1	1	1	1	1	1	1	75.2912516852078	1	1	1	1
LPAR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.1237422959353	1	1	1	1	1	1	1	1	1	1	1	1
LPAR2	1	1	33.153050454214	33.1251707750986	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LPAR5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105.711563454421	1	1	1	1	1	1	1
LPAR6	1	215.743295150737	1	1	1	1	1	1	1	47.5972415388274	130.628217735953	1	1	1	1	1	1	310.855088771199	1	1	1	35.2502311417037	1	274.49612658469	1	1	1	1
LPCAT2	1	1	1	1	1	46.7969703784689	1	1	1	77.4283377413629	69.8200229258863	1	1	86.2238054685202	1	1	1	132.054648863318	1	1	1	1	1	61.322406620323	1	1	1	1
LPCAT4	1	144.706538146522	1	1	1	22.0584757660276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.062772744065
LPIN1	1	1	1	35.0570104650353	1	40.2084590261963	104.941307347857	1	58.7781166682117	1	1	1	1	61.6242132620259	1	1	101.316475061382	1	107.321292004421	1	112.912119454018	1	1	1	1	39.9546554922521	125.611167250797	1
LPIN2	99.1311288829342	1	1	1	1	1	92.5981547823285	1	1	62.753401986888	58.2981039174519	111.173911010382	1	1	1	45.3989403452641	1	1	42.61321879545	1	1	33.8440171768442	1	1	92.2225607636235	1	80.914072614927	59.5914649363365
LPL	1	1	1	1	110.164695353126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LPXN	126.517836048237	1	1	1	1	1	138.038389645975	1	1	73.827957916823	76.1318703585655	1	1	1	1	1	113.140417418137	1	66.919559625181	1	1	1	1	1	1	1	113.538921303548	1
LRBA	1	1	32.0857137547325	1	1	1	1	1	61.3870696661431	1	1	1	1	1	87.9633499654249	1	1	1	1	40.5999963401723	1	58.7858823123814	47.0307456244536	1	1	1	1	1
LRCH1	1	42.2910696462356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.9504487918919	1	1	1	1	1	82.6871208505769	1	1	1	99.8950730758917
LRCH3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.5887409526474
LRG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.1327831816289
LRIF1	1	1	32.8570856094738	36.9432011294424	1	48.8820333572112	1	1	39.8075087705387	1	43.3947066805212	1	1	1	45.1867983744574	1	85.0155115025598	1	47.1906253449917	53.5785708550852	1	1	53.1167275786904	1	1	40.2064911573666	116.973548862342	1
LRIG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.355763523301	1	1	1	1	1	1	121.132612193323	28.7187183438178	1	1	35.239434444498	1	1
LRMP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105.987895020948	1	1	1	1	1	1	55.3907933112354	1	1	1	1
LRP1	1	1	1	1	77.0038459458509	37.2982740713825	1	1	1	82.5273171280418	174.968276103832	1	1	82.6275298887693	1	427.920752038642	1	1	1	1	1	1	1	1	595.530766538794	1	1	1
LRP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.7314343707029	1	1	1	1	1	1	71.4571446146613	1	1	1	1	1	1
LRP5	1	55.2103380031215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.8379375778075
LRP6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	80.1054278391915	1	1	1	1	1	1	1	29.5881317797452	1	1
LRR1	1	1	1	29.7629305304572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LRRC1	1	85.2278962325161	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LRRC15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	125.495243894957	1	1	1	1	1	1	1	1	1	1	1	1
LRRC17	1	1	1	1	48.7773189362064	1	1	1	1	1	1	1	1	1	1	123.680551370613	1	1	1	1	1	1	1	1	103.541080923958	1	1	1
LRRC25	1	1	1	1	1	1	1	1	1	112.905233791431	99.0388478600745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LRRC26	1	1	114.249256720016	45.904265094994	1	1	1	1	109.769897333662	1	1	1	1	1	285.886267050253	1	1	1	111.160121454456	181.925456304204	1	137.518135863252	140.547629853263	1	1	51.8373822809958	1	1
LRRC32	1	92.4107231717895	1	1	58.4785002776088	1	1	108.82288841521	1	1	1	1	1	1	1	93.6038726683736	1	97.5218303032589	1	1	1	1	1	1	1	1	1	1
LRRC42	1	1	35.2207059374963	47.379107397096	1	51.0610952259413	1	1	1	1	1	1	1	1	1	1	1	1	1	31.1672716977333	1	1	28.3576514693508	1	1	1	1	1
LRRC45	1	1	35.1406451512312	42.4427029534641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
LRRC61	1	1	1	1	1	32.203724340309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
