NAME	GenMod2	PVL Differentiated	NK cells	T cells CD8+	PVL Immature	GenMod7	GenMod3	Plasmablasts	GenMod5	Macrophage	GenMod1	T cells CD4+	CAFs MSC iCAF-like	Myoepithelial	B cells Memory	CAFs myCAF-like	Endothelial CXCL12	GenMod6	Luminal Progenitors	Endothelial RGS5	Endothelial ACKR1	GenMod4	Endothelial Lymphatic LYVE1	Mature Luminal	DCs	Monocyte	B cells Naive	NKT cells
MKNK1	1	1	1	1	1	1	31.4766948305397	1	1	64.1288982682719	1	1	1	1	1	1	1	1	1	1	1	1	21.0125624146553	1	1	46.149285310512	1	1
MKNK2	34.9757845467507	1	1	1	1	104.196667057734	24.5392735805028	1	87.5408146458732	79.7442185369522	66.6618344292848	1	1	65.4892756541717	97.1982020896476	1	63.3394359874068	54.1360667756401	48.0377064007632	106.379396398117	91.3254162088409	44.6163614392284	98.3159752094116	58.2503699752584	68.4889711786098	55.584243092489	1	1
MKRN1	67.4172424858702	68.9803047291878	1	1	1	64.0768137140782	79.0661196869692	1	87.4816047461202	59.1528443848809	72.2407600685995	1	1	1	1	43.1968611107334	1	78.8288344985149	64.1832023383495	1	1	58.8355001863101	1	61.1388001253299	70.830523296351	57.5014774751044	1	83.7783842652147
MKRN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.792012164227	1	1	1	1	1
MLF1	50.7337670590057	1	1	1	1	79.7379944400398	46.508561698995	1	47.7427487022001	1	141.092735234333	1	1	179.302069938636	1	49.3004616382946	1	58.109833207883	90.9446426202131	1	38.5641718685849	44.7270532846654	1	107.936183845306	1	1	1	1
MLLT11	1	1	1	1	1	1	64.9408065141721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MLLT3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.4121142036351	1	1	1	1
MLLT4	141.273768995032	1	1	1	1	111.14060028503	1	1	281.679458451402	1	60.2158592014656	1	1	1	1	1	89.2919495330173	36.807350177885	67.0175392969373	145.732195085476	89.0028871616558	42.7846840865733	1	48.9390228487555	1	1	1	1
MLLT6	1	1	1	1	1	1	1	1	1	1	29.3146210682041	1	1	1	1	1	61.5618297744284	1	36.223479574672	58.764378318889	48.0451809764232	1	1	47.2864901985734	1	1	1	1
MLPH	129.227502176691	1	1	1	1	245.843042097623	1	1	339.065330222376	1	306.342086249289	1	1	1	1	1	1	207.812398374065	35.160636633347	1	1	73.0591655528807	1	375.072367551157	1	1	1	1
MMD	1	1	1	1	1	1	1	1	1	35.4161656738637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MME	1	1	1	1	1	1	38.1025838260207	1	1	1	1	1	1	73.1281856033999	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MMEL1	1	1	1	1	1	1	1	1	1	1	28.9867051298467	1	1	1	1	1	1	30.6520561840832	1	1	1	1	1	1	1	1	1	1
MMP11	1	1	1	1	107.342395609018	1	1	1	1	1	1	1	293.026326524421	1	1	2084.21661094352	1	1	1	1	1	1	1	1	1	1	1	1
MMP14	1	1	1	1	116.104186675014	1	143.932755620182	1	1	114.044344905624	1	1	214.443113954868	1	1	540.880448266134	60.3953076019466	1	1	126.002681321142	1	1	54.3225144096161	1	1	1	1	1
MMP15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52.6624454274249	1	1	1	1	1	1	1	1
MMP16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.0346383673829	1	1	1	1	1	1	1	1	1	1	1	1
MMP19	1	1	1	1	1	1	1	1	1	302.908818741368	1	1	151.377500660561	1	1	104.944014110776	1	1	1	1	1	1	1	1	1	344.481084606262	1	1
MMP2	1	1	1	1	1	1	63.9964079430666	1	1	1	1	1	950.556184377737	1	1	1033.73476063748	304.486487171235	1	1	264.27889121566	1	1	112.293526126956	1	1	1	1	1
MMP23B	1	1	1	1	1	1	1	1	1	1	1	1	102.09718149689	1	1	108.245937828771	1	1	1	1	1	1	1	1	1	1	1	1
MMP28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79.198582609299	1	1	1	69.2577872765079	1	72.9269323360016	1	1	1	1	1
MMP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	166.55024477417	1	1	1	1	1	1	1	1	1	1	1	1
MMP7	1	1	1	1	1	1	259.397924512426	1	1	1	1	1	1	642.314709390708	1	1	1	1	1324.96544597942	1	1	1	1	1	1	1	1	1
MMP9	1	1	1	1	1	1	1	1	1	500.41069173969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.3230737310507	1	1
MMRN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.702639357844	1	425.074431622911	1	1	1	1	1
MMRN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	367.062597700892	1	1	207.930645579935	229.304616293778	1	74.4172496936115	1	1	1	1	1
MNAT1	38.7168828764466	1	1	1	1	1	1	1	36.5906578396357	1	1	1	1	1	1	1	1	30.3157148533198	1	1	1	50.3449478746637	1	41.3370969185309	1	1	1	1
MND1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.7893765512187	1	1	1	1	1	1
MNDA	1	1	1	1	1	1	1	1	1	259.036267260185	1	1	1	1	104.113682492384	1	1	1	1	1	1	1	1	1	176.74031362844	342.514051899764	1	1
MNS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.0588038359647	1	1	1	1	1	1
MOAP1	1	1	1	1	1	1	1	1	1	1	28.7975141973821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MOB1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.2744849791989	1	1	1
MOB2	25.2076087542515	202.699849554238	1	1	1	43.7148313658498	1	1	1	1	51.3515111949815	1	1	1	1	1	151.00877398425	40.3269986228298	34.9246179660723	156.587518678184	104.73318310225	1	35.2515224001218	38.8014739995161	1	1	1	1
MOB3A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.8875091060487	1	1
MOB3B	1	1	1	1	1	1	1	1	1	1	1	1	65.2391424458306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MOB4	41.9741898023558	1	164.914901221843	106.570102198547	1	1	33.9863176133642	1	48.4437249041637	1	37.1800751958566	104.128166017818	1	1	86.5068674345676	1	53.5468877319219	50.6730484222635	1	1	1	36.6473593657568	53.4313702710586	49.0058925610856	1	1	1	109.406386613307
MOCS1	1	88.4148183706789	1	1	97.6954552990909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MOGS	1	1	1	1	1	33.8161546856055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MON2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.2422129122515	31.9996767542278	1	1	1	1	44.0705150638223	1	1	1	1
MORC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.4333519275902	39.6356769255363	1	1	1
MORN2	86.3750997377929	1	1	1	1	65.6047332636925	65.0401477163254	1	69.4848003422309	1	59.2209389851238	1	1	1	1	31.3535453047125	1	86.8319132032517	31.9288392507483	1	1	81.2864451933291	1	52.2501147088962	1	1	1	1
MOSPD3	65.8686836858648	1	1	1	1	55.405460938868	56.9085164411274	1	43.9914395704035	1	50.4039797423557	1	1	1	1	1	1	60.4077129084522	1	1	1	71.1130428560987	1	38.9079401409479	1	1	1	1
MPDZ	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.0510353371353	44.531732382647	1	1	1	1	1	1	1
MPEG1	1	1	1	1	1	1	1	1	1	126.259101128609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.887885290178	136.650628698836	1	1
MPHOSPH6	77.3756259279945	1	1	1	1	57.0529195342792	44.6674326963677	1	1	1	49.1341266426426	1	1	1	1	1	1	44.3975841843029	38.7436822596743	1	1	89.2280762212529	1	126.211899898742	1	42.1924851784815	1	1
MPP1	1	1	1	1	1	1	1	1	1	151.766380011848	1	1	1	1	1	1	1	1	1	1	1	1	34.8965032299612	1	1	92.6756943483635	1	1
MPP5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.762660326799	1	1	1	1	37.2188305418318	1	1	1	1
MPP7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	251.190743172946	33.8107982759452	1	1	1	1
MPPE1	1	1	1	1	1	1	36.1176172516281	1	1	1	1	1	1	1	1	1	1	27.3295040501534	1	1	1	1	1	1	1	1	1	1
MPPED2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.1395988124071	1	1	1	1	1	1	1	1	1	1	1
MPRIP	1	120.957981476348	1	1	155.978913235287	1	1	1	1	1	1	1	1	1	1	43.2046578240678	94.8408897118586	1	1	114.770379836422	50.4123964056356	1	47.6447739715939	1	1	1	1	1
MPV17L2	27.2149206111963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.9832825167518	1	1	1	1	1	1
MPZL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.4519308685473	69.3132166717282	1	118.00528813679	1	520.815623599131	31.4057059520126	1	1	1	1
MRAS	1	1	1	1	1	1	88.2072978564571	1	1	1	1	1	1	1	1	41.6073550641322	1	1	49.9549723594687	1	1	33.6617159499419	1	1	1	1	1	1
MRC1	1	1	1	1	1	1	1	1	1	265.667123537624	1	1	1	1	1	1	1	1	1	1	1	1	101.472518481353	1	1	100.170651509526	1	1
MRC2	1	1	1	1	1	1	1	1	1	1	1	1	169.181689193114	1	1	228.016571091958	1	1	1	1	1	1	1	1	1	1	1	1
MREG	1	1	1	1	1	1	1	1	1	1	32.5828262502575	1	1	1	1	1	1	1	1	1	1	1	1	51.4203930756897	1	1	1	1
MRFAP1L1	39.3549684606603	1	1	1	57.6458789805949	1	1	1	89.2698773980425	1	42.1010496783545	1	47.0080583444675	58.4916696381651	1	54.9433262693776	1	27.736313870423	1	50.2890097592422	1	30.4725968183483	1	62.4023070320263	1	1	92.7919418618516	1
MRGPRF	1	164.376741913338	1	1	137.690416037345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MRI1	1	1	1	1	1	1	1	1	57.5386549816384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MRPL1	26.3495584451597	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	96.7417562648325	1	1	1	1	1
MRPL10	47.876829491214	1	1	1	1	1	31.6427561898865	1	1	1	28.6474286558542	1	1	47.7347657935214	1	1	1	30.109125664581	28.2585015382053	1	1	1	24.9339584740135	1	1	1	1	1
MRPL12	111.038406427263	1	1	1	1	1	159.002122896714	1	100.694098142166	1	1	1	1	1	1	1	1	43.8131142275723	1	1	1	117.893177766543	1	1	1	1	1	1
