NAME	CAFs MSC iCAF-like	Endothelial ACKR1	B cells Memory	T cells CD4+	Monocyte	GenMod5	T cells CD8+	Endothelial CXCL12	Plasmablasts	NK cells	GenMod4	DCs	CAFs myCAF-like	GenMod2	PVL Differentiated	Macrophage	GenMod1	Mature Luminal	Endothelial RGS5	Endothelial Lymphatic LYVE1	GenMod3	GenMod7	Luminal Progenitors	B cells Naive	PVL Immature	Myoepithelial	GenMod6	NKT cells
DPP3	1	1	1	1	1	1	1	1	1	1	35.8713885015337	1	1	30.0448083690268	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DPP8	1	59.9034484928808	1	1	1	1	1	55.1467352813873	1	1	1	1	1	1	1	1	1	1	98.9929175775555	1	29.2266013202882	1	1	1	1	1	1	1
DPT	465.537325403984	1	1	1	1	1	1	1	1	1	1	1	465.885826764183	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DPYD	80.1042433206776	1	1	1	84.6292303850755	1	1	1	1	1	1	1	1	1	1	75.2614085782386	1	1	1	1	29.7277082171826	1	1	1	1	1	1	1
DPYSL3	115.704926659351	48.3562971298415	1	1	1	1	1	59.9060195641844	1	1	1	1	186.611823598277	1	1	1	1	1	97.0587352755871	31.4833768658441	43.8268441430924	1	1	1	1	1	1	1
DR1	1	1	1	91.0944193617133	55.8664683679919	1	85.2635165646503	71.9180326141855	1	1	61.3173913571744	46.3795968220445	64.3588765778013	36.4817297645034	49.7848742109123	47.4693139761285	40.2548157625385	44.5022442621078	44.9801965428722	110.3712555004	36.6141311181819	39.1848630217199	1	1	1	1	39.8034106666427	140.075801181121
DRAM1	1	1	1	1	78.0546023602938	1	1	1	1	1	1	1	44.1846521880229	1	1	127.904103599789	1	1	1	87.0903199506714	41.2045857428252	1	1	1	1	1	1	1
DRAM2	1	50.0726245449459	194.457079947887	1	96.4478996581523	101.305737548391	1	59.8155232792954	1	1	40.791162659991	75.2704906128756	1	58.1786463370268	1	140.072197654247	89.2201779073897	52.4895999455436	44.613385368371	43.7653955649501	53.7697989929852	45.4145022380744	49.6191033411418	209.987457269705	1	1	75.0680714188456	1
DSC2	1	1	1	1	1	1	1	1	1	1	113.016731596312	1	1	103.610690459278	1	50.0287206407255	1	61.6537069356066	1	1	79.6529297736284	140.516726320643	179.611323642416	1	1	70.6873570218334	83.3666057482833	1
DSE	64.5126062759492	1	1	1	145.728661213485	1	1	1	1	1	1	66.5318605418518	77.478500354477	1	1	117.355044173106	1	1	1	1	1	1	1	1	1	1	1	1
DSEL	1	1	1	1	1	1	1	1	1	1	1	1	72.0571470694738	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DSG2	1	1	1	1	1	70.7853524103492	1	1	1	1	50.6191003352228	1	1	1	1	1	51.8802720185522	47.1337986821019	1	1	83.324558662969	80.7306182691081	69.8594570871717	1	1	124.069168186836	65.6136319999608	1
DSN1	1	1	1	1	1	1	1	1	1	1	47.4633893673347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DSP	1	1	1	1	1	228.295723015481	1	1	1	1	206.2606139031	1	1	156.721032303127	1	1	218.870223030888	310.746944751558	1	1	81.0661903544118	332.893699499808	185.970740001686	1	1	168.089461369488	250.45408117065	1
DST	113.888611519942	79.6032674185322	1	1	1	1	1	182.85875331926	1	1	43.8044374009286	1	123.009553595565	1	132.05155754155	63.7180695720506	1	76.4895027096616	94.2342946574003	384.101508835562	99.6184741184309	53.1999867805829	113.078534931421	1	150.854919954291	1516.63878297721	39.9994433366585	1
DTNB	1	1	1	1	1	1	1	1	1	1	50.5955311246876	1	1	41.1606994688471	1	1	1	42.2265079454218	1	1	1	47.889476366904	63.7343871847505	1	1	1	1	1
DTWD1	105.266123542594	1	1	1	1	59.6941496683213	1	1	1	1	33.7089712158113	1	90.6599011329884	33.8458867427062	98.5137305070716	1	33.8161635532142	27.7343379316824	1	153.90602164831	44.578942076297	52.2859040585334	1	1	99.7915935243318	89.9285217679287	33.2462085409908	1
DTX2	1	1	1	1	1	1	1	1	1	1	43.5047119616133	1	1	1	1	1	1	1	1	1	1	34.7095407691558	1	1	1	1	28.8041426861922	1
DTX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.1840674901268	1	1	1	1	1	1	1	1	1	1	75.3951060375025	1	1
DTX3L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.9806123445207	1	1	1	1	32.1673024833746	1	1	1	1	1	1	1
DTYMK	1	1	1	1	1	1	1	1	1	1	211.795368699197	1	1	59.391484132203	1	1	38.651522282746	47.6067246710696	74.4129028410789	53.5656656064413	99.5873306319603	45.0734115958923	21.4067129757513	1	1	1	43.990847993586	1
DUS1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.5881729943187	1	1	1	1	1	1
DUS3L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.8622979301234	1	1	1	1	1
DUSP10	1	1	1	1	1	1	1	1	1	104.771416898926	1	1	1	1	1	1	60.692072757667	60.983040699739	1	1	1	1	1	1	1	1	1	1
DUSP12	1	1	1	1	1	1	1	1	1	1	29.2094322512263	1	1	30.5042953596564	1	1	46.2079818614717	1	1	1	1	37.3868600579768	1	1	1	1	32.4555658233097	1
DUSP14	1	1	1	1	1	1	1	1	1	1	32.4826732859245	1	1	38.4258809006089	1	1	39.9651503241676	69.0736070967603	1	74.7175865247334	32.041350915886	32.9762530318017	75.5716479178204	1	93.463539048097	1	1	1
DUSP16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.496191087085	1	1	1	1	1	1	1	1	1	1
DUSP2	1	1	1004.57727487512	1237.05619451602	912.942902273698	1	2053.39312575519	1	268.033901409488	2269.2256532962	1	352.588986587176	1	1	1	538.282633772787	1	1	1	1	52.2433847488212	1	112.202079566517	314.968322073916	1	457.51099500808	1	1596.98341399948
DUSP22	1	50.986751839155	1	1	1	1	1	51.4851538716162	66.7695784843682	1	35.7586616628191	69.0739946985629	1	31.6970989091855	1	41.4274670828629	1	1	1	1	1	1	32.1370111899681	1	1	49.2228738522729	30.5009615425002	1
DUSP23	1	746.033071227191	1	1	122.430048503352	202.264362859582	1	111.566864619667	1	1	159.816066079241	52.1676372397376	62.006261478608	169.574350789251	1	118.653572719637	195.211226337951	98.9733389008994	231.538768485055	216.366100809516	110.428269181055	161.386337588683	241.859143188671	1	1	157.45956156368	218.346961766923	1
DUSP4	1	1	1	678.013213931624	108.495354696428	201.344274557622	798.1235011296	1	1	547.546235704971	86.9350595268608	243.289922417986	1	124.30231833971	1	1	476.182411713967	240.395903887299	1	74.7175865247334	64.2171036111932	260.147823362134	69.0456113960542	1	1	167.193228497388	335.94082420216	1
DUSP5	1	60.9845103952273	1	1	1	1	1	70.4828245244626	84.5063277860685	1	1	278.960824463525	1	1	1	1	47.5668829096152	82.5741213344603	64.8892366981626	98.8764992085527	1	1	1	1	1	1	1	1
DUSP6	81.417833210801	161.509802025143	1	1	69.3600532310632	1	1	197.079874585168	1	1	1	1	1	1	1	86.4490611617717	33.9463063951881	1	323.271129821731	256.297003766305	1	46.144253979787	1	1	1	120.816846969949	1	1
DYM	1	1	1	1	1	1	1	1	1	1	32.7583431997201	1	1	1	1	1	1	1	1	1	1	1	29.2878660485708	1	1	1	1	1
DYNC2H1	69.8715967339037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DYNC2LI1	58.5135681426905	1	1	1	1	34.0163502806277	1	1	1	1	1	1	1	36.6598130961573	1	1	33.4551507134233	32.2315827539573	1	58.7790463820867	1	36.1023446798452	1	1	1	1	1	1
DYNLL2	1	1	1	1	1	45.9495861423006	1	1	1	1	1	1	1	1	1	1	1	36.0137421481581	1	1	1	1	1	1	1	1	1	1
DYNLT3	66.2414908827601	1	1	79.8579715935399	35.1711427144113	78.3843710902817	97.574229125398	57.4386339765026	1	1	45.3988692247771	1	67.7419669202958	67.9717059559232	122.819792154936	54.8883006455908	73.6161379648356	50.5253288981356	32.2803704521681	29.3180134429174	67.7472620335287	49.0991810556628	32.3625931357803	1	104.141245310982	1	69.3751590710213	1
DYRK4	1	1	1	1	1	1	1	1	1	1	35.9420448175136	1	1	28.0442336180304	1	1	1	25.9267612293655	1	1	49.7638078498621	1	22.8988870578376	1	1	1	1	1
DYSF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	129.5417284756	54.5436196306526	1	1	1	1	1	1	1	1
E2F4	1	53.3167018093823	1	1	1	1	1	50.5810367943934	1	1	1	1	1	1	1	1	1	1	44.5517267473072	43.9703092937026	44.3867473937201	1	1	1	1	1	1	1
E4F1	1	1	1	1	1	50.2497443479287	1	1	1	1	1	1	1	1	1	1	42.6556026403793	1	1	1	1	30.6670768348344	1	1	1	1	34.2851297516755	1
EAF2	1	1	1	1	1	1	1	1	101.530745073707	1	1	42.1867754622978	1	1	1	1	1	1	1	1	1	1	1	137.49599412586	1	1	1	1
EAPP	105.404736595791	56.3378378830979	1	98.0121605834707	1	71.9340264883065	1	58.2221270122104	1	127.244534966963	55.9356591398104	1	87.513450353671	74.7573729042993	93.92126891062	1	67.9216415699868	90.1975618767142	98.2819396923626	66.0625350486438	44.9231087224754	66.1166909273388	54.9944089919484	1	74.0876149845935	54.2984414501241	61.8839671157284	115.135893294947
EBAG9	1	39.2308173930345	1	1	1	53.0897310899985	1	59.7248270794587	43.0638633190109	1	44.2156688960963	1	1	53.6034281193044	1	1	52.393594331335	62.3492509026342	55.9570149154177	50.1110700853656	49.7218742283366	44.1752825778619	58.9062517055506	1	1	66.8214236215619	36.7253936750777	1
EBF1	152.768153404197	80.2468246474022	73.6208974826225	1	1	1	1	1	1	1	1	1	87.3318430108946	1	206.294972262595	1	1	1	71.267640208212	67.9991021230882	1	1	1	1	253.731449251875	1	1	1
EBF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.241331763592	1	1	1	1	1	1	1	1	1	112.219564906608	1	1	1
EBLN3	56.4093075982428	1	100.921726897574	1	1	134.616174237542	1	1	1	1	44.6647024424585	1	57.2585564184667	51.3136457108162	1	1	60.086399300121	88.9453239498785	1	1	43.4557452953601	60.6487012525833	60.6972733782026	174.451535332169	58.4912939990178	1	52.0967491939919	1
EBP	1	1	1	1	1	51.5717382806658	1	1	1	1	113.416133697502	1	1	103.994663300955	1	1	49.4241158538559	38.7823074480504	1	1	36.792103717074	52.7321451921179	1	1	1	1	68.4547644520953	1
ECE2	1	1	1	1	1	1	1	1	1	1	64.041522057628	1	1	61.5991691220609	1	1	1	1	1	1	31.0083306296684	1	1	1	1	1	36.3231412214665	1
ECHDC1	1	42.7135429633085	89.9209332168212	1	45.9968986431376	1	1	1	1	1	46.3092957401749	65.2952395087321	60.4471260368649	41.6322050413792	1	41.9295215139401	1	44.0649602940239	33.8668130816538	84.9269684595188	46.244207791947	1	40.6135719690389	99.4096202453273	1	39.861584804336	32.4424359173299	1
ECHDC2	138.966467013034	1	1	1	1	63.6824423840592	1	1	1	1	29.7382819723762	1	54.4139868487348	50.2565453104094	57.2750041146901	1	67.1108665101751	193.345766419733	1	1	35.68149296509	75.095145975239	122.403033533735	1	1	137.187296175644	72.5622445653058	1
ECHDC3	1	1	1	1	1	1	1	1	1	1	35.0695258394086	1	1	1	1	1	1	1	1	1	60.4022196292584	1	1	1	1	1	1	1
ECI1	1	1	1	1	1	46.6022927316125	1	1	1	1	52.8365193242739	1	1	36.1774254805091	1	1	52.6915053654055	1	1	1	35.7088715551755	41.5340298118277	1	1	1	1	57.8703253264105	1
ECM1	145.827281651476	1	1	1	1	1	1	1	1	1	1	1	158.206063457405	1	1	1	42.0368179584761	1	1	1	1	1	1	1	118.819088194224	1	1	1
ECM2	59.8988366842265	1	1	1	1	1	1	1	1	1	1	1	83.8074329637559	1	1	1	1	1	1	1	1	1	1	1	87.2416010061755	1	1	1
ECSCR.1	1	220.264427147907	1	1	1	1	1	312.066857995807	1	1	1	1	1	1	1	1	1	1	184.366301331367	332.296620052438	1	1	1	1	1	1	1	1
ECT2	1	1	1	1	1	1	1	1	1	1	70.14093773858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EDARADD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.6800614183088	1	1	1	1	1	1	1	1	1	1
EDEM1	1	1	1	1	39.6937599254541	1	1	1	1	1	1	46.1938947189483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EDEM2	1	1	1	1	1	1	1	1	44.1623667718782	1	1	1	1	25.1057224903972	1	40.3028766112918	1	1	1	1	1	1	1	1	1	1	28.8283777514587	1
EDEM3	1	67.6829118451428	1	1	1	144.785294524225	1	74.3827963874122	1	1	1	1	46.8556947832714	1	1	1	58.121045980854	62.6659059362012	44.1445632441958	1	1	61.9697935786945	1	1	1	1	34.3824085334912	1
EDIL3	1	1	1	1	1	1	1	1	1	1	1	1	56.2084863565044	1	90.7375860448274	1	1	1	1	1	1	1	1	1	1	1	1	1
EDN1	1	353.943439943942	1	1	1	1	1	495.319993548275	1	1	99.4997580318742	1	1	1	1	1	72.8519102867882	1	98.5336214566265	141.975644761684	1	50.370445236926	191.779233746461	1	1	1	42.9005164099807	1
EDN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78.4504447720383	1	1
EDNRA	1	1	1	1	1	1	1	1	1	1	1	1	107.154092627255	1	251.680003267932	1	1	1	1	1	1	1	1	1	207.215517890999	51.131397750909	1	1
EDNRB	88.6453003047408	1	1	1	1	1	1	1	1	1	1	1	1	1	72.4635306985196	1	1	1	130.20962099393	1	1	1	1	1	111.326872004153	1	1	1
EED	1	1	1	1	1	1	1	1	1	1	32.6163345450692	1	1	1	1	1	1	1	1	1	29.8852766055396	1	1	1	1	1	1	1
EEF1E1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.6247077523775	1	1	1	1	1	1	31.1245890311766	1	1	1	1	1	1	1
EEF1G	1	1	1	1	1	1	1	1	1	1	28.9004078246309	1	1	34.4019067912139	1	1	1	1	1	1	27.6902906894189	1	36.3915055006214	1	1	1	1	1
EEF2K	1	1	1	1	1	1	1	44.0441391236688	1	1	1	1	1	1	1	1	1	1	1	1	1	45.4313642736037	1	1	1	1	1	1
EEF2KMT	1	1	1	1	1	1	1	1	1	1	34.2162864469537	1	1	1	1	1	1	1	1	1	36.2950528346988	1	1	1	1	1	1	1
EFEMP1	381.376850701975	1	1	1	1	1	1	1	1	1	1	1	317.955852078367	1	1	1	1	1	1	1517.26852582709	171.646781971456	1	1	1	1	433.299137247455	1	1
EFEMP2	242.039767898681	1	1	1	1	1	1	49.8109396075573	1	1	1	1	337.629353703241	1	68.6596301999772	1	1	1	45.0512991748609	28.9756561531729	64.6479416566378	1	1	1	204.821273209164	89.6264417177055	1	1
EFHC1	1	1	1	1	1	157.782560187605	1	1	1	1	1	1	46.9380249756192	31.5591861718093	1	1	65.3724294528497	70.7595445650446	1	89.0355046923987	1	80.0392163039394	45.521281614467	1	1	46.5531495168493	56.5229998385782	1
EFHD1	1	1	1	1	1	315.967870028696	1	1	1	1	297.5133942032	1	1	288.925138698775	335.073924264085	1	277.865351001081	688.561476934422	40.6152532224913	1	83.6823624218218	221.509030287806	89.1386943813417	1	182.247384007228	87.905958562681	249.83950215938	1
EFHD2	1	61.6625970715072	1	1	214.59543167285	1	1	1	1	1	33.3169952997046	97.9270456488751	1	1	1	119.520497521657	1	1	30.8172223661644	48.337528338554	54.8650863998972	1	1	1	1	1	1	222.566290769708
EFNA1	1	136.34601399456	1	1	1	274.656289029676	1	373.674817844211	1	1	129.213809378106	1	1	142.628326763205	1	1	1017.35028532668	625.35531473265	350.892748018446	105.804342043437	87.2358909327682	287.815655276339	223.565067064529	1	1	129.293617614195	291.914391789784	1
EFNA3	1	1	1	1	1	1	1	1	1	1	1	1	1	43.4898425392031	1	1	1	1	1	1	1	52.9097834522469	1	1	1	1	34.2287218166591	1
EFNA4	1	1	1	1	1	50.4624484126583	1	1	1	1	37.8541832824404	1	1	39.3238908087739	1	1	38.2185338945754	1	1	1	1	39.422646765765	1	1	1	1	49.9124337366462	1
EFNB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.6568193017356	44.8445995028771	1	1	1	1	1	46.9600911628876	1	1
EFNB2	1	89.8049328331893	1	1	1	1	1	379.015419288058	1	1	1	1	1	1	1	1	1	1	154.242140786206	125.259373239004	1	1	1	1	1	1	1	1
EGFL6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	164.880277691124	1	1	1	1	1	1	1	1	1	115.479089272942	1	1	1
EGFL7	1	849.259543340683	1	1	1	1	1	1028.21405602802	1	1	1	1	1	1	1	1	38.1947582362903	1	1005.3669943412	754.520960207034	1	1	1	1	1	1	45.1642575106837	1
EGFL8	1	1	1	1	1	1	1	78.3932397304136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EGFLAM	78.435024785884	1	1	1	1	1	1	1	1	1	1	1	51.7005852188807	1	136.57492217032	1	1	1	1	1	1	1	1	1	144.30756167507	46.7668911790944	1	1
EGFR	92.3690588348879	1	1	1	1	1	1	1	1	1	43.555803999293	1	1	1	1	1	1	1	1	1	46.4497902556647	1	32.3087681847822	1	1	91.8235448858843	1	1
EGLN1	1	69.981804937099	1	1	1	1	1	1	1	1	26.1733356296141	1	1	1	1	1	1	1	80.3327973186372	1	1	1	1	1	1	1	1	1
EGLN2	1	1	1	1	1	45.8923357062302	1	1	1	1	1	1	1	44.2449575574092	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EGLN3	1	1	1	1	1	1	1	1	1	1	100.635207282037	198.809831900169	48.8217491757651	92.7183661326671	1	1	109.137960148406	83.0545305671996	1	1	51.9383948229384	180.548981955042	1	1	1	1	185.273497669669	1
EGR2	102.618020115607	1	1	1	1	1	1	1	1	1	1	1	114.013235190106	1	1	113.140542833976	1	1	1	1	1	1	51.4861350861047	1	1	113.818783403391	1	1
EGR3	65.0971667933758	1	1	1	1	1	1	1	1	1	1	1	70.4879062723408	1	1	1	92.0532326217215	1	1	1	1	1	68.9386387538669	1	1	84.2936884471023	1	1
EHBP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.9494047272146	1	1	1	1	1	1	1
EHBP1L1	1	1	1	1	1	1	1	1	1	1	1	39.4622431161699	1	1	1	44.9225464096044	1	1	1	1	1	1	1	1	1	1	1	1
EHD1	1	1	1	1	66.0999935614329	1	1	1	1	1	1	1	1	1	71.6962953515553	1	1	1	1	1	29.0605147555178	1	45.3364467646667	1	1	1	1	1
EHD2	59.6789560372372	152.552959309255	1	1	1	1	1	175.664516801208	1	1	1	1	87.0727126027045	1	249.961204437533	1	1	1	130.068053607955	147.084294523512	50.4111715542488	1	1	1	195.793917217312	75.9133248065924	1	1
EHF	1	1	1	1	1	64.3701531183149	1	1	1	1	90.2307270930417	1	1	64.2865707161467	1	1	101.66879212923	119.184480978759	1	1	65.5359052345542	137.33334973287	120.788204292556	1	1	1	128.193873491807	1
EHMT1	1	45.8143319969002	1	1	1	43.8440447348812	1	1	79.167020803696	1	35.8880827942371	41.8501685095799	1	39.7906329488271	1	1	1	52.9800367128396	48.8440895468042	1	1	52.1813395555105	33.6706843991564	1	1	1	35.411615305019	1
EHMT2	1	1	1	1	1	1	1	1	1	1	48.5343533643647	1	1	32.2440312597705	1	1	1	1	1	1	54.9191753104051	43.6577954773389	1	1	1	1	32.2036793789205	1
EIF2AK2	98.6695340028996	76.0605688137017	107.645834747304	102.437113665884	62.6285285197975	54.901859648084	178.650623863002	123.708028321701	1	93.0350732108684	61.9618369781049	104.549677306579	99.2454025337677	41.2452516067854	68.0752017000204	95.0692170411778	60.744302843925	73.1536038459198	82.5069019098228	38.3606263056736	93.1924436492676	53.1588269716404	46.8033344364955	338.757894338198	88.4117148295479	73.8946415888926	55.5845047024062	1
EIF2AK4	1	67.9259844156002	1	1	47.8813098174781	1	1	79.9011532045381	82.4098958653312	1	92.0239643028909	83.9359017558359	49.3859115421558	44.9250185250801	1	41.024202684933	45.7894695746223	68.8085241422418	68.8774212996598	114.85773110482	73.7599847525888	60.4092443635225	38.2705338432633	1	1	47.1748653473444	38.3180294790784	1
EIF2B2	1	1	1	1	1	1	1	1	1	1	26.7838966866901	1	1	24.5916581898426	1	1	1	1	1	46.9200499446565	1	1	1	1	1	1	1	1
EIF2B4	1	1	1	1	1	1	1	1	1	1	37.8112830386102	1	1	31.7828354549318	1	1	1	38.1833799738069	1	1	1	40.6001358119211	1	1	1	1	27.706727535752	1
EIF3B	1	1	1	1	1	1	1	1	1	1	56.2432452494684	1	1	32.6148748737893	1	1	33.9590838092168	35.3389810508671	42.6452118981409	1	54.4367334722912	82.6278505965266	39.6047320640359	1	1	1	48.8609351265501	1
EIF3J.AS1	69.059898667139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.3089442932033	41.3108926256913	1	1	1	40.2647427773102	1	1	50.2252220381272	1	1
EIF4EBP3	1	1	1	1	1	103.622880628488	1	1	1	1	1	1	1	1	1	1	52.3651606803916	39.3065880630843	1	1	1	1	36.3089994977731	1	1	1	32.5145698765335	1
ELF1	86.4862408133414	143.276414671785	321.683856585088	568.124648080171	238.781681223515	73.8184217345077	602.570398860596	210.282717922863	51.7747158149477	551.3342754372	36.0192556060881	143.064881603617	62.5038842195749	31.3053120515048	1	169.194126679945	60.8147996689216	90.7629235266889	107.041593343706	137.742777393914	45.6349567552191	58.4524522184674	74.4593699609496	504.098670157231	44.9165321939888	51.8304161199857	54.0535638821951	304.766863554948
ELF3	1	1	1	1	1	941.17773243597	1	1	1	1	366.479269764572	1	1	416.667234223504	1	1	2676.73299393506	1067.09887818314	1	1	455.614648012748	1296.98093126822	724.659418777529	1	1	218.152393674703	981.043738221423	1
ELF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149.757241464798	1	1	1	1	1
ELK3	1	254.515966733631	1	1	1	1	1	230.396824895042	1	1	1	1	43.7908837872673	1	1	1	1	1	240.895896512491	121.82380785039	1	1	1	1	1	1	1	1
ELL2	1	1	101.926400359288	112.089227884119	129.055987453153	1	1	1	145.402132173791	135.546459535631	1	79.1969990750147	1	1	1	131.064861705159	66.6388899811893	65.6883706102381	1	1	1	1	39.8159156654012	1	1	76.3727556264784	46.9680014046506	1
ELMO1	1	103.67033799808	73.1803032153161	1	36.8474846752878	1	1	125.629226792428	1	1	1	60.6696949461133	1	1	1	59.9000710898397	1	1	83.367136673671	121.168120634674	1	1	1	1	1	1	1	1
ELMOD2	1	1	1	1	1	58.4600159094075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELMSAN1	1	57.1821937816035	1	1	1	1	1	1	1	1	1	40.4944088944693	1	1	1	1	72.1957528288546	94.4268826873191	1	1	1	54.1250151699711	1	1	1	1	1	1
ELN	260.489982179209	56.8811101682386	1	1	1	1	1	127.964246894782	1	1	1	1	317.285587768524	1	89.2570533506608	1	1	1	1	90.9798781989517	1	1	1	1	1	1	1	1
ELOF1	1	1	98.0618838735341	1	49.0537974284752	49.393620865404	1	1	1	1	70.3189643011455	32.4966202677553	39.8915543459556	66.0379283500373	1	1	52.2574588641299	61.5127911644254	1	73.5650795571083	64.8756954423688	55.285131225936	36.3002378440854	1	36.5753798397898	49.9757366254825	55.7214750452005	1
ELOVL7	1	42.082490534377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELP2	1	1	1	1	1	194.812401640262	1	1	1	1	41.8969931976081	1	47.9345402383174	92.7731535724573	1	1	65.8687115802147	47.7968555629822	1	1	1	97.1167346149968	58.8220141023654	1	46.0223593630498	86.5794864969104	43.487996430878	1
ELP6	1	1	1	1	1	1	1	1	1	1	28.7092218744752	1	1	1	1	1	1	37.0770366562546	1	103.952079861305	1	1	1	1	1	1	1	1
EMB	1	1	100.261722683771	174.046837145902	54.0862852865271	1	219.410279482199	1	1	179.73290981682	1	60.3206837593497	1	1	1	81.398055765206	1	1	1	1	1	1	1	183.908054993128	1	1	1	131.66578899467
EMC9	1	1	1	1	1	1	1	1	1	1	42.8137037970198	1	1	27.9606888321062	1	1	1	1	1	1	26.0076988170032	1	1	1	1	1	25.5781001311406	1
EMCN	1	588.603735051606	1	1	1	1	1	552.917405951391	1	1	1	1	1	1	1	1	1	1	479.419156646613	281.703541115622	1	1	1	1	1	1	1	1
EMG1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.3507253042046	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EMILIN1	135.306811176573	1	1	1	1	1	1	1	1	1	1	1	239.106093379563	1	1	1	1	1	1	1	1	1	1	1	86.8836758061317	1	1	1
EMILIN2	1	1	1	1	75.858792254342	1	1	1	1	1	1	1	1	1	1	81.0721325107211	1	1	1	1	1	1	1	1	1	1	1	1
EML2	1	1	1	1	1	48.304990310959	1	1	1	1	1	1	1	38.7342762998351	1	1	41.8295091908791	51.1001321222726	1	1	1	1	1	1	1	75.9401681411354	41.2835884249541	1
EML3	1	50.5346479756329	1	1	1	1	1	66.5437169698874	1	1	1	1	1	1	1	1	1	1	84.3381867982795	1	1	1	1	1	1	1	1	1
EML4	60.4274746577659	53.827167282608	157.885131215446	274.119987520449	131.306273111927	1	263.766849918929	85.156319614578	1	256.159441927744	90.2866079513786	58.7170586999503	83.0479484965452	42.2695780395372	1	105.449402536945	47.7079625958992	42.6562198532113	73.6973959870637	175.508452302537	84.07788826494	71.5589023027198	84.9787262163785	1	61.811275082628	57.7379988043224	54.3430062164089	131.863085571003
EMP1	309.875423006549	639.863491197932	1	1	1	92.7542201456072	1	585.259286041701	1	1	37.4001262826022	1	272.80718022911	1	1	1	106.005330559939	290.262666492175	497.838735288959	656.740394113471	157.649332805831	119.253362699039	347.732871853674	1	230.476711897898	1	68.4423926803705	1
EMP3	306.475916524072	1	333.232170162034	365.718222904821	556.750929992881	1	415.207325242021	131.444944841199	155.72849101081	336.632490693893	1	280.048818087231	329.293798473752	1	147.216013309817	417.403090688061	1	1	1	103.952079861305	247.69142723665	1	1	190.00565755103	182.60651169717	45.6228470371471	1	677.095104426631
ENAH	1	56.9700679275687	1	1	1	167.282527840707	1	59.8689314447967	1	1	127.781192055883	1	153.555519121499	64.4506201938775	95.280537289905	1	186.885030925485	71.6878605722367	61.6003177025458	1	141.227466206432	227.16324129415	77.7187192607384	1	50.3145038537818	1	147.026609940294	1
ENC1	1	1	1	1	1	1	1	1	1	1	41.2067534746774	1	92.647749922085	1	1	1	1	1	1	38.2077744555766	1	1	1	1	1	1	1	1
ENDOD1	1	51.115445468558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95.675056677108	39.5333134139324	1	32.6669883620288	1	1	74.0864109097098	1	1
ENDOV	1	1	1	1	1	39.1797655061386	1	1	1	1	30.0609192007972	1	1	31.4448460769992	1	1	1	1	1	1	35.8855634260499	54.2482620845534	1	1	1	1	31.5802545869204	1
ENG	102.173536953739	1226.651516636	1	1	69.101722295474	1	1	889.702133110679	1	1	1	53.1281586322622	115.895284795979	1	1	137.621711936967	1	1	691.990987815137	519.032015490745	1	1	1	1	133.929564274921	1	1	1
ENPEP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	172.10030549749	1	1	1	1	1	1	1	1	1	187.802583675527	1	1	1
ENPP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.6790430641422	1	1	1	1	1	1	1	1	1	1
