NAME	CAFs MSC iCAF-like	Endothelial ACKR1	B cells Memory	T cells CD4+	Monocyte	GenMod5	T cells CD8+	Endothelial CXCL12	Plasmablasts	NK cells	GenMod4	DCs	CAFs myCAF-like	GenMod2	PVL Differentiated	Macrophage	GenMod1	Mature Luminal	Endothelial RGS5	Endothelial Lymphatic LYVE1	GenMod3	GenMod7	Luminal Progenitors	B cells Naive	PVL Immature	Myoepithelial	GenMod6	NKT cells
A2M	196.507779543503	1071.95484519497	1	1	57.897771138795	1	1	2314.18233605952	1	1	1	1	195.378148155302	1	801.576076744239	290.290972741602	1	1	1589.82561610047	473.007111515785	1	1	1	1	1080.20273278944	288.05400054483	1	1
A4GALT	1	76.1629601399315	1	1	1	1	1	108.629148869451	1	1	1	1	63.1589508071338	1	54.6279741724757	1	1	1	92.4709028695	106.533874436138	1	1	1	1	46.5067545585051	1	1	1
AAAS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.587732058312	1	1	1	1	1
AADACL2.AS1	118.74065318008	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AAED1	1	50.1423687631392	1	1	1	1	1	52.9700789579043	1	1	1	1	37.7743472965918	1	1	36.2011607145034	1	1	1	52.2019830407042	1	1	1	1	58.9960008945745	1	1	1
AAK1	1	1	1	100.930252684336	1	1	85.2739254946084	51.8566287038494	1	1	1	1	39.3183848231682	1	1	51.0618906688138	1	1	1	1	25.9124223189327	1	1	1	1	1	1	129.803212867754
AARD	1	1	1	1	1	1	1	1	1	1	66.4638852398655	1	1	1	1	1	1	1	1	1	97.5673598430298	91.6352564015401	41.5232060299638	1	1	1	1	1
ABAT	1	1	1	1	1	53.089305939472	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA1	71.2833408533441	1	1	1	93.7516177494309	1	1	1	1	1	1	1	54.8600321150734	1	1	274.989820689297	1	1	1	1	51.2892131193303	1	1	1	1	1	1	1
ABCA10	86.982748655652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA3	1	1	1	1	1	60.495577879152	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.4403964565172	1	1	1	1	39.0387609681016	1	1	70.6638456672689	1	1
ABCA6	231.541853519919	1	1	1	1	1	1	1	1	1	1	1	74.0133620860982	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA8	212.30365480216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA9	105.314911518612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCB8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.6625860418011	1
ABCC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.5098837722164	1	1	1	1	1	1	1	1	1	61.1025012894756	1	1
ABCC9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.4090136212174	1	1	1	1	1	297.037279311816	1	1	1
ABCD3	1	1	1	1	1	93.7876696367661	1	1	1	1	39.0635251954859	1	1	31.6011017717289	1	1	38.4915865126863	40.8676631479847	1	1	1	1	1	1	1	1	29.3596809954757	1
ABCD4	1	136.59869440135	1	1	1	1	1	65.746358088546	1	1	1	1	1	1	1	1	1	1	70.6162280370781	60.15907517972	1	1	1	1	1	1	1	1
ABCF1	1	58.581835647463	1	1	42.9948022738033	38.7858955786546	1	1	1	1	66.6756028040775	1	60.0394019644564	54.4484108781179	1	42.6105872584542	1	33.1955586817496	36.1452728673435	1	52.2367169673711	50.9976390055881	28.7002216989819	128.367342787382	38.1215851021663	1	30.502924987572	1
ABCF2	1	1	1	1	1	1	1	1	1	1	33.3853612712366	46.6969041762912	1	37.8675084122924	1	1	1	1	1	1	30.96556985528	1	19.9224535149655	1	1	1	1	1
ABCG1	1	65.0143218191259	1	1	1	1	1	80.9079909985802	1	1	1	1	1	1	1	71.8034567820779	1	1	51.1632228941643	71.4755339542407	1	1	1	1	1	1	1	1
ABCG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.4740324468363	1	1	1	1	1	1	1	1
ABHD10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95.4062172969709	1	1	1	1	1	1	1	1
ABHD11	1	1	1	1	1	98.9380516694035	1	1	1	1	74.547486544692	1	1	81.3161710304118	1	1	137.205631970304	70.825723114169	1	1	48.8375824480872	90.8052737909844	50.2030165946233	1	1	1	102.248390702096	1
ABHD13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.9217585913907	1	71.4878223808422	24.6780166643409	1	1	1	1	1	1	1
ABHD17A	1	34.9563643082269	1	1	1	1	1	84.0624969528443	1	1	32.4037156583368	1	1	1	1	1	1	1	98.2725011731155	1	21.8956462796885	1	1	1	1	1	1	140.579537473621
ABHD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.2993594420944	1	1	1	1	1	1	1	1	1	32.9458345634836	1
ABHD5	54.2489473334031	73.5503766832161	1	1	81.5842348435864	1	1	61.3333106292593	1	95.9440651899519	1	1	35.2909328990468	1	74.4078583160476	82.5506840589222	88.756895010914	107.2344391565	35.0501647538401	103.952079861305	1	44.407086953641	113.371191171895	1	65.751794614431	189.114986839447	46.1851982716976	84.1672952407791
ABI1	1	54.400181436338	75.4688580992114	95.9272350552439	75.7203498845165	1	100.431774071874	66.4028073333372	1	1	57.1244225018299	42.2837170137384	43.3880467584403	33.0834565778764	1	91.0495676450678	38.0785086056273	55.8422398000084	31.6237296112485	131.927736014477	38.3844349712909	54.8090807073099	48.2644188426252	1	1	46.724357487812	47.2346964276199	1
ABI3	1	69.933733602281	1	1	83.7536704193965	1	101.814444552054	1	1	1	1	34.1435218606566	1	1	1	87.887483481337	1	1	186.481870637391	1	1	1	1	1	1	1	1	157.120614797812
ABI3BP	179.761579257968	1	1	1	1	1	1	1	1	1	1	1	91.3130997959867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABL2	1	167.348251430446	1	1	81.6049619797624	1	1	222.385260521902	1	1	1	1	128.188405195458	1	1	138.284475007978	1	1	148.033407249778	1	1	1	1	1	1	1	1	1
ABLIM1	90.3633261061778	182.802024410643	1	101.877248302871	1	1	1	149.060487531077	1	159.253915852641	60.0819650309024	1	1	40.7539033924467	1	1	49.8234484747422	42.4436054572696	115.866261720378	1	1	78.3063774292281	33.7817177410109	132.633681719555	1	51.2053495463581	54.7698566263181	1
ABLIM3	1	42.7506649121855	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.9644548425028	1	1	1	1	1	1	1	1	1	1	1	1
ABRACL	1	69.7501227297851	71.0735844956909	327.969561174435	192.678184587466	168.015130351015	309.898581008464	135.198199230347	68.1387349588043	246.991343306636	331.828949521957	205.39141088382	85.3470353037994	308.136356840487	1	146.425161553059	146.506878270682	118.844441318477	87.8631211450679	1	182.931730149383	233.049620131921	100.395966806673	157.0022339621	1	1	196.55352278628	308.346886929686
ABT1	1	1	1	1	1	1	1	1	1	1	67.3942599740681	1	1	47.1775848621137	1	1	1	1	1	1	30.7937992827247	42.4490810207188	33.3503365186089	85.4481120096507	1	1	36.1705547731233	1
ABTB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	115.296886286275	1	1	1	97.7639116769251	95.5730593434771	1	1	1	1	104.656607796728	1	1	1
AC005152.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.9568786293104	1	1	1	1	1	1	1
AC007246.3	1	1	1	1	1	1	1	63.4347617936246	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC008268.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.5045426084476	1	1	1	1	1	1	1	1	1	1
AC013461.1	87.1012202528543	1	1	1	1	1	1	1	1	1	1	1	53.5735844358152	1	438.752286129339	1	58.033471691319	56.1410733026404	72.605076384023	1	69.9740443231773	1	1	1	218.48141454874	105.324643383307	43.0548724952535	1
AC017002.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.2570706772019	1	1	1
AC018816.3	1	1	1	1	1	99.7349073344879	1	1	1	1	1	1	1	70.1764592727937	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC058791.1	1	1	1	1	55.5504891617082	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC079767.4	1	1	117.115034586539	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC092580.4	1	1	1	1	1	1	99.7361639113252	1	1	151.612225224417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC093818.1	1	1	1	1	1	1	1	1	62.4417929253533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC104699.1	1	1	1	1	1	1	1	1	53.6307697736641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC133644.2	1	1	1	116.360204066465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACAA1	1	49.9201893632144	1	1	64.9168943471161	121.4312515488	1	64.5586441014203	1	1	64.991552595766	95.8705936809984	34.158875003114	83.837095940186	1	66.1861298769821	74.0288196304699	118.002420692563	29.0594046192896	125.706588378397	49.4246032760486	47.3078890316098	42.6854170010022	84.1314646084161	48.645332856091	1	74.0501307748478	1
ACAA2	60.9283574475722	1	1	1	1	1	1	1	1	1	62.6994120838341	1	47.2400960678574	46.1348790093266	1	1	1	1	1	1	60.0020975770984	1	31.9383537994547	1	1	1	1	1
ACACA	1	1	1	1	1	43.98802471411	1	1	1	1	1	1	1	1	1	1	30.8366458822453	50.5965067296135	1	1	1	39.1317974745626	1	1	1	1	32.4865080571306	1
ACACB	1	1	1	1	1	1	1	93.3712937923993	1	1	1	1	1	1	1	1	1	1	34.5098011053828	1	1	1	1	1	1	1	1	1
ACAD9	1	1	1	1	1	1	1	1	1	1	37.7044913018118	1	1	25.7978762013036	1	1	1	1	1	24.4918446514136	1	1	1	1	1	1	1	1
ACADS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.9798203687491	1	1	1	1	1	1	1	1	1	1
ACADSB	1	1	1	1	1	93.4076938949689	1	1	1	1	1	1	1	43.4310242334405	1	1	35.4474002896933	125.797472680345	1	1	1	1	1	1	1	1	34.8505780816909	1
ACAP1	1	1	284.405339275233	301.471607099	1	1	379.140271370991	1	1	313.53132000559	1	91.0735806152983	1	1	1	1	1	1	1	1	1	1	1	357.521965626978	1	1	1	322.679823531553
ACAT2	1	1	1	1	1	1	1	1	1	1	88.0716478106216	1	1	44.5462776897176	1	1	1	1	1	1	39.4543255455991	41.9656502772782	1	1	1	1	34.7278553447095	1
ACBD3	1	1	1	1	1	68.1151640434992	1	1	1	1	35.8130441073431	1	44.6723444140016	32.4117703054046	1	1	69.428666866074	35.214497407009	1	1	69.5973507442254	63.9007712645347	1	1	1	1	67.2403407706893	1
ACE	1	1	1	1	1	1	1	204.385833294247	1	1	1	1	1	1	1	1	1	1	93.5145158943208	1	1	1	1	1	1	1	1	1
ACER3	1	1	1	1	44.7472490898595	1	1	1	1	1	1	1	1	1	1	55.29292214788	1	1	1	1	1	1	1	1	1	1	1	1
ACIN1	47.4758387298715	53.704957931279	1	1	1	57.5563825946277	1	1	1	1	53.3102760524577	1	66.9174572856158	35.4253915499858	1	49.0541508980564	43.359629701637	55.1645381842717	129.416045011509	58.7790463820867	59.3089214607596	41.9098616837825	44.1940915617971	107.909324204452	1	1	32.5300665973527	1
ACKR1	1	3975.45710679506	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	343.007286035	1	1	1	1	1	1	1	1	1
ACKR3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.9731605465984	1	1	1	1	1	1	1	1
ACLY	1	1	1	1	1	84.938741672775	1	1	1	1	33.1792648193855	1	1	26.4023066184347	1	1	40.1132400684317	31.6158131756128	42.9799886993667	135.527273574557	1	44.5886875604417	1	1	1	1	43.8812534366269	1
ACOT13	1	1	1	1	1	1	1	1	1	1	63.2822773516482	1	1	73.8221526159427	1	48.7437443715158	1	36.4461323523107	1	1	51.8451083409355	35.7152715207014	1	1	1	1	35.9478625876993	1
ACOT4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.2601717966129	1
ACOT7	1	1	1	1	1	1	1	1	1	1	53.3810346647936	1	1	1	1	1	1	1	1	1	38.9803389711474	1	1	1	1	1	1	1
ACOT8	1	1	1	1	1	47.9054296022606	1	1	1	1	29.4638469492732	1	1	51.6671152203683	1	1	41.6001239603188	1	1	1	23.2994721906048	1	1	1	1	1	45.6817842984023	1
ACOX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.8184955863242	1	1	1	1	33.0517196694014	1
ACOX3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.3351552682891	1	1	1	1	1	1	1	1	1	1
ACP2	1	1	1	1	41.971208858996	1	1	1	1	1	1	1	1	28.6755847972016	1	113.353727478093	1	1	1	1	1	1	1	1	1	1	34.4041546557242	1
ACP5	128.826304548094	1	184.199277451086	1	91.3284581404011	55.8704305582158	117.474324707034	1	1	1	1	88.1874850459522	1	1	1	384.936206223682	41.1044764321093	36.6775397573285	1	72.350430203092	1	1	1	1	1	1	46.3419358127481	1
ACSF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.4250283780053	39.7530140406519	1	1	1	1	1	1	1	1	30.5005431794359	1
ACSL1	1	1	1	1	185.380898259263	1	1	1	1	1	1	1	1	43.8683199808974	1	101.408897196513	1	1	1	1	1	1	1	1	1	1	1	1
ACSL4	1	1	1	1	67.894488861847	1	1	1	1	1	1	36.9849815333778	1	1	1	43.4879197562327	1	1	1	1	1	1	1	1	1	1	1	1
ACTA2	308.530083607426	1	1	1	1	1	1	1	1	1	1	1	1038.68211227878	1	8085.15787535643	1	1	27.045189448436	218.118585728399	1	398.42183750086	1	61.4167458078201	1	2710.89816015333	5514.56290551324	1	1
ACTG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	243.692999005836	1	1	1	1	1	1	1	1	1	1	1414.69530277126	1	1
ACTR1B	1	43.4807823447875	1	1	1	1	1	75.4919964327529	1	1	37.1697082092839	1	1	29.3864482208131	1	1	1	35.9101341589793	113.244183634626	48.1440334865554	44.9124147502748	1	26.2117733351693	1	1	92.6508033026873	39.2925718109591	1
ACTR3B	1	1	1	1	1	1	1	1	1	1	53.8125695395996	1	1	38.1714883342975	1	1	1	1	1	1	83.9687679876423	1	39.8472006109197	1	1	1	1	1
ACTR6	1	1	1	1	1	41.057312460596	1	1	1	1	71.5759527673733	1	1	69.4124853878855	1	1	29.4026611784673	1	1	1	1	39.0829067323658	27.1990105974052	1	1	1	39.134976938406	1
ACVRL1	77.8057993460036	125.292849944354	1	1	1	1	1	165.088953799928	1	1	1	1	1	1	1	1	1	1	120.309239459358	57.800392905205	1	1	1	1	52.4854894384861	1	1	1
ACYP1	1	1	1	1	1	1	1	1	1	1	58.928707715666	1	1	33.2702474151065	116.542410924065	1	1	35.7314417091503	1	1	1	1	1	1	1	1	1	1
ADA	1	1	1	1	1	1	1	1	1	1	1	42.5389112125654	1	1	1	1	1	1	101.912590385095	1	1	1	1	1	1	1	1	1
ADAM10	1	76.3593160588006	1	1	59.5158790581876	39.3733956637641	1	99.2695031770387	1	1	36.3996873636431	1	44.5268608217164	28.0369309957402	1	72.587143416642	40.6564730405773	121.088526747205	100.102683715139	89.5626093463778	36.6740301089694	48.6180949659316	44.0363530570249	1	59.6941008177164	1	42.2601500036801	173.399299269301
ADAM12	113.250084785407	1	1	1	1	1	1	1	1	1	1	1	319.198067283331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAM15	1	421.150010304787	1	1	1	168.16646249366	1	535.927452032318	1	1	177.758792442893	1	1	149.33106859074	1	1	136.121617374519	71.4083918807953	222.132304831241	328.170539459061	92.2406757181369	173.555465468673	49.3274684883175	1	1	53.2087952953771	191.760781601146	1
ADAM19	1	1	110.176547636917	1	1	1	1	1	1	1	1	75.3312246226525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAM28	1	1	301.167055431344	1	1	1	1	1	1	1	1	28.9555981496454	1	1	1	55.4123173565274	1	1	1	1	1	1	1	293.348157462361	1	1	1	1
ADAM8	1	1	1	1	65.6123615460363	1	1	1	1	1	1	60.8841860694809	1	1	1	53.7485408575275	1	1	1	1	1	1	1	1	1	1	1	119.27595087257
ADAM9	1	1	1	1	34.8080208703824	1	1	1	1	1	1	1	45.7518149174583	1	1	95.865471825491	1	24.3607971056501	1	1	69.4368877110084	1	1	1	1	1	1	1
ADAMDEC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.3346395256534	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS1	180.437031062604	430.51027474459	1	1	1	1	1	554.036348349056	1	1	1	1	43.1296734827233	1	559.750721395189	1	1	1	263.382214789891	232.539074041747	1	1	1	1	491.176346919824	133.754848702793	1	1
ADAMTS12	88.2446613720769	1	1	1	1	1	1	1	1	1	1	1	109.545143716835	1	1	1	1	1	1	1	1	1	1	1	64.2815610935358	1	1	1
ADAMTS2	51.4388184291347	1	1	1	1	1	1	1	1	1	1	1	156.81780508365	1	1	1	1	1	1	1	1	1	1	1	53.0980480463662	1	1	1
ADAMTS4	1	97.8168799497479	1	1	1	1	1	117.730185350806	1	1	1	1	53.8934345949274	1	208.855976945419	1	1	1	121.996041708816	47.1350791549699	1	1	1	1	293.309835281819	1	1	1
ADAMTS5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.8010812671504	1	1	1	1	1	77.9174998859438	1	1
ADAMTS6	1	1	1	1	1	1	1	137.219150091989	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.7870639710807	1	1	1	1	1	1	1	1	1
ADAMTS9	1	336.504496929285	1	1	1	1	1	235.145629697505	1	1	1	1	1	1	134.414660496831	1	1	1	197.975389125999	140.007724687713	1	1	1	1	53.9240738256249	1	1	1
ADAP2	1	1	1	1	165.080466281046	1	1	1	1	1	1	55.4419242099288	1	1	83.6843702789009	341.35548782921	1	1	1	1	1	1	1	1	46.3461196906945	1	1	1
ADCY3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	118.315159972665	1	1	1	1	1	1	1	1	1	75.0299646782645	1	1	1
ADCY4	1	191.491948591908	1	1	1	1	1	243.21562141719	1	1	1	1	1	1	1	1	1	1	192.648814980103	268.741809870437	1	1	1	1	1	1	1	1
ADCY7	1	1	1	1	41.8909457619277	1	1	1	1	1	1	49.8336426362	1	1	1	55.9225387404858	1	1	1	1	1	1	1	1	1	1	1	1
ADD1	74.7040667030887	90.6372440294684	1	1	1	39.2651393032082	1	190.904356936719	1	1	1	51.8397806854335	69.9990684772539	1	83.0120142147369	42.4066267082549	1	46.2040772811482	86.1300934070749	1	27.9701360889276	1	25.3522393257422	1	118.295996461498	56.2792141011508	1	103.781414204712
ADD3	242.052810289546	56.0122546689565	104.880658357406	118.585636731769	1	1	1	1	1	1	37.3414027288743	47.3037303396097	211.194613956987	1	1	1	1	51.4611024114138	118.86181842712	222.264229163161	53.9617160712731	1	61.0008870674434	172.634953897456	82.3075502170394	1	1	186.905702312155
ADGRA2	95.1160111610684	1	1	1	1	1	1	1	1	1	1	1	77.0408912867593	1	105.681584188602	1	1	1	1	1	1	1	1	1	113.178719863259	1	1	1
ADGRD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.1307952384752	1	1
ADGRE2	1	1	1	1	108.537774453689	1	1	1	1	1	1	1	1	1	1	48.8867302298967	1	1	1	1	1	1	1	1	1	1	1	1
ADGRE5	1	1	221.233492838876	180.33208885241	141.390042314527	1	314.188994812497	1	1	471.058104079368	1	127.744656124252	1	1	1	82.6834654513128	1	1	1	30.0005264843832	1	1	1	126.156018219845	56.1226394722823	1	1	320.67368548273
ADGRF5	1	100.497763271699	1	1	1	1	1	414.777554209667	1	1	1	1	1	1	66.9636242849211	1	1	1	347.037457606528	198.707668661978	1	1	1	1	211.516357419286	1	1	1
ADGRG1	1	88.1282081181476	1	1	1	1	1	119.921360924192	1	1	36.4189397811636	1	1	1	1	1	1	1	124.08672967165	1	27.4768433217986	1	34.9926634133259	1	1	1	31.0415629360839	167.041565390878
ADGRL2	1	78.4702958458334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.5930067737247	59.9621013495438	1	1	1	1	45.3090792632153	1	1	1
ADGRL4	1	532.404166709154	1	1	1	1	1	595.501730929936	1	1	1	1	1	1	1	1	1	1	547.180780645945	419.55278832735	1	1	1	1	1	1	1	1
ADH1B	390.454785184707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	126.788203783235	1	1	1
ADH5	188.568643457211	64.8209255908554	1	1	1	62.1245444787162	1	68.8459403921351	1	1	75.7508558013632	1	126.31776597576	78.025678129335	120.929238390474	40.82827448481	34.2593581901934	91.8293212953731	79.5460135277491	156.502721822843	81.0792739406413	45.1004568865628	38.9534604273819	1	177.646017857846	213.454157242104	45.8157009553207	135.663328811346
ADIRF	386.06226735297	1033.47432285944	1	1	1	1383.81578042007	1	373.181612138591	1	1	193.52423671482	1	88.3032483020594	266.915336705295	3157.57561019667	1	601.18730844797	540.541393273942	301.579310751675	969.817266994282	249.846847506297	212.497677502694	124.467186292941	1	1144.65441491908	111.567932160449	404.412025041468	1
ADK	1	1	113.783672201607	1	1	52.283389025023	1	1	1	1	69.4913243279852	1	1	59.023148500319	1	1	50.7072205255048	91.1993285908356	1	112.217779895896	60.6819351705295	45.7280396221262	53.1488157993175	193.466133675336	1	73.3520373622715	50.6426853347887	1
ADM	154.386077850188	69.7616629577371	1	1	64.4691218332587	1	1	84.5244305603987	1	1	1	1	1	1	1	83.8242870078395	1	1	207.174885108549	165.919040291725	1	1	1	1	1	154.196725647062	1	1
ADM5	1	228.646483620281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.1600051251165	1	1	1	1	1	1	1	1	1
ADNP	1	1	1	1	1	61.8697655334961	1	1	1	1	1	1	1	1	1	1	1	1	1	40.2636401986913	1	52.9337638627252	1	1	1	1	27.4863415936546	1
ADORA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.7978849813687	1	1	1	1	1	1	1	1	1	1	1	1
ADPGK	1	1	1	1	84.5751079044376	1	1	57.4202054987679	1	1	1	72.0590288622531	1	1	1	84.0840077374329	1	1	1	38.4634360826551	32.7976145996833	1	1	1	1	1	27.3320115186275	1
ADPRHL2	1	1	1	1	1	1	1	1	1	1	59.6255066464872	1	1	47.1396868901839	1	1	1	1	1	1	47.4723522833291	1	1	78.7969106401139	1	1	27.2082278229357	1
ADRA2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.9266114322188	1	1	1	1	1	1	1	1	1	1	1	1	1
ADRB2	1	97.1375724783934	1	1	1	1	1	90.5172516934268	1	1	1	1	1	1	1	1	1	1	1	95.5730593434771	1	1	1	1	1	88.4335608723091	1	135.070062148857
ADRBK1	1	1	1	1	79.3154655807117	1	1	1	1	1	1	48.511082404539	1	1	1	61.0289013159461	1	1	1	1	1	1	1	1	1	1	1	1
ADSS	1	75.9030781491781	1	1	52.1234513271293	122.354450614654	1	111.578002871532	1	92.5691239192561	97.002737097692	31.4873024950746	39.662588892329	78.366709044159	1	35.5755891605195	82.2597242236477	72.2167030585242	51.2931578324306	1	94.159293992601	111.180302578436	65.761040691163	1	1	1	121.345992315862	77.6820120249667
AEBP1	625.595489293578	1	1	1	1	1	1	1	1	1	1	1	1483.00085924553	1	205.538981010438	1	1	1	1	1	1	1	1	1	282.121749455489	81.2371291994275	1	1
AEN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.3801835435046	1	1	1	1	24.6485935193087	1	1	1	1	1
AFAP1	1	56.2264264713676	1	1	1	1	1	1	1	1	1	1	64.9051893698113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AFAP1L1	1	41.273531900562	1	1	1	1	1	68.5232162160836	1	1	1	1	1	1	1	1	1	1	147.026705660192	96.1600386689396	1	1	1	1	1	1	1	1
AFF1	1	58.42425584944	1	1	1	1	1	1	1	1	1	1	1	1	1	45.8913169539518	1	1	60.6656969848346	1	1	1	1	1	1	1	1	1
AFF3	1	1	76.4542302331142	1	1	53.0868337638764	1	1	1	1	1	1	1	1	1	1	1	192.959090681294	1	1	1	1	1	176.45163850754	1	1	1	1
AFMID	1	1	1	1	1	45.3248749781189	1	1	1	1	52.5414164979879	1	1	72.0252449295646	1	1	39.1294914196574	57.7894401224404	1	1	62.4215881158288	84.3055940320624	1	1	1	1	49.0967430904549	1
AGA	1	1	1	1	1	1	1	1	1	1	1	1	1	27.7203069170012	1	1	1	43.3011591581959	1	56.4740324468363	1	1	1	1	1	1	1	1
AGAP2.AS1	1	1	1	1	1	1	1	1	1	1	1	1	45.7005492854199	1	1	1	1	1	1	79.1451976084279	1	1	1	1	1	1	1	1
AGBL5	1	1	1	1	1	1	1	1	1	1	38.6565329794726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AGL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.2890192392984	1	1	1	1	1	1	1	1	1	1
AGO2	1	1	1	1	1	1	1	1	1	120.768859942423	32.7231066020198	1	1	1	1	1	1	35.230906260437	31.6105218729948	71.4878223808422	1	33.3007152677431	31.3800890048762	1	1	1	1	1
AGPAT5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.4186602093771	1	1	1	1
AGR2	1	1	1	1	1	2308.18990624627	1	1	1	1	194.033066437509	1	1	1382.11160392639	1	1	1598.33180918364	842.417450236012	1	1	1	584.026391584447	1	1	1	1	2081.40683012376	1
AGR3	1	1	1	1	1	1176.49500292839	1	1	1	1	1	1	1	548.069491720443	1	1	859.634720494077	415.584309097388	1	1	1	385.923410891613	1	1	1	1	712.020373562914	1
AGRN	1	1	1	1	1	71.4902527747395	1	107.585922554568	1	1	1	1	1	1	1	1	1	19.1052443055806	57.4974899383271	111.873461289686	27.6193971066015	1	1	1	120.40923738394	52.1962746167305	48.6735558085612	1
AGTRAP	91.4916664333238	80.2644900823722	1	1	157.94260373219	119.1258648646	1	51.7440827463795	1	1	100.323440529717	1	89.2468474417446	102.65354040545	1	121.706478216842	106.744524511061	95.1899550847561	77.5935310122553	57.590265074948	101.322117665127	67.8636783605219	43.7226153432669	1	1	69.0758654704805	112.187719818753	125.607682163679
AHCTF1	1	1	1	1	1	1	1	1	1	1	39.0162149547236	1	1	1	1	1	35.4708790017089	1	25.8723101073792	1	1	40.2395506723005	1	1	1	1	1	1
AHDC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.9429550696934	1	1	1	1	1	1	1	1
