,B.cells.Memory,B.cells.Naive,CAFs.MSC.iCAF.like,CAFs.myCAF.like,DCs,Endothelial.ACKR1,Endothelial.CXCL12,Endothelial.LYVE1,Endothelial.RGS5,GenMod1,GenMod2,GenMod3,GenMod4,GenMod5,GenMod6,GenMod7,Luminal.Progenitors,Macrophage,Mature.Luminal,Monocyte,Myoepithelial,NK.cells,NKT.cells,Plasmablasts,PVL.Differentiated,PVL.Immature,T.cells.CD4.,T.cells.CD8.,Cancer.Cells,Normal.Epi,TCells,Myeloids,BCells,CAFs,PVLs,Endothelials,ER,PAM50_Basal,PAM50_Her2,PAM50_LumA,PAM50_LumB,PAM50_Normal
0,-0.001475941270092103,-0.007334667282703721,-0.004099189605946851,-0.009485484813407758,0.009810409216743574,0.0,-0.0033566264216645728,-0.001895389901619927,-0.008650551434227938,-0.0010953796024557151,0.010831889861327205,-0.03462078719523699,-0.03178169954177969,-0.03329082453341266,-0.010902452337321872,-0.016875864986687937,-0.002412774887388414,-0.0011291235534841154,-0.001959568254900703,0.004551138532468586,0.0028650144664570804,0.0,0.002472247510250873,-0.0022266344602914147,-0.006351753970558302,-0.007231193600569494,-0.034570486289737114,-0.002337030349988313,-0.010162718636506094,-0.004709806366281748,-0.01846543013888853,-0.0026071744541637243,-0.0036906468949313917,-0.003092588755419984,-0.000936025800875262,0.0,-0.07569391765272826,0.0,0.0,0.0,-0.015408881936255947,-0.0023394032949952126
1,0.013354689648870837,0.0,0.012950788884281066,0.009078945635603367,0.017981509997092308,0.008390953075224947,0.011976682110165926,0.0,0.0,0.019702631581430322,0.06055794834252494,-0.06007892313970147,0.056050102597558986,0.08479674615913828,0.004206558781623203,-0.013240207711097234,0.002943095299502369,0.023951876157935204,0.0,0.027501680700484653,0.003619784888516848,0.004904467751825268,0.023753592790173927,0.0,0.005780908744652994,0.027973999536349065,0.03846375514823742,0.0004394769719385878,0.016338393046604106,-0.01373496079743232,0.02164176350817425,0.026468464492344124,0.0,0.01980708936035868,0.011370463674472281,0.010481888856842283,0.11579416144638055,0.03180635980813454,0.0,0.0335730060684102,0.0,0.011732987946105
2,-0.031152217173410893,0.0,-0.07223570830847262,0.006577951551706651,0.016731845390219505,0.0,-0.00495725734546848,-0.024546578999120397,-0.005758384425551807,-0.021150832621368285,0.01567026745421428,0.005224434750853754,-0.026175630119592924,0.0019856139727535624,0.00494334701450215,-0.01144749226106511,0.0,0.02030384428237697,-0.003365706930888883,0.009965477320132188,-0.0248645275133062,-0.0025049402595050327,0.017789514800255653,-0.0052223191879332,0.001905036956866335,0.0,0.021658515067302098,0.0,0.008453312637977883,-0.002198834137436295,0.021772515304787014,0.00863571246547698,-0.0021181566233681864,0.001382586422928711,-0.002014154621620433,-0.03259395480729234,0.009261468720080324,-0.00661222885982278,-0.004294523152952853,0.011377557325131897,-0.013692681170259027,-0.2163921915564047
3,0.0154398872117959,-0.005321921344908553,0.0,0.008507789310053193,-0.2852536090514188,0.00287281038093945,-0.006448624096953265,-0.00592901605378901,-0.009371630732384839,0.017835740864650562,0.019324448293544294,0.0,0.011910752026604576,-0.046946985739471064,0.0,0.0,-0.00802406083386134,0.0,0.003748640917833057,0.0201871034856356,0.0,0.002432098761356083,0.014221646511381497,-0.005809041343817378,0.0,-0.01731896068854441,0.029647629010064208,0.004866568623630191,0.004698595593703003,-0.005746954457618719,0.010638175202408173,0.007289126808075974,0.015472221847864648,0.0,0.00325488787749062,0.0,-0.08395975263984987,-0.01853802221792894,-0.004741709115239995,0.009006785433614717,-0.035247536821983144,0.007643598339849178
4,-0.0030151060701795428,0.0,-0.0017025941960590353,0.0,0.0,0.0,-0.07150641370083802,-0.007549700747261648,-0.02438485625251606,0.0,0.0,-0.008902404935615778,-0.017071695667224607,-0.011871054589716998,0.00019388091551048384,0.000441607555223239,0.0003771087134189985,-0.005743632933360887,-0.00717982117830069,0.0,-0.0013478915038013864,-0.001440214964896186,0.0,0.0,-0.00790281159433823,-0.001719529835307397,-0.008744165897207834,-0.0006493296983472452,-0.005036514585142465,-0.004441121989664895,-0.00045076849052042706,-0.001996237562875699,0.0,0.0,-0.0010743129301044232,-0.05939281610622292,-0.023071296783062745,-0.00371871000753924,-0.007594712106723431,-0.029912450223500253,-0.009577967430979106,-0.0036737838401200706
5,0.005416506428361528,-0.003966259337886607,0.013841701514945709,-0.0002590837944791424,0.009662888242194273,-0.0007894473860359796,-0.004301003998161468,-0.003765210127649521,-0.004104305671178254,-0.002486940290053724,0.006319289461208424,-0.005735043564590314,-0.03949497991262285,-0.04273428291549691,-0.0024962670004957666,-0.005986587404380267,-0.004876145875526011,-0.010777920092332138,0.002234442117685198,0.0064229260689758205,-0.006756090686128341,0.0,0.0017951981947078033,-0.00748204907580155,0.0009198713636432432,-0.0027025722440178757,-0.006689932619760086,-0.0021537568683991926,0.006478433771356401,-0.0007323809913835633,-0.006135838386916254,-0.009030438325258155,0.004484172202134096,-0.0020896268599339685,-0.0010788680591591604,-0.014801040916870067,-0.05297460565777587,-0.01212305297990876,-0.008854320604720967,-0.08398144528866736,-0.035041234651597836,-0.002834016415299012
6,0.0,-0.004398241925092071,-0.004418696752971324,-0.005369143452236809,0.012643105285842102,-0.00015709727947062213,-0.006473331322091106,-0.0091443182617204,-0.02806407253240143,-0.015491819816574964,-0.0034281188383833046,-0.016839803640363436,-0.023610535059987586,-0.006449385956321604,-0.006344180315834103,-0.01105583869518878,-0.005816166108223067,-0.009583268498296018,0.002654941536713964,0.00558235919689681,0.004016090791593541,-0.002056444504410478,-0.0045434603866126855,-0.006824786957482988,-0.0021052538817270157,-0.0010432317990855186,-0.014337627981548605,0.0,-0.0038883119028565102,0.0029773651474274236,-0.013449554190612917,-0.0029697738988435224,0.006194139733004058,-0.00254964464134292,-0.0028292804363110047,-0.004367371590408469,-0.07984948060260183,-0.019539512135044814,-0.040836376374978556,0.006219707862473278,-0.012279709319203747,0.00016681086700248704
7,-0.001162840595446503,-0.005065013608056818,-0.001702168576717012,-0.0038476262630369193,0.003898484941714209,0.0,-0.001650229853792617,-0.0044310474514021505,-0.01074027353318881,-0.002605617660865935,-0.002907803099342708,-0.005018294990526157,-0.04250991727998292,-0.051755253799365526,-0.00640585863188414,-0.00901021217690624,-0.0013655485988832718,-0.010301737072186781,0.004441063477553581,0.005319620508979112,-0.004542364388114008,0.0,-0.0010321986448367318,-0.005232114481089284,-0.0011838035417189724,-0.0021201437405298203,-0.002602207412461665,0.0,-0.003517678718206863,0.0,-0.004930337332485398,-0.002402340030799435,-0.0005288908362567206,-0.0036718136103498908,-0.001415082769924881,-0.00353238177510693,-0.05905189775685998,-0.014215048544722228,-0.00431168761921261,-0.05498791671354179,-0.010626611538145467,-0.0029345249195741885
8,0.0540130098929581,0.021999360834662696,0.07662160084342379,0.0,0.007804455557953449,0.004816252349889472,0.029642259413213135,0.013506922353289763,-0.042987198987117226,0.015465011548635554,0.02208892940546181,-0.0477817071266739,-0.04425640255565122,0.06426723972305892,0.010243364399280697,0.003088395906882868,0.0,0.04710466421419912,0.03389763412071173,0.022575762243672304,0.02362090902042563,0.008954365147295668,0.020802683349993467,-0.01787690230658734,0.028772457329631573,0.0,0.014370520576368562,0.0,0.06403766669286137,0.015530310157359617,0.0,0.008003956547282365,0.03184621427040718,0.01449323064261937,0.015648397380457146,0.01136524933908406,-0.057503733059532214,0.00389977188744256,0.1548651582670052,0.03010726666796859,-0.008271017584315365,0.015564622899107095
9,0.006413042780133867,-0.0008678599705320346,0.009384809020012342,-0.004843845556537186,0.009775058470062457,0.0011716746738571137,0.002472185657312338,-0.006327794365582482,-0.017743028663941625,-0.0010431168352762912,0.005792418476542599,-0.01455863968321239,-0.03622654517978744,-0.022125087235888165,-0.004774966124934724,-0.00562793279961354,-0.0026002215494258614,-0.0075595884926729405,-0.0034114708954288584,0.009261960614871705,-0.00033512872696381756,0.0021109297293133798,0.007725168302728707,-0.0020487658333033457,-0.0034367298177745273,-0.0005333607743583978,-0.01754333891047595,0.0014935719439179629,0.005258011311209358,-0.0029679045237623164,-0.008623926029832777,-0.004865457301651766,0.006628870221484071,-0.002821343945277243,-0.0065927509673438,-0.010324471445335695,-0.0669061708128845,-0.017188505890795944,-0.011601652774394046,-0.08666793878992789,-0.019116051996100548,-0.007863423945704329
