NAME	PVL Differentiated	T cells CD8+	GenMod4	Luminal Progenitors	GenMod3	GenMod1	Plasmablasts	B cells Memory	B cells Naive	NKT cells	T cells CD4+	GenMod7	GenMod5	PVL Immature	CAFs myCAF-like	CAFs MSC iCAF-like	NK cells	Macrophage	Monocyte	Endothelial ACKR1	Endothelial RGS5	GenMod6	DCs	GenMod2	Mature Luminal	Endothelial CXCL12	Myoepithelial	Endothelial Lymphatic LYVE1
MBP	1	188.901973211424	1	36.4881012459972	61.0613055063199	1	1	135.026641079005	84.8099083404334	200.291058116838	155.996322757689	1	1	1	1	1	259.340337473659	56.906041936942	64.0748419985553	1	1	1	155.704502033714	1	1	1	1	1
MBTPS1	1	1	1	30.4797126080038	27.4037742305564	1	1	1	1	1	1	42.0792884575989	1	1	67.6981684413694	1	1	1	1	1	37.2388607447177	25.5266506100863	1	1	106.935715221032	56.0944399777188	1	57.0372386364548
MCAM	708.445220863627	1	1	1	1	1	1	1	1	1	1	1	1	383.831458183726	1	1	1	1	1	107.818596518957	444.247700713879	1	1	1	1	227.134006793788	50.792649927995	1
MCAT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.958998852595	1	1	1	1
MCC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.4822694590998	1	1
MCCC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.3687578903027	1	1	1	1
MCCC2	1	1	1	31.4326554204234	1	74.8592416467244	1	1	1	1	1	58.0403735024896	193.005069011134	1	1	1	1	1	1	1	1	52.9675690611289	1	48.4141107026242	66.0909362692202	1	1	1
MCEMP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	118.620203961984	1	1	1	1	1	1	1	1	1
MCF2L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.6856548524542	1	1	1	1	1	1	1
MCM3	1	1	98.0687740508108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.7123283420821	1	1	28.4554038172549	1	51.8457556587037	57.2789695976915	1
MCM4	1	1	55.5676714983197	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MCM5	1	1	45.9016808411996	1	1	1	1	84.3519682165233	133.190077273514	1	1	1	1	1	1	1	1	40.0563723372258	1	1	1	1	60.8079956102826	1	1	1	1	1
MCM6	1	1	34.8090366114941	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MCM7	1	1	197.13314348987	1	60.5856974740678	1	1	1	1	1	1	37.8533810089733	1	1	1	1	1	1	1	1	1	1	1	52.2895647767146	1	1	1	78.2864303232762
MCMBP	1	1	34.0771215637857	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	138.204283455465
MCOLN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	113.226826883954	74.0459033671467	1	1	1	1	1	1	1	1	1
MCOLN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.7922078228367	1	1	1	1	1
MCRS1	1	1	29.4453113779617	1	26.1290887180561	1	1	1	1	1	1	1	43.7789651166184	1	1	1	1	1	1	1	1	1	1	48.8160188950043	26.5325097247749	1	1	1
MCTP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.6590542451746	41.7074222286776	412.780691920331	120.599759989945	1	59.7530713653404	1	1	354.095788044445	1	85.430010304345
MCTP2	1	1	1	1	1	1	1	1	1	94.4317181292584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
MCUR1	1	1	136.962217799302	33.7128166927827	86.4592988185694	71.2718828932268	42.8907293000258	1	1	1	1	109.743220543867	41.2658375847955	1	46.7532457200676	1	1	49.8771017853399	1	60.4816377803017	39.2763255181093	74.3917138953672	36.8666937572007	93.7722592040243	50.1833271188649	1	43.6230714465264	1
MDC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	121.016845921095
MDFI	1	1	1	34.1294895531076	43.4273310747561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.9973052514293	1
MDFIC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.0022213155155	1	1	1	1	1	1	1
MDK	157.668775650318	1	534.969796792768	338.558615069876	576.507094756873	326.827156314203	1	1	1	1	1	222.21468502934	529.279165850082	341.660254592582	955.472997987549	817.592849582778	1	1	1	187.0455083652	68.6322142466102	517.440198459473	1	431.186170018292	432.423835981341	176.430729517647	341.685396547554	299.908309294011
MDM2	1	1	1	1	1	30.6645242612791	1	1	1	1	1	1	38.8708258649681	1	1	1	1	1	1	1	1	1	1	1	38.9906930218451	1	1	1
MDM4	1	1	33.1199708095622	25.4680858502536	41.1503791800389	51.8787329148669	1	106.912726243172	158.280099160989	1	1	92.0856709749955	76.5584469911701	1	58.6349933513192	75.5074565118214	1	1	56.4231515321315	1	54.7127168310868	41.8928368538271	63.08878534937	24.275117813066	50.0703557239825	65.6173107010036	1	32.7263051867509
ME1	1	1	1	1	27.363415623055	1	1	1	1	1	1	1	1	1	1	1	1	58.0312778837033	1	1	1	1	1	1	1	1	1	1
ME2	1	1	37.2971834600365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.914993750588	62.9792308952281	1	1	1	40.7431155041375	27.0151725289659	1	1	1	1
MECOM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.2404266920253	65.4011943602309	1	1	1	1	261.878669618254	1	1
MECP2	57.330122826815	90.3896116355098	1	1	1	1	1	1	1	115.640534454223	83.9577592317034	1	1	1	1	1	84.9795716164942	1	1	43.7881298867318	62.9668754065047	24.4311229986791	1	1	50.5771188702935	1	1	1
MECR	1	1	27.5061205390047	1	28.7712238345637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.0530874644281	1	1	1	1
MED13	1	1	1	1	1	1	1	1	1	1	1	38.822623522289	1	1	39.0046163892279	1	1	1	1	1	1	1	1	1	1	1	1	1
MED15	1	1	1	1	32.0465527110853	1	1	1	1	1	1	1	1	1	1	1	1	56.3182191754675	1	1	1	1	1	1	1	1	1	1
MED16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.8074493078709	1	1	1	1	1	1	1
MED17	1	1	1	1	28.8462822946892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.2850661263397	1	1	1
