NAME	Myoepithelial	GenMod1	PVL Differentiated	B cells Naive	T cells CD4+	T cells CD8+	Macrophage	Endothelial CXCL12	Endothelial ACKR1	GenMod4	NKT cells	GenMod2	Plasmablasts	GenMod5	GenMod3	Monocyte	B cells Memory	GenMod6	GenMod7	CAFs MSC iCAF-like	DCs	CAFs myCAF-like	Mature Luminal	NK cells	Luminal Progenitors	Endothelial RGS5	PVL Immature	Endothelial Lymphatic LYVE1
CAB39L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.7683137545791	1	1	1	1	1
CABIN1	1	1	130.70361243003	1	1	1	1	1	1	1	1	1	1	1	40.7019191491994	1	1	1	1	70.2216105777061	1	1	35.0287557145709	1	1	1	82.9074322287034	1
CACNA2D4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65.5221204001516	1	1	1	1	1	1	1	1	1	1	1	1
CADM1	75.108319653275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.4137815126429	1	32.7331903130002	1	1	1
CADPS2	1	33.4348715840337	1	1	1	1	1	1	52.4503555843467	1	1	1	1	1	1	1	1	31.5800041436804	1	1	1	1	61.8154534809103	1	1	27.054719792277	1	1
CALB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.6280477272656	1	1	1	1	1	1	1	1	1	1	1	1	1
CALCOCO1	52.4813423440774	1	1	1	1	1	1	66.3167367892482	1	1	1	1	1	1	1	1	1	1	1	1	1	59.2546798528773	44.3444756335595	1	40.2595553334072	1	1	1
CALCRL	1	1	1	1	1	1	1	327.470025367505	533.384148143764	1	1	1	1	1	1	1	1	1	1	1	69.0158434227043	1	1	1	1	753.788021513665	1	574.386332057857
CALD1	1447.26562963417	1	3554.59715953948	1	1	1	1	597.298256615997	278.918905441681	129.145703512944	1	108.680853859702	1	1	530.931441258699	1	1	37.642870703206	98.1290543095357	1642.75806399432	1	2760.82111462877	34.2969018829195	1	219.221290566682	611.862915033736	3378.79278069398	538.847061080288
CALHM2	1	1	104.005974048911	1	1	1	46.2310639997738	53.0966438763551	47.8807567712034	1	1	1	1	1	1	1	1	1	1	70.2030714697727	1	77.3577268151339	1	1	1	42.6376856281357	99.0157951180774	1
CALML3	495.585308696015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CALML4	1	1	1	1	1	1	1	1	56.6109392129642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CALML5	1	1181.8163117338	1	1	1	1	1	1	1	550.370792591218	1	577.285529336444	1	431.673271819838	1140.8534163648	1	1	2148.11631643776	1475.33442376068	1	1	1	1	1	262.920784841589	1	1	1
CAMK1	1	1	58.7043124355737	1	1	1	70.5018023895305	55.9858652033091	1	1	1	1	1	1	1	101.084819592945	1	1	1	1	1	1	1	1	1	34.1206017379405	65.7187203009976	21.0868342432182
CAMK1D	1	1	1	1	1	1	35.7988224413522	1	1	1	1	1	1	1	1	1	104.805636194602	1	1	1	25.9754663623968	1	1	1	1	1	1	1
CAMK2B	111.00014314369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CAMK2D	1	1	1	156.440509204281	1	1	50.9584629339661	89.1998473787043	69.5040921002911	1	1	1	1	1	26.7346486397912	1	1	1	1	64.4276759887907	66.1431593633355	77.9993180568739	1	1	1	36.3548546955432	78.5051527311046	76.5611978897341
CAMK2G	1	1	95.0090562224689	1	1	1	1	1	1	44.1962462134358	1	38.051279795794	1	1	41.3667179133381	1	1	28.8791061644527	1	1	1	1	30.4709226419068	1	1	1	1	59.4047291998334
CAMK2N1	1	63.6382389713525	1	1	1	1	1	1	1	1	1	1	1	56.6745866570342	1	1	1	39.6425072526456	49.3706171682469	1	1	1	60.2998696987743	1	1	1	86.8022436372429	1
CAMK4	1	1	1	1	133.707227708866	148.746033599942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CAMSAP2	1	1	1	1	1	1	1	1	41.3231588362269	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.6897768992265
CAMTA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.1674221608064	1	1	1	1	1	1
CANT1	1	62.6828283494968	1	1	1	1	1	1	1	48.3762663619613	1	61.9852725793085	1	141.032469409078	52.7934337059541	1	1	53.3634987570991	66.9843065908831	1	1	1	45.3783344392301	1	1	1	1	1
CAP2	1	1	79.1404233930006	1	1	1	1	1	1	1	1	1	1	44.9135657134167	1	1	1	1	1	1	1	1	35.1601479604354	1	1	1	1	1
CAPG	84.3983249876865	105.487615833052	1	109.571090306149	1	174.266992223519	821.877539498765	1	1	132.103936061834	1	102.318155392685	1	77.8910077105905	159.975652093841	390.109415077326	222.592167000137	165.418098853822	90.8376073273189	1	275.973284394655	80.0732873066385	226.315068778459	266.519693611525	93.6386484434715	1	1	1
CAPN7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.1131335536673	35.5207016786549	1	1	1	47.4083745239522	1	36.2351866802251	1	1	97.3193428862928
CAPN8	1	107.206108402828	1	1	1	1	1	1	1	1	1	1	1	97.1967269700053	76.4382991877131	1	1	78.1212122424457	79.294504663362	1	1	1	56.3149937927469	1	1	1	1	1
CAPS	1	1	1	1	1	1	1	1	1	1	1	1	1	44.2955000725278	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CARD16	1	1	1	1	248.61527051361	182.813439172969	187.377601776807	116.721274600792	102.471516580438	1	254.849462787032	1	1	1	42.9934701032945	222.256216321275	1	1	1	1	99.7219210314113	1	1	98.3658099148543	1	73.93556942403	1	79.0176686676153
CARD19	71.9926191203428	43.3008064854876	1	1	1	1	44.8974024644524	46.6479928597788	63.9830137333808	42.3135522703194	1	43.9030591200655	1	67.3335032896107	81.0136472912928	72.8343083054613	1	53.4810606252769	37.6412418521622	1	49.1703491552216	42.1664711127309	79.2310379932234	105.032020330019	1	80.7944702026342	1	82.79965460024
CARM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.5938486990031	1	1	1	1	1	1	1	1	1	1	1	1	1
CARMN	106.805330924279	1	137.521206835212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99.4552884170185	1
CARS	1	1	1	1	1	1	1	55.5077278985451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.1155163316279
CARS2	1	1	1	1	1	1	1	1	1	26.3501250028566	1	1	1	1	27.6863655289674	1	1	1	1	1	1	1	1	1	1	1	1	1
CASC15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.515477791434	1	1	1	1	1	1	1	1	1	1	65.0831329772379	1	1
CASC3	1	73.825484913424	1	1	1	1	1	1	1	1	1	51.3341787958642	1	38.1284917243364	1	1	1	74.1830260876088	48.18873856433	1	1	1	47.9016090705493	1	31.2476660950639	24.1447858869088	1	79.5250888891256
CASD1	1	37.0140410016467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CASK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.463453658032	1	1	1	1	1	1	1	1	1	39.8960707741294
CASKIN2	1	1	1	1	1	1	1	73.2047832269381	59.8007077398532	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106.732312951664	1	1
CASP1	48.8545198954819	1	1	1	97.5584840293835	85.1078556321706	118.965387611818	88.2431222541338	1	1	1	1	1	1	33.9975163871984	185.21521162348	1	1	1	1	53.7524005320264	1	1	1	1	1	1	1
CASP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.1838375878564	1	74.8950272578038	1	86.3379950591586
CASP4	110.849764468554	1	1	121.468926825207	120.419879225868	148.041324177186	124.247350272386	130.314741633165	102.733022868755	1	226.606486847099	32.156654202559	42.6236605407005	1	71.7665764100768	133.612078158918	132.086200901685	30.839182386963	1	84.3394606026652	55.647144719054	47.4983049765658	1	194.106187343518	40.3176260352434	79.8538010738898	41.2296643415658	39.1841789166747
CASP8	1	1	1	1	1	88.5197979020457	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	96.3093617169317	1	1	1	1
CASP8AP2	1	1	1	1	1	1	1	1	1	32.5111088600724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CASQ2	1	1	223.399327436255	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CASZ1	1	40.227567378737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.51149815593	54.4542527455389	1	1	1	59.3356061480167	1	1	1	1	1
CAV1	360.795209412838	1	1481.9924586418	1	1	1	1	2343.31122119414	644.285760946095	156.20380969097	1	1	85.5125534196647	1	510.377457844797	1	1	1	1	232.707429603632	1	220.335236044073	1	1	1	1473.07996013595	1100.41679315922	1537.02992323085
CAV2	106.865032041548	1	346.546306753763	1	1	1	1	323.093675050305	186.732081649678	58.9790717656199	1	1	1	1	193.931406349284	1	1	32.2161194927363	1	60.3748425947082	1	68.5390598074255	1	1	49.8597273513875	224.734645945768	173.242517833691	234.314606141096
CBFB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.2136888334547	1	1	1	1	1	1	1	1	1	24.5790020628015	1	1	1
CBL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.512867154097	1	67.9990813845309
CBLB	1	1	1	1	152.812541543306	315.031229124083	1	1	78.7655588743853	1	168.127205543915	1	1	1	1	1	1	1	48.9068425497432	84.2366849758342	1	42.2696550971805	1	185.256457252984	1	77.9748389201646	1	210.28155709173
CBLC	1	1	1	1	1	1	1	1	1	1	1	28.4223149803535	1	1	1	1	1	27.9627817163316	1	1	1	1	1	1	1	1	1	1
CBR3	77.8628979692427	55.4712440366449	1	1	1	1	1	1	1	104.995360424293	1	78.0878621720636	1	1	50.3725176405611	1	1	51.8533726420742	79.7622188126546	1	1	1	1	1	57.2999953743722	1	1	1
CBR4	1	1	1	1	1	1	1	1	1	1	1	25.8595200656153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CBWD1	1	1	1	1	1	1	1	1	1	53.308239513296	1	35.9647112300039	1	31.2569271593705	1	1	1	22.1603763713934	1	1	1	1	55.031011121702	1	1	1	1	1
CBWD2	1	37.0620640817337	1	1	1	1	1	1	1	1	1	38.8860233833536	1	1	1	1	1	1	1	1	1	1	50.5387316196109	1	38.8209506269847	1	1	1
CBWD5	1	42.6367220352977	1	1	1	1	1	1	1	1	1	34.356598668786	1	91.418240207198	39.6944633669764	1	1	34.7666678843933	43.8537390155574	1	1	1	111.06997204841	1	1	1	1	1
CBX4	1	52.0255717961406	1	1	1	1	1	1	1	1	1	1	1	52.1056407606903	1	1	1	42.2294377130887	71.6288822343402	1	1	1	35.2284895929301	1	1	38.9641819633156	1	1
CBX6	1	1	92.5460152874703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.0739121929967	1	34.290741943982	1	1	36.605590960716	1	1
CC2D1A	166.243347751078	1	1	1	1	1	1	46.3760130712284	1	22.9954140162273	1	1	1	1	29.916487222997	1	1	1	43.6064431645467	1	1	1	36.1375946701963	1	47.3770663995986	1	1	1
CCBL2	1	1	1	1	1	1	1	1	1	1	1	32.3670807503891	1	36.6786241841846	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC102B	1	1	122.377280206843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	303.057397466793	1
CCDC106	1	32.966648082276	1	1	1	1	1	1	1	1	1	31.6304444709081	1	47.0476951526779	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC109B	1	39.3356329405367	1	178.34616989176	122.554925203556	96.1401775460517	81.0629793804903	76.9834900879301	97.4167852363354	49.6403060656476	1	1	1	1	35.937237600728	137.357409919842	101.68741407995	35.8188836305399	1	1	98.4627804766915	75.418677741975	1	87.7913773604194	1	1	1	51.3827322445998
CCDC112	1	1	1	1	1	1	37.8209195338843	1	1	25.5651794879262	1	24.3586885340863	1	1	29.7394762595	1	1	1	39.1872509195341	1	1	1	1	1	1	1	1	1
CCDC117	1	1	1	1	1	1	1	1	1	1	1	48.4090798648976	1	94.3697799383988	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC125	1	1	1	1	1	1	1	1	1	1	1	1	1	33.3195560805114	1	1	1	1	1	1	1	1	44.8303224466377	1	1	1	1	1
CCDC126	1	35.2769956472266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.006918324078	1	1	1	1	1	1	1	1	1	1
CCDC130	1	1	1	1	1	1	1	62.5147215589676	1	1	1	28.2682046219522	1	1	35.1412234463462	1	1	1	56.6636759400534	1	1	1	40.3039230611828	1	1	1	1	1
CCDC14	1	29.4752952408905	1	1	1	1	1	1	1	38.6254453137613	1	1	1	67.0965309865639	35.8411206147072	1	1	34.9239053085055	54.995712692115	1	1	1	27.5454607303932	1	62.1694323339831	58.3634127245929	1	111.390584929981
CCDC159	1	1	1	1	1	1	1	1	1	1	1	1	1	32.6745652611835	1	1	1	1	1	1	1	1	40.4661940748396	1	1	1	1	1
CCDC167	1	1	1	1	95.8351608807764	78.8488617727464	1	1	1	81.6479875483534	1	83.113000137838	78.7896522485767	63.1093324814401	49.4349647138319	1	1	51.6787992494317	59.2064317124132	1	35.850552252558	1	1	1	1	1	1	1
CCDC170	1	1	1	1	1	1	1	1	1	1	1	1	1	71.5664015864303	1	1	1	1	1	1	1	1	60.6707732555958	1	1	1	1	1
CCDC174	1	1	1	135.497279204556	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.352011081757	52.8569626964724	1	36.2804824928413	1	1	1
CCDC178	1	1	1	1	1	1	1	77.956456952782	52.063296910097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.4146285741633	1	1
CCDC186	43.640053106427	60.7248118751341	1	1	1	1	1	1	44.1273953797133	61.4738812137524	1	47.9073303916406	1	47.6824266251313	48.4138049507343	1	1	61.8148397268689	75.4145840874279	1	96.6218573788215	1	110.212238042373	67.5581671244797	53.0339695998139	56.7211080202004	1	78.9869152189507
CCDC24	1	37.1526997345326	1	1	1	1	1	1	1	1	1	1	1	54.0940018857115	1	1	1	32.6249015193499	1	1	1	1	1	1	1	1	1	1
CCDC28A	1	35.5626431961355	1	1	1	1	50.7974498470698	1	1	1	1	1	1	59.0477304732917	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC3	1	1	157.50891493702	1	1	1	1	94.2660865902104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.6766959208498	1	1
CCDC34	1	36.8723259588089	1	1	1	1	1	1	1	99.7490446235023	1	47.7242896872867	1	35.7363327933279	44.2155490700437	1	1	27.272610545339	1	1	1	1	36.7451897591958	1	50.5001759230103	1	1	1
CCDC43	1	1	1	1	1	1	1	1	1	1	1	33.1707425905253	1	1	1	1	1	31.6033296647579	1	1	1	1	1	1	1	1	1	1
CCDC50	47.3475906287469	1	92.9918878976554	95.3354142087885	1	1	81.8885794590902	163.76802285538	174.534259730454	49.8748251754066	1	1	56.1891840381737	1	69.8042266412013	32.7137294795758	229.909502390056	36.4252325051752	43.9163223451206	64.8794176104834	232.27848816359	65.8456169521859	26.046739448467	1	38.8769863346098	171.753571161501	81.9216480767733	333.751714457663
CCDC58	1	1	1	1	1	1	1	1	1	56.6230827854124	1	25.7272014416569	1	1	1	1	1	45.115818145203	1	1	1	1	1	1	1	1	1	1
CCDC64B	1	60.0598565780047	1	1	1	1	1	1	1	32.8485602996293	1	35.1821319473622	1	49.2190469842886	67.0626232233607	1	1	84.7048219625102	90.0052144542844	1	1	1	65.0999323950587	1	49.4805290554881	1	1	1
CCDC66	1	1	1	1	1	1	1	1	1	1	1	1	1	41.3360163638199	1	1	1	1	1	1	1	1	1	1	1	38.2338119898606	1	1
CCDC68	1	1	1	1	1	1	1	1	47.0487786228236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC69	1	1	1	137.500342401929	1	1	1	1	134.963456288153	1	127.063345017899	1	1	1	1	1	1	1	1	1	66.398004535144	1	1	99.337742860092	1	35.2764983535879	1	1
CCDC74A	1	72.8377925523998	1	1	1	1	1	1	1	1	1	56.7825259623618	1	167.264232291688	1	1	1	1	1	1	1	1	66.3244445627442	1	1	1	1	1
CCDC8	90.5717389917922	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.7629376625721	1	1	1	1	1	1
CCDC80	1	1	79.0579783851259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1260.76732035795	1	1165.21709476344	1	1	1	47.7351837006875	132.640584277764	258.689371360292
CCDC82	1	1	1	1	1	1	1	55.0140173436341	43.2290095777849	1	1	1	1	1	48.4219788104869	1	1	1	1	1	1	35.2341191085026	1	1	1	53.8396538753666	1	141.979219285276
CCDC86	1	1	1	1	1	1	1	1	1	49.2675850521482	1	29.6279469700623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC88A	1	1	1	1	1	1	183.026088699348	1	51.4826361119949	1	1	1	44.9282190014941	1	60.0746727924679	156.386438562089	1	1	1	1	164.970291659595	1	1	1	1	32.2358187301502	1	1
CCDC88C	1	1	1	1	1	1	1	1	1	1	114.03853340164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCDC97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.3777719919393	1	1	1	1	1
CCL14	1	1	1	1	1	1	1	1	245.711052091337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.9116286661047	1	1
CCL18	1	1	1	1	1	1	241.367107740306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCL19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1282.21948082879	1	1	1	1	1	1	3523.19221585047	1
CCL2	1562.7724551322	1	1121.94208511268	1	1	1	1097.54951150637	247.688925514393	472.501127707546	1	1	1	1	1	127.199787068248	197.730899783867	1	1	1	951.727446895959	1	439.580331092471	1	1	1	292.511843573814	4106.16830378556	18.4604793025965
CCL20	1	1	1	1	1	1	168.403555238816	1	1	1	1	1	1	1	1	353.827828495031	1	1	1	1	1	1	1	1	1	1	1	1
CCL21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1463.93027177634	13956.1512166233
CCL23	1	1	1	1	1	1	1	1	84.5727586268103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCL28	1	1	1	1	1	1	1	1	1	35.4995358319028	1	1	1	1	1	1	1	53.1196914439958	1	1	1	1	1	1	469.814936023485	1	1	1
CCL3	1	1	1	1	1	534.216601420709	2855.05627944341	1	1	1	1327.30951459965	1	1	1	1	1020.34453568464	1	1	1	1	399.515331588053	1	1	861.546601027929	1	1	1	157.196294862092
CCL3L3	1	1	1	1	1	1	1023.54906226582	1	1	1	1	1	1	1	1	365.39671576185	1	1	1	1	1	1	1	1	1	1	1	1
CCL4	1	1	1	1	666.396488034033	9326.9692662482	2912.34887418308	1	1	1	10439.7595230443	1	1	1	1	827.47861473329	1	1	1	1	555.754282950975	1	1	6389.13130046931	1	1	1	81.0135353963795
CCL4L2	1	1	1	1	1	2128.87820633445	1429.78665276344	1	1	1	1044.1300939773	1	1	1	1	429.842630017956	1	1	1	1	521.631554414034	1	1	790.363620294846	1	1	1	1
CCL5	1	1	1	1	728.893308880427	5390.53567502339	147.14234455182	1	1	1	4065.32967214999	1	1	1	1	1	1	1	1	1	1	1	1	4146.89519749668	1	1	1	117.747125817714
CCL8	1	1	208.407807736873	1	1	1	339.806743516939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	374.22031144455	1
CCM2	41.4149041481552	1	1	1	1	1	1	65.1752419401147	1	30.1376624611054	1	1	1	1	28.1722781943705	1	1	1	1	1	1	1	1	1	1	31.7934135005368	1	59.4047291998334
CCNA2	1	1	1	1	1	1	1	1	1	56.290016867465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCNB1	1	1	1	1	1	1	1	1	1	163.028283503569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCNB1IP1	71.8346681144995	40.4361803511205	1	1	1	1	1	1	1	48.2111612174361	1	37.3577262410611	1	1	62.9196154492446	1	1	31.863699438057	58.1579497000104	54.6982277623854	1	1	37.2840632491822	1	94.4548300106862	54.9892345191979	1	1
CCNB2	1	1	1	1	1	1	1	1	1	103.511800678317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CCNC	1	59.5650292054121	1	1	1	1	1	80.3125085481303	46.8319504501313	103.127468796173	1	106.793348529561	52.2637673801595	60.5151110394104	90.5813418148058	1	1	77.0475442341125	80.3948383213525	1	54.3962783599245	1	67.8237629928525	87.7313182809825	70.8834714194971	63.7410451102932	1	105.321913486369
CCND1	1	299.429203023583	186.766645962879	1	1	1	92.8396609566432	61.6631430608018	1	316.740261663835	1	519.563428716734	1	547.122593860307	616.428659206527	1	1	241.806458611516	397.687599053249	62.5955239669841	99.5765204991868	58.6604950855459	193.949932031547	1	166.657148776685	167.171533487694	104.077715621457	528.155936215362
CCND2	80.9934189902295	1	1	1	130.129271533956	166.379651954585	1	1	1	1	263.065813253952	1	97.6213721064325	1	1	1	1	1	1	76.0230649714701	1	78.6602270360508	1	170.051163536483	1	53.3291879174711	128.236512048423	1
CCND3	178.048340469219	31.2756672505801	1	143.301296267367	201.868495431391	238.084732175865	35.3680014430543	70.7257520036135	102.839708298455	56.1800281854532	572.778107748273	34.3933474847317	1	1	64.8036647804082	94.7561213697665	102.466743619147	37.8026873901309	1	1	140.132560148452	57.0162368104532	32.7295793315794	240.598299247211	60.3870729193486	90.8396549861621	52.8048424481406	83.8047393871726
CCNG2	55.8841999505013	85.5154781853793	1	1	1	1	1	1	1	1	1	30.6743727224204	1	94.9111158219961	1	1	1	60.5992014091564	49.2484138872382	1	1	1	140.925335654647	1	1	1	1	1
CCNH	1	32.3516893712063	105.871952819606	125.748619668656	299.210031875122	296.512315967512	92.7018538808959	1	39.6759373921648	33.448120800379	168.587034183142	29.1581531883865	1	42.8349241493827	1	98.457625769392	180.49917442885	26.1910634711948	1	65.8568696050823	138.998323924662	49.7508445435625	31.3086671441707	253.683628623105	27.0243498244204	38.4283757472302	48.2281412255049	128.819085851658
CCNK	1	39.6800499892996	1	1	1	1	1	1	1	49.3419702025501	1	25.6551995394175	1	1	42.0367878388099	1	1	29.5488688883417	79.0902185988953	1	64.9040302735505	1	39.100273767097	1	25.2405777902131	1	1	89.1515709067822
CCNO	1	48.2531491462079	1	1	1	1	1	1	1	1	1	1	1	84.5626956197423	1	1	1	47.2139839480369	56.5487772961777	1	1	1	1	1	1	1	1	1
CCNT1	1	1	1	1	1	1	1	55.6408899274085	1	1	1	1	1	1	1	1	1	1	1	1	37.7760340317197	1	39.5790887415447	90.1791025775602	1	1	1	1
CCNT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.524523430631	1	1	51.3792799912038	1	89.1515709067822
CCNY	1	1	1	1	1	1	1	71.1475620650207	46.9689946671746	1	1	1	1	1	28.037683893789	1	1	1	1	1	1	1	1	1	1	65.31921263876	1	1
CCPG1	75.3370775964737	39.4368916133687	105.508624919148	1	1	1	66.8763583628074	195.316424549517	88.77165134628	1	1	35.9216397343732	99.2140933093822	42.0040098154847	53.5307308446626	1	1	56.0064267221321	1	129.348279232672	34.5994151863687	164.688408720471	77.0348214658703	1	42.0838989070631	95.9864084969389	72.5221534870982	86.3379950591586
CCR1	1	1	1	1	1	1	81.8618153354089	1	1	1	1	1	1	1	1	50.3535805207873	1	1	1	1	1	1	1	1	1	1	1	1
CCR7	1	1	1	500.456866624964	382.655940342626	1	1	1	1	1	1	1	1	1	1	1	329.915971922528	1	1	1	146.838051458789	1	1	72.8843504575347	1	1	1	1
CCRL2	1	1	1	1	1	1	72.867659306258	1	1	1	1	1	1	1	1	110.053071336041	1	1	1	1	1	1	1	1	1	1	1	1
CCS	1	59.8621334299678	50.2592503627469	100.916519858976	1	1	31.2363127944932	1	49.4632566644512	45.6411569415904	1	51.3031251904467	1	77.8783548900564	48.1524022119918	1	1	62.2884343657177	56.0906758786881	55.9970516704766	64.0253452025684	101.500551947483	74.9289711592881	1	71.5071884422567	70.1822135837027	42.3791983730088	1
CCSER2	1	39.3291052590125	97.7201629281072	1	81.4265940352561	116.663054747877	1	79.2900971927348	52.5452920038208	67.4653182867232	106.028122094838	43.0827154026461	1	1	65.192144586204	1	1	37.6454277977456	60.2736268719231	50.8442386772115	1	66.8496398302251	47.4809089057037	97.0766111116093	52.1335714289687	41.7695201376843	65.8387249396686	1
CCZ1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.545963347494	1	1	24.86878258518	1	1	1	1	1	1	1	1	1	1
CD109	1	1	1	1	1	1	1	1	61.453439834177	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.0971573027229	1	1
CD14	1	1	1	1	1	1	868.48833132916	1	1	1	1	1	1	1	1	645.094062524108	1	1	1	1	1	1	1	1	174.293114499039	1	1	1
CD163	1	1	1	1	1	1	302.450719761055	1	1	1	1	1	1	1	1	127.314159465227	1	1	1	1	1	1	1	1	1	1	1	1
CD163L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.4137719809209	1	1	1	1	1	1	1	1	1	1
CD19	1	1	1	231.150271657104	1	1	1	1	1	1	1	1	1	1	1	1	182.418521215945	1	1	1	1	1	1	1	1	1	1	1
CD1C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149.149467130423	1	1	1	1	1	1	1
CD1E	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.6681315418109	1	1	1	1	1	1	1
CD2	1	1	1	1	865.585106781852	794.56190653514	1	1	1	1	418.178406582077	1	1	1	1	1	1	1	1	1	1	1	1	459.556374333861	1	1	1	1
CD200	52.8126842192218	1	1	109.808662633995	1	1	1	141.156636207512	78.3036862277932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	162.582241938851	1	148.067212669068
CD209	1	1	1	1	1	1	119.080257072272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD22	1	1	1	214.047906026911	1	1	1	1	1	1	1	1	1	1	1	1	133.249525313326	1	1	1	1	1	1	1	1	1	1	1
CD226	1	1	1	1	1	1	1	1	1	1	120.708452928744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CD24	1	4139.02670751217	1	347.825236489548	1	1	1	1	1	16095.1235423777	1	10042.9126968072	689.421454468253	1150.28936446261	3485.01677313863	1	332.438683899355	5369.36825840644	17620.5577179752	1	1	1	2709.31284246309	1	1081.45303226648	1	1	590.177612514227
CD247	1	1	1	1	194.940450738385	230.857504168562	1	1	1	1	503.524253922222	1	1	1	1	1	1	1	1	1	1	1	1	315.045852938686	1	1	1	1
CD248	1	1	122.490859969131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	235.85840285375	1	263.55821716682	1	1	1	1	217.970946132594	1
CD27	1	1	1	1	275.295844588952	318.829992318558	1	1	1	1	1	1	268.682461392531	1	1	1	155.020872632214	1	1	1	1	1	1	1	1	1	1	1
