NAME	Myoepithelial	GenMod1	PVL Differentiated	B cells Naive	T cells CD4+	T cells CD8+	Macrophage	Endothelial CXCL12	Endothelial ACKR1	GenMod4	NKT cells	GenMod2	Plasmablasts	GenMod5	GenMod3	Monocyte	B cells Memory	GenMod6	GenMod7	CAFs MSC iCAF-like	DCs	CAFs myCAF-like	Mature Luminal	NK cells	Luminal Progenitors	Endothelial RGS5	PVL Immature	Endothelial Lymphatic LYVE1
HMG20A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.5079628313224	1	1
HMGA1	1	128.55032240243	1	100.527308570693	88.7962338620453	120.41221093559	107.264822625643	1	1	553.29326435227	112.732159905809	318.49779040381	80.3887903775337	68.1290877206614	444.469887018208	186.951614361564	176.506927986174	126.123547032775	177.477772678571	1	182.289042808224	1	39.1116429501692	1	225.589394383948	1	1	201.462065326511
HMGB2	111.927041660733	48.2740305796178	67.9663881136394	1	308.034416806382	266.893155984658	100.32246712673	71.1041795185885	130.746897490111	349.344754505073	358.447069599457	37.9856838556149	1	59.4079191375531	84.5485634146177	124.540202160678	110.511107738749	44.4731485400861	40.9079887872463	98.7723387571393	129.489308594323	58.9260511990879	100.526782632355	257.390907561158	52.9884858614483	74.5607570347272	97.7453368315115	291.216145140896
HMGB3	1	1	1	1	1	1	1	1	1	315.527097513861	1	133.208468791418	1	1	1	1	1	142.779958884711	54.289921888577	1	1	1	1	1	1	1	1	1
HMGCR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.5956889477512
HMGCS1	1	75.8722320033189	1	1	1	1	1	53.6212114869379	1	70.6798614762455	66.0422744438409	60.710023239174	1	48.8113788898716	1	1	1	57.2528667936675	106.468283085534	1	1	1	36.4590714624144	69.0289696258102	44.2914541323417	1	1	1
HMGCS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119.974695205068	1	1	1	1	1
HMGN4	66.9380698375797	1	1	1	83.8434088364901	105.45129090484	1	1	1	1	1	1	1	1	36.5070856478245	1	1	1	1	1	45.6879432466285	50.8790847840634	29.82638527995	1	40.0651945462957	1	1	1
HMGN5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.7658529193126	1	1	1	1	1
HMGXB3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.4800898485144	1	1	1	1	1	1	30.0515738744492	54.3333308060284	1	32.924207961587	47.8391828220294	1	1
HMHA1	1	1	1	1	1	88.6950988243772	47.9469012849263	1	1	1	1	1	1	1	1	48.4671177971795	1	29.3622483979087	1	1	57.3667553809303	1	1	100.112350196782	1	1	1	1
HMMR	1	1	1	1	1	1	1	1	1	49.2275670338109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HMOX1	1	1	1	1	1	1	407.54634416945	1	1	1	1	1	1	1	1	158.856514869869	1	1	1	1	74.1916312041324	1	1	1	1	1	1	1
HMOX2	1	75.349879417865	1	1	86.3768317833182	124.568047182721	1	119.523791822218	43.280865776385	58.4515892906214	138.689501055504	82.1505058594723	1	57.2244891361428	44.1777420557204	1	1	59.8905080038814	75.2306011633911	1	1	47.0485760755359	58.9923570331363	82.7584907380016	39.1275089817956	75.9690780590708	50.1671309966108	170.024773301645
HN1L	1	70.04657239185	1	1	1	1	1	1	1	96.009974869351	1	82.0036111189265	1	110.272690643546	50.3731585979641	1	1	89.6773656016068	72.459402848779	1	1	1	56.9052663608302	1	1	1	1	1
HNRNPH2	1	29.8898928156174	1	1	1	1	1	1	45.1062818886648	1	1	39.3021756723344	1	76.551544723189	1	1	1	35.5861893304838	1	1	1	1	67.3827411811321	1	1	47.4888219354325	1	1
HNRNPLL	1	1	1	1	140.453659627465	106.583339150447	1	1	1	47.4787453084636	1	26.4659408188886	1	1	34.4749030318142	1	1	1	41.80297319246	1	1	36.7147163260621	51.254539596847	1	28.5739034029471	1	1	86.619810890899
HNRNPU.AS1	1	56.3271418468638	1	1	1	1	45.2250760724141	83.4271218681681	1	1	1	1	1	1	32.9193469710073	60.3690479518931	1	35.2731214018836	64.2597504981026	1	1	1	1	1	1	44.3648939499248	1	1
HOMER2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.5630198129567	1	1	1
HOMER3	1	1	1	1	1	1	1	1	1	49.9764763951069	1	1	1	1	52.9754895728204	1	1	30.1505783703951	35.7457113717586	1	1	1	1	1	1	1	1	122.059229428388
HOOK1	1	1	1	1	1	1	1	1	1	35.1842909307281	1	33.4609683785684	1	45.6693191236051	28.9332458902007	1	1	31.6690517603736	34.1652557259689	1	1	1	84.7648203731124	1	33.6482849563742	1	1	1
HOOK2	90.31772674638	141.363337241049	1	1	1	1	1	1	1	106.185155813733	1	80.0222240857515	1	118.974974212089	139.123813782026	1	1	120.674815492791	210.68874009685	1	1	1	174.43202983566	1	108.152813722917	1	1	79.8310505101335
HOPX	1	1	113.994327463155	1	1	345.387280676128	1	1	58.1136455480195	1	905.505329361534	1	1	1	1	1	1	1	1	1	1	230.115381294016	1	868.543668685465	1	81.6081405101119	197.106973474882	1
HOTAIRM1	91.5209613745844	1	1	1	1	1	1	1	1	1	1	1	1	1	34.0231761042194	1	1	1	1	1	1	1	1	1	75.6665841656371	53.3332364435038	1	108.873148912386
HOXB.AS1	1	1	82.6477839464173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HOXB2	1	148.114151317127	72.7820996132831	1	1	1	1	63.6563774560816	1	1	1	92.6911940580957	1	122.722483442485	1	1	1	97.3939271373005	78.4760921597287	1	1	102.774168922412	43.1596566635596	1	1	39.4229977047252	85.7289828872982	1
HOXB7	1	1	1	1	1	1	1	101.719685831998	46.6524825505476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.0047021639473	1	1
HOXC10	1	87.0981990381811	1	1	1	1	1	1	1	43.0546408361132	1	37.1711719475176	1	1	1	1	1	51.1070802180244	71.2750873305328	1	1	1	1	1	1	1	1	1
HOXC6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.5002032750219	1
HOXD8	1	1	1	1	1	1	1	112.917252275648	66.2964591705829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.8253632775111	1	237.649271653946
HOXD9	1	1	1	1	1	1	1	111.66195710971	74.6558533927351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.5223688535424	1	105.561340993372
HPCAL1	1	29.5264472728654	1	1	74.3662233191619	1	58.8304071126151	146.932362297778	106.757588484302	111.765283568713	1	57.4917510173487	57.6766522584334	1	55.9693542690233	75.3476521626398	1	66.4823768609808	67.9576467816305	1	1	1	1	87.9805342213387	1	108.008292708616	1	102.27395576297
HPN	1	56.3474929281823	1	1	1	1	1	1	1	1	1	38.111605560985	1	79.3097196652921	1	1	1	26.6498261983383	36.254764317076	1	1	1	48.0154424922606	1	1	1	1	1
HPS1	1	29.5523596488813	1	1	1	1	65.275332896751	1	1	43.8432251524173	1	40.3694013103744	1	1	100.386536970248	69.4933798945079	69.3767488503048	42.4258345592101	36.9218572691476	64.397986776091	73.50762192218	36.4429070417922	40.2066568257487	1	51.7298474941627	1	45.8561520814274	1
HPS3	1	1	1	1	1	1	51.0773030304519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HPS5	1	1	1	1	1	1	46.5668526893665	1	1	1	1	1	1	1	1	38.2642745811747	1	1	1	1	64.9696550216551	1	1	1	32.2174024040512	1	1	52.1071630047144
HPSE	1	1	1	1	1	1	44.1638210179544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HRCT1	1	1	1	1	1	1	1	1	51.067582302677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	158.259679179757
HRH1	1	1	1	1	1	1	1	43.4446560399862	38.2512357495158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.5326217834045	1	1
HRH2	1	1	98.9273264836287	1	1	1	1	1	1	1	1	1	1	1	1	64.4623488409043	1	1	1	1	1	1	1	1	1	1	1	1
HRSP12	1	1	1	1	1	1	1	1	1	1	1	40.1479675002698	1	36.8424907418698	48.4738516602956	1	1	37.4795639498978	1	1	1	1	1	1	1	1	1	1
HS3ST1	1	1	1	1	1	1	56.2177422778402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	177.389487903648
HSCB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65.9875242017582	1	40.9249642973376	1	31.0987625587097	1	1	1
HSD17B11	1	1	91.7068652304162	1	85.6779467984829	81.0367259599928	120.636077971765	135.415918352194	180.320625346187	1	1	1	1	1	1	88.7591141469371	91.225757911589	1	1	163.503812572515	82.0338294958663	81.1471560720338	1	123.031644332672	1	129.375745257333	116.341259878735	1
HSD17B7	1	33.3788593239568	1	1	1	1	1	1	1	33.5185297869269	1	37.4804893210285	1	47.0391235875036	1	1	1	34.6248365338418	38.4534530940543	1	1	1	1	1	1	1	1	1
HSD17B8	1	1	1	1	1	1	1	1	1	1	1	28.6630879782234	39.1918055322751	1	1	1	1	1	1	1	1	1	54.4302658045489	1	50.5614352382724	1	1	1
HSD3B7	1	34.2799806943114	1	1	1	1	1	1	58.9480735760906	1	1	1	1	40.1924044236278	33.7424823803407	1	1	25.6861577795195	1	1	1	57.6847799844501	1	1	1	1	1	170.336843611548
HSDL2	1	1	102.201043041138	1	1	1	1	1	1	42.7702582124547	1	44.6234138973668	1	44.2071600142313	1	1	1	30.5678461314922	1	1	1	1	37.3607768075791	1	27.061094781282	39.2112743183551	1	1
HSH2D	1	1	1	140.54051966147	1	1	1	1	1	1	149.495099661922	1	71.5917378517333	1	1	1	153.83413976849	1	1	1	37.1684075485637	1	1	96.6928775926863	1	1	1	1
HSPA12B	1	1	1	1	1	1	1	99.3545953818754	69.8241049379806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.5203054220592	1	140.021212572579
HSPA14	1	1	1	1	1	1	1	1	1	71.049394444033	1	37.1684819670465	1	1	49.9559822234318	1	1	1	1	1	1	1	1	1	1	1	1	64.4876977580017
HSPA2	94.5274049886131	45.6766248782831	111.956724111939	1	1	1	1	77.8389208983272	66.2569042523791	1	1	50.9445344909453	1	82.3445020012764	1	1	1	41.3222395216991	1	1	1	1	40.533701792386	1	1	63.2033678455189	119.103000037319	1
HSPA4	1	82.6127882365789	1	92.4729538032261	102.999748345902	111.390613159329	87.2167619651331	1	43.6051705959391	62.0253563389118	1	64.0534285233517	1	81.0402177184171	65.1492348429207	75.6543651339797	183.596708120255	83.028207022073	80.9988686628801	1	62.5873144768982	49.5563111364689	66.5150619613267	118.814991309063	40.5994047760329	45.3196946426332	1	121.885526805935
HSPA6	1	371.390685885548	315.994887246911	1	1	1	327.535035337332	1	1	1	1	1	1	252.231636391058	1	267.959161797357	1	143.429316504499	88.7447461340414	394.869781349807	172.504101360212	395.144152120356	1	399.812620927032	1	1	305.584841204636	1
HSPB6	1	1	255.462049829444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	180.527536643235	1	66.5349085690872	1	1	1	1	148.383873853363	1
HSPB8	164.250535454049	87.1569479530676	154.415088631251	1	1	1	1	1	49.7290117800503	1	1	1	1	1	1	1	1	1	1	1	1	1	113.369448314374	1	1	1	1	1
HSPG2	1	1	1	1	1	1	1	974.017801833398	769.234260485734	1	1	1	1	1	1	1	1	1	1	196.080056919703	1	272.522542471275	1	1	1	1405.53664355686	1	294.492726713759
HTATIP2	1	44.8638115881747	1	1	102.63582449026	1	91.346127414892	1	78.0582304938613	77.956591423589	1	84.7620896378467	1	52.9195568938393	138.349154200784	62.0868478006302	1	82.4808954092805	57.8270025193268	1	1	1	104.750095210657	1	38.4954452027075	37.0213347042945	1	59.4047291998334
HTRA1	1	1	66.3519316268382	1	1	1	1	125.017403883324	119.383860111843	1	1	1	1	1	1	1	1	1	1	381.625378417321	1	519.426181811967	1	1	1	182.115291892524	1	148.512931611231
HTRA2	36.6846907781672	1	1	1	1	1	1	1	47.7653408164688	32.7955416465428	1	32.2128488056277	1	1	48.8310934152645	1	1	30.6874472035839	1	1	1	1	1	1	1	62.4357865293057	1	143.482612444525
HTRA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	167.454493693608	1	487.068017412311	1	1	1	1	1	1
HUS1	1	1	1	1	1	1	1	1	1	38.3017970131234	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HVCN1	1	1	1	417.381050702597	1	1	44.1775343981649	1	1	1	1	1	1	1	1	1	207.743003436094	1	1	1	40.8889502983512	1	1	1	1	1	1	1
HYAL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.1885848101022
HYAL2	1	1	1	1	1	1	1	389.791942030414	404.742583297962	1	1	1	1	44.6831396384524	1	1	1	34.9080888306667	1	1	1	1	1	1	1	350.782518697758	1	339.139150300515
HYOU1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.5533969451969	1	1	37.5888311850392	53.5473381972564	1	60.2058094638245	1	34.66869353865	1	1	1	1	1
IAH1	55.9122795189851	78.6836639855745	117.746868117327	1	1	82.0696734280212	65.6083824513967	1	1	91.7670442384275	124.797060407155	87.6199220676616	1	72.0294164317112	121.726714745188	64.0194723247142	1	99.6911376369424	74.2372596282403	126.878555830435	58.6279253782156	107.114003615343	66.7248311392338	77.5644735981011	42.3171927442378	47.8978578615003	85.7857887677467	1
IARS	1	1	1	1	1	1	1	1	1	32.2297581439156	1	23.1046835314422	1	40.3860386467147	47.4079756598619	1	1	31.4974486651268	41.2838547817724	1	1	1	46.3928262293673	1	1	1	1	1
ICAM2	1	1	1	1	92.972504043393	1	1	829.890434171269	226.521016576905	1	169.64977162228	1	85.4815002806611	1	1	1	1	1	1	1	1	1	1	1	1	415.804319334027	1	168.450474314158
ICAM3	1	31.5105115157075	1	171.901559750157	212.251156972067	174.965248437432	1	1	1	1	240.004111908017	29.6006386802789	155.12114576549	1	1	60.654973630838	200.832847116733	33.2492147544948	1	1	125.14679555743	1	1	221.387018942912	1	1	1	119.200767329337
ICE1	1	1	1	1	1	1	1	1	1	38.6524843425879	1	1	1	1	38.4435230333903	1	1	28.1750709805966	40.3438906238607	1	1	1	1	1	1	39.3237764825405	1	1
ICK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.2387754965576	1	1	1	1	1
ICMT	1	1	1	1	1	1	1	1	1	67.8366082507864	1	31.8339712540218	1	1	39.2753141135535	1	1	36.3273674210163	43.4454789054475	1	1	51.3202756565118	1	1	1	1	1	1
ICOS	1	1	1	1	407.298952904585	200.924220096167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ICOSLG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.0340903385142	1	1	1	1	1	1	1
ICT1	1	48.4260577637361	1	1	1	1	1	1	1	76.3477525235391	1	88.2585186816139	1	55.9388300364138	57.5411791233286	1	1	41.9890628061605	64.8632776617753	1	1	1	89.4408142173376	1	30.1759396808314	1	1	1
ID1	99.8950384530023	1	313.050572366026	1	1	1	1	1183.60429664793	637.084892158798	44.5929326537687	1	1	1	1	56.0704242962044	1	1	1	1	244.210939669318	1	182.239251696202	1	1	1	934.407963838102	113.658601539471	925.853806547297
ID2	93.0623525034466	239.911427452471	133.334022211435	1	293.91898642944	492.453577203168	411.561363137541	265.523777851523	147.39429644452	186.452776908809	695.828939329858	145.292079863698	1	52.7452451999865	57.6719731909028	289.089082297175	1	112.507638407044	290.390038956305	223.713566221459	342.797272537812	120.621671192518	67.1354222193554	817.620444604776	99.1756404581644	350.662401204629	86.0051270976684	244.878467997139
ID4	283.559883744064	1	138.732768222494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.8945843634701	1	1	66.7595301860093	1	184.069459293191	1
IDH1	1	56.6512882320783	1	1	1	1	129.711513267161	1	1	71.7511460954261	1	91.8514755773726	1	100.73091300414	72.3746644327446	1	1	54.0456486964834	71.5854266073621	1	1	1	91.3168296364494	1	1	1	1	1
IDH2	1	268.330631864144	1	1	101.020854829171	187.543167711924	123.368299094714	1	1	775.570974543874	114.978819485993	621.247830693014	239.981839565372	147.154857971313	244.522463653085	156.663435159352	117.731541701332	329.909716749036	570.42134744058	1	133.557112325113	60.6914565700254	179.215677350763	127.518938426062	113.7190508697	55.8369096501065	45.0717623261107	46.8236424303152
IDH3A	53.5553132725108	1	1	1	1	1	1	1	1	1	1	27.9372406271663	1	1	1	1	1	22.0371490290602	1	1	87.4525793808185	1	1	1	1	1	1	1
IDI1	1	79.8945003720768	1	216.322700668696	161.228148665988	140.757639159201	54.7493702503122	88.2294652419389	69.6094757942493	141.911371865717	209.391540557872	104.807256055726	1	56.0943570494905	80.204956778771	72.5759526557491	156.182160041643	76.667922627377	120.676289590134	1	82.6355749934125	1	56.4432977799271	228.318422634385	47.3315181933628	83.9408030638818	1	64.1311088770188
IDO1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	128.660336366756	1	1	1	1	1	1	1
IDS	97.0291092159499	81.4661790468893	119.838714086523	168.558710716746	337.336951998686	328.415607476863	101.889528817675	42.0589729773986	57.5260753490422	35.3320240989583	269.631616043086	33.7806213286245	51.846345396827	44.1582481734146	55.1666088932192	127.193498273791	189.185703634253	56.2595190619543	70.4761662941103	144.945533730682	175.405422253756	100.227245794504	56.2198278967386	286.559972418734	30.9559509416028	57.9562954923049	117.278447644522	1
IER5	68.5179744667017	162.253180624124	1	1	1	1	225.263693853956	104.641950220277	105.480092106054	1	83.2226570102698	1	1	1	1	182.400194868821	80.2823242342418	50.8250779137551	81.5793340066854	82.5498976246433	245.023414655271	77.7003999019105	115.361852493363	153.938595844405	65.2881865771774	57.0175010725022	120.143004923072	1
IER5L	1	1	96.7226744340712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.0033404039931	1	1	1	62.0905386089579	82.2855461995136	1
IFFO1	1	1	1	1	1	1	39.0533740152369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IFI16	199.798458947902	1	240.034405940283	397.511929523836	260.984686522131	291.760620534148	182.354103442065	275.800556134908	365.907164284061	1	322.583796809542	1	1	1	47.217922204465	119.784503068407	251.367922902216	1	1	371.951330042714	215.776519042331	282.90100844359	1	349.747225186971	40.2704928800422	282.159771709997	380.196872986022	164.003598313406
IFI27	1	560.518230315151	841.637063907533	1	1	1	1905.50186470963	5170.27115978972	3059.79308183072	441.159742260287	1	941.341602734639	300.510463750627	1198.92973618425	1349.20831193777	183.773643257407	1	859.907704921416	300.045580070399	1253.39084731232	260.509793539061	2046.14624350745	109.264973595296	1	1	2966.88253300422	1441.47610620799	1731.40882142223
IFI27L1	1	1	1	1	1	1	1	1	1	31.3797974344661	1	24.2467847392128	1	1	24.1051983669673	1	1	39.1003237873189	1	1	1	1	1	1	1	1	1	1
IFI27L2	92.5120724543175	1	109.208096608481	1	76.1744261635808	111.511974953245	112.947725772123	114.402013407273	1	1	1	1	63.265126338972	1	56.5637147324708	81.0478368399746	82.8195887765891	1	1	212.234232451569	92.4346559564772	162.703465638065	1	1	42.8875758544942	71.061180718949	146.700904027845	1
IFI30	1	1	1	1	1	1	209.333719893314	1	1	1	1	1	1	1	1	265.250908957556	1	1	1	1	160.412215644145	1	1	1	1	1	1	1
IFI35	1	1	45.8733764640612	1	1	101.06063985903	95.5596751984903	116.744870082685	60.2437379354272	1	1	38.5965290797686	74.9841894992344	50.0622096794692	46.7696817387476	84.0515433687997	1	1	1	78.7777411854724	96.8685121057985	102.232667114409	44.5981925621352	1	1	84.1984662772589	76.8440366840423	50.8586570407354
IFI44	1	1	1	1	1	94.0788754246339	62.8304654672704	132.156491920373	85.6797669015679	1	1	1	1	1	43.1764906356106	41.082881778461	1	1	1	1	52.1184852158299	38.8834261027705	1	1	1	96.5104814685071	1	1
IFI44L	1	1	1	381.171357079323	140.739653098511	191.160680928994	178.917224832584	402.927648970401	209.280288960876	1	1	1	1	1	37.0648527455325	88.0164184036281	295.78167760199	1	1	105.75412752735	246.704646513803	79.5308127335431	1	182.317347413458	1	133.422277465581	144.46072947889	1
IFIH1	1	1	1	1	1	1	45.9197211411027	1	1	1	1	1	1	1	47.7158252126469	1	1	1	1	1	1	1	1	1	1	1	1	1
IFIT1	1	1	1	1	1	1	116.473173170113	122.258978476415	69.085700109347	1	1	1	1	1	1	1	1	1	1	84.2947138130542	1	73.03254292795	1	1	1	1	1	1
IFIT2	1	1	1	1	1	1	143.927636543745	94.2996116587967	1	1	1	1	1	1	1	1	1	1	1	1	106.605034434283	1	1	1	1	1	67.0419162057818	1
IFIT3	1	1	1	120.947123719235	1	1	146.91685190497	121.292373386545	98.3037024240455	1	1	1	1	1	216.708673879421	68.7315569648729	1	1	1	108.500525246956	1	90.6442019682638	1	1	1	70.3008314792576	229.244026758427	50.6164134416472
IFIT5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.9746349632274	1	1
IFNAR1	45.4499342451116	1	1	1	1	1	83.7437346144837	102.60394549104	74.6750728628553	31.8321567169179	1	38.3986918531812	66.3018190316159	37.8657985575525	46.2960213918922	83.8257359989944	1	39.5211906883927	50.8162478797835	1	41.3486600168154	50.6993868040358	56.9104953445247	1	39.8977954590435	78.3599761479044	81.1093945996056	85.3494901390685
IFNAR2	1	1	1	1	1	1	49.7526630024758	98.7143834622917	39.7814086650194	1	1	1	135.519127867516	1	1	54.8059194553505	1	1	1	1	86.3303107082783	1	1	1	1	48.770530086867	1	1
IFNG	1	1	1	1	1	1112.41060685374	1	1	1	1	610.133341577079	1	1	1	1	1	1	1	1	1	1	1	1	697.207858550381	1	1	1	1
IFT172	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.3036331229511	1	1	1	1	1	1	36.9402389728086	1	1	1
IFT52	1	36.6243711303412	62.677550883632	1	1	1	1	1	1	42.7950995507247	1	57.0396995624006	1	36.3585091776825	37.1170397281049	1	1	34.3819226298377	1	45.0515499505109	1	42.0935243877441	1	1	26.4340104643327	30.5464868658432	1	1
IFT57	110.034332998515	48.5965321485938	71.7334054515489	212.944860771236	1	1	1	1	51.1866507108996	82.6186669596905	1	50.6352411540639	1	1	103.43521999314	1	157.088936874335	37.3734977172335	33.0784501252707	106.32810849613	1	66.826981253854	72.4097455542805	1	68.2899315633889	63.392657855379	59.5994425429962	1
IGF1	1	1	1	1	1	1	82.4778579342892	1	1	1	1	1	1	1	1	1	1	1	1	663.685375454597	1	618.182489144318	1	1	1	1	1	111.84750038897
IGF1R	1	1	1	1	1	1	1	1	1	1	1	1	1	52.9594432713335	1	1	1	1	1	1	1	1	62.4405180655046	1	26.9206660477818	1	1	1
IGF2	1	1	1	1	1	1	1	805.330071081864	1	1	1	1	1	1	1	1	1	1	1	808.64268010223	1	691.836164453358	1	1	1	374.274392008196	1	1
IGF2BP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.6703666059033	1	1	1
IGF2R	1	1	1	1	1	1	48.1281139156046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGFBP2	105.679305820669	38.4019040167558	1	1	1	1	1	94.9349233620863	61.0150354637217	1	1	1	1	60.8669042892049	1	1	1	51.8379632595028	1	1	1	1	1	1	1	76.0896215265174	1	1
IGFBP3	56.0555348704071	1	1	1	1	1	1	2138.1402211237	1	1	1	1	1	1	1	1	1	1	1	271.511223677113	1	182.716753604756	1	1	89.3768030692388	442.984913633234	1	1
IGFBP4	1054.84212136053	172.821642190779	988.630848971027	1	1	1	131.607549612685	811.924221670198	2393.47777975821	1	1	65.0690829005501	1	274.86188397102	296.744424032009	1	1	69.6112280230801	69.3929940035247	2669.82758247346	1	2305.40153033559	571.71483075915	1	46.6906526420054	1747.32772145122	1317.1705364736	971.45515706518
IGFBP5	172.948258939921	479.490039056638	1573.19171610725	1	1	1	1	1	1	233.473294010588	1	317.144401241419	1	119.685348697454	333.981037936592	1	1	398.070933306958	524.192246194171	357.687241997294	1	756.989246249107	1	1	1	678.42747786569	1833.52853071783	210.286133453261
IGFBP6	199.354812102544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	897.193886861705	1	508.609539541674	1	1	1	51.2232682547343	107.895120572622	1
IGFBP7	344.137666240576	1	11461.6195969554	1	1	1	62.704449662929	4708.01664654552	7812.046455787	1	365.436728061803	1	1	1	562.885204254078	84.1756653410181	1	1	1	4757.34611080019	79.421975139847	5993.64501896427	35.1572884330382	1	1	9341.75870285379	13781.5841542679	6136.88190104472
IGFLR1	1	1	1	1	1	1	50.3597587926881	1	1	1	1	1	1	1	1	44.6308231175047	1	1	1	1	76.8345564470472	1	1	1	1	1	1	1
IGHA1	1	1	1	121.716055906206	1	1	1	1	1	1	1	1	6105.63814525015	1	1	1	2085.86004569458	1	1	1	1	1	1	1	1	1	1	1
IGHA2	1	1	1	1	1	1	1	1	1	1	1	1	538.350473597992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHD	1	1	1	250.133108159576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHG1	1	1	1	1	1	1	1	1	1	59.2286988364348	1	46.6242960291336	32668.2827280815	62.9530560065013	1	1	938.58023871964	1	360.198938591938	1	1	1	1	1	1	1	1	1
IGHG2	1	1	1	1	1	1	1	1	1	1	1	1	3996.72142061703	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHG3	1	1	1	1	1	1	1	1	1	1	1	1	8196.39147858713	46.50535214422	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHG4	1	1	1	1	1	1	1	1	1	1	1	1	6011.53943610433	44.4339531149809	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHGP	1	1	1	1	1	1	1	1	1	1	1	1	827.196750043265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHM	1	1	1	562.667186575917	1	1	1	1	1	1	1	1	709.581788303704	1	1	1	1936.29524723458	1	1	1	54.2070535690448	1	1	1	1	1	1	146.924008376778
IGHV1.18	1	1	1	1	1	1	1	1	1	1	1	1	10823.6877229133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.2	1	1	1	1	1	1	1	1	1	1	1	1	4107.24543129724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.24	1	1	1	1	1	1	1	1	1	1	1	1	201.184183031854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.3	1	1	1	1	1	1	1	1	1	1	1	1	1758.68482719877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.46	1	1	1	1	1	1	1	1	1	1	1	1	8535.66761701522	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.69	1	1	1	1	1	1	1	1	1	1	1	1	3935.73189820242	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV1.69.2	1	1	1	1	1	1	1	1	1	1	1	1	1437.16649736171	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.11	1	1	1	1	1	1	1	1	1	1	1	1	784.53490011092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHV3.15	1	1	1	1	1	1	1	1	1	1	1	1	4113.54591240031	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
