NAME	T cells CD8+	CAFs myCAF-like	Macrophage	T cells CD4+	Mature Luminal	GenMod6	GenMod3	CAFs MSC iCAF-like	PVL Differentiated	Endothelial ACKR1	GenMod4	Plasmablasts	NKT cells	GenMod7	GenMod5	PVL Immature	NK cells	GenMod1	Monocyte	B cells Naive	Endothelial CXCL12	GenMod2	Endothelial RGS5	Myoepithelial	B cells Memory	DCs	Luminal Progenitors	Endothelial Lymphatic LYVE1
A1BG	1	96.4179171477664	1	1	59.6854511786131	81.3028639111831	44.9749590760791	1	71.5634383984371	1	53.9194889140216	48.047148295497	1	61.0315057913914	70.4102556989656	102.369623978089	1	93.9146775696637	1	1	1	71.4604327119786	1	46.0601363295763	1	71.0122774901646	39.7857283059818	1
A2M	1	219.642733828165	290.672649682479	1	1	1	1	234.542477653945	850.840010788519	950.806981433701	1	1	1	1	1	1240.52371402497	1	1	53.143373966329	1	2191.26099965703	1	1294.16603764347	316.019745779973	1	1	1	373.084777516844
A4GALT	1	49.3872090517689	1	1	1	1	1	1	52.3661155695942	67.44527915506	1	1	1	1	1	59.5668563033038	1	1	1	1	71.3777930488708	1	81.2029390621693	1	1	1	1	67.3232205166361
AADACL2.AS1	1	1	1	1	1	1	1	104.280811189511	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AAED1	1	1	32.7771896622706	1	33.5157906820709	1	1	61.1854518035729	53.5707605852036	52.0866711829213	1	1	1	1	1	1	1	1	1	1	58.1777332539735	1	28.1468068922037	1	1	1	1	283.396609749076
AAK1	92.0785055429248	1	40.0065255572452	117.831689176947	26.8702329683566	1	1	1	1	1	1	1	1	1	1	1	85.9967541136699	1	44.9589473751543	1	69.6838125117927	1	1	1	1	1	1	1
AARD	1	1	1	1	1	61.8714353344544	85.8149701440149	1	1	1	82.0494162934754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.4606208622874	1
AARS	1	1	1	1	25.4802357750027	1	36.9561241601463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AASDH	1	1	1	1	28.7812681694019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA1	1	49.8273011541178	262.976368042893	1	1	1	1	77.704260898032	1	1	1	1	1	1	1	1	1	1	155.760950382154	1	1	1	1	1	1	1	1	135.37775878233
ABCA10	1	1	1	1	1	1	1	103.368924318902	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.03391389287	1	1	48.5604863911989	1
ABCA6	1	48.4111706418825	1	1	1	1	1	211.940546493995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA8	1	1	1	1	1	1	1	237.017785467893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCA9	1	1	1	1	1	1	1	75.9170532098254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCB1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.8311568545203	1	35.2916198961342	1	1	1	1	1
ABCB8	1	1	1	1	31.7892333353047	25.3424856482284	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABCC3	1	1	31.2428424719427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.4950916551359	1	1	1	1
ABCC9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	242.35588645566	1	1	1	1	1	1	1	1	1	1	1	1
ABCD3	1	1	1	1	54.1370420963744	32.6663803695197	1	1	1	1	1	1	1	1	91.0457006596201	1	1	33.5673357200193	1	1	1	36.0447819448768	1	1	1	1	1	1
ABCD4	1	1	1	1	1	1	1	1	1	141.359654594378	1	1	1	1	1	1	1	1	1	1	59.1646974608676	1	73.129306524485	1	1	1	1	1
ABCE1	1	55.5730823331485	1	1	29.7614084599744	39.0039896330089	57.6685551867865	1	1	65.5975376436119	64.8172533567257	1	1	49.167067980279	44.0263598107464	44.5613130922629	1	1	1	164.685948963336	72.5143763125402	62.3564807283579	38.1706509887762	1	1	73.2990184351653	44.5088884511986	130.782158629071
ABCF2	1	1	1	1	40.1800680133285	1	31.7317074724378	1	1	1	35.9357022492516	1	1	1	1	1	1	1	1	1	1	33.2739009752111	1	1	1	1	1	1
ABCG1	1	1	64.1532581096713	1	1	1	1	1	1	70.8365000702019	1	1	1	1	1	1	1	1	45.3636743703664	1	1	1	53.3816438803094	1	1	41.9381735977191	1	27.5765774475638
ABHD11	1	1	1	1	54.5410685125189	105.057889912836	46.1601499433542	1	1	1	84.4817185308857	1	1	110.363583921432	109.58408858104	1	1	134.765207558244	1	1	1	75.7600210335441	1	1	1	1	56.8224345112342	1
ABHD16A	1	1	1	1	42.8992189349871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABHD17A	1	1	1	1	1	1	1	1	1	44.4696936454971	28.7661116173217	1	110.838137924455	1	1	1	1	1	1	1	86.8239438102477	1	54.6769803497049	1	1	1	1	1
ABHD3	1	1	1	1	1	32.7901016420449	1	1	1	1	1	1	1	1	1	1	84.9924851278089	31.7217558524136	1	1	1	1	1	1	1	1	1	1
ABHD5	1	1	83.5824236003571	1	93.8577543234836	60.617145500131	1	61.87302603534	57.6567816977275	66.5049508512561	1	1	1	66.3386171156353	1	89.3395538985752	104.98687562653	92.759482788142	87.1455035674884	1	55.3785429779839	1	39.6865836375014	73.2698512834251	105.635795132556	1	93.2803315955332	1
ABI1	109.471347128154	62.8720462529998	82.4779082678615	95.3366342382712	45.2410727585	41.8073967610602	46.5206976213846	1	1	48.4361609536954	45.9607163197629	1	79.9939747741077	44.2031804792668	58.3452578524342	1	1	38.3293142338878	64.2135924998929	1	58.3187634759578	42.3386126002557	1	1	84.907642361103	58.6003109959856	53.1505887967824	1
ABI3	90.8294065156292	1	82.4089250664899	1	1	1	1	1	1	73.8671954846094	1	1	227.903101867109	1	1	1	1	1	62.2681760983928	1	58.0051384039353	1	91.1547162266467	1	1	166.165405646953	1	1
ABI3BP	1	95.4571237639083	1	1	1	1	1	135.16861635625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ABL2	1	120.357249054692	108.717467639677	1	1	1	27.3343962123865	70.2888789443774	1	145.492951075001	1	1	1	1	1	1	1	1	115.291621594434	1	234.284487002467	1	108.11519013055	1	1	1	1	36.442993185109
ABLIM1	1	1	1	107.870878203738	1	64.9051738585477	37.421008576381	69.140161334316	1	182.689154801611	46.1859036354887	1	1	80.5137997790459	1	1	132.220976484178	66.1255183105222	1	1	91.3490798777433	37.8610192609512	78.140151190789	48.883244334861	1	1	28.8300320447779	109.494402355557
ABLIM3	1	1	1	1	1	1	1	1	1	38.735877574281	1	1	1	1	1	1	1	1	1	1	48.8964184282807	1	1	1	1	1	1	1
ABR	1	1	40.2342686625285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.4094617282363	1	1	1	1	1	1	1
ABRACL	300.234541878971	104.992022434778	160.536248711152	315.794013917717	119.858968554049	211.192878111055	192.211342150262	1	1	81.9135639612677	330.826649606288	50.773359441198	406.81094317385	216.325320411186	209.189917398093	1	249.564611814765	182.647852144601	213.351883208535	113.57809473081	126.229076129363	311.234887306128	93.0101994972795	1	110.750142379643	210.936834946264	75.3360267663443	85.1824046621155
ABT1	1	1	1	1	1	35.7939682042661	34.1973785061545	1	1	1	62.2057969440448	1	1	36.4726547581579	1	1	1	1	1	1	1	48.0068755999031	45.6158045806865	59.6943414783987	1	1	34.8899999093367	1
ABTB1	1	1	1	1	1	1	1	1	113.796537919125	48.4462954620307	1	1	95.21925121044	1	1	113.760217620904	1	1	1	1	1	1	51.222170803117	52.7177354160268	1	1	1	52.8941154983265
AC006129.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	211.245257146137	1	1	1	1	1	1	1	1
AC007246.3	1	1	1	1	34.3399672509625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.0874192474157	1	1	1	1	1	1	1
AC008268.1	1	1	1	1	43.7788573871088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC013461.1	1	44.607033250314	1	1	51.7984159435589	52.4482056335882	58.2662638759599	86.0953559732382	438.588307463265	1	39.8519674689179	1	1	1	1	200.152261688146	1	57.991463893165	1	1	55.057355746509	1	63.908580444691	127.765983378717	1	1	1	1
AC018816.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	131.252333746718	1	1	1	1	1	1	75.6412658605565	1	1	1	1	1	1
AC079767.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	158.186374951847	1	1	1
AC092580.4	119.327771436758	1	1	1	1	1	1	1	1	1	1	1	139.848653453336	1	1	1	157.207230081056	1	1	1	1	1	1	1	1	1	1	1
AC093818.1	1	1	1	1	1	1	1	1	1	1	1	82.6385834193805	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AC133644.2	1	1	1	113.896765301074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACAA2	1	51.930907730263	1	1	1	1	32.8713207645452	1	1	1	53.7986054555285	1	77.7067362195432	1	1	1	1	1	1	1	1	49.2548478596694	1	1	1	1	29.4957742501659	1
ACACA	1	1	1	1	43.0513544579917	31.8839159551172	1	1	1	1	1	1	1	43.1901061556961	47.8391675627194	1	1	32.4631079822745	1	1	1	1	1	1	1	1	1	1
ACACB	1	1	1	1	1	1	1	1	1	48.7825640918458	1	1	1	1	1	1	1	1	1	1	78.5631602485368	1	1	1	1	1	1	1
ACAD9	1	1	1	1	1	1	1	1	1	1	31.904279651325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACADS	1	1	1	1	56.8105033073926	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.9612408490311	1
ACADSB	1	1	1	1	93.1770384528985	1	1	1	1	1	1	1	1	1	128.390004008825	1	1	34.9878422450279	1	1	1	48.8117852764695	1	1	1	1	1	1
ACAP1	336.516788737167	1	1	318.63542580455	1	1	1	1	1	1	1	1	379.29919795049	1	1	1	343.412646688923	1	1	173.215591050505	1	1	1	1	265.678071639625	65.9507220732887	1	1
ACAP2	117.529730897884	104.457262585068	138.88964050294	89.4123848127479	76.7945511107264	66.2707936778436	57.9077183928164	137.202401919709	72.69001789484	135.828932529007	62.6895095164026	1	133.77729716731	58.7339384149014	84.6381145748921	109.263205663457	99.3007066889241	62.3997684044706	124.309533473668	331.762387341281	140.547567774087	41.6495180826898	143.434974943158	68.9332890666934	116.993935901638	88.678863799075	54.9214325864812	1
ACAT2	1	1	1	1	1	38.6274414305477	63.9695760450317	1	1	1	100.471204746549	1	1	1	1	1	1	1	1	1	1	58.5997858274517	1	1	1	1	1	1
ACBD3	1	48.4251703385108	1	1	1	76.0296988741122	77.5453455107013	1	1	1	45.2631423063577	1	1	68.5285500947579	68.1651680251349	1	1	64.7441715309459	1	1	1	30.1519347290326	1	1	1	1	1	1
ACBD5	1	1	1	1	33.2434983838026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.4944648240964	1	1	1	1	1	1	1
ACE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	200.653779327725	1	62.1078506850015	1	1	1	1	1
ACER3	1	1	53.2003406337784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.2071647702263	1	1	1	1	1	1	1	1	1
ACKR1	1	1	1	1	1	1	1	1	1	3996.16704135395	1	1	1	1	1	1	1	1	1	1	1	1	316.068515898057	1	1	1	1	740.843747428298
ACLY	1	1	1	1	32.5109292916342	43.0941240699094	1	1	1	1	35.6127143199622	1	1	57.0082753616527	84.6987327981512	1	1	39.2594687764218	1	1	1	33.7883135178354	1	1	1	1	1	150.13000970503
ACOT13	1	1	47.5809672673513	1	32.7401920714999	35.33695330818	50.9704069513773	1	1	1	74.3094089820022	1	1	42.7261093517084	1	1	1	1	1	1	1	67.5494123770989	1	1	1	1	1	42.1429468249938
ACOT4	1	1	1	1	1	30.5680962834192	1	1	1	1	1	1	1	1	1	1	1	28.4182312681636	1	1	1	1	1	1	1	1	1	1
ACOT7	1	1	1	1	1	1	35.9721929726143	1	1	1	49.7218793917861	1	1	1	1	1	1	1	1	1	1	26.0859567201195	1	1	1	38.7967726776826	1	1
ACOT8	1	1	1	1	1	36.8664596065544	32.6715826487209	1	1	1	43.1794078709601	1	1	1	1	1	1	36.9708812723817	1	1	1	47.1980793245068	1	1	1	1	1	1
ACOT9	1	48.1080995668947	58.9019852838099	1	1	1	1	1	1	1	27.9122180545733	1	1	1	1	59.1069350041963	1	1	70.0119998677112	1	55.4738217851719	1	1	1	1	1	1	1
ACOX1	1	1	1	1	1	23.7203492551508	1	1	1	1	1	1	1	1	39.1240198095929	1	1	1	1	1	1	27.8977127126262	1	1	1	1	1	1
ACOX3	1	1	1	1	34.1234755081274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACP2	1	1	132.300396445375	1	1	36.9544676839055	1	1	1	1	1	1	1	1	1	1	1	1	37.993629517791	1	1	27.43292610072	1	1	1	1	1	29.849158892011
ACP5	120.065129420057	1	357.194570941018	1	51.2292553554109	46.0672187965244	1	155.759060379453	1	1	1	1	1	1	62.9456349374275	1	1	44.4447417557942	122.960391016418	1	1	1	1	1	179.995947913926	60.3490804173968	1	1
ACSF2	1	1	1	1	42.411092586799	27.5236247302847	1	1	1	1	1	1	1	1	1	1	1	35.3349233904195	1	1	1	1	1	1	1	1	1	1
ACSL1	1	1	106.641018126727	1	1	1	1	1	1	1	1	1	1	60.0925393813965	1	1	1	1	159.304334464448	1	1	66.2695685358917	1	1	1	1	1	1
ACSL4	1	42.9075942058009	48.0945360221509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.2769757761256	1	1	1	1	1	1	1	1	1
ACSL5	1	1	1	1	1	1	1	1	1	49.3045668272823	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ACTA2	1	1649.81811155823	1	1	70.0923146502778	1	179.725884959799	362.268436112576	8544.59862474988	1	1	1	1	1	1	3310.92458543373	1	1	1	1	1	1	155.393449196217	5156.82978021054	1	1	1	1
ACTG2	1	1	1	1	1	1	1	1	249.491300026854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1022.51607371654	1	1	1	1
ACTN1	1	363.590932769578	69.4575702280661	1	169.75045548827	85.6890424921689	158.692506359703	158.472645806339	378.548001437665	370.765231642484	110.233608112595	1	1	95.021761782661	82.0409096677366	254.822006495661	1	79.8543538545385	72.8593746927351	1	124.104727848166	63.6498421951817	98.0169191076492	693.55067325943	1	1	146.640791077851	170.499854793943
ACTR3B	1	1	1	1	1	1	56.0924923450284	1	1	1	64.2814853066953	1	1	1	1	1	1	1	1	1	1	44.1467025829936	1	1	1	1	41.2652333623149	1
ACTR6	1	1	1	1	28.23648203025	37.8544699460641	1	1	1	1	65.1132756162124	1	1	48.2986506437599	1	1	1	37.1466594627909	1	1	1	83.1265219656275	1	1	1	1	31.607527679232	1
ACVRL1	1	29.6451301183593	1	1	1	1	1	74.018914242838	1	88.7726981095492	1	1	1	1	1	63.0662703446564	1	1	1	1	163.524048263829	1	130.576137525821	1	1	1	1	56.4257363395748
ACYP1	1	1	1	1	1	34.692268793954	1	1	87.7591017793656	1	54.3994022426324	1	1	1	1	1	1	1	1	1	1	28.9807150793717	1	1	1	1	32.2590875322689	1
ADA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.1127575983823	1	1	30.7266976824433	1	1
ADAM12	1	301.62345559117	1	1	1	1	1	165.082342540372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAM15	1	1	1	1	59.1463095546248	189.90832990373	92.1178207580592	1	1	431.568355668126	167.41274535607	1	1	189.521215480421	146.199322046382	1	1	149.336347493745	1	1	551.502456655474	158.443655842314	277.182991669905	43.4032700358054	1	1	75.361562327906	141.922618557771
ADAM17	1	51.132764320958	42.7653076770483	1	1	1	29.3604370045976	84.1683367829478	1	1	1	1	1	39.8614038411622	1	1	1	1	49.4460766290543	1	71.3220787859201	1	75.9531754188923	53.4727247432491	1	1	31.8760247787648	1
ADAM19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.4816206178229	1	1
ADAM28	1	1	60.4040778485837	1	1	1	1	1	1	1	1	1	1	1	1	1	88.7544591080775	1	1	386.133000328526	1	1	1	1	294.129845154513	1	1	1
ADAM33	1	1	1	1	1	1	1	67.9243082507972	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAM8	1	1	60.7495755493889	1	1	1	1	1	1	1	1	1	122.69981304637	1	1	1	101.717689405114	1	61.1435457502226	1	1	1	1	1	1	1	1	1
ADAM9	1	55.1840219574133	85.968644955872	1	1	1	56.4837953665579	1	1	1	1	1	1	1	1	1	1	1	69.8948035502862	1	1	1	1	1	1	1	1	1
ADAMDEC1	1	1	82.8211852353676	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS1	1	66.8636109731502	1	1	1	1	1	157.751678801445	668.04852988358	479.312112172228	1	1	1	1	1	407.715513932314	1	1	1	1	699.935395260712	1	322.83196214313	67.4029280992386	1	1	1	494.229164952199
ADAMTS12	1	138.730642158209	1	1	1	1	1	93.2026061637637	1	1	1	1	1	1	1	97.8886637821847	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS2	1	132.341630072161	1	1	1	1	1	45.6958506938678	1	1	1	1	1	1	1	64.8285049316615	1	1	1	1	1	1	1	1	1	1	1	1
ADAMTS4	1	43.7265462812175	1	1	1	1	1	1	209.257230941608	106.604722515261	1	1	1	1	1	399.862325052965	1	1	1	1	97.604906759951	1	205.451450523041	1	1	1	1	1
ADAMTS6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	214.122019309428	1	1	1	1	1	1	1
ADAMTS9	1	1	1	1	1	1	1	1	107.813163918413	353.823422409009	1	1	1	1	1	49.360640657225	1	1	1	1	206.306124096952	1	198.420803104099	1	1	1	1	1
ADAMTSL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65.4809907410466	1	1	1	1	1
ADAP2	1	1	301.326545706098	1	1	1	1	1	88.5746815831166	1	1	1	1	1	1	74.0560409874949	1	1	174.780460129071	1	1	1	1	1	1	1	1	1
ADCK3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.8235456580097	37.830820269243	1	1	1	1	1
ADCY3	1	1	1	1	1	1	1	1	113.306574385887	1	1	1	1	1	1	93.2169109824872	1	1	1	1	1	1	1	1	1	1	1	1
ADCY4	1	1	1	1	1	1	1	1	1	198.908239249002	1	1	1	1	1	1	1	1	1	1	226.799059655297	1	208.427182420315	1	1	1	1	200.375830455962
ADCY7	1	1	50.3757083961195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.8869766931976	1	1	1	1	1	1	1	1	1
ADD1	1	87.8817890527223	45.9753337480373	1	51.2132073874724	1	33.8210285637294	78.5993428262523	85.5590708045449	92.8975085027813	1	1	89.2571902713767	1	58.1056028230325	112.370712112961	1	1	1	1	178.027663216982	1	105.566633619702	1	1	35.5745688197676	28.2957746649623	106.740178012678
ADD3	1	172.522160443754	1	109.367636753864	46.5016488911105	1	33.9036617343445	250.080231353602	1	1	38.509492208384	1	177.690675775833	33.3813221747944	1	60.2123585682276	86.493759578298	1	1	1	1	27.4595193270092	128.249290128108	1	82.7429927119841	47.6892158926483	52.6395517140047	191.365869557392
ADGRA2	1	76.8777546404992	1	1	1	1	1	84.4703473239642	121.338615655988	1	1	1	1	1	1	86.8175456354935	1	1	1	1	1	1	20.8686922799872	1	1	1	1	127.932984203686
ADGRE2	1	1	54.5298262903665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	140.287244988746	1	1	1	1	1	1	1	1	1
ADGRE5	344.44911414772	1	90.5263299207815	202.679712462059	1	1	1	1	55.3008492093723	1	1	1	305.236951960882	1	1	39.9218964314624	427.102126548737	1	153.134537961863	1	1	1	1	1	157.152019830886	114.047573468498	1	155.225633918446
ADGRF5	1	1	1	1	1	1	1	1	58.2681876015407	83.969451378682	1	1	1	1	1	243.710933361651	1	1	1	1	372.723108470343	1	296.436213997095	1	1	1	1	1
ADGRG1	1	1	1	1	1	30.0416537535934	29.0333815144097	1	1	78.5559880860474	1	1	248.776108167499	1	1	1	1	1	1	1	100.199204797582	1	126.364555101221	48.0176386526357	1	1	35.8933608862698	1
ADGRL2	1	1	1	1	1	1	1	1	1	60.2567593633353	1	1	1	1	1	65.2464151219963	1	1	1	1	1	1	67.7217217579955	1	1	1	1	1
ADGRL4	1	1	1	1	1	1	1	1	1	514.790297542935	1	1	1	1	1	1	1	1	1	1	573.732791849648	1	756.418682628083	1	1	1	1	1
ADGRV1	1	1	1	1	48.9302322672474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADH1B	1	1	1	1	1	1	1	330.564454008625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADIRF	1	112.341312202717	1	1	583.237241396616	393.706820197471	243.75985856273	398.115895054854	3248.08943433761	1136.60738554476	179.896477567118	1	1	261.029635313762	1563.16458708381	1198.55605407797	1	624.637193905015	1	1	336.721947841304	108.693166900785	341.704271325089	192.636020610705	1	1	123.826323847726	254.231528317472
ADK	1	1	1	1	69.2033980397284	52.119236412726	62.7849748865465	1	1	1	97.4308658893739	1	1	77.134417990035	60.8954215776166	1	1	48.3020591448466	1	160.083285498644	1	55.9053977596922	1	88.783349545126	82.2171767274734	1	46.6563814184574	1
ADM	1	1	93.3510786214334	1	1	1	1	153.333306458442	1	76.303203768851	1	1	1	1	1	1	1	1	1	1	71.5085951600416	1	109.289912201007	151.646395372016	1	1	1	171.822371907619
ADM5	1	1	1	1	1	1	1	1	1	230.87029924449	1	1	1	1	1	1	1	1	1	1	1	1	61.1151464933351	1	1	1	1	1
ADORA3	1	1	46.1616308866695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ADPGK	1	1	92.3999531128014	1	24.1320455256634	1	36.5581597864093	1	1	1	1	1	1	1	1	1	1	1	71.2125261004822	1	38.8175442941046	1	1	1	1	47.7543179184342	1	1
ADPRHL2	1	1	1	1	29.6620874755377	27.5839851131993	40.8049175467376	1	1	1	82.6762532091216	1	1	40.0211039928805	1	1	1	1	1	1	1	33.4372302571945	1	1	1	1	30.6865669608848	44.1956448377183
ADRA2A	1	1	1	1	1	1	1	1	97.1017348299758	1	1	1	1	1	1	49.8678074832822	1	1	1	1	1	1	1	1	1	1	1	1
ADRB2	1	1	1	1	1	1	1	1	1	58.4996949929683	1	1	98.9579275362772	1	1	1	1	1	1	1	55.8345441787641	1	1	67.0272106682774	1	1	1	1
ADRBK1	1	1	71.5897438721153	1	1	1	1	1	1	1	1	1	86.7314763174313	1	1	1	1	1	83.0390153034559	1	1	1	1	1	1	47.6319581484215	1	1
ADSS	82.410861783931	1	31.8162117648552	1	62.975075193155	101.082017501302	84.4855436356919	1	1	72.6125885952826	105.561508757107	1	127.132025509306	100.909413531953	137.158728115035	1	131.48590505476	97.2815107375332	50.3938042527274	1	65.8200014832366	72.8411026966165	83.5088086326717	1	1	1	51.8159024528995	126.858307462494
AEBP1	1	1480.73864483224	1	1	1	1	1	659.613855013022	245.908632805891	1	1	1	1	1	1	319.868376659781	1	1	1	1	1	1	1	44.9971713968391	1	1	1	1
AEN	1	1	1	1	37.2538367141345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.5765774475638
AFAP1	1	44.2397345948396	1	1	1	1	1	49.4289703426363	1	59.9539733963947	1	1	1	1	1	1	1	1	1	1	1	1	55.1622656224741	1	1	1	1	1
AFAP1L1	1	1	1	1	1	1	1	1	1	48.0199488823328	1	1	1	1	1	1	1	1	1	1	66.2983417589692	1	176.610308995616	1	1	1	1	67.3232205166361
AFF1	1	1	34.5125995277424	1	1	1	1	1	1	48.9902522681206	1	1	1	1	1	1	1	1	1	1	69.8150018395307	1	42.4414877287619	1	1	1	1	1
AFF3	1	1	1	1	153.43194981574	1	1	1	1	1	1	1	1	1	65.1526041912885	1	1	1	1	262.125725453825	1	1	1	1	98.8421555801015	1	1	1
AFG3L2	1	1	1	1	44.1466762824749	39.7578526938368	72.7628142787234	1	1	1	71.0965659544829	1	1	38.6514710716323	1	1	1	1	1	1	1	46.174705705115	1	1	1	1	47.5602507988427	1
AGA	1	1	1	1	47.8223902327596	35.4497607599359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.4126145132645	1	1	1	1	1	1
AGL	1	1	1	1	47.6989950759792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AGO2	1	1	1	1	1	1	1	1	1	1	29.9671087035722	1	1	1	1	1	1	1	1	1	1	1	37.4631207617794	1	1	1	30.4785259371239	1
AGO3	1	1	1	1	27.0379445059847	1	33.6249382016666	1	1	1	1	1	1	1	1	1	1	1	1	87.9156362932077	33.616312341056	1	1	1	1	1	1	1
AGPAT1	1	1	1	1	1	1	28.4784452940562	1	1	1	40.5870825441619	1	1	1	1	41.7261806894861	1	1	1	1	116.053447451766	32.8503890160751	50.5638844062567	1	1	38.585900368181	1	27.7964608792866
AGR2	1	1	1	1	875.395183253344	2483.21384681007	106.876236977648	1	1	1	263.456063480353	1	1	563.207988830944	2435.15620394754	1	1	1522.2689443123	1	1	1	1175.20916893585	1	1	1	1	1	52.8941154983265
AGR3	1	1	1	1	461.009241720394	646.65291967544	1	1	1	1	1	1	1	294.170534274933	1292.72501631275	1	1	800.383450575025	1	1	1	486.863606044464	1	1	1	1	1	1
AGRN	1	1	1	1	39.652126641714	40.0642829391716	31.1752322036495	1	1	1	1	1	1	1	48.7116170861086	141.525641317085	1	1	1	1	50.8401859472252	1	92.17179989001	47.6354232063975	1	1	1	36.442993185109
AGTRAP	91.257162910436	109.38768712783	124.95338491686	1	104.759517709763	134.279389624369	126.08166724709	90.923369033622	1	95.6763576112827	98.241152660119	1	200.606129884561	73.8407841188963	102.326754806144	1	110.860171556414	96.5493055059066	138.247749383098	1	71.4279505870356	92.7683042629893	79.3742499938351	92.171897284944	1	1	46.5769843983948	274.220288294623
AHCTF1	1	1	1	1	1	1	28.9949565068208	1	1	1	31.7326845930076	1	1	44.2254149157025	1	1	1	1	1	1	45.5575597927894	1	1	1	1	1	1	1
AHI1	1	45.6060983986641	1	1	97.7720592916148	34.0843600303398	25.4556301390621	87.8879565380946	1	45.4613480582849	51.1478244656888	1	1	85.0075494490859	38.8155410242465	1	122.748995456374	27.4448698322145	1	1	1	36.5517155448323	1	46.2011350850518	1	79.8827500797974	42.3850694071694	1
AHNAK2	1	1	1	1	1	1	114.382497517806	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
