,B.cells.Memory,B.cells.Naive,CAFs.MSC.iCAF.like,CAFs.myCAF.like,DCs,Endothelial.ACKR1,Endothelial.CXCL12,Endothelial.LYVE1,Endothelial.RGS5,GenMod1,GenMod2,GenMod3,GenMod4,GenMod5,GenMod6,GenMod7,Luminal.Progenitors,Macrophage,Mature.Luminal,Monocyte,Myoepithelial,NK.cells,NKT.cells,Plasmablasts,PVL.Differentiated,PVL.Immature,T.cells.CD4.,T.cells.CD8.,Cancer.Cells,Normal.Epi,TCells,Myeloids,BCells,CAFs,PVLs,Endothelials,ER
0,-0.002628148253954986,0.006159230598020496,0.09364939587557955,-0.02229419720658607,-0.0024900485585872545,-0.006176397627608167,0.6276406182069634,-0.08907940784455465,-0.003638448290050743,0.004558517356111055,-0.015013065054884908,-0.008427520559435547,-0.026069554309616702,0.010993632960808226,-0.00898630682997948,0.01130330631206574,-0.008465357894720586,0.013810221080015866,0.011803619652122371,0.04056663476037649,-0.02917746298036092,0.0,-0.013875239123300478,-0.0061178164630483825,0.01193341874573449,-0.04771735981043102,0.05983334069388117,0.020092920934420225,-0.016452643652978424,-0.0027208979830800617,0.009481656741551006,0.0036894273503747673,0.012860401289088965,-0.026790887305551292,-0.08684127999044755,0.04821192457025347,0.006094888149658528
1,0.011311292828220618,-0.0038291037762911706,-0.03716347741398262,-0.01895886968485728,-0.03491351023042405,-0.004076750186561874,-0.06785343970573454,0.05330015684578844,0.0076710227397985085,0.0056740787493390135,-0.09969900104286987,0.007976097222017833,0.02606488409957828,0.0,-0.00499611279006169,0.009397793413616693,-0.019462021525967772,-0.01064444543045004,0.0075919831053695395,0.04384976023411477,-0.11744005455868517,0.01569207639023493,0.037044014632722076,0.0,0.02820070987597536,-0.027480910059975806,-0.052244627091388565,0.04009177608107682,0.0180670217906576,-0.005334506798747755,0.012312485065540961,0.0013430594062633049,-0.002355883126770793,-0.01547154678252152,-0.028742614914788994,-0.012471579232957442,-0.1927286425894292
2,-0.007123683854839531,0.0,-0.03504759922554263,-0.1335695621078967,-0.11597778818952739,-0.004006947471653853,0.026274065733863133,0.022697767339715375,-0.040207490723227074,0.005630201099792467,-0.03369830498573136,-0.03533802059858043,-0.1723237573766392,-0.0076993652790145126,-0.02818097538232126,0.01030927408703447,-0.020457060327068975,0.08037405955619759,0.01487003845429475,0.040596095079477604,-0.028806623751461764,0.00887117354200859,0.019113049017338374,-0.0048827350992431545,0.03173158845204691,-0.008600274531654774,0.02760918428586319,0.045927578431418245,-0.007954261002919877,-0.007967792131448322,-0.010851533787720608,0.006753773047997982,0.0,-0.08142395760137683,0.005669279998576693,-0.01091573275613239,0.018327453596223675
3,0.0015963350342687033,0.0,-0.03657760378499132,-0.013998260563100065,0.11301084210581355,0.005328635408306959,-0.07009101593980832,0.12677036179962078,0.08551979214840083,0.000693563132617564,-0.09592166504652608,0.0069123750657269,-0.029702388546856962,-0.0046466369125341064,-0.0326585432889505,0.01677974981620939,-0.02802698986637839,0.033903089885972966,0.01966488706443192,0.07117174065232194,0.0105000736118019,0.03364616964297398,0.024990726645849747,-0.0038453330908662375,0.049148560621378595,0.01490335418947894,0.04517799282102454,0.06747032801163784,0.012996402840457194,-0.025087033648008607,-0.0120696525415072,0.006617957089030414,0.0,-0.0028787449449075297,0.09959821769476807,0.027437652535886925,0.05138617589430439
4,0.004574947860563686,0.0038616833856950153,-0.02433452722185887,-0.05774778303072254,-0.023572249248103777,0.0,0.596686734454028,-0.013870077511354668,0.0,0.009767063417177924,0.04083530394117557,0.0,-0.03850062555279908,0.013202626984379795,-0.015278225167397755,0.01569557287465391,-0.01099941352645769,0.09449155773729374,0.008875833346881565,0.02929090493646556,-0.010197370047871412,-0.005062888966376966,-0.02415942013803149,0.0,0.01632733571357002,-0.0062219232855456885,0.0435342183350063,0.02414802340324647,-0.009924247249296275,0.006171592853141145,-0.0040127422248195516,0.007707158735154332,0.0,-0.03894203726205692,-0.010145892039533533,0.031251150975171726,-0.08373117094353
5,0.0097427319515766,0.009716443056942428,-0.012973217975662657,-0.011112722161542342,0.2524161224643504,0.0,0.16662721556855375,0.03923050548029416,0.01735904936890898,0.020392062880201636,-0.05390117619104093,0.01600641372650516,-0.057961432690227965,0.011808862048811684,-0.004680182462457272,0.007423341179887515,-0.017789120110949477,0.051395083267361114,-0.032762867233358015,0.07513493760588139,0.01294144205289105,0.01449118586880005,-0.007654788746927155,-0.005598966841781322,0.030508442297204376,0.011732357526858243,0.15462661843331962,0.05538092921311829,-0.006472314166901458,0.0036293635618605295,0.030662643419392607,0.004546655837011207,0.0031728185100099865,-0.00797050222380924,-0.10454640847815921,-0.006902402391947282,-0.09889800810712779
6,0.018892935138909273,0.006004637437404481,-0.015415384547088573,-0.07692308188945074,-0.03524173570510597,0.0005756363954980692,0.3545290961568846,0.033000121216876344,0.0036893208958272694,0.0038389341158471812,0.021260577288377935,0.009587412402960738,0.02932282311557377,0.007001489452621024,0.008675023888132016,0.017601761230528035,-0.02037733624179605,0.017434891125625795,0.022051375837672804,0.03880031547652513,0.0051695167612220705,0.005125201706796562,0.04603992574590726,-0.0056965401889250145,0.028518199673655376,-0.02483040890753921,-0.015739151712518384,0.05157237969750256,0.0015964020147163915,-0.0048567903328252116,0.0032363667252452988,0.004441720502424307,0.006766245900924228,-0.05842585641836612,-0.024972552831740047,0.0944619730406907,0.013005671368854776
7,0.012187406944019138,-0.0417724837607363,-0.06157420351236896,-0.016053457321238727,0.0,0.0,-0.09645353857343017,0.08910454488687126,-0.01310975299631004,-0.010037395391653091,-0.032823307525918034,-0.025590787638077726,-0.05020160058344444,0.0,-0.06862152720534972,0.005021368329825226,-0.018737368866942314,0.06549947818274673,0.02992808888401378,0.056226325478652084,0.0141096342828276,0.03159469774607771,0.0,0.014649529415558585,0.04181995150368593,-0.004556133405850697,0.03565092509525901,0.04605852228340601,0.020195192380041693,-0.014044618564561505,-0.009891956967327357,0.007942998273962408,-0.05935116833961894,0.0,0.003474480365597568,-0.04460574431739747,-0.3363169835444706
8,0.0033317577535683,0.003973984014519975,-0.0377697168143934,-0.01777856229254628,-0.03906153288337507,0.0,-0.004110156354297935,0.050253282543581745,-0.0670361241580724,0.007950327490089068,-0.1380910985557945,-0.05222450017812959,-0.09602973537823786,-0.0074647527087502875,-0.022182915270014907,0.011480440376591568,-0.022466664028137823,-0.014353261760070034,0.012337862822127149,0.03298970767922721,-0.0362853565867716,-0.009195616652757348,0.02471829357354118,0.0,0.024135131491883864,0.01786065165011689,-0.061028318520057925,0.033448287991581956,0.0103597088252696,-0.009130996563103531,-0.016519884878892263,-0.01058344364395608,-0.004256112815895555,-0.010364711010105325,0.060303555849302914,-0.055167446270022624,0.0076790307998296226
9,0.0,0.0,0.003402834384191691,-0.013180173089876698,0.003514158759771442,-0.0034319162532471673,0.02571140392291679,-0.344720672226789,-0.0088169881389568,0.007567516970116115,0.02114150089755955,0.0,-0.023690871518782613,0.0025069784660729307,-0.018811910573508877,0.002566990117769396,-0.021696112477899262,0.0144049371116217,-0.023738256086532284,0.03024059219845683,-0.03424052739154034,0.007870905922771664,-0.03343436787928576,-0.00725393127715877,0.012854210169452858,-0.028129736132724646,0.0367884317986872,0.026772456440549455,-0.011515773756152422,-0.001570225458343798,-0.0033073050430314677,0.004480464898646593,-0.001998440495240839,-0.01890829688866527,-0.056564312064582956,0.015419922217706841,0.009487628013876537
