,B.cells.Memory,B.cells.Naive,CAFs.MSC.iCAF.like,CAFs.myCAF.like,DCs,Endothelial.ACKR1,Endothelial.CXCL12,Endothelial.LYVE1,Endothelial.RGS5,GenMod1,GenMod2,GenMod3,GenMod4,GenMod5,GenMod6,GenMod7,Luminal.Progenitors,Macrophage,Mature.Luminal,Monocyte,Myoepithelial,NK.cells,NKT.cells,Plasmablasts,PVL.Differentiated,PVL.Immature,T.cells.CD4.,T.cells.CD8.,Cancer.Cells,Normal.Epi,TCells,Myeloids,BCells,CAFs,PVLs,Endothelials,PAM50_Basal,PAM50_Her2,PAM50_LumA,PAM50_LumB,PAM50_Normal
0,0.024489517247519375,0.038035587024552536,0.016484843804060997,-0.012180851706544753,0.06330717086331131,0.021749651323338906,0.019767819479732787,-0.011686532095063557,0.02844337681343191,-0.015818542775605314,0.12490710052618076,-0.20594150738036898,0.09045422358720413,0.06126196559519563,-0.02107162330253566,-0.00783423101403681,-0.03194613055071322,0.03892866141768944,-0.013886415010184103,0.034574365709142546,0.07986486150457388,0.01996933171823788,0.03264404207215949,0.012249208338556195,0.05856821527424225,0.026572789326928657,0.1113430141211305,0.0,0.0033608806098717053,-0.03186517344751255,0.024386526566615378,0.006534127871814233,0.017712564958672353,0.0036592671000085057,-0.040657994313714,-0.018849205085507338,-0.028835372252515833,-0.00520770858390901,0.01346558760069394,0.012723597651981389,-0.014145095695018317
1,-0.10557053048561213,0.018798633549422784,-0.17299911459747613,0.019085579140182236,0.053803832885271206,0.012355731298152005,0.0,-0.017028835762227718,-0.003193826537496531,0.02443281303885749,0.0038942378069629258,-0.013370247883691969,-0.11349350893098914,-0.05108264250328804,0.002827187321101409,-0.006203839609512582,-0.02791234763769396,-0.006863288836176866,-0.05279673192644166,0.028295338399499253,-0.03784100767944119,0.005501522606943041,-0.0176465433385212,-0.0017119509797384432,0.0,-0.021360238423738194,0.035063097267753314,0.0,-0.026957669149357686,0.006354316215626181,0.010560417508008702,0.004449658145920114,-0.06728560469997873,-0.02595673747966284,-0.004809977659685435,-0.038756022398377325,0.02339304709392506,0.007300704018763077,-0.004508335207413808,-0.001675437276891193,0.08844023760064096
2,0.016641415395574483,0.033022287875453485,0.0023218067583443865,-0.03759709233175204,0.22201225170273864,0.013604348241571487,0.036766864994845355,-0.007652249997790057,0.02785724658387003,-0.027505935843639973,0.09773881247208419,-0.16664666294420433,-0.08012807990806148,-0.31005183687645,-0.06528445379107868,-0.0412216210446761,-0.041316622897551745,-0.024691666604451525,0.0038167487704813263,0.04808642591735734,-0.1468410801386901,0.02260952917452641,0.019535557832601715,0.004080088544671661,0.033095370900729615,-0.005048325554941273,0.01180420089308068,0.004989541774182534,0.003532539142005433,-0.0071158003987379925,-0.020477946273139792,0.0028995582067633608,0.006172270707979161,-0.06102941565766383,0.0,-0.027846188782271294,0.0,-0.004956379408451214,0.012330175105457086,0.014093050122455042,-0.03606681776960485
3,0.012498910222717347,0.010143489866037525,0.009290255030887037,0.005033249266615657,-0.009487792451465261,0.0072330254530290905,0.012889173381818067,-0.018637623782049136,-0.006787421125829758,0.0,-0.005062507804986911,-0.09731524433214173,-0.0978525850103771,0.08549543235067737,-0.013611129332939498,-0.006647415114057717,-0.01452785095214501,-0.008581292655366501,0.04778897086367003,0.03220251653763655,0.031642934355787654,0.016529386056852738,0.03321864201999593,0.004713614894222045,0.02950848434502496,0.17141003269637306,0.1674504413452918,0.009441171383784558,-0.0019117302618221754,0.018702122905526336,0.04483058184151348,0.012764646268043536,-0.0071892653946789425,0.015742056565201765,-0.017445146906450135,0.0031762995698750504,0.029049234954184378,0.01587340789305891,0.0045292789593259775,0.010246106214451656,-0.010814545223675531
4,-0.01401761221812764,-0.0050136102246848835,0.0372303343427543,0.01669358061073639,0.03557817833595883,0.03025478727638453,0.010907068522205576,-0.0036214929000992213,0.004606612572465418,0.0048565321295721,0.12947688271968189,-0.27299396242182006,0.08788329910143841,0.11186746158375815,-0.008070346808160322,-0.007093409411683044,0.0,0.1328029852205314,0.0,0.025211526866477985,0.05438869325635309,0.026880260062732364,0.06896354876078306,0.013721334037677224,0.07079783710831439,-0.006132125528999388,-0.03866985569391934,-0.012069365468599658,0.02076114147930852,-0.01175255444863893,-0.03228476369907013,0.02782573962792384,0.005871098445808964,0.012792038838228215,0.08382575973164585,-0.03405156365549883,-0.0324033450014688,0.0,0.011472110368510369,0.0,-0.020962888624863396
5,0.0227568517930987,0.022595523505270415,0.014177692024189989,-0.036930097387662494,0.009600883642879355,0.017827018189325528,0.011137939192385793,-0.0036191142665256276,0.020198566110437598,-0.0010410696956023799,0.06657386169031808,-0.2685994703550865,-0.1312622618200452,-0.07678550522074866,-0.03366455122118865,-0.006639706935332891,-0.041934792326789046,0.027415866296466793,-0.0134258189227335,-0.005031287880219608,-0.0937925218164874,0.021039699126735825,-0.05762259890884726,0.009396283507891104,0.03358377665406828,0.007701925548367582,0.04480577296826412,0.0046890456401542935,0.0,-0.026313751907990048,0.020266014792267112,0.007462524064764421,0.021727843728352077,-0.02963587187791826,0.0,-0.0062731430168202935,-0.0059376493193930985,0.0077001937185893765,0.006538156540110196,-0.0027310868664893184,-0.030423224094439316
6,0.0,0.009585739719100794,-0.08450397811516476,-0.009582752388079782,-0.003601669436015018,0.005143013712023033,0.0,-0.006402323697703449,0.007190982866663553,0.013107846248323545,0.009161348501633046,-0.12473051452555221,-0.1271542796466101,-0.1249758950108539,-0.018800959725311987,-0.002371554196306541,-0.02166226396596381,0.0028294665184664686,0.012460791005081406,0.0165797706670927,-0.05008808871341365,0.011487176764022944,0.015277211457244474,0.003004254589693939,0.01355356471460014,-0.012356341962967634,-0.10170426138839211,0.0032692229067601756,-0.000927168737575356,0.010930081867158761,-0.05319183222732415,0.0,0.008732296627095525,-0.03380606624530336,0.013347880541079256,-0.018523790248222635,0.018576223643759285,0.0076505248349936815,-0.0017224888205430887,0.00890660286472042,0.13084414389540727
7,0.005899844000671173,0.016342842970009624,0.005988634684813025,0.00442557904589775,0.46121821568140203,0.015319291777958474,0.010359327153527628,-0.006516088746506856,0.008216859136785666,-0.013036821859938347,0.048447424260432616,-0.148328943477621,-0.019702953569855283,0.025380797755553533,-0.004149750180879645,-0.011349461928770344,-0.021177504707474627,0.0019807994341207724,0.001882037254309632,0.02105682427670104,0.003190682480288202,0.012784021314373215,-0.02450000670582477,0.005070898886423009,0.024385509006655856,0.003514501787547128,0.05692596316619042,0.00656917791465669,0.0015969901088154492,-0.011084438618293564,0.024615532096111045,0.0,0.014673777518829628,0.005833474473148019,0.017219935350280886,-0.005923664118440725,-0.012546172225596626,0.002230603664030273,0.01046400419043958,0.0013754944734466479,-0.013121322830599857
8,-0.007168149432973593,0.009475536986185147,0.007782277508142189,-0.019047860926009276,0.19877835457970827,0.00678349830004818,0.012021766266746954,-0.002814424106950087,-0.023512905386632463,-0.03072880730374787,0.029193822551105784,-0.05832296161593702,-0.10461454440367132,-0.4467938917205643,-0.04378191517385461,0.0,-0.042573394204216394,0.0,-0.008766983111772389,0.0402325368266013,0.030696829429827373,0.02389570120674034,0.026373544100442563,-0.00973610546418454,0.026056311020061763,-0.009943964538221411,0.02233815076639445,0.0,0.0,0.0,-0.022239223274462094,0.0029121525569449115,0.0,-0.012592957277535708,0.01495475585783088,-0.02299792912804561,0.006612876996193557,-0.04297069242876184,-0.0047836744048029844,-0.002937118756195678,-0.01624869740081758
9,0.0,0.004997027580219984,-0.05625065480639365,-0.009804173641927968,-0.043059364493798935,0.0,-0.0398893642816458,-0.008754034534941182,-0.02452708080782213,0.007950081823687939,0.0,-0.035587957476870234,-0.06230046894655994,-0.016319232627624886,-0.010271843197194656,-0.0026296220261537336,-0.002402088628037896,0.0,0.0,0.014849948927066203,-0.0036266985657865264,0.005816449746309939,-0.0014930551595733754,0.004011539382295426,-0.048837955290791366,-0.010875973117180415,-0.0538433824300615,0.0,-0.004990051996664429,0.0,-0.03309098296529592,-0.0015990034850447976,0.008080181663323999,-0.013733940629966301,-0.028204070998524455,-0.08412401819276416,0.008033320579937497,0.0,0.0044361786071387965,0.0,0.06357220488426146
